SA4_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
504,66,147,117,146,172,85,22,762,27,46,34,27,33,15,8,188,3,4,3,3,0,0,0,18,3,0,3,0,7,0,3,26,99,206,159,178,210,107,36,994,15,19,7,16,24,6,3,93,0,9,6,3,3,0,0,18,12,28,16,13,23,6,3,106,114,230,177,191,236,116,43,1103,35,68,43,35,36,16,3,233,6,4,3,0,0,0,0,16,153,306,227,228,269,131,40,1353,222,463,396,332,559,238,97,2315,345,804,549,362,490,173,83,2805,51,26,28,18,21,9,7,157,12,12,11,8,12,6,3,65,639,1302,982,723,1088,424,186,5342,56,91,69,39,54,23,12,344,69,155,107,54,54,17,4,469,128,249,170,86,116,39,14,808,763,1550,1154,812,1198,465,202,6155,1157,989,498,285,315,93,53,3390,26,32,13,7,6,0,0,85,1947,2574,1666,1102,1516,563,258,9624,296,608,519,479,734,323,126,3078
505,137,280,256,189,368,170,94,1497,36,92,73,59,84,37,19,399,6,4,12,3,17,3,0,49,10,10,9,7,8,0,0,48,184,385,348,262,478,211,110,1986,22,45,40,18,33,7,8,183,10,8,18,14,3,4,0,53,29,59,59,33,39,11,8,229,217,445,403,296,513,221,117,2222,85,140,84,48,57,31,22,458,7,12,12,0,3,0,0,33,311,592,496,348,579,252,143,2716,314,850,695,611,1130,546,298,4444,778,1608,1065,728,1016,371,182,5745,94,65,39,25,51,13,11,308,28,56,32,23,34,13,13,200,1223,2584,1826,1385,2232,950,502,10689,74,216,131,95,118,45,27,713,153,315,173,104,118,26,12,902,224,530,304,202,234,75,40,1618,1445,3113,2129,1583,2469,1019,542,12306,1928,1655,870,550,609,239,141,5984,33,55,40,16,6,3,7,156,3403,4817,3042,2154,3087,1265,686,18451,453,1139,949,799,1493,718,385,5938
506,121,243,211,202,323,114,94,1312,46,79,64,49,54,25,19,336,4,11,12,7,15,3,3,51,4,3,3,5,11,3,3,33,170,337,289,259,410,153,114,1729,20,51,38,26,34,18,6,192,8,12,14,8,6,0,0,57,30,62,49,32,40,17,6,245,206,402,337,291,451,168,122,1977,67,106,83,67,63,19,25,438,8,12,0,6,4,0,0,29,278,516,429,366,515,194,148,2447,355,801,620,523,881,391,219,3792,655,1314,891,554,834,281,167,4693,64,54,24,30,39,17,12,248,16,22,12,11,23,13,4,108,1087,2195,1554,1125,1782,703,396,8838,80,196,115,96,115,38,17,652,167,322,167,86,102,29,11,884,243,519,281,180,217,71,29,1539,1332,2714,1831,1304,1995,776,424,10380,2024,1828,885,566,627,220,129,6289,55,52,17,9,13,3,0,151,3407,4594,2739,1880,2639,1000,558,16817,470,1046,834,721,1206,513,310,5097
507,91,230,223,177,286,105,52,1154,35,77,50,43,46,18,7,282,9,3,8,5,11,0,6,44,3,3,3,6,5,0,0,23,139,314,280,229,348,125,68,1502,21,34,37,14,34,6,0,147,3,11,7,4,3,0,3,36,27,48,42,22,35,9,3,181,165,359,328,248,382,138,68,1688,63,92,65,41,57,23,11,349,3,4,6,3,3,0,0,22,231,454,396,292,448,158,77,2055,311,713,572,488,773,344,206,3405,604,1274,884,593,771,267,126,4520,61,50,26,27,38,17,15,228,23,25,13,15,14,5,4,103,998,2064,1493,1129,1593,639,348,8260,89,198,115,68,103,34,13,613,170,289,136,81,72,21,10,773,258,484,247,148,171,46,24,1386,1249,2547,1743,1280,1764,687,369,9641,1742,1598,728,453,508,159,87,5270,36,26,23,18,4,0,0,115,3027,4177,2492,1751,2275,842,454,15024,401,943,795,664,1056,450,258,4561
509,26,64,58,58,75,3,3,291,9,22,39,26,18,3,0,114,0,3,3,6,0,0,3,16,0,0,0,0,0,0,0,0,35,90,104,91,96,5,5,422,3,15,10,8,11,0,0,49,0,7,3,0,5,3,0,17,3,20,12,11,12,3,0,65,38,107,118,104,109,7,8,490,39,50,45,32,30,3,0,207,3,4,7,7,3,0,0,17,84,164,167,137,144,11,7,715,57,197,149,117,161,20,0,699,153,424,295,193,234,18,3,1328,32,16,12,9,16,0,0,89,7,12,8,10,9,0,0,46,256,648,466,332,415,40,3,2162,6,45,26,17,24,5,0,126,38,72,42,15,17,3,0,193,45,115,70,36,40,6,0,318,298,760,538,371,457,47,7,2479,664,644,307,167,146,10,8,1952,15,13,16,3,5,0,0,59,975,1426,857,543,612,58,13,4485,82,258,207,180,236,26,3,995
510,34,60,46,50,44,3,0,234,10,16,15,12,8,0,0,57,7,3,0,3,7,0,0,15,0,0,0,3,7,0,0,11,50,78,64,63,61,3,0,322,7,17,6,7,6,0,0,42,0,3,0,3,0,0,0,14,10,19,9,9,9,0,0,51,60,98,78,68,68,3,0,372,29,39,24,17,14,0,0,132,14,12,16,8,0,0,0,55,108,156,119,97,85,3,0,560,119,228,162,99,97,9,0,714,126,169,93,64,41,0,0,497,10,6,7,0,3,0,0,31,8,12,4,3,4,0,0,32,262,411,264,170,145,8,0,1272,30,42,21,29,13,3,0,136,31,45,21,12,14,4,0,126,59,89,46,39,26,3,0,263,325,501,307,211,170,14,0,1532,628,542,292,153,104,5,0,1734,30,26,13,3,0,0,0,64,985,1072,618,376,277,11,3,3337,152,286,210,147,140,6,0,950
511,27,90,72,63,104,12,3,370,13,28,24,15,14,0,0,85,0,3,5,3,3,0,0,17,0,3,0,0,3,0,0,7,38,124,99,81,120,8,4,481,4,13,23,16,9,0,0,65,3,13,6,3,0,0,0,30,10,25,29,25,11,0,0,93,48,146,125,102,133,12,4,577,31,64,45,35,14,3,0,186,4,8,3,4,0,0,0,28,83,218,173,140,153,14,4,788,109,201,210,168,202,20,8,923,168,341,218,138,149,16,3,1036,17,26,13,7,13,0,0,85,11,12,7,4,9,0,0,43,299,580,459,316,374,42,15,2083,23,77,40,23,28,0,0,190,34,82,46,24,21,0,0,208,57,156,84,48,47,3,0,395,358,739,545,366,421,39,15,2477,741,622,300,186,126,5,4,1994,42,40,25,17,3,0,0,129,1144,1401,875,564,546,52,16,4598,135,290,284,231,299,34,16,1295
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,68,159,145,130,193,66,34,800,18,57,54,34,57,20,11,256,3,9,6,3,4,3,0,36,0,10,3,7,11,3,4,30,96,232,213,177,267,98,45,1121,12,17,14,5,13,0,0,58,3,16,14,6,3,0,0,45,13,29,30,14,19,3,0,104,109,261,243,185,285,104,48,1224,57,84,67,50,69,33,15,362,3,6,3,0,0,0,0,10,165,346,310,243,354,134,62,1599,137,396,349,299,473,181,75,1908,497,963,582,417,551,158,52,3209,62,50,26,24,27,4,5,198,19,21,13,4,21,9,0,83,718,1427,962,746,1068,350,129,5395,28,80,36,27,40,9,0,225,69,143,67,38,29,11,5,355,99,225,99,66,74,20,4,584,817,1652,1061,808,1135,369,135,5979,1335,1184,598,370,396,116,55,4047,29,20,16,12,3,0,0,74,2175,2856,1676,1182,1533,485,192,10103,208,549,496,426,669,250,109,2706
602,31,80,66,58,84,28,14,357,8,20,29,14,28,4,0,106,7,0,0,0,5,0,0,8,3,3,0,0,9,0,0,17,43,107,92,80,122,27,14,486,0,23,15,5,5,3,0,54,4,12,8,3,3,3,0,31,4,37,16,11,7,6,0,82,50,137,112,91,134,32,14,571,37,55,37,22,30,9,5,204,0,0,0,0,0,0,0,3,88,196,151,112,163,46,22,778,56,186,168,159,253,76,29,925,253,492,347,223,340,82,27,1770,44,27,21,9,12,8,0,136,12,11,4,10,11,3,0,49,367,724,546,399,612,169,50,2876,20,43,33,20,25,14,0,157,37,88,28,40,40,3,0,233,53,133,63,59,60,11,3,385,419,852,608,462,679,182,55,3259,871,784,359,236,236,38,12,2534,14,19,11,7,3,3,0,56,1303,1656,978,707,917,229,70,5853,82,267,230,216,338,99,46,1278
603,7,25,17,14,22,5,0,91,0,7,5,7,11,3,0,43,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,32,32,24,27,12,0,138,0,0,4,0,0,0,0,14,0,3,4,0,3,0,0,12,0,10,5,3,0,0,0,24,13,41,38,26,30,13,0,162,14,20,12,7,15,3,0,72,0,0,0,0,0,0,0,0,30,62,45,33,49,15,0,234,8,30,36,30,35,12,5,158,41,108,69,44,55,11,4,337,4,9,5,4,0,0,0,23,0,6,5,0,4,0,0,21,53,163,121,79,91,22,6,540,7,6,3,3,0,0,0,21,9,23,9,12,3,3,0,52,10,30,5,15,4,3,0,67,66,192,128,96,100,25,6,607,159,170,90,55,47,12,0,524,0,8,0,0,0,0,0,8,223,361,217,152,149,32,6,1143,17,53,59,43,55,18,5,247
604,32,93,72,53,102,13,3,358,16,21,14,14,23,6,0,92,3,3,6,5,4,5,0,18,0,0,0,3,0,0,0,4,45,115,92,70,128,23,3,479,8,16,9,7,11,0,0,48,7,9,5,3,5,0,0,24,13,26,12,12,11,0,0,77,62,137,106,83,140,22,3,551,36,47,40,28,39,5,0,206,0,8,0,6,0,0,0,12,100,192,147,117,182,27,3,770,56,128,126,111,187,46,14,665,191,417,265,171,237,51,8,1340,29,30,9,16,14,6,0,105,6,11,3,3,14,3,0,40,277,589,412,297,450,107,18,2154,25,65,37,16,24,6,0,174,36,63,52,27,33,3,0,212,64,126,89,39,54,8,0,390,344,720,497,341,505,118,18,2540,767,720,300,201,235,32,7,2266,8,15,7,3,3,4,0,50,1114,1455,807,546,746,154,27,4854,82,222,197,163,288,55,15,1026
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,69,144,111,80,130,17,12,563,10,10,11,15,12,0,0,65,3,9,3,3,9,0,0,31,0,3,3,6,3,0,0,11,83,167,129,100,149,18,12,662,9,9,7,0,7,0,0,37,0,4,0,3,3,3,0,15,7,10,6,4,9,5,0,49,91,181,138,107,159,22,12,709,30,45,42,29,32,4,0,184,8,3,6,6,4,0,0,26,131,228,184,135,196,33,8,919,195,422,289,211,313,44,24,1504,159,245,140,104,131,20,8,808,22,20,8,13,13,0,0,73,11,19,14,9,9,0,0,66,392,709,443,336,470,72,34,2450,24,37,29,17,12,0,0,120,24,49,19,19,9,0,0,116,46,84,48,35,18,0,0,237,439,789,493,367,486,69,34,2692,492,403,183,130,107,14,10,1336,24,15,10,3,5,0,0,67,953,1210,687,501,601,90,43,4092,267,562,398,289,446,68,39,2069
702,34,68,56,33,41,3,0,236,21,12,15,14,6,0,0,67,6,3,5,0,0,0,0,13,3,5,3,3,0,0,0,8,57,82,77,52,53,5,0,322,11,22,23,9,14,0,0,77,6,9,3,4,0,0,0,20,15,32,22,15,16,0,0,99,71,115,101,66,60,5,0,424,78,74,70,39,24,0,3,293,14,10,4,10,3,0,0,42,165,207,174,115,90,5,3,754,139,308,195,134,137,12,5,923,115,212,146,83,57,8,3,620,30,22,14,6,8,0,0,80,27,24,22,9,8,0,0,98,307,568,375,239,210,22,10,1722,76,104,55,32,20,0,0,289,41,31,16,24,11,0,0,117,116,135,76,50,32,0,0,408,421,701,452,286,239,25,12,2131,714,778,399,264,139,13,10,2312,69,68,37,25,0,0,0,203,1203,1548,882,572,384,35,20,4645,172,369,246,168,179,13,5,1158
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,118,308,271,197,326,131,70,1414,27,66,50,39,49,18,11,253,3,8,4,3,5,4,0,31,5,8,5,3,0,0,0,27,155,383,333,235,387,148,79,1723,9,8,12,3,12,3,0,59,0,11,3,3,9,3,0,26,9,18,20,9,18,8,0,82,165,402,349,246,406,158,82,1804,43,86,62,49,71,36,19,365,4,5,3,0,0,0,0,21,207,493,413,298,478,189,101,2184,427,942,790,583,1002,423,191,4362,548,883,584,371,455,147,63,3042,111,43,33,32,45,25,14,293,10,21,6,10,19,12,6,85,1093,1886,1416,996,1526,609,268,7793,34,78,46,31,52,19,14,273,59,99,58,24,44,13,3,302,95,180,102,61,97,24,15,578,1186,2063,1523,1054,1620,633,283,8363,1048,941,520,274,339,161,78,3361,19,12,5,4,7,0,0,47,2252,3021,2044,1333,1968,792,359,11773,546,1253,1063,783,1329,555,264,5779
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,5,6,4,0,7,3,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,5,3,0,29,3,10,5,6,10,0,0,30,8,10,9,3,8,0,0,32,0,3,3,0,3,0,0,4,0,0,3,0,0,0,0,7,13,22,23,10,15,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,26,23,10,21,0,0,88,7,8,4,3,3,0,0,25,0,4,3,0,0,0,0,8,19,34,25,21,24,0,0,118,8,11,9,9,17,3,0,53
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
