SA4_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
502,267,42,7,3,318,15,3,15,337,33,0,369,864,91,22,12,999,30,0,30,1029,32,0,1057,146,14,27,6,189,7,0,7,195,6,3,205,7,5,0,15,25,0,0,0,25,0,3,25,1287,151,60,30,1523,51,3,55,1578,69,7,1660,45,3,0,0,49,6,0,6,56,3,0,60,86,7,3,0,103,10,0,10,112,3,0,113,130,14,7,0,150,15,0,15,164,4,0,168,1417,167,64,33,1672,65,3,72,1743,80,7,1829,1141,150,82,42,1421,108,6,116,1536,104,0,1636,3,0,0,0,3,0,0,0,3,7,8,17,2555,316,146,79,3091,180,8,190,3283,187,12,3482,509,57,17,4,583,18,10,28,607,65,0,675,1215,123,36,16,1387,39,3,43,1434,58,11,1497,37,3,10,0,59,0,0,0,56,7,0,65,15,4,4,11,33,0,0,0,29,0,0,31,1775,181,64,36,2058,61,14,77
503,667,127,16,5,814,34,3,39,852,80,0,938,2132,219,15,9,2371,24,3,30,2404,43,4,2453,532,40,47,0,620,10,0,10,629,12,0,637,23,3,0,9,34,0,0,0,34,3,0,41,3348,389,79,33,3844,68,8,77,3919,140,3,4067,42,6,0,0,52,11,0,11,58,3,0,65,111,14,3,0,123,12,3,11,136,4,3,149,154,18,0,3,179,19,3,21,201,5,3,206,3506,404,80,32,4021,88,9,101,4123,145,5,4276,1910,169,48,20,2148,75,20,86,2232,151,3,2393,3,0,0,0,5,0,0,0,5,0,9,17,5424,569,127,53,6171,160,29,190,6361,303,17,6679,1143,210,13,5,1372,68,3,68,1440,92,0,1534,2721,298,22,9,3049,51,0,55,3108,60,0,3167,95,7,14,0,121,0,0,0,117,0,0,119,32,3,0,17,50,3,0,3,55,5,0,56,3986,526,53,34,4589,126,10,132
504,1282,198,17,15,1511,51,21,71,1585,97,3,1680,3406,381,47,31,3867,72,15,86,3953,79,3,4034,705,90,116,8,918,23,0,23,938,20,0,955,43,8,0,25,76,3,0,3,80,3,0,87,5433,670,186,82,6376,145,28,175,6552,196,9,6756,118,42,4,5,165,27,0,27,195,11,0,208,241,30,13,5,291,16,3,23,314,21,0,334,360,74,12,15,457,43,3,49,504,32,0,534,5793,747,200,92,6836,190,37,230,7061,223,9,7291,3847,457,134,94,4538,221,34,254,4792,398,5,5197,22,3,0,12,36,4,0,5,40,0,34,78,9656,1208,338,201,11406,424,72,490,11900,621,49,12568,1850,250,31,19,2150,88,29,113,2259,147,6,2414,3881,459,76,31,4448,90,6,101,4542,104,0,4650,188,24,29,4,239,8,0,8,247,8,3,250,57,3,0,40,98,7,0,7,100,4,5,111,5970,735,127,97,6929,190,35,219
505,2615,420,54,23,3111,129,15,149,3259,225,6,3489,8463,900,150,85,9596,182,28,207,9803,177,0,9984,1853,193,181,16,2247,30,9,41,2288,33,3,2319,90,16,9,83,196,11,0,11,203,5,0,211,13025,1530,392,211,15154,353,52,400,15558,439,14,16005,229,33,9,3,270,36,0,38,313,29,0,336,587,48,11,8,658,62,4,73,731,22,0,751,819,83,25,14,933,101,5,112,1042,47,0,1089,13843,1609,413,223,16086,452,55,510,16597,490,14,17098,7813,974,294,207,9286,468,84,545,9833,860,19,10716,30,11,0,20,53,0,0,0,58,18,82,158,21682,2595,709,446,25434,924,135,1057,26492,1375,111,27974,3960,567,62,41,4627,165,36,201,4827,282,10,5116,10153,1018,142,84,11396,283,28,311,11711,223,7,11936,371,49,73,3,492,12,0,15,503,11,8,523,66,16,0,96,180,3,0,5,185,5,6,197,14550,1648,280,222,16701,460,65,528
506,2577,419,43,18,3056,154,33,185,3245,224,3,3473,6322,845,104,46,7315,138,18,149,7468,171,5,7641,1327,155,155,5,1645,47,3,57,1699,44,0,1748,82,17,0,70,174,5,0,6,186,12,5,199,10312,1434,307,144,12198,352,49,399,12600,450,17,13063,314,51,4,4,367,57,12,69,439,20,4,465,541,81,19,16,661,73,16,89,746,31,0,774,857,132,23,16,1028,129,26,159,1186,53,4,1233,11165,1564,333,164,13224,480,74,556,13782,502,17,14296,8045,1179,229,196,9641,589,65,655,10295,1012,40,11343,30,5,0,26,67,3,4,3,67,6,60,142,19242,2745,556,383,22930,1068,144,1216,24148,1524,118,25783,3427,531,49,29,4029,189,42,233,4261,307,0,4571,7078,842,89,71,8084,195,27,224,8304,209,5,8517,229,49,35,5,317,10,0,10,324,11,0,335,84,17,0,59,148,5,0,5,157,19,3,173,10812,1438,170,158,12580,397,79,471
507,1933,278,38,20,2262,94,20,116,2374,149,6,2530,5873,611,115,38,6633,129,13,145,6770,127,4,6904,1245,131,146,21,1542,33,13,41,1581,37,3,1617,68,5,3,54,128,3,0,3,137,3,10,146,9120,1020,302,125,10566,263,41,299,10861,313,22,11200,166,17,3,0,181,36,8,44,229,14,0,242,450,47,17,5,519,39,0,45,563,9,0,574,615,61,22,6,704,80,6,88,787,27,0,814,9736,1077,321,129,11263,341,48,386,11650,338,22,12009,6296,619,219,126,7253,358,32,397,7652,436,16,8106,19,0,4,9,34,3,0,3,32,3,40,72,16049,1703,540,266,18551,704,79,784,19338,781,72,20190,2910,392,68,22,3390,120,21,140,3538,217,3,3760,7069,672,106,48,7901,188,14,199,8103,168,10,8281,241,26,53,7,330,13,0,11,346,16,0,358,60,6,4,68,133,3,0,3,136,3,8,145,10281,1102,238,140,11756,320,41,364
509,490,52,12,3,553,6,3,10,561,43,0,601,1657,170,40,19,1883,25,3,26,1914,41,3,1961,263,27,38,0,336,4,0,4,339,8,0,348,27,3,0,15,46,0,0,0,50,0,0,50,2444,258,92,36,2827,40,3,40,2866,93,4,2963,20,0,0,0,24,4,0,4,27,6,0,36,48,10,4,0,57,8,3,12,71,3,0,71,67,9,3,0,79,14,3,16,96,11,0,110,2509,266,100,36,2908,56,4,62,2966,100,7,3071,1775,252,105,38,2171,100,23,120,2295,172,5,2469,15,0,0,0,20,0,0,0,20,0,18,36,4295,517,203,74,5100,154,28,180,5281,271,27,5579,990,119,14,6,1131,15,5,19,1152,70,0,1218,2308,286,62,26,2678,24,4,37,2715,73,3,2786,63,11,34,0,109,0,0,0,113,4,0,113,27,3,0,26,59,3,0,3,65,3,0,64,3384,420,111,59,3978,43,16,58
510,606,87,10,3,708,22,3,26,728,67,0,798,1127,94,37,13,1272,6,0,6,1275,39,0,1315,257,30,49,15,352,4,0,4,359,4,0,366,26,0,0,16,45,3,0,3,44,3,6,55,2013,207,106,51,2368,35,3,39,2409,119,6,2530,33,4,0,0,42,25,0,25,68,10,3,78,90,4,3,3,104,11,0,9,118,3,3,121,124,8,9,3,143,37,0,41,185,9,3,199,2137,216,113,55,2515,74,4,75,2594,127,13,2729,1667,139,98,54,1949,106,16,121,2074,332,10,2419,16,0,0,0,18,3,0,3,24,4,23,51,3819,352,207,107,4484,181,18,200,4687,464,45,5196,966,129,21,3,1119,36,4,35,1153,62,0,1218,1352,127,42,17,1531,14,0,21,1555,51,0,1603,67,8,25,0,97,4,0,4,106,11,0,114,23,0,0,30,49,0,0,0,47,4,0,51,2402,259,91,50,2801,54,3,57
511,543,59,10,3,623,13,0,14,637,39,0,675,1442,119,42,12,1620,24,3,22,1642,42,3,1686,308,20,46,0,369,4,0,4,377,4,0,383,22,3,0,18,42,0,0,0,42,0,0,47,2309,205,97,31,2654,34,6,43,2693,93,3,2790,36,7,0,0,46,13,3,19,59,6,0,63,68,10,3,0,76,8,3,8,84,4,0,90,97,14,0,0,117,23,6,26,144,9,0,153,2411,220,105,37,2771,60,9,66,2841,100,3,2940,1810,140,99,46,2090,119,23,143,2232,288,8,2531,8,0,0,3,15,4,0,4,22,0,51,71,4232,357,201,87,4879,181,34,216,5086,392,66,5539,891,93,17,21,1022,28,4,32,1053,66,0,1123,1914,155,51,29,2154,36,6,45,2199,36,0,2235,79,14,21,0,116,11,0,11,127,5,0,128,17,0,0,30,54,0,0,0,54,0,0,54,2911,264,90,79,3344,76,12,86
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,926,177,31,8,1145,24,0,25,1173,84,0,1262,3140,551,57,35,3788,41,11,53,3836,122,7,3965,842,133,66,9,1053,11,3,12,1063,24,0,1094,39,3,0,25,69,0,0,0,68,7,0,75,4949,870,158,75,6048,79,13,98,6142,242,9,6396,34,11,4,0,42,5,0,5,51,14,0,62,89,20,0,8,114,5,0,5,123,6,0,130,121,29,4,8,163,17,0,12,177,16,0,193,5067,900,162,84,6210,91,19,108,6321,256,9,6589,1793,340,40,45,2224,121,28,148,2367,375,9,2748,16,4,0,4,28,0,4,4,31,8,21,53,6884,1237,207,126,8459,213,49,261,8718,633,31,9391,1610,319,32,10,1969,45,5,48,2015,133,7,2154,3647,630,47,35,4361,51,17,67,4424,151,8,4585,175,22,28,8,231,8,0,5,234,11,0,251,22,3,0,19,51,0,0,0,51,3,0,54,5450,977,104,74,6605,96,17,117
602,444,85,10,3,539,8,6,14,557,39,0,593,1684,248,31,11,1977,20,10,29,2008,74,0,2078,355,58,34,8,456,12,4,11,469,13,0,484,21,3,0,15,36,3,0,3,48,3,0,52,2500,398,78,34,3015,42,16,60,3068,135,3,3208,16,3,0,0,22,8,3,6,31,3,0,31,61,9,0,3,70,9,0,13,84,10,0,91,77,16,0,3,89,17,0,19,113,15,0,122,2580,416,78,40,3105,63,18,80,3183,145,3,3331,1293,241,39,50,1617,126,13,143,1762,325,4,2092,15,5,3,0,24,0,0,0,24,5,11,40,3883,663,120,87,4749,187,35,223,4967,476,19,5467,764,158,10,11,939,20,13,36,978,71,0,1051,2175,315,32,17,2533,29,13,43,2575,119,0,2702,92,10,18,0,117,3,0,4,121,14,0,134,11,0,3,19,31,0,0,0,34,5,0,37,3043,478,59,49,3627,59,26,86
603,115,20,0,0,135,3,0,3,138,20,3,158,352,73,12,9,442,3,6,10,449,27,0,478,67,10,14,0,91,0,0,0,91,5,0,95,3,3,0,3,12,0,0,0,12,0,0,11,537,97,29,11,675,7,6,9,688,49,3,741,5,0,0,0,5,4,0,4,7,3,0,5,11,0,3,0,16,0,0,0,17,3,0,22,16,0,3,0,16,4,0,3,20,6,0,27,549,98,29,11,692,10,9,17,713,55,3,766,289,66,17,15,373,24,0,23,399,107,0,504,9,0,0,0,8,0,0,0,8,0,7,16,846,168,44,25,1081,35,8,43,1117,162,12,1289,221,48,3,0,268,3,3,9,273,27,0,307,451,109,11,4,577,10,4,12,591,44,0,633,10,3,4,0,25,0,0,0,25,0,0,25,8,0,0,3,11,0,0,0,11,0,0,15,687,159,22,11,880,12,11,19
604,333,45,7,7,396,14,5,19,412,29,0,438,1302,146,23,12,1483,15,7,20,1500,60,3,1566,252,40,30,7,334,4,0,4,338,12,5,346,31,3,0,4,36,0,0,0,36,4,3,42,1917,238,63,31,2248,32,9,43,2286,99,5,2396,14,6,3,0,18,4,0,4,26,3,0,31,46,3,0,3,55,6,4,11,63,8,0,71,59,12,3,3,72,8,4,13,90,11,0,100,1974,243,64,41,2324,39,13,53,2379,113,5,2496,1007,205,39,23,1276,90,15,100,1375,231,3,1614,15,0,0,3,16,0,0,0,16,0,7,21,2995,450,104,64,3615,128,29,158,3773,345,16,4129,601,85,15,9,710,29,3,33,738,46,3,794,1597,217,26,24,1866,37,7,44,1906,89,8,2010,72,5,16,0,93,3,0,3,99,4,0,107,14,5,0,11,34,0,0,0,31,4,0,37,2283,315,66,47,2706,69,7,81
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,1621,130,29,20,1798,29,3,35,1833,78,0,1911,1589,137,41,18,1777,30,3,30,1811,38,0,1849,530,40,69,5,644,6,3,13,661,13,0,671,38,7,0,39,83,0,0,0,83,7,0,91,3768,313,143,84,4308,66,7,81,4388,135,0,4520,65,7,5,0,70,16,0,16,84,5,0,92,92,5,0,3,107,4,0,4,110,0,0,114,159,14,6,3,177,15,0,15,195,12,0,204,3928,329,145,83,4490,89,7,97,4581,139,0,4727,2108,195,88,67,2453,59,7,60,2513,210,3,2729,11,6,0,10,29,0,0,0,29,0,20,48,6052,520,232,156,6967,142,13,154,7124,348,30,7503,2081,173,30,16,2306,49,6,56,2360,107,3,2471,1709,171,39,12,1931,23,6,31,1965,41,0,2000,118,21,33,4,173,3,3,3,175,6,0,181,28,0,0,28,60,0,0,0,62,3,0,71,3946,365,97,60,4471,79,16,95
702,651,104,14,9,780,17,3,23,803,81,3,885,609,90,16,9,718,12,8,23,741,61,0,800,167,22,31,6,224,4,0,3,227,11,0,242,10,3,0,34,46,0,0,0,53,13,4,66,1440,218,67,54,1779,41,14,49,1826,166,3,1995,24,9,0,3,35,146,6,153,187,21,7,214,24,3,0,0,33,13,24,37,70,15,0,85,48,18,0,3,66,159,32,189,255,37,7,297,1490,236,68,55,1845,191,46,237,2081,195,10,2297,799,193,21,32,1043,187,45,228,1276,1086,13,2373,3,6,0,3,15,0,0,0,14,16,101,127,2289,432,89,91,2904,377,91,472,3377,1300,128,4802,902,110,21,6,1046,38,3,42,1084,128,3,1219,670,153,19,7,844,45,14,54,901,104,0,1001,46,6,23,0,78,3,3,3,77,8,0,91,14,3,0,36,50,8,0,5,53,17,3,74,1624,272,60,55,2016,90,20,109
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,4166,609,82,33,4899,78,15,95,4990,215,0,5208,6206,926,79,37,7250,37,22,57,7308,116,9,7438,2478,267,321,17,3086,20,3,21,3105,27,0,3134,85,8,0,52,151,0,0,0,152,6,9,162,12935,1819,490,146,15383,137,33,172,15556,364,18,15939,197,27,3,3,230,18,7,19,257,16,0,266,224,33,4,6,265,12,6,22,291,13,3,306,426,59,5,8,504,30,14,39,546,28,3,572,13358,1874,496,152,15883,172,48,220,16099,393,18,16516,3904,537,125,90,4658,111,30,146,4801,355,5,5165,46,3,0,25,74,3,0,3,75,0,22,96,17315,2420,617,270,20614,283,82,361,20978,749,49,21780,5948,712,78,35,6772,119,24,139,6914,292,11,7218,6564,768,81,55,7468,60,15,72,7547,117,8,7673,418,66,86,3,576,3,4,8,581,3,0,585,56,4,0,70,128,0,0,0,128,7,0,139,12988,1551,244,166,14948,181,45,222
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
