SA4_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
509,1470,2249,5136,5950,7396,6732,2568,565,63,32128,64,126,421,550,760,740,474,113,14,3255,0,8,92,76,110,41,5,0,0,335,68,52,141,147,188,122,35,3,0,760,0,3,24,27,37,23,0,0,0,112,7,32,125,136,147,111,27,3,0,587,22,65,106,91,126,71,16,3,0,493,475,282,473,522,714,539,106,5,0,3119,327,203,338,322,404,335,77,8,0,2016,8,30,73,144,198,183,68,6,6,719,12,16,30,20,31,14,10,0,0,137,17,67,151,136,126,71,11,0,0,575,13,39,54,65,94,54,32,0,0,360,33,64,194,245,258,195,51,4,0,1049,10,38,110,145,223,204,50,6,5,791,37,81,325,413,470,362,73,0,0,1752,31,151,534,957,1164,940,165,13,3,3960,93,254,763,866,1211,1278,253,15,0,4737,19,16,55,72,77,70,20,3,0,326,50,102,151,185,207,159,33,9,0,895
510,721,1774,8254,7309,5927,3601,623,53,12,28272,15,47,70,49,55,30,12,7,0,274,14,138,713,463,330,122,4,0,0,1789,15,11,60,35,23,16,5,0,0,169,0,9,39,34,28,13,0,0,0,123,9,40,189,137,128,78,7,0,0,589,9,19,54,31,28,11,0,3,0,156,219,147,349,317,285,201,31,5,0,1557,118,203,486,265,232,161,24,4,0,1501,6,56,203,159,169,86,8,0,0,696,6,10,30,25,24,15,3,0,0,112,7,15,58,33,41,19,3,0,0,172,10,56,109,94,87,35,0,0,0,396,8,26,156,139,100,65,12,0,0,507,17,99,241,208,214,99,13,3,0,893,25,80,369,376,273,195,20,0,0,1334,49,169,736,800,564,303,42,3,0,2667,60,187,764,674,577,455,70,4,0,2791,13,14,62,68,30,32,4,0,0,223,28,81,216,152,104,61,9,0,0,660
511,1389,2330,6264,6051,6747,4981,1374,192,32,29357,15,46,171,225,244,240,134,28,3,1104,10,92,403,303,259,111,17,0,0,1198,29,18,95,93,94,56,12,0,0,401,0,4,14,24,17,16,3,0,0,69,18,43,107,147,150,91,23,0,0,575,9,29,73,59,81,24,11,0,0,295,568,293,514,541,679,431,57,10,0,3093,406,278,471,408,451,276,64,9,0,2360,17,66,133,149,200,165,39,3,0,770,28,26,31,31,16,14,4,0,0,150,10,27,139,76,95,43,10,0,0,400,25,55,95,94,93,69,17,3,0,450,22,73,205,175,206,98,34,4,0,812,18,69,194,212,243,176,40,0,0,961,33,93,358,388,404,261,40,7,0,1573,35,187,629,911,1043,635,85,3,0,3532,97,280,762,880,990,890,155,10,0,4073,32,37,60,74,68,49,9,0,0,322,80,105,189,188,171,106,28,7,0,871
597,0,11,91,97,73,33,4,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,6,101,376,230,211,157,34,0,0,1128,0,15,25,5,3,4,0,0,0,49,0,3,9,14,5,3,0,0,0,39,0,3,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,6,0,0,0,17,0,0,5,0,0,0,0,0,0,4,5,12,16,10,12,10,0,0,0,62,4,26,52,14,17,24,0,0,0,136,0,0,13,9,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,12,7,7,4,0,0,0,38,0,10,15,6,9,10,0,0,0,53,0,0,8,0,0,9,0,0,0,17,0,4,5,10,9,10,3,0,0,41,0,9,21,9,14,15,0,0,0,67,0,0,9,0,3,0,0,0,0,20,0,0,8,3,0,3,0,0,0,15
601,2333,4361,10461,10397,11009,8523,2124,264,31,49501,12,23,97,97,108,80,26,4,0,448,0,0,8,7,4,0,0,0,0,26,134,129,208,243,281,227,45,8,0,1271,0,24,148,173,134,56,5,0,0,543,14,45,124,189,179,141,32,0,0,724,33,36,101,88,139,94,6,4,0,505,928,1005,1146,1011,1046,717,156,16,0,6017,1034,871,899,560,522,286,72,4,0,4258,20,64,149,188,219,153,33,0,0,841,49,100,223,158,153,103,17,3,0,803,20,92,405,391,296,196,22,0,0,1426,7,72,135,130,141,113,32,8,0,647,56,130,601,622,584,381,94,8,0,2471,41,123,329,340,365,309,68,11,0,1577,39,189,1143,1562,1603,983,110,3,0,5632,61,281,1179,1674,1879,1485,222,14,0,6800,150,835,2306,2342,2917,2473,386,25,6,11435,98,119,214,229,193,142,27,10,0,1035,71,203,418,420,392,236,75,10,0,1819
602,1540,2753,5476,5779,6959,5754,1522,255,31,30066,28,54,126,179,209,205,99,39,3,945,0,3,3,7,6,9,3,0,0,33,89,112,164,209,275,186,19,0,3,1056,0,9,49,48,52,29,4,0,0,197,4,22,65,112,107,89,25,0,0,440,21,28,55,103,119,79,11,0,0,427,544,561,632,617,825,530,105,9,0,3834,651,491,449,377,434,304,70,4,0,2776,15,31,62,89,143,134,37,0,0,521,9,26,58,52,51,56,7,0,0,260,16,75,243,220,180,114,9,3,0,863,18,52,78,88,103,68,13,0,0,422,27,103,274,271,233,167,55,0,0,1136,11,50,131,188,274,196,44,7,0,903,14,58,298,452,469,331,46,0,0,1663,31,139,572,965,1133,814,134,8,0,3803,98,498,1192,1258,1872,1682,252,5,3,6859,42,66,89,92,109,73,20,0,0,484,57,119,214,215,221,151,39,4,0,1020
603,312,499,1178,1492,1923,1740,536,98,10,7788,12,29,79,96,136,124,53,17,0,530,0,0,0,0,0,0,0,0,0,3,23,13,41,53,68,50,3,0,0,252,0,0,4,11,13,9,0,0,0,36,3,6,13,28,35,17,11,0,0,112,0,3,21,21,23,10,0,0,0,82,108,73,119,144,182,124,32,0,0,779,102,65,125,119,140,139,34,0,0,724,0,7,20,24,45,38,12,0,0,154,0,8,15,11,16,18,3,0,0,80,0,17,23,32,38,22,0,0,0,128,5,11,13,15,28,20,13,0,0,109,5,14,44,70,81,67,25,0,0,314,10,9,39,46,62,50,8,0,0,229,6,18,87,137,177,107,16,0,0,536,7,18,98,212,245,188,33,0,0,815,27,64,167,240,400,346,61,0,0,1313,10,13,30,34,42,53,3,0,0,178,7,24,41,40,53,34,7,0,0,208
604,1328,1991,4109,4371,5370,4464,1105,173,35,22943,44,68,166,202,272,206,87,23,0,1062,0,9,32,23,34,19,0,0,0,119,70,101,168,236,328,214,17,3,0,1143,0,3,21,20,18,9,0,0,0,77,8,28,63,78,88,70,10,0,0,342,11,15,49,58,86,44,11,0,0,280,539,347,488,572,633,377,61,8,0,3030,510,318,383,309,361,232,47,4,0,2167,9,18,74,129,154,128,33,5,0,552,12,9,22,17,35,26,4,0,0,138,10,31,88,90,87,59,6,0,0,372,11,26,44,53,82,46,11,3,0,280,7,66,156,176,173,123,31,3,0,738,23,60,151,180,240,158,32,6,0,843,8,51,187,302,371,257,24,0,0,1210,21,103,439,648,780,583,98,6,0,2682,74,308,761,845,1430,1162,142,15,0,4731,38,32,35,32,30,32,18,0,0,216,44,99,187,178,171,97,25,5,0,810
697,0,4,12,3,14,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,4,15,56,26,28,16,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,4,3,3,0,0,0,0,10,0,0,3,5,5,6,0,0,0,24,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
701,1638,3702,10734,8887,7641,4946,1214,117,10,38883,12,31,44,42,75,40,19,4,0,264,3,15,64,63,58,27,0,0,0,225,50,36,115,121,104,53,7,0,0,492,5,19,99,125,82,45,3,0,0,375,23,81,376,335,244,155,27,0,0,1244,18,47,123,87,91,42,11,0,0,415,456,438,670,506,501,331,78,3,0,2986,424,417,746,443,322,169,43,6,0,2572,18,78,209,187,213,108,13,4,0,831,25,40,109,68,44,31,6,0,0,319,9,61,226,166,120,55,6,0,0,648,15,92,213,120,122,79,29,0,0,675,40,138,584,461,386,222,46,4,0,1880,17,101,314,297,296,150,41,3,0,1219,68,498,1565,1534,1390,825,129,5,0,6015,70,248,920,1111,1081,690,128,11,0,4264,108,391,1646,1181,980,726,148,8,0,5175,71,86,225,142,121,75,16,0,0,741,62,114,308,205,197,112,29,4,0,1030
702,699,1375,3874,3322,3324,2561,657,67,5,15882,27,82,109,68,66,44,11,4,0,426,3,12,50,33,35,4,0,0,0,139,14,11,12,23,20,8,3,0,0,91,0,7,11,13,19,6,0,0,0,57,8,23,70,59,70,39,11,0,0,290,10,11,27,12,17,24,3,0,0,100,137,122,238,224,215,158,32,3,0,1133,130,138,357,144,183,140,28,3,0,1126,5,20,69,52,77,37,12,0,0,275,11,7,20,23,8,13,3,0,0,92,4,14,50,27,18,3,0,0,0,117,4,16,32,39,33,29,4,0,0,164,11,25,123,120,111,77,19,0,0,488,7,61,126,99,119,62,18,3,0,498,31,143,620,523,564,360,56,0,0,2302,43,118,663,614,639,515,87,9,0,2693,56,207,784,753,761,514,114,7,0,3203,26,25,76,90,74,52,11,0,0,356,27,58,174,171,171,86,27,0,0,709
797,0,0,10,9,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,11,39,84,62,70,44,13,0,0,320,0,9,7,3,3,0,0,0,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,15,0,10,22,3,12,11,0,0,0,58,0,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,3,0,3,8,0,0,0,16,5,3,0,3,3,5,0,0,0,21,0,0,9,4,3,0,3,0,0,19,0,3,11,10,9,7,0,0,0,41,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
801,5000,10490,26694,24814,21022,12736,3427,388,44,104617,3,15,49,39,35,37,22,7,5,213,0,0,7,3,3,3,0,0,0,19,161,88,175,191,169,117,55,8,0,964,4,41,151,110,62,22,6,0,0,402,33,114,301,319,291,135,49,3,0,1244,28,61,109,121,123,54,19,0,0,518,1564,1709,1542,989,926,685,201,18,0,7634,1977,1552,1191,649,510,326,59,7,0,6281,28,91,261,245,237,176,35,0,0,1073,87,171,380,351,273,167,40,3,0,1476,26,164,546,401,301,195,41,3,4,1682,49,198,388,285,218,157,60,9,0,1374,118,832,2330,2009,1485,867,215,18,3,7883,48,225,691,556,570,367,86,10,0,2564,194,1575,8876,8945,7905,3553,372,13,0,31439,433,944,2861,3143,3031,2008,430,34,3,12884,407,1646,4314,3458,3329,2402,467,30,6,16055,222,288,418,357,298,205,53,6,0,1849,210,443,761,687,612,336,101,3,0,3149
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,18,31,20,15,9,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,10,6,0,6,0,0,0,29,0,0,3,0,0,3,0,0,0,9,0,0,6,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
901,30,69,174,235,276,248,119,21,3,1175,0,0,3,0,0,0,0,3,0,9,0,0,10,3,3,3,0,0,0,19,0,0,3,3,6,4,0,0,0,19,0,3,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,9,12,3,12,13,28,26,20,5,0,121,11,9,33,27,35,27,12,0,0,152,0,0,8,8,12,6,0,0,0,34,0,0,0,3,0,5,0,0,0,7,0,0,4,9,3,3,0,0,0,21,0,0,0,3,5,6,0,0,0,17,0,0,4,10,3,3,0,0,0,25,3,0,8,24,17,15,3,0,0,80,3,9,34,34,31,30,9,0,0,150,3,5,26,28,26,24,8,0,0,120,4,3,7,21,24,22,11,0,0,89,3,3,8,10,0,3,5,0,0,33,0,0,3,7,10,3,0,0,0,25
997,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
