SA4_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
505,214,398,992,905,929,578,181,35,9,4235,7256,12041,29026,27046,27601,17745,3587,273,38,124614,54,170,442,371,410,298,126,26,3,1912,33,384,3516,3527,2778,1173,131,9,0,11553,499,816,2643,3091,3190,2026,445,43,3,12755,21,119,720,756,728,493,62,4,0,2897,1006,3121,9190,7294,6200,3444,749,65,3,31074,123,483,1408,1608,1685,1053,232,27,0,6616,4156,5001,5161,4051,4304,2961,740,69,13,26465,4291,3091,3593,1900,1625,1002,186,21,3,15711,131,466,1950,1995,2245,1860,434,35,0,9120,200,371,807,697,623,432,98,11,0,3237,48,460,2101,2196,2057,1128,234,17,7,8251,71,351,1083,1033,1054,777,288,45,8,4708,189,1155,5121,5209,4211,2249,696,63,6,18908,231,750,2206,2082,1996,1408,380,44,3,9091,134,730,3443,4000,4326,2868,572,53,6,16134,474,1344,4276,5628,6304,4582,956,80,7,23640,446,2598,7675,7203,7662,5834,1287,82,9,32802,528,661,1021,793,704,476,141,10,0,4331
506,213,407,994,813,790,489,155,29,7,3896,5746,11138,26284,22069,21333,14748,3007,189,28,104534,70,147,355,304,371,311,169,62,9,1791,41,541,3244,3042,2472,1081,161,3,0,10596,430,1090,3472,3405,2994,2056,444,32,4,13930,14,122,646,664,658,393,61,3,0,2563,729,2268,6321,4730,3978,2484,503,41,3,21065,155,640,1892,1769,1671,1081,253,19,3,7473,2893,4301,5170,3604,3344,2200,646,33,3,22201,3698,3380,3999,2011,1495,841,197,17,0,15633,189,945,3499,3148,3260,2490,634,42,7,14224,149,266,650,521,391,249,72,9,0,2304,37,315,1647,1442,1172,666,153,8,3,5443,82,330,948,813,831,652,244,34,0,3932,149,1075,4618,3861,2792,1689,541,40,3,14766,184,838,2129,1722,1570,1083,314,25,0,7854,113,657,3016,3273,3418,2706,538,36,0,13763,380,1217,3576,4396,4661,3539,777,43,6,18594,430,2259,7028,5961,5510,4572,979,50,3,26797,364,620,1053,763,595,445,149,24,4,4014
507,163,312,695,720,693,383,111,37,12,3119,5374,9051,19906,19385,20172,12692,2425,189,36,89225,37,113,248,253,296,229,96,25,0,1297,39,371,2648,2801,2304,1047,124,10,0,9333,459,891,2659,3077,3057,1920,344,19,4,12431,10,103,553,626,611,363,50,3,0,2327,600,1899,5026,4496,3955,2101,412,31,10,18519,114,392,1060,1155,1180,797,205,24,3,4923,2922,3391,3544,2993,3104,1985,489,44,0,18466,3355,2280,2356,1386,1040,628,142,17,3,11214,120,515,1714,1780,2157,1600,389,27,0,8303,158,204,451,368,354,194,60,5,0,1795,26,274,1108,1141,1067,557,130,17,3,4324,74,293,702,743,773,531,234,33,0,3384,141,838,3310,3346,2619,1636,501,64,4,12466,133,498,1299,1268,1279,913,210,19,3,5615,136,953,3185,3236,3283,2184,392,31,5,13390,371,1012,3145,4164,4935,3524,734,36,7,17924,348,1881,5161,5239,5600,4237,864,70,5,23413,385,487,700,567,503,350,116,12,3,3113
509,69,57,152,158,225,172,84,43,9,962,1362,1683,4300,5269,6759,5697,1582,231,30,26922,265,597,1783,1999,2626,2481,1486,461,52,11751,6,88,471,585,687,416,48,3,0,2314,213,283,567,592,623,437,123,12,5,2846,6,37,109,127,183,161,41,4,0,666,184,389,871,880,995,817,207,20,3,4367,81,178,342,347,416,300,74,6,3,1744,764,511,796,793,1040,837,236,11,0,4989,518,301,482,456,550,498,146,23,0,2972,27,107,296,503,739,700,247,23,9,2655,17,30,49,48,59,53,19,7,0,272,25,77,179,202,206,136,20,3,0,849,18,50,82,103,136,123,92,11,0,620,53,99,275,385,439,352,126,22,4,1762,41,67,198,241,372,356,98,15,3,1393,70,159,561,821,1062,951,212,10,0,3847,60,191,660,1157,1448,1258,267,18,3,5074,103,293,896,1026,1429,1552,332,24,0,5664,35,41,88,108,141,135,41,14,0,596
510,30,86,170,142,148,74,12,0,0,654,652,1492,5091,4193,3455,2075,280,27,4,17271,52,126,213,150,161,116,53,7,0,887,69,593,3769,3243,2369,1104,111,3,3,11263,37,75,342,257,155,105,26,6,0,1002,10,28,148,163,144,96,7,0,0,593,58,295,1641,1320,1034,585,71,0,0,5011,26,56,194,152,132,64,11,3,0,632,369,253,565,457,416,309,58,5,0,2438,249,306,875,521,419,313,61,7,0,2750,38,150,607,578,615,438,86,10,0,2517,6,20,55,42,48,34,4,0,0,206,7,23,73,38,48,23,4,0,0,217,17,82,200,174,167,78,12,3,0,738,11,77,479,446,378,236,24,3,0,1654,38,160,454,399,392,223,32,9,0,1712,36,122,642,716,628,422,61,0,0,2630,65,238,931,1005,731,448,73,7,0,3497,73,232,944,840,776,615,110,4,0,3590,28,29,108,112,57,66,9,3,0,411
511,51,57,142,187,189,132,25,10,3,800,1503,1885,4761,5160,5696,3879,819,100,8,23820,99,206,689,770,898,811,436,92,19,4021,81,493,2273,1931,1795,943,140,6,0,7664,103,163,426,413,412,290,63,12,0,1885,3,19,93,119,130,109,25,0,0,498,189,442,871,811,870,652,138,8,0,3985,41,105,228,249,263,163,43,11,0,1100,898,509,827,772,933,637,125,18,0,4720,700,426,692,546,646,424,122,14,0,3566,38,180,479,626,926,744,210,13,0,3210,46,41,62,50,50,36,10,3,0,302,15,35,167,112,147,74,15,4,0,569,30,80,159,152,156,120,38,11,0,749,46,143,371,344,378,261,76,11,0,1625,40,118,294,318,393,299,67,3,0,1531,64,156,693,799,894,649,132,18,0,3405,44,240,822,1141,1277,855,133,13,3,4519,116,320,904,1057,1200,1060,214,16,6,4885,42,52,98,107,128,82,26,3,0,537
597,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,17,0,5,10,3,0,0,0,0,0,21,0,0,38,39,28,14,0,0,0,119,0,0,4,0,0,0,0,0,0,11,0,0,3,3,4,0,0,0,0,10,0,0,5,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,3,7,15,18,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
599,3,4,13,3,5,9,0,0,0,36,18,101,221,94,91,113,9,0,0,648,0,25,53,14,6,21,3,0,0,129,0,13,88,49,53,27,0,0,0,233,0,4,25,16,5,4,0,0,0,60,0,0,5,3,5,3,0,0,0,17,0,15,71,49,37,21,3,0,0,206,0,0,9,6,3,3,0,0,0,26,3,25,28,19,13,17,3,0,0,102,9,42,83,17,28,33,5,0,0,219,0,4,27,29,22,28,4,0,0,115,0,3,3,4,3,0,0,0,0,15,0,0,3,7,3,0,0,0,0,11,0,0,6,4,9,0,0,0,0,18,0,4,38,23,13,18,3,0,0,90,0,11,37,17,25,13,3,0,0,102,0,7,18,3,7,11,3,0,0,51,0,9,16,17,8,16,4,0,0,67,0,9,27,19,22,16,3,0,0,101,0,6,16,3,3,0,0,0,0,32
601,72,107,203,223,234,168,65,25,10,1112,2847,4455,10016,10643,11398,8353,1508,145,24,49382,46,151,385,400,411,315,108,29,3,1843,3,12,51,80,78,54,14,0,0,283,257,428,970,1088,1289,950,176,23,0,5173,6,72,444,557,543,307,36,0,0,1958,268,761,1847,1550,1549,1185,227,11,4,7405,79,120,372,362,450,344,63,9,0,1804,1522,1766,2167,1832,1727,1314,335,33,5,10702,1805,1612,1739,1041,871,526,147,14,0,7762,46,193,583,707,945,809,213,19,3,3500,72,183,484,399,383,277,38,3,0,1843,27,144,665,668,536,363,76,8,3,2488,11,110,235,235,277,251,106,19,3,1258,91,299,1363,1457,1358,972,307,33,3,5889,69,236,626,625,620,564,132,20,0,2884,77,377,1948,2761,3175,1954,264,8,6,10566,118,443,1818,2394,2633,2195,380,29,3,10010,180,996,2898,3067,3731,3145,569,45,12,14645,199,247,472,472,416,317,88,14,0,2235
602,48,58,120,151,162,139,62,10,9,755,1726,2562,4885,5701,6988,5351,1055,102,19,28394,130,252,589,680,770,748,369,122,14,3664,3,14,96,127,125,89,15,0,0,476,215,427,789,964,1195,754,121,14,9,4484,5,36,167,199,233,170,17,0,0,827,188,524,977,881,999,755,138,16,4,4469,62,125,286,374,436,319,65,5,3,1680,924,990,1174,1088,1346,967,208,27,3,6727,1065,802,748,583,620,467,135,14,3,4433,39,145,370,484,705,661,184,21,0,2606,14,53,138,126,147,139,15,3,0,645,20,106,328,327,310,206,34,6,0,1346,25,73,128,138,198,148,45,3,0,756,52,200,547,513,494,387,166,17,4,2380,28,100,251,342,475,334,78,12,0,1621,26,122,510,798,903,663,109,9,0,3132,48,204,820,1313,1555,1221,232,16,0,5399,109,593,1475,1581,2291,2138,364,19,3,8577,100,105,155,167,223,177,52,3,3,978
603,14,8,29,47,62,42,21,4,3,223,330,403,1009,1377,1838,1475,342,33,4,6821,56,140,368,413,486,435,186,59,4,2145,0,0,7,18,28,15,0,0,0,74,49,77,142,216,238,203,43,6,0,968,0,11,25,44,79,57,13,0,0,224,53,91,238,257,318,252,50,8,0,1264,13,19,51,54,67,53,7,0,0,272,159,112,186,213,270,214,59,3,0,1218,147,105,192,186,202,226,70,9,0,1135,3,18,62,94,156,176,53,4,0,564,3,9,33,25,38,43,8,3,0,158,0,19,31,38,48,36,5,0,0,175,5,12,31,35,46,43,24,3,0,186,12,21,64,128,135,143,62,9,0,577,15,15,63,90,121,87,25,3,0,419,9,32,142,230,331,242,43,0,3,1025,15,28,124,272,331,272,60,4,0,1094,25,68,198,292,491,439,92,3,3,1611,17,24,46,67,89,98,16,4,0,362
604,49,42,95,111,132,114,45,20,3,608,1503,1746,3619,4264,5507,3952,695,93,14,21395,148,308,638,663,849,691,316,104,14,3722,9,66,332,347,349,248,33,0,7,1380,193,408,751,863,1140,759,87,10,0,4205,3,27,82,126,142,112,16,0,0,499,201,383,690,605,730,567,103,6,0,3279,43,73,197,245,282,199,40,3,0,1087,882,580,836,872,972,631,135,16,4,4923,810,468,531,437,480,353,93,8,3,3191,26,113,321,485,734,593,163,15,0,2444,22,21,54,47,66,51,11,0,0,272,16,40,108,119,128,87,17,0,0,527,13,42,72,91,122,109,27,9,0,479,23,97,281,297,298,254,83,16,5,1355,46,139,265,294,354,296,58,13,0,1461,8,79,332,536,665,521,71,3,0,2223,32,126,585,846,1009,838,139,11,3,3589,86,355,930,1047,1721,1453,198,18,4,5810,67,58,71,61,73,73,27,5,0,428
697,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
699,0,0,0,3,0,0,0,0,0,7,9,3,26,27,21,12,0,0,0,98,0,3,4,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,3,0,3,11,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,6,10,4,0,0,0,0,22,4,6,9,3,0,0,0,0,0,26,0,0,3,0,3,0,0,0,0,20,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,3,0,0,0,7,0,0,3,0,3,0,0,0,0,6,0,0,0,3,7,3,0,0,0,13,0,0,5,3,3,0,0,0,0,9,0,0,5,6,6,6,0,0,0,30,0,0,5,0,0,0,0,0,0,7
701,72,108,276,238,216,128,44,11,3,1094,1564,3031,8851,7431,6634,4053,838,55,6,32474,27,67,149,135,197,132,57,15,0,763,13,73,434,424,357,168,25,0,0,1497,110,170,497,499,449,247,52,3,0,2029,13,69,298,382,296,193,33,0,0,1285,185,631,2709,2164,1646,967,215,15,3,8541,39,133,390,325,328,183,40,0,0,1441,826,750,1230,920,829,568,143,17,3,5280,785,752,1393,780,575,308,72,8,0,4686,63,234,796,726,848,569,157,9,0,3401,41,85,225,155,147,89,20,0,0,759,9,83,314,229,191,100,17,0,0,948,25,116,334,251,237,146,67,14,3,1199,93,284,1486,1188,849,572,142,12,0,4622,49,175,545,534,488,301,69,6,0,2168,201,1571,3687,3100,2772,1636,278,8,0,13267,110,316,1188,1444,1404,1021,225,9,0,5711,132,462,2075,1599,1272,970,216,16,0,6739,136,178,400,274,248,167,38,4,0,1453
702,43,67,149,123,130,71,21,4,0,612,605,1168,3768,3213,3338,2258,469,47,3,14868,101,232,312,193,219,143,55,16,0,1270,5,53,252,286,259,131,18,0,0,1013,26,42,74,95,106,51,6,0,0,399,3,20,62,69,89,85,8,3,0,339,79,181,477,320,356,261,80,10,0,1762,14,23,70,47,64,67,12,0,0,295,273,226,486,389,381,318,78,9,0,2155,257,292,631,309,340,264,72,6,0,2178,25,79,273,203,250,183,59,5,0,1080,25,14,51,45,40,51,10,0,0,239,4,20,60,40,26,17,3,3,0,170,11,26,53,66,64,58,15,4,0,295,14,51,233,218,226,206,53,3,0,1005,37,97,219,178,220,138,42,5,0,933,68,312,1353,1245,1292,843,151,5,3,5278,75,176,920,844,870,742,146,18,0,3794,74,275,1138,1111,1065,744,164,9,0,4585,54,57,152,159,140,94,33,3,0,692
797,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,5,0,0,3,0,0,0,11,8,34,80,39,39,46,0,0,0,252,0,11,13,4,9,9,5,0,0,51,0,0,4,5,6,0,0,0,0,14,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,7,21,17,18,3,0,0,0,63,0,0,0,0,0,0,0,0,0,6,0,7,11,9,10,7,0,0,0,40,0,11,42,9,12,13,0,0,0,86,0,0,7,3,6,7,0,0,0,25,0,0,3,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,13,7,7,0,0,0,0,29,0,0,4,5,3,11,0,0,0,26,9,18,6,11,9,14,0,0,0,60,0,3,11,4,9,0,3,0,0,33,0,3,19,8,11,10,0,0,0,47,0,0,4,8,3,0,0,0,0,12
801,144,251,526,453,388,224,89,20,17,2111,5736,10416,25887,23319,20769,12043,2393,208,31,100807,15,66,101,94,98,104,70,30,10,590,0,4,32,26,33,19,0,0,0,115,258,347,754,743,698,401,147,24,0,3377,20,95,399,409,304,177,33,3,0,1447,472,1548,3576,2687,2086,1276,329,37,4,12012,69,197,476,488,485,246,75,10,0,2042,2686,3223,3258,2026,1750,1200,397,38,7,14588,3678,3264,2977,1586,1091,627,151,11,3,13391,84,301,972,1086,1126,885,229,19,0,4708,148,342,955,941,739,392,96,5,3,3625,28,263,976,809,596,364,106,20,5,3164,76,317,687,582,488,338,146,25,0,2660,201,1601,5478,5049,3830,2330,709,70,4,19287,136,454,1387,1210,1060,743,213,27,3,5227,534,3243,16741,17804,15996,7763,1090,57,4,63236,690,1558,4393,4742,4358,3055,758,65,6,19629,511,2089,5703,4729,4356,3173,675,55,6,21297,471,589,813,624,550,379,135,13,0,3586
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,4,0,0,0,3,4,19,27,22,13,18,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,19,3,10,3,0,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,5,0,3,4,0,0,0,6,3,11,17,12,5,11,3,0,0,56,0,4,8,3,0,3,0,0,0,15,0,0,4,9,6,0,0,0,0,23,0,3,0,0,0,0,0,0,0,8
901,3,0,4,9,12,3,6,0,0,37,43,44,161,207,231,193,81,12,0,970,0,4,3,8,6,7,3,5,0,34,0,9,23,32,32,33,27,0,0,149,0,0,9,4,17,10,0,0,0,43,0,7,3,10,13,6,6,0,0,41,5,9,12,30,44,34,7,0,0,141,0,0,3,3,0,3,0,3,0,21,18,9,18,27,44,40,27,8,0,184,19,14,41,46,51,40,19,4,4,251,6,5,25,21,19,20,7,0,0,103,0,0,0,7,3,4,0,0,0,15,0,0,4,9,3,7,0,0,0,18,0,0,0,6,8,6,0,0,0,28,0,0,10,18,8,4,8,0,0,48,3,0,15,28,25,32,13,0,0,116,6,29,93,83,114,78,25,0,0,431,3,5,27,46,29,32,13,0,0,159,4,6,7,18,24,31,17,0,0,109,3,3,11,17,9,10,9,4,0,74
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
