SUA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
3016,10,0,38,27,72,12,155,32,17,131,112,862,25,1176,33,17,162,176,1399,60,1844,33,16,138,137,353,14,679,23,11,195,253,3343,107,3942,20,0,56,81,489,22,666,20,16,221,149,872,62,1339,30,9,159,150,617,48,1007,31,25,142,236,1026,79,1537,14,4,95,81,185,15,387,28,9,99,104,70,10,320,12,4,57,39,208,6,328,182,53,698,209,341,39,1521,15,7,68,87,453,32,658,217,103,742,982,2454,96,4590,385,136,662,139,288,29,1647,322,107,876,264,406,59,2037,15,6,71,51,145,10,289,21,8,74,105,929,27,1164,23,8,89,67,599,152,941,1461,550,4761,3465,15101,901,26244,3,4,26,12,20,0,61,3,4,44,15,32,0,97,13,8,104,75,182,18,398,14,13,78,42,95,6,251,5,12,91,98,233,12,454,9,8,31,47,111,14,209,21,21,332,317,884,64,1637,22,14,258,248
3017,0,3,9,13,42,10,74,0,0,3,0,31,0,36,3,0,6,19,195,23,252,0,0,0,0,23,0,33,0,0,7,14,239,16,270,0,0,4,0,39,0,46,0,0,10,11,142,8,178,4,0,10,12,46,3,70,0,0,7,13,122,15,154,0,0,0,3,19,0,17,0,0,7,14,3,0,19,0,0,3,4,15,3,24,0,4,30,6,13,0,58,0,0,3,3,16,3,26,13,3,25,29,49,3,127,13,28,62,18,21,4,146,5,0,34,25,25,0,98,0,0,0,5,4,0,7,3,4,5,7,72,3,91,0,0,10,3,37,21,62,49,45,235,191,1145,122,1783,0,0,3,10,13,0,27,0,0,0,3,0,0,3,0,0,16,13,36,9,76,0,0,0,0,0,0,0,0,0,0,4,12,0,24,0,0,0,0,4,0,9,0,0,19,26,99,6,146,0,3,6,17
3018,0,0,11,10,21,3,46,3,3,24,41,381,11,463,0,3,9,11,83,7,110,3,0,4,23,34,3,67,0,0,11,23,404,12,457,0,3,4,10,66,6,85,0,3,22,11,82,3,111,0,0,12,16,70,6,112,0,5,10,10,89,10,126,0,0,8,3,15,0,25,0,0,5,11,9,3,26,0,0,4,4,24,0,36,8,5,43,17,30,0,95,0,0,6,6,33,3,51,15,11,51,54,86,5,231,46,21,97,13,28,0,204,14,10,60,35,26,4,148,0,0,9,4,14,0,35,3,0,7,12,87,7,114,0,0,4,3,41,10,63,93,69,393,309,1623,97,2586,0,0,5,3,10,0,22,0,0,5,4,25,0,37,0,0,5,4,17,0,26,0,0,3,5,7,3,21,0,0,12,12,31,0,48,0,0,6,3,10,0,17,0,3,25,30,103,13,175,3,3,16,33
4000,99,58,787,912,3983,634,6467,38,12,181,121,1273,83,1703,65,54,499,405,2968,260,4252,5,7,45,64,572,32,718,5,9,109,210,3978,228,4550,6,8,110,155,758,72,1104,29,8,170,180,1365,125,1882,15,14,118,131,744,91,1111,12,14,69,166,1089,154,1499,0,5,35,36,135,10,229,14,7,64,118,75,23,299,3,4,27,79,153,12,288,106,55,389,203,339,48,1145,11,4,74,109,641,67,910,94,77,299,526,946,99,2038,171,152,782,228,328,32,1700,126,52,468,226,464,55,1393,11,4,47,46,151,28,292,31,24,110,85,1539,62,1848,21,11,89,103,713,278,1214,883,571,4479,4105,22210,2384,34632,53,90,666,670,936,227,2636,12,3,55,36,86,5,206,42,42,357,266,650,108,1464,4,4,17,14,38,4,83,3,7,90,116,269,37,526,6,7,68,83,213,18,392,16,31,306,375,1367,203,2296,15,13,209,259
4001,119,44,488,328,899,120,2007,320,62,883,300,1329,70,2967,1047,303,3637,2742,12110,712,20554,322,115,949,633,1798,103,3926,390,137,2452,2144,19934,966,26015,384,114,1404,1052,3428,243,6622,731,162,3093,1927,6464,504,12884,542,73,1934,1358,3787,378,8067,573,173,1667,1689,4956,550,9607,300,93,1139,709,1330,102,3672,604,309,2040,1774,1000,151,5881,167,90,750,689,1129,120,2942,2814,907,8734,2511,2368,402,17741,356,101,1166,929,2879,295,5723,2014,950,5299,3840,5915,471,18490,3741,1157,5796,1446,1686,240,14069,3061,818,7225,2329,3385,487,17310,166,77,765,509,1031,110,2647,367,148,1078,903,6345,305,9147,373,80,1245,842,3177,968,6678,18385,5905,51768,28652,84951,7310,196957,65,23,280,183,243,76,879,89,38,292,88,113,10,623,385,117,1693,1125,1951,285,5558,125,66,423,239,375,33,1263,150,66,807,724,1244,142,3131,170,69,852,514,904,99,2612,517,230,3485,2317,6216,785,13551,449,99,2124,1397
4002,13,5,34,26,235,23,333,0,0,0,10,29,0,41,16,3,53,52,498,25,644,0,0,0,8,43,0,50,5,3,15,13,472,15,523,0,0,3,16,104,5,135,0,0,27,23,238,10,303,3,0,7,6,88,12,112,3,0,7,16,161,19,209,0,0,6,4,30,0,42,3,0,7,25,15,0,55,0,0,0,9,27,5,34,7,5,42,9,45,3,117,3,0,5,9,54,6,76,7,9,39,43,135,10,246,29,24,108,31,46,4,233,32,8,80,32,74,14,240,0,0,4,3,17,3,30,0,0,11,8,200,5,226,0,0,8,7,94,20,129,113,69,459,352,2597,197,3784,4,4,17,16,40,5,90,0,0,0,0,0,0,3,3,0,21,19,45,3,91,0,0,3,0,0,0,7,0,0,5,9,40,0,59,0,0,3,7,33,0,50,0,0,21,47,274,15,360,0,0,9,32
4003,10,0,17,13,64,14,120,0,0,0,3,30,0,31,3,4,31,12,198,36,281,0,0,3,5,34,0,44,0,0,6,10,208,16,242,4,0,32,23,90,22,163,8,4,11,16,105,17,152,0,0,11,9,41,8,65,0,0,9,8,70,9,100,0,0,0,0,11,3,21,0,0,5,7,9,0,16,0,0,0,6,14,3,24,3,0,13,8,6,0,32,0,0,3,4,33,8,51,3,0,8,29,77,6,129,0,3,37,11,22,3,80,4,3,22,25,50,6,111,0,0,0,3,23,0,22,0,3,8,8,98,3,128,0,0,3,4,50,19,78,43,23,214,200,1223,168,1880,3,0,13,3,18,4,46,0,0,3,0,0,0,7,0,0,13,14,45,16,86,0,0,0,0,0,0,3,0,0,3,5,14,0,17,3,0,21,12,37,9,85,0,0,14,26,141,16,194,0,0,10,6
4004,0,0,6,0,32,3,42,0,0,0,4,101,7,116,0,0,0,3,75,0,80,0,0,3,3,42,0,49,0,0,0,13,191,21,230,0,0,0,0,20,0,19,0,0,9,4,78,3,95,5,0,3,9,42,3,69,0,0,0,14,130,12,154,0,0,4,3,12,0,18,0,0,6,9,9,0,19,0,0,5,4,14,0,24,0,0,8,6,13,0,30,0,0,0,5,34,0,34,7,13,29,55,158,12,267,7,3,54,7,26,0,100,14,8,28,15,38,4,110,0,0,0,0,6,0,6,0,0,3,4,61,9,77,0,0,3,0,38,9,55,34,29,158,158,1115,87,1593,0,0,4,4,9,4,23,0,0,0,0,3,0,6,0,0,0,3,0,0,6,0,0,0,0,3,0,3,0,0,4,4,9,3,20,0,0,0,0,4,0,10,0,0,9,3,56,4,79,0,0,11,12
4005,0,5,29,34,204,37,310,0,0,0,3,48,0,60,0,0,6,9,126,13,159,0,0,5,10,36,4,55,0,0,7,12,329,16,361,0,0,4,8,68,4,87,0,0,7,14,101,14,138,0,0,3,6,54,8,72,0,3,3,19,85,21,128,0,0,3,0,7,0,11,3,0,4,5,11,0,23,0,0,8,9,15,0,24,9,3,39,16,21,6,83,0,0,4,4,27,0,31,3,10,22,27,67,10,139,9,11,73,13,23,3,130,14,3,34,8,24,11,96,0,0,0,0,8,0,8,3,0,13,4,99,4,125,4,0,8,13,49,17,91,46,32,264,218,1399,164,2131,3,0,5,8,21,5,48,0,0,0,0,0,0,3,0,0,14,4,22,3,47,0,0,5,0,3,0,4,0,0,3,6,24,3,38,0,0,10,10,10,0,25,0,4,29,23,111,9,175,0,0,11,14
4006,0,0,0,0,7,4,16,0,0,0,10,64,0,72,15,6,40,35,320,21,439,0,0,3,6,36,0,38,0,0,4,6,184,6,203,0,0,0,0,21,4,27,0,0,7,8,68,8,93,0,0,0,5,39,3,38,0,0,0,9,43,7,58,0,0,7,3,9,0,16,0,0,3,8,3,0,12,0,0,0,4,3,0,8,3,0,13,12,11,0,34,0,0,0,3,26,3,36,7,3,12,31,44,3,98,7,10,39,19,26,0,97,14,3,33,25,39,4,120,0,0,0,0,10,0,13,0,0,4,5,49,3,63,0,0,0,0,14,10,31,52,25,164,174,1012,78,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,6,0,31,0,0,0,0,0,0,0,0,0,3,3,15,0,23,0,0,0,0,4,0,10,0,0,13,10,71,8,106,0,0,4,4
4007,4,4,14,16,47,7,90,0,0,8,6,51,9,78,3,0,14,21,116,4,164,0,0,3,6,37,3,51,0,0,19,18,399,29,467,0,3,6,4,30,0,43,0,7,25,17,150,14,208,0,0,12,23,106,18,160,0,0,4,10,57,5,83,0,0,4,3,8,0,18,0,3,10,14,8,3,42,0,3,8,8,28,3,53,12,7,55,22,27,6,129,3,3,11,13,70,7,99,3,10,32,45,76,0,171,16,14,82,27,29,12,170,10,4,84,35,80,10,225,3,0,3,10,5,7,28,0,4,10,6,101,0,125,4,3,8,6,47,19,86,63,65,424,313,1479,149,2490,0,3,4,10,11,0,33,0,0,0,5,0,0,4,0,0,5,11,29,3,56,0,0,3,0,0,0,11,0,0,7,10,38,3,62,0,0,0,4,9,0,16,3,4,21,48,129,24,224,0,0,29,27
4008,0,0,0,0,15,3,15,19,4,69,40,369,20,519,14,6,78,57,598,23,784,0,0,0,6,39,0,51,0,0,11,17,223,13,261,0,0,5,7,48,0,58,4,0,17,3,68,11,97,0,0,3,10,56,4,69,0,0,11,14,81,5,109,0,0,0,0,7,0,8,0,0,3,4,3,0,8,0,0,4,0,22,0,24,0,3,21,19,34,3,81,0,0,3,9,45,3,64,4,3,20,28,63,3,115,15,4,84,17,30,3,150,12,9,53,18,40,3,128,0,0,3,3,9,3,13,0,0,4,13,98,4,115,0,0,0,3,75,11,95,70,29,376,266,1913,119,2780,0,0,0,0,3,0,8,9,0,11,3,27,3,53,4,0,12,12,36,3,74,0,0,0,0,3,0,9,0,0,0,3,30,0,37,0,0,0,3,10,3,13,0,0,6,22,97,12,145,0,0,9,7
5000,93,36,948,783,3120,487,5471,241,82,984,870,6569,302,9056,33,24,354,252,2168,155,2990,9,4,59,78,699,34,883,49,21,347,484,5401,266,6575,10,6,104,114,682,59,971,21,11,178,154,932,96,1396,24,10,200,183,851,97,1364,21,18,134,263,1288,135,1849,0,3,24,26,96,12,163,11,8,50,62,93,12,236,3,3,54,71,253,24,412,118,39,595,266,659,63,1738,19,7,101,90,654,61,927,102,75,406,638,1059,132,2412,120,224,700,169,384,58,1652,104,40,447,180,406,55,1237,16,7,98,65,225,27,437,29,17,91,75,1636,90,1933,44,15,151,162,1256,304,1940,1082,632,6028,5007,28439,2456,43642,59,123,855,637,876,319,2867,58,38,355,261,575,55,1350,23,25,231,168,352,66,863,9,4,27,24,70,4,137,11,14,142,168,369,48,754,9,12,64,66,197,29,373,32,25,349,348,1094,202,2054,42,25,360,375
5001,9,0,30,39,165,16,259,0,0,8,15,116,6,149,6,4,35,31,259,20,355,0,0,4,8,78,8,102,4,0,21,62,712,29,830,0,0,16,17,86,9,122,0,4,29,45,219,15,313,0,0,24,28,122,6,188,0,3,20,36,159,16,237,3,0,11,3,18,0,36,0,3,17,24,9,3,54,0,0,10,11,27,3,57,18,13,96,46,44,3,216,0,3,11,18,70,0,106,17,15,64,120,194,16,428,26,49,132,56,68,4,336,40,17,118,58,84,13,330,7,0,5,12,29,0,59,7,0,19,15,201,11,253,0,0,16,8,141,44,208,151,115,677,652,2818,216,4636,0,3,17,21,19,12,72,0,0,3,0,7,0,10,0,3,20,20,45,7,97,3,0,4,5,4,0,22,0,0,10,19,44,5,87,0,0,5,15,16,0,43,3,5,61,75,255,31,432,3,0,44,37
5002,0,0,4,9,26,3,50,5,0,7,3,52,3,66,0,0,9,4,53,3,62,0,0,4,4,52,0,64,0,0,13,25,317,13,372,0,0,4,3,22,0,36,5,0,13,16,78,8,126,17,0,44,43,95,20,218,9,0,43,49,138,17,249,0,0,6,5,8,0,20,0,0,3,0,0,0,8,0,0,6,4,19,0,33,7,0,36,9,18,0,73,0,0,18,18,33,5,78,14,9,60,62,80,11,227,15,19,80,18,40,0,172,21,26,81,25,61,3,218,0,0,10,11,16,3,46,4,3,10,4,100,3,133,0,3,15,18,87,17,136,100,66,473,326,1296,124,2378,0,0,5,3,4,0,24,0,0,0,0,6,0,11,0,0,7,0,7,0,20,0,3,0,0,4,0,11,0,0,9,9,16,0,39,0,0,3,0,9,0,5,3,0,37,35,86,19,185,4,0,56,58
5003,8,0,25,16,97,12,169,30,17,133,164,901,41,1288,46,16,190,157,1168,53,1629,14,10,49,79,279,10,439,9,3,101,178,1659,79,2031,3,0,19,30,126,8,190,16,3,96,74,456,33,678,8,3,33,40,173,15,271,11,3,34,76,326,42,498,3,0,16,17,57,3,95,8,5,27,54,19,7,128,3,3,21,37,76,10,145,38,16,204,96,127,17,497,4,3,22,25,125,9,184,31,34,120,122,191,16,516,40,87,253,54,84,6,530,86,32,239,80,113,25,572,3,3,20,17,60,3,103,20,9,48,30,400,9,516,7,3,51,58,321,58,495,390,252,1704,1408,6759,462,10972,3,0,8,14,22,5,55,3,10,37,25,46,5,122,16,12,70,61,145,19,319,6,0,10,12,36,3,58,7,3,41,62,154,12,273,0,0,7,12,37,7,69,16,13,128,136,602,62,958,6,0,73,82
5004,3,8,61,36,129,16,250,7,8,45,63,425,18,560,11,9,73,33,210,13,356,0,0,5,7,55,0,77,4,0,66,95,1056,42,1260,0,3,10,15,45,0,69,3,3,40,36,220,7,304,16,3,64,60,212,23,364,3,0,17,35,133,6,196,0,0,6,4,18,0,27,3,7,26,23,13,4,77,0,0,32,32,40,12,118,18,12,127,50,53,13,279,0,3,24,20,116,12,181,20,14,63,45,90,8,231,27,30,126,22,28,0,233,32,10,104,33,63,7,248,3,0,13,13,42,0,75,4,3,13,15,159,8,204,7,3,25,25,144,32,232,155,114,938,680,3249,217,5350,0,9,31,37,57,10,141,0,0,9,7,22,0,40,3,7,45,36,51,13,150,3,0,7,3,9,0,16,0,4,39,30,68,16,151,3,0,3,3,18,0,34,7,11,78,87,259,34,474,13,13,106,109
5005,0,3,17,33,92,15,151,0,0,9,3,75,3,95,0,0,4,0,70,7,79,0,0,3,3,33,0,41,0,0,3,16,199,10,234,3,0,9,9,72,0,95,0,0,5,13,59,9,91,0,0,0,9,36,11,56,3,5,9,30,180,10,233,0,0,0,5,0,3,8,0,0,6,3,8,0,20,0,0,3,0,9,3,14,5,0,27,14,11,4,60,0,0,0,3,19,4,31,3,13,23,10,50,3,100,7,13,51,14,20,0,111,7,3,21,6,19,3,59,0,0,0,0,6,0,10,0,0,10,5,107,3,119,0,0,6,4,48,18,79,34,34,213,188,1118,105,1696,3,0,10,5,29,6,57,0,0,4,3,3,0,15,0,0,0,9,17,0,33,0,0,0,0,4,0,4,0,0,3,11,10,0,26,3,0,4,4,7,0,21,3,0,7,16,89,8,124,0,0,15,23
5006,3,0,25,18,155,22,221,3,4,25,55,410,12,501,0,3,24,27,243,11,304,0,0,8,10,83,0,106,3,3,29,59,781,21,902,3,5,10,17,115,3,148,7,0,32,31,214,12,286,3,3,17,20,113,13,167,6,3,27,69,322,29,463,3,0,4,11,20,3,38,3,3,14,31,12,3,60,3,0,7,10,28,5,56,18,4,77,56,91,8,263,0,0,8,13,78,4,109,33,14,75,95,199,18,428,42,38,141,43,63,5,328,42,13,103,39,71,8,284,0,0,11,7,13,0,31,8,3,14,18,257,9,306,0,0,15,20,206,32,278,178,104,660,652,3479,229,5295,0,0,5,9,25,4,47,0,0,10,15,25,3,53,0,0,3,14,29,3,53,0,0,0,3,0,0,5,0,3,7,22,54,3,93,0,0,6,4,34,3,45,8,3,34,64,232,23,359,3,4,44,50
5007,0,0,0,3,7,4,10,83,27,322,169,1343,75,2027,7,0,33,31,258,6,335,0,0,8,3,69,4,82,10,0,26,35,461,19,543,0,0,9,7,114,3,134,3,0,16,20,88,10,129,6,0,21,26,65,6,130,7,0,13,28,199,21,264,0,0,3,0,10,0,19,0,0,3,16,4,0,29,0,0,5,7,68,0,80,11,3,37,28,48,10,134,3,0,7,3,47,7,66,22,8,49,82,106,11,287,39,33,66,15,29,5,194,29,5,64,18,27,8,145,0,0,4,7,21,3,28,5,0,17,19,317,11,375,3,0,6,14,146,38,211,246,82,708,532,3413,239,5221,0,0,0,6,3,0,7,26,12,106,77,129,17,358,3,0,7,10,22,3,47,0,0,0,3,3,0,8,0,0,6,18,40,7,65,0,0,7,5,25,3,42,6,3,37,50,160,19,269,3,0,55,28
5008,0,0,0,0,0,0,0,26,9,132,107,649,31,956,12,3,44,17,125,11,216,3,0,12,13,63,3,97,3,0,30,29,420,20,507,0,3,9,11,56,0,76,11,0,16,7,71,8,108,0,0,13,27,46,11,104,4,3,27,42,133,14,228,0,0,3,0,6,0,11,0,0,3,0,3,0,4,0,0,11,9,51,4,75,9,0,30,23,49,5,107,3,0,14,10,59,7,91,15,9,55,54,83,3,216,12,14,50,5,18,0,99,7,4,23,3,9,5,56,0,0,3,3,4,0,11,0,0,4,10,113,8,135,10,0,22,14,166,27,242,127,46,503,392,2108,166,3341,0,0,0,0,0,0,0,8,6,63,30,82,11,197,0,0,12,7,11,0,37,0,0,9,10,12,3,40,0,0,7,15,37,5,62,0,0,4,3,11,3,18,3,0,37,27,68,18,156,6,0,50,31
5009,136,38,510,295,828,122,1928,2900,712,7625,2933,12878,742,27792,1252,322,4678,3283,15184,773,25489,612,145,1509,747,2344,138,5494,1131,353,6178,5698,37008,1749,52109,609,162,2286,1501,4497,362,9418,1210,244,5108,2799,7938,741,18037,699,164,3542,3044,5335,590,13372,1031,283,3574,3568,8064,919,17433,388,126,1428,939,1444,156,4486,1052,486,3777,2091,1158,269,8825,336,166,1746,1210,1871,245,5576,5333,1384,16866,4581,4016,854,33031,557,179,2206,1426,3866,412,8649,2456,1308,6642,5026,7205,716,23353,4546,2123,7806,1615,2410,359,18858,3253,922,8706,2510,3184,636,19205,367,132,1587,811,1681,178,4759,610,195,1813,1443,9966,383,14413,1109,230,3484,2232,7947,1782,16788,29594,9660,91078,47739,138830,12114,329020,77,30,407,223,300,85,1122,945,360,2877,967,1397,199,6751,488,219,2176,1478,2104,345,6818,274,108,771,340,431,55,1979,423,231,2301,1828,2692,378,7848,259,125,1337,880,1293,194,4084,1052,397,6247,4324,8297,1321,21637,684,176,4228,3012
5010,0,0,0,0,0,0,3,33,14,100,106,805,31,1088,7,0,4,11,146,0,169,0,0,0,8,37,3,46,7,0,16,21,213,8,265,0,0,8,11,65,7,85,0,0,15,7,35,5,68,0,0,13,9,46,7,70,7,5,26,61,202,13,324,0,0,3,0,7,0,12,0,0,0,0,3,0,5,0,0,6,3,30,0,41,7,0,26,19,26,11,91,0,0,10,6,33,5,54,4,4,18,29,40,6,99,3,9,33,3,16,0,72,9,4,22,11,20,10,78,0,0,0,0,5,0,7,4,0,6,10,106,8,140,3,0,8,9,64,17,108,82,48,314,330,1911,130,2818,0,0,0,0,0,0,0,8,4,43,41,85,5,186,0,0,9,5,6,0,18,0,0,3,4,0,0,7,0,0,6,8,23,4,37,0,0,4,10,13,0,26,0,0,29,14,55,22,115,8,0,24,16
5011,0,0,7,4,23,3,44,3,0,14,25,180,3,226,0,0,4,6,89,0,107,0,0,0,4,21,0,23,3,0,12,37,401,18,476,0,0,6,6,27,3,42,0,4,14,11,56,7,91,0,0,3,3,25,0,29,0,0,3,7,29,7,50,0,0,0,0,13,0,16,4,0,6,3,7,0,24,0,0,4,7,5,0,18,9,0,19,16,27,0,71,0,0,4,8,34,3,56,6,3,9,30,48,3,94,5,7,17,12,16,0,56,7,0,15,22,22,0,68,0,0,0,3,5,0,11,5,0,6,6,55,3,76,0,0,8,9,65,14,94,43,16,168,231,1153,73,1686,3,3,11,8,3,0,29,0,3,3,3,8,0,21,0,3,6,8,10,0,29,0,0,0,3,3,0,8,0,0,9,9,28,3,52,0,0,3,10,11,6,30,5,0,4,31,74,8,118,0,0,6,16
6000,54,23,319,447,1657,263,2763,12,9,57,46,477,33,630,49,14,148,189,1678,147,2234,12,9,33,82,375,23,522,14,4,96,163,2714,146,3130,4,5,36,66,348,34,493,16,14,101,77,683,70,961,23,3,85,96,456,35,701,9,9,68,135,722,90,1025,5,3,25,30,99,5,176,11,6,39,48,39,8,150,0,8,26,39,108,14,192,94,24,303,148,210,36,825,3,4,47,60,293,26,439,60,54,216,228,569,54,1182,143,75,403,107,205,23,957,114,54,307,211,315,28,1017,25,10,55,54,171,15,326,14,4,49,42,757,36,904,12,3,52,70,540,184,869,670,336,2461,2345,12423,1253,19493,26,15,253,219,368,97,987,3,0,14,14,25,6,67,19,11,114,110,300,49,609,3,3,31,33,39,6,122,3,8,33,43,141,21,248,7,5,29,32,87,18,176,12,25,169,176,711,134,1226,21,11,172,175
6001,3,0,15,12,97,7,136,7,3,21,22,170,10,231,16,4,30,50,338,12,448,0,0,5,0,40,3,54,0,0,10,30,375,12,423,0,3,12,13,81,6,110,0,0,25,10,180,16,229,3,0,9,17,76,7,106,0,0,12,20,150,20,200,3,0,6,5,12,3,28,3,0,8,21,4,0,33,0,4,4,12,12,0,30,12,4,38,20,33,3,112,0,0,6,9,50,3,75,11,16,33,37,83,5,180,13,10,92,10,46,3,179,36,6,82,40,96,9,276,0,0,0,0,11,0,16,0,0,12,9,148,3,174,3,0,7,7,81,22,122,109,61,418,338,2088,140,3162,0,0,4,4,16,4,24,0,0,4,3,9,0,23,0,0,13,15,48,5,79,0,0,0,4,6,0,5,0,0,5,10,19,3,38,3,0,0,4,16,0,22,0,0,29,23,175,29,259,0,0,12,19
6002,4,6,23,29,122,14,191,0,0,3,6,75,4,91,6,4,29,41,357,20,457,4,3,10,17,64,3,100,0,0,14,26,532,14,590,0,0,10,16,96,3,131,3,3,16,27,174,24,245,3,0,11,21,100,11,135,0,3,14,32,230,16,299,0,0,3,4,19,3,26,3,3,10,20,6,0,37,0,3,3,3,23,3,40,11,10,53,26,45,3,150,3,0,3,10,53,6,78,6,13,35,45,84,3,180,19,15,81,19,45,3,180,12,13,62,37,73,4,213,0,0,4,9,19,4,35,6,0,14,15,153,4,191,0,0,8,11,110,28,154,92,74,398,420,2362,172,3518,0,0,20,14,41,11,82,0,0,3,0,6,0,10,0,3,18,21,57,16,116,0,0,3,10,4,0,15,0,0,10,8,45,3,61,0,0,3,8,23,3,34,0,3,32,39,197,21,290,4,3,11,28
