SUA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
6002,5185,3110,2994,3192,3647,3581,3156,1783,774,27421,6,3,6,5,6,16,13,10,6,78,3,6,13,4,10,4,9,0,0,48,7,5,25,15,22,27,5,0,0,106,4,10,12,7,6,10,5,3,0,55,0,3,0,3,0,0,3,0,0,11,3,4,5,4,3,0,0,0,0,20,112,166,149,81,112,108,54,37,23,838,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,191,201,110,149,154,76,43,29,1092,134,198,211,120,158,166,90,51,27,1162,5323,3312,3201,3312,3807,3751,3249,1833,803,28585
6003,35624,24082,25040,24250,25549,24517,18321,10363,4777,192519,48,69,52,32,53,54,60,51,30,451,58,42,137,114,121,137,97,24,3,728,41,99,210,162,208,139,83,32,3,976,44,60,112,80,136,155,57,13,3,664,10,13,38,34,29,34,41,0,0,193,6,3,30,24,47,25,33,3,0,170,764,1251,1082,694,681,685,476,260,156,6048,0,5,7,0,3,3,3,0,0,28,0,15,16,19,20,17,11,0,0,101,0,0,0,0,0,0,0,0,0,0,934,1481,1618,1139,1240,1194,804,329,168,8906,978,1551,1672,1169,1293,1241,867,388,194,9354,36601,25632,26706,25423,26838,25755,19186,10750,4974,201873
6004,14663,11124,9622,9634,10595,9615,7531,4335,2081,79192,25,33,18,20,17,30,26,22,19,209,4,20,36,32,53,45,15,10,0,208,12,44,77,56,70,74,33,4,0,378,36,46,44,28,52,37,18,7,3,275,7,7,9,6,17,10,11,9,0,84,3,12,26,12,20,24,12,6,0,126,282,691,405,256,329,320,241,125,97,2747,0,4,0,0,0,8,0,0,0,15,0,3,0,3,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,355,828,606,390,555,532,332,160,103,3858,381,860,621,413,572,566,349,176,114,4064,15039,11985,10245,10048,11162,10179,7889,4512,2199,83253
6005,2332,1413,1206,1387,1814,1943,1634,1022,375,13118,8,5,3,3,3,10,4,0,3,44,3,4,3,4,6,4,4,3,0,25,0,8,5,0,3,0,3,0,0,26,3,4,0,4,3,4,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,35,74,54,34,50,46,33,11,3,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,87,60,41,66,65,39,19,3,429,53,92,67,49,74,69,46,19,12,473,2379,1509,1270,1428,1884,2015,1680,1045,378,13592
7000,18621,11231,12346,10282,9667,6721,3212,922,163,73172,132,104,80,52,55,37,19,3,3,480,113,140,266,238,343,746,806,108,19,2779,195,90,242,210,307,752,795,188,22,2794,110,203,354,341,457,689,524,91,11,2762,61,47,139,118,190,436,439,96,8,1536,47,65,181,176,193,360,354,46,3,1423,22,12,15,17,58,138,81,16,0,360,485,550,871,621,714,691,254,42,5,4242,11,13,25,19,16,43,33,3,0,164,0,0,0,0,0,3,0,0,0,3,1043,1118,2096,1745,2268,3859,3281,592,62,16067,1175,1226,2172,1797,2323,3893,3301,590,63,16543,19799,12453,14518,12079,11994,10617,6511,1514,229,89710
7001,5016,2545,3899,3337,3492,2804,1249,468,154,22958,7,10,11,13,4,6,4,0,0,47,22,16,44,48,93,145,183,36,8,590,92,25,63,52,89,173,170,45,3,725,19,29,44,30,70,110,156,61,0,514,38,46,72,47,68,114,128,28,0,546,7,5,23,16,25,53,52,4,0,182,11,3,5,7,6,28,35,7,0,101,257,198,241,240,213,192,89,20,3,1454,0,10,14,8,9,10,22,6,0,75,0,0,0,0,0,0,0,0,0,0,443,331,518,439,573,824,821,214,17,4185,445,343,529,448,575,833,826,214,17,4224,5459,2886,4428,3788,4065,3631,2074,682,175,27186
7002,23957,14549,23606,18651,15667,11575,6126,2169,579,116874,33,31,46,27,23,20,13,3,0,197,65,130,406,308,371,534,535,176,25,2555,138,96,274,270,353,676,656,239,39,2744,84,137,517,465,547,511,361,99,22,2751,69,70,198,194,214,313,369,135,29,1596,46,93,302,323,381,408,332,123,13,2014,11,9,19,26,38,97,77,20,6,290,428,526,839,659,643,474,270,62,21,3918,5,27,51,61,63,60,25,14,0,298,0,0,0,0,0,0,0,3,0,3,850,1083,2599,2292,2610,3081,2624,868,156,16166,882,1110,2646,2321,2635,3098,2636,875,156,16364,24840,15658,26254,20966,18306,14671,8762,3046,730,133237
8000,205,115,103,150,148,109,60,30,4,929,0,0,0,0,0,0,0,0,0,0,0,11,8,3,10,4,0,0,0,36,0,8,6,0,7,3,3,0,0,25,0,0,0,3,5,0,0,0,0,5,0,0,4,0,0,3,0,0,0,8,0,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,19,25,10,24,16,8,0,0,112,3,19,29,10,24,16,8,0,0,114,217,131,132,167,172,125,69,36,4,1041
8001,79423,57389,67875,60692,53821,42300,28917,14351,6251,411024,70,99,94,77,66,103,121,62,25,730,345,1104,1117,1041,1241,1288,709,288,98,7227,68,229,396,363,409,355,191,37,17,2064,120,208,256,252,349,275,140,34,10,1650,10,55,82,87,136,128,72,12,9,592,70,55,87,97,96,90,55,14,3,573,5,18,16,44,34,51,50,9,0,237,6,17,23,25,26,15,3,0,0,113,905,1357,1592,880,620,510,362,316,202,6740,0,0,0,3,3,4,0,0,0,16,1535,3056,3577,2794,2909,2716,1576,709,337,19204,1608,3152,3670,2866,2980,2824,1699,768,357,19929,81035,60545,71547,63566,56806,45122,30614,15119,6610,430948
9000,785,391,533,605,655,633,435,168,48,4258,0,4,0,0,0,4,0,3,0,25,6,26,52,41,46,59,67,29,0,322,0,8,10,6,7,13,20,6,7,74,0,11,23,9,28,41,34,9,0,157,3,0,12,0,6,11,3,3,0,49,5,6,34,26,34,26,26,3,0,165,0,0,0,0,0,0,0,0,0,7,0,0,5,3,3,0,0,0,0,13,0,0,10,3,4,15,6,0,0,46,4,4,14,13,18,18,6,5,4,79,23,56,167,103,148,190,159,48,11,914,23,62,172,104,153,193,163,50,11,933,809,455,702,713,808,824,603,216,59,5190
