UCL_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
UCL112003,0,10,0,0,0,0,0,0,0,9,18,75,3,0,0,0,0,0,0,101,80,197,14,18,29,4,7,6,6,361,0,3,0,0,0,0,0,0,0,4,21,81,13,5,8,0,0,3,0,132,9,15,3,0,7,0,0,0,0,33,171,593,85,106,82,36,27,52,19,1169,0,0,0,0,0,0,0,0,0,0,63,115,46,47,25,21,9,12,0,331,72,87,65,63,41,23,16,22,0,391,219,108,774,140,100,83,165,192,22,1796,0,11,12,10,3,7,12,20,0,68,25,26,10,15,14,19,15,24,0,141,9,22,9,3,6,3,3,5,0,57,11,17,11,15,5,13,23,26,12,123,691,1344,1037,418,299,212,279,354,70,4707,3,11,0,0,0,0,0,0,0,16,12,106,0,0,3,0,0,0,0,121,82,332,3,36,45,6,0,3,8,515,3,14,0,4,0,0,0,0,0,19
UCL112004,6,6,0,0,0,0,0,0,0,8,9,49,0,0,0,0,0,0,0,64,86,131,6,3,11,11,3,0,3,256,0,6,0,0,0,0,0,0,0,7,14,52,3,0,4,3,3,0,3,82,0,6,0,0,0,0,0,0,0,7,170,398,53,39,33,33,7,16,8,765,0,0,0,0,0,0,0,0,0,6,54,67,31,23,6,20,9,16,0,230,55,45,41,26,12,15,12,10,3,218,184,48,649,45,36,59,87,123,19,1252,7,0,9,0,3,9,6,4,0,32,18,11,11,15,3,3,6,3,3,80,5,11,3,3,0,3,0,3,0,33,10,16,11,3,0,9,12,13,10,81,622,844,819,173,120,164,132,192,51,3112,0,8,0,0,0,0,0,0,0,7,0,37,0,0,0,0,0,0,0,39,32,170,4,16,26,4,0,4,0,246,0,7,0,0,0,0,0,0,0,7
UCL112005,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,17,15,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,41,103,14,10,4,15,7,7,3,208,0,0,0,3,0,0,0,0,0,3,29,16,20,3,3,5,8,4,0,85,35,23,30,32,3,10,15,5,3,152,119,42,778,77,25,41,364,144,33,1625,6,0,8,4,0,14,15,15,0,69,12,0,6,9,6,4,9,14,0,62,5,3,3,4,0,0,4,0,0,20,11,3,11,11,0,6,23,19,7,87,271,223,871,154,58,106,440,207,46,2379,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,26,0,0,4,0,0,0,0,48,0,3,0,0,0,0,0,0,0,3
UCL112006,0,4,0,0,0,0,0,0,0,4,0,59,0,0,0,0,0,0,3,63,49,139,0,6,13,4,0,3,5,217,0,3,0,0,0,0,0,0,0,7,8,81,3,3,5,3,3,3,0,116,8,11,0,0,3,0,0,0,0,22,204,725,63,74,68,40,17,33,9,1243,0,0,3,0,0,0,0,0,0,7,76,85,38,46,28,21,15,12,3,319,103,103,74,66,46,40,18,25,12,492,378,105,1418,190,129,207,273,384,51,3134,12,9,14,22,7,22,11,38,3,137,35,8,17,18,9,19,22,50,3,175,3,7,9,7,3,4,3,7,0,43,16,12,30,19,9,18,27,30,21,179,886,1343,1676,458,329,375,393,593,112,6164,4,13,0,0,0,0,0,0,0,14,5,28,0,0,5,0,0,0,0,42,28,189,3,12,18,0,0,0,0,253,0,11,0,0,0,0,0,0,0,15
UCL112007,0,3,0,0,0,0,0,0,0,4,0,24,0,0,0,0,0,0,0,31,42,90,9,17,19,19,3,27,3,232,0,10,0,0,3,0,0,0,0,9,15,59,0,4,3,0,0,0,0,86,9,7,0,3,3,0,0,0,0,24,138,453,65,69,39,42,23,69,0,900,0,0,0,0,0,0,0,0,0,0,47,44,34,36,11,19,7,17,4,215,74,58,45,69,30,34,13,19,0,339,332,105,1256,153,116,176,268,275,42,2708,11,0,8,8,3,16,10,24,0,83,17,11,12,14,11,17,12,23,3,129,3,12,9,0,0,5,3,11,0,42,18,12,30,12,11,14,16,32,23,165,701,889,1473,393,259,341,351,494,75,4984,0,12,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,26,41,148,0,16,20,15,0,15,0,257,0,7,0,0,0,0,0,0,0,18
UCL112008,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,17,28,55,6,7,4,3,0,0,3,111,0,4,0,0,0,0,0,0,0,6,9,24,0,8,0,0,0,0,0,43,6,10,0,8,3,0,0,0,0,22,58,199,26,53,20,17,10,23,3,411,3,0,0,0,0,0,0,0,0,5,27,39,20,36,5,11,7,5,5,150,54,39,32,71,18,12,16,8,4,253,189,38,707,170,57,77,230,180,30,1673,3,3,8,9,9,11,3,15,0,69,8,7,13,17,0,12,14,13,0,84,7,3,0,3,0,0,3,3,0,21,10,3,10,7,4,9,26,19,11,108,401,427,831,397,131,161,315,263,57,2975,3,6,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,3,20,16,87,0,13,6,0,0,0,0,128,0,3,0,0,3,0,0,0,0,6
UCL112009,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,54,10,76,3,5,4,0,0,3,3,109,0,3,0,0,0,0,0,0,0,7,7,37,3,3,3,4,0,0,0,63,3,13,0,0,0,0,0,3,0,21,94,395,59,66,43,28,5,28,4,716,0,0,0,0,0,0,0,0,0,0,11,39,19,39,11,15,4,4,0,148,35,41,36,42,27,17,15,15,8,233,174,52,837,122,85,95,178,233,21,1795,10,3,13,12,10,21,14,26,4,95,12,9,9,12,5,16,20,26,0,102,4,0,3,3,0,4,5,4,0,29,10,17,13,3,4,7,5,26,11,101,380,729,1001,307,199,202,242,371,44,3471,0,12,0,0,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,31,16,115,6,15,13,3,0,3,0,162,0,0,0,0,0,0,0,0,0,4
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,26,3,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,7,12,0,4,0,0,0,0,0,20,3,3,10,9,4,0,0,0,0,30,35,8,107,8,3,12,24,14,3,203,0,0,0,0,0,5,0,7,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,3,0,15,56,56,118,22,9,22,28,22,3,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL112011,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,12,32,68,3,6,0,4,3,0,4,116,0,4,0,0,0,0,0,0,0,4,3,37,3,0,0,0,0,3,0,46,3,3,0,0,3,0,0,0,0,19,62,255,40,54,17,11,9,25,5,476,0,0,0,0,0,0,0,0,0,0,43,51,47,31,11,6,12,8,0,210,72,53,106,59,33,7,17,28,5,384,193,74,1090,169,69,107,182,241,31,2149,7,0,15,17,9,8,14,27,0,94,9,11,15,13,6,6,13,25,0,100,3,8,12,4,0,5,6,5,0,37,12,7,17,5,0,4,30,28,17,126,446,585,1338,355,145,168,279,402,59,3778,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,12,95,0,12,9,3,0,0,0,137,0,8,0,0,0,0,0,0,0,8
UCL112012,0,3,0,0,0,0,0,0,0,3,14,58,0,0,3,0,0,3,0,74,54,164,13,6,9,8,8,7,3,270,3,7,0,0,0,0,0,0,0,9,18,52,3,0,7,3,0,0,0,80,11,18,0,0,4,0,0,0,0,31,165,630,65,56,52,42,22,38,10,1081,0,3,0,0,0,0,0,0,0,4,47,57,26,29,18,21,14,11,3,233,85,77,85,53,40,21,19,26,3,411,298,76,1328,125,102,128,327,263,26,2665,14,5,12,12,11,17,11,17,6,107,15,8,8,19,15,16,23,19,5,125,12,10,3,4,0,8,3,12,0,57,17,9,22,20,5,14,28,37,16,161,752,1176,1579,329,257,273,455,423,70,5322,0,4,0,0,0,0,0,0,0,7,3,37,4,3,0,0,0,0,0,46,34,225,3,12,27,3,0,3,3,310,0,16,0,0,0,0,0,0,0,13
UCL112013,0,5,0,0,0,0,0,0,0,7,9,53,0,0,0,0,0,0,0,60,69,159,7,11,20,4,0,3,3,271,0,11,0,0,0,0,0,0,0,8,19,70,7,4,0,0,3,0,3,102,7,21,0,5,0,0,0,0,0,36,180,819,47,59,59,31,20,17,10,1239,0,3,0,0,0,0,0,0,0,3,88,113,44,37,31,25,8,16,3,364,81,94,83,73,49,45,12,18,6,464,354,112,1325,210,111,191,204,298,28,2834,0,3,10,14,5,16,9,19,0,82,18,11,18,24,5,26,20,28,3,152,5,18,7,4,3,5,0,4,0,48,20,17,42,15,7,17,16,25,24,183,850,1494,1587,462,293,363,294,436,85,5858,0,13,0,0,0,0,0,0,0,14,0,35,0,0,3,0,0,0,0,40,36,223,0,18,8,0,0,0,4,292,0,6,0,0,0,0,0,0,0,11
UCL112014,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,34,36,80,9,4,6,3,0,12,0,147,0,0,0,0,0,0,0,0,0,4,10,56,0,0,3,0,3,0,0,69,3,12,0,0,0,0,0,3,0,17,110,427,30,49,23,20,9,49,7,725,0,0,0,0,0,3,0,0,0,3,48,65,28,27,18,12,15,13,0,225,61,65,52,36,15,8,16,37,4,299,248,107,1126,112,108,107,240,276,39,2358,13,7,11,5,4,12,9,24,0,87,13,8,19,13,9,12,18,31,0,131,11,5,4,6,6,9,5,27,3,70,17,7,38,9,10,16,29,59,23,198,571,870,1321,263,200,198,357,530,75,4383,0,3,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,13,20,129,3,5,11,9,0,3,0,176,0,12,0,0,0,0,0,0,0,12
UCL112015,0,4,0,0,0,0,0,0,0,5,14,123,4,3,3,3,0,0,0,157,68,165,15,11,16,3,4,3,0,287,0,8,3,0,0,0,0,0,0,7,29,88,4,10,4,3,3,0,0,137,11,23,3,3,3,0,0,0,0,41,252,741,122,80,75,57,25,72,14,1442,4,5,0,0,0,0,0,0,0,10,74,94,62,58,26,11,14,15,4,366,96,98,87,78,52,28,19,24,4,487,471,195,1895,222,148,224,307,375,49,3877,6,11,26,17,11,24,24,30,3,148,28,16,35,21,11,22,33,37,0,199,7,18,19,0,0,0,9,12,0,58,23,20,26,12,11,17,43,41,13,203,1081,1605,2303,524,363,395,465,608,92,7426,0,12,0,0,0,0,0,0,0,21,11,81,3,0,3,0,0,0,0,92,48,253,3,12,20,3,0,7,4,352,3,12,0,0,0,0,0,0,0,14
UCL113001,0,3,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,13,25,43,0,5,3,0,0,0,0,82,0,3,0,0,0,0,0,0,0,5,0,26,4,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,3,60,226,17,27,24,19,7,14,3,391,0,0,0,0,0,0,0,0,0,3,16,27,13,14,9,3,5,11,0,95,32,30,27,20,7,4,3,14,3,133,123,35,480,69,37,46,77,139,17,1029,3,0,0,0,3,4,3,10,0,27,11,4,13,8,3,11,11,15,0,66,0,4,3,4,0,0,0,0,0,21,8,3,11,7,0,7,11,27,6,85,277,422,574,166,82,99,119,221,39,1990,0,4,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,12,10,61,0,4,9,3,0,3,0,93,0,3,0,0,0,0,0,0,0,6
UCL113002,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,12,3,0,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,4,3,13,0,3,0,0,0,0,0,19,0,3,0,0,4,0,0,0,0,6,24,60,4,7,3,3,0,9,3,119,0,0,0,0,0,0,0,0,0,3,7,11,17,8,10,0,0,3,0,64,16,8,11,9,7,9,0,0,3,53,88,16,286,51,23,64,63,67,10,661,4,0,3,4,5,5,0,6,0,29,14,3,10,9,3,6,3,10,0,48,6,3,0,0,0,0,3,0,0,10,8,5,13,7,0,8,4,17,10,63,167,143,343,95,52,93,79,107,31,1107,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,4,22,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL113003,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,13,5,21,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,0,0,36,4,7,0,4,0,0,0,0,0,14,40,150,11,20,4,4,3,5,3,241,0,0,0,0,0,0,0,0,0,3,17,23,7,21,4,4,3,0,5,82,25,22,26,25,8,8,8,6,0,134,102,47,637,113,50,48,206,95,22,1314,3,0,0,7,5,5,9,10,0,42,3,3,4,5,3,7,14,7,0,47,3,3,4,0,0,0,3,0,0,20,5,3,8,3,9,5,22,20,8,84,218,315,713,198,86,81,268,145,39,2065,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,15,70,0,4,5,3,0,0,0,95,0,3,0,3,0,0,0,0,0,10
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,47,64,8,10,7,3,0,11,0,140,0,0,0,0,0,0,0,0,0,0,14,8,8,10,0,3,0,3,0,50,10,11,7,6,0,0,3,6,0,48,74,11,193,10,12,30,43,52,5,428,0,0,0,0,0,0,0,4,0,5,10,0,5,3,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,5,4,7,0,31,178,114,223,43,20,48,55,81,5,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL113005,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,10,39,0,0,3,0,3,0,0,54,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,21,0,3,0,3,0,0,0,0,0,8,39,172,21,17,11,15,3,3,3,285,0,0,0,0,0,0,0,0,0,0,20,23,10,16,4,8,3,4,0,101,33,29,29,24,6,11,6,12,0,142,150,38,471,51,25,76,77,146,23,1041,9,0,4,3,7,11,3,6,0,40,9,5,3,3,0,4,12,9,0,49,4,0,5,0,0,0,0,3,0,9,11,0,12,11,3,13,10,23,9,89,289,341,551,128,61,128,117,217,46,1864,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,8,38,0,0,6,0,0,0,0,57,0,3,0,0,0,0,0,0,0,5
UCL113006,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,15,23,4,3,3,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,8,33,157,9,14,17,7,4,10,4,253,0,0,0,0,0,0,0,0,0,0,14,23,18,21,13,3,3,3,0,87,16,32,12,23,14,19,4,5,4,125,101,26,425,120,40,55,103,106,16,990,5,3,11,10,3,6,3,9,0,45,8,6,6,6,0,4,7,15,0,57,0,3,3,0,5,0,3,4,0,18,9,4,6,5,3,3,19,16,9,78,203,284,485,210,98,101,155,164,30,1729,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,39,0,3,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
UCL113007,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,27,38,3,3,4,3,5,7,0,88,0,0,0,0,0,0,0,0,0,3,5,21,0,4,0,0,0,0,0,32,3,4,0,0,0,0,0,0,0,9,88,216,22,19,15,4,10,51,12,433,0,0,0,0,0,0,3,0,0,6,21,31,16,16,7,6,4,13,0,120,31,21,31,26,13,12,7,20,3,164,234,43,677,42,50,76,142,177,25,1455,11,3,0,0,0,4,8,10,0,34,3,4,5,9,0,7,10,25,0,62,4,5,4,0,0,0,6,12,0,34,13,5,19,5,6,8,19,38,11,130,445,391,786,123,92,131,205,359,52,2583,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,13,47,3,4,4,0,0,11,3,84,0,3,0,0,0,0,0,0,0,3
UCL113008,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,45,4,8,4,0,3,3,0,86,0,0,0,0,0,0,0,0,0,0,3,3,0,11,5,0,3,0,0,29,11,13,0,5,3,8,4,3,0,51,48,12,214,52,17,35,58,77,16,528,0,0,6,7,0,11,3,15,0,40,3,3,0,8,0,6,3,8,0,28,0,3,0,0,0,0,0,4,0,13,0,0,3,10,3,8,4,13,10,57,82,101,236,111,33,62,80,127,24,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
UCL113009,0,0,0,0,0,0,0,0,0,3,7,30,3,0,0,0,0,0,0,34,33,63,5,6,11,3,0,3,0,126,0,4,0,0,0,0,0,0,0,4,4,37,3,0,0,0,0,0,0,53,3,3,4,0,0,0,0,0,0,16,113,262,23,43,23,15,13,11,6,513,0,0,0,0,0,0,0,0,0,0,38,34,22,26,4,7,3,4,0,149,54,43,54,32,16,3,15,14,4,224,134,36,514,50,34,39,115,72,13,1011,3,5,0,0,0,5,4,5,0,20,9,3,9,3,3,0,7,6,0,51,8,3,0,0,0,0,0,0,0,16,3,13,4,0,0,3,0,4,4,32,412,538,651,172,93,78,158,119,34,2257,0,8,0,0,0,0,0,0,0,8,3,16,0,0,0,0,0,0,0,25,22,118,3,9,4,0,0,0,0,162,0,6,0,0,0,0,0,0,0,9
UCL113010,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,13,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,12,69,0,4,5,7,6,4,0,111,0,0,0,0,0,0,0,0,0,0,11,11,15,5,3,3,3,3,0,63,17,24,30,9,10,12,15,10,5,124,94,42,741,49,40,40,287,138,21,1453,0,0,10,11,0,3,14,10,0,50,9,3,3,4,0,5,19,10,0,57,3,0,3,0,0,0,3,0,0,11,0,0,14,12,3,0,19,26,8,82,151,170,822,103,62,70,371,200,37,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,3,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,11,80,15,10,11,4,3,3,0,136,0,0,0,0,0,0,0,0,0,0,13,6,11,12,0,0,0,4,0,51,18,9,30,18,0,0,8,12,0,89,66,23,419,49,31,24,175,83,11,878,0,0,4,0,0,3,7,8,0,28,3,3,7,3,4,0,10,5,0,40,0,3,0,0,0,3,0,0,0,8,0,0,8,0,0,0,12,4,11,46,132,149,497,98,58,39,224,123,24,1345,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,23,0,0,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0
UCL113012,0,0,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,36,29,68,9,0,5,0,0,0,0,113,0,0,0,0,0,0,0,0,0,3,5,21,0,0,5,0,3,0,0,32,8,4,0,0,0,0,0,0,0,13,54,227,32,25,17,10,0,26,9,397,0,0,0,0,0,0,0,0,0,3,25,36,18,28,15,3,3,3,5,137,43,36,45,26,13,12,19,13,3,204,116,45,710,51,39,70,142,145,24,1347,3,3,4,9,3,4,5,8,0,45,9,9,9,9,7,6,11,22,0,72,0,0,3,0,0,0,3,3,0,20,4,3,16,4,3,4,15,15,17,74,309,481,846,148,94,118,208,232,63,2500,0,3,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,23,10,108,0,3,10,0,0,0,0,139,0,3,0,0,0,0,0,0,0,7
