UCL_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL112003,149,7,0,5,154,16,0,166,0,0,0,0,0,0,0,0,0,0,0,0,542,100,12,10,663,4,3,8,673,41,0,713,97,22,0,0,119,7,0,7,121,4,0,127,145,35,6,0,189,3,0,3,187,8,0,193,0,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,242,59,4,4,306,4,0,4,316,16,0,327,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,8,5,0,0,0,5,0,0,0,9,0,0,8,254,59,4,4,319,5,0,5,326,15,0,339,67,5,0,0,80,0,0,0,82,17,0,97,0,0,0,0,0,0,0,0,0,0,0,0,317,63,9,3,397,11,0,11,406,27,0,432,132,27,4,0,165,0,0,7,172,12,0,187,195,47,3,3,248,0,0,0,245,16,0,264
UCL112004,84,0,0,0,80,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0,402,48,9,6,462,6,0,9,473,18,0,493,84,8,3,0,96,0,0,0,98,4,0,102,129,22,3,3,153,0,0,0,154,0,0,152,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,214,24,8,3,249,0,0,0,255,3,0,256,4,0,0,0,4,0,0,0,4,4,0,4,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,4,0,7,213,25,8,3,257,0,0,0,260,9,0,261,45,0,0,0,48,0,0,0,48,12,0,51,0,0,0,0,0,0,0,0,0,0,0,6,261,28,8,3,303,0,0,0,308,12,0,322,159,12,6,0,181,0,0,0,178,3,0,185,121,29,0,0,153,3,0,3,155,5,0,161
UCL112005,82,8,0,6,90,33,0,122,0,0,0,0,0,0,0,0,0,0,0,0,299,39,16,4,360,17,0,22,384,61,0,446,68,6,0,0,79,5,0,5,83,5,0,89,81,16,0,0,100,3,0,3,99,9,0,108,0,0,3,0,4,0,0,0,4,3,0,3,0,0,0,3,5,0,0,0,5,0,0,5,152,24,6,5,185,8,0,8,189,17,0,208,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,10,0,0,0,10,3,0,10,9,0,0,0,10,0,0,0,8,3,0,11,157,25,6,3,189,12,0,12,203,15,0,219,49,4,0,0,51,0,3,4,58,20,0,77,0,0,0,0,0,0,0,0,0,0,0,0,204,27,6,3,245,12,3,15,259,42,0,300,101,8,0,0,111,3,0,3,114,3,0,115,92,13,0,3,113,3,0,3,111,13,0,122
UCL112006,142,6,0,6,145,49,0,196,0,0,0,0,0,0,0,0,0,0,3,5,763,119,16,15,913,25,4,34,945,91,9,1045,191,21,0,0,219,3,3,9,221,6,0,234,183,23,3,10,218,7,0,9,230,23,0,250,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,383,48,8,6,444,9,3,16,455,32,0,488,7,0,0,0,7,5,0,5,8,0,0,8,11,0,0,0,9,3,0,3,13,0,0,10,14,0,0,0,14,3,0,3,22,0,0,20,391,46,8,6,456,17,3,18,480,32,0,506,74,15,0,5,93,6,0,6,98,38,0,135,0,0,0,0,3,0,0,0,3,0,3,3,467,62,3,15,551,25,3,24,575,69,4,649,282,35,3,0,325,3,0,5,328,14,0,346,256,49,8,3,318,3,3,8,322,28,0,347
UCL112007,106,15,0,15,117,29,0,146,0,0,0,0,0,0,0,0,0,0,0,3,642,53,10,8,712,21,3,25,736,49,4,790,188,12,0,0,200,4,0,4,211,13,0,219,137,26,3,0,165,0,0,3,167,5,0,168,5,0,3,0,6,0,0,0,13,0,0,13,3,0,0,0,4,0,0,0,4,0,0,4,329,40,10,3,378,9,0,8,382,19,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,36,10,3,376,9,0,8,389,19,0,407,52,6,0,3,60,5,0,5,68,15,0,77,3,0,0,0,3,0,0,0,3,0,0,3,385,42,10,7,443,9,0,13,455,29,0,489,259,23,0,0,278,3,0,3,283,17,5,299,171,13,0,3,188,0,0,0,190,4,0,201
UCL112008,86,4,0,3,95,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0,383,47,8,16,445,11,6,17,460,30,0,494,81,5,3,3,92,3,0,3,99,3,0,98,85,12,0,0,103,3,0,3,103,11,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,169,17,3,9,195,3,0,6,205,13,0,216,3,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,7,0,3,3,9,0,0,11,177,21,3,9,200,3,4,9,209,13,0,226,44,8,0,0,51,0,0,0,54,14,0,70,0,0,0,0,0,0,0,0,0,0,0,0,220,24,4,4,252,6,4,13,267,25,3,296,119,19,3,5,146,3,0,3,144,3,0,154,115,20,0,0,140,0,0,3,140,8,0,142
UCL112009,86,5,0,4,85,26,0,119,0,0,0,0,0,0,0,0,0,0,0,0,408,97,8,5,520,15,5,20,539,49,3,597,105,18,3,3,121,3,0,3,127,3,0,127,92,17,0,0,115,3,0,3,114,13,0,129,3,0,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,200,34,3,4,245,9,0,4,250,13,0,263,0,0,0,0,0,3,0,4,3,0,0,3,6,0,0,0,8,0,0,0,8,0,0,8,6,5,0,0,11,3,0,4,10,0,0,10,202,40,3,4,251,5,3,8,257,13,0,277,39,9,0,0,51,5,0,5,56,25,0,78,0,0,0,0,0,0,0,0,0,0,0,0,244,48,3,3,299,13,3,12,313,35,0,351,139,22,0,0,164,0,0,0,168,5,0,177,124,29,0,0,157,4,0,4,160,6,0,169
UCL112010,14,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,3,61,0,0,0,66,3,0,68,7,0,0,0,7,0,0,0,7,0,0,7,8,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,22,0,0,0,22,0,0,22,3,0,0,0,3,0,3,3,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,3,3,25,3,0,32,18,0,0,0,17,0,0,0,17,0,0,17,12,3,0,0,15,0,0,0,15,0,0,15
UCL112011,112,10,0,13,120,37,0,162,0,0,0,0,0,0,0,0,0,0,3,0,465,56,13,14,554,25,3,27,577,61,3,647,83,16,0,0,98,3,0,3,95,3,0,106,119,13,0,0,135,3,8,5,141,12,3,155,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,204,24,5,3,237,5,8,10,244,14,3,262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,5,3,0,0,0,3,0,0,0,3,3,0,10,207,24,5,3,240,5,8,10,249,20,3,272,47,8,0,3,58,3,0,3,64,38,0,99,0,0,0,0,0,0,0,0,0,0,0,3,256,36,3,6,303,11,7,18,315,58,6,373,99,22,3,0,124,0,0,0,123,8,0,136,163,20,9,0,193,0,3,7,195,6,0,205
UCL112012,133,5,0,5,140,36,0,175,0,0,0,0,0,0,0,0,0,0,0,0,693,77,18,11,803,22,3,25,825,72,3,898,172,13,3,0,186,12,0,8,200,0,0,197,178,18,5,3,205,3,0,3,207,14,0,221,7,0,3,0,7,0,0,0,7,0,0,7,3,0,0,3,9,0,0,0,9,0,0,9,364,27,13,11,408,13,0,14,422,16,0,433,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,5,0,0,3,12,0,0,11,13,0,0,0,11,0,0,3,14,0,0,19,371,27,13,11,423,11,3,16,438,13,0,450,53,9,0,0,62,3,0,3,69,22,0,89,0,0,0,0,0,0,0,0,0,0,0,0,430,34,12,8,485,14,3,20,504,37,0,536,248,23,0,3,274,5,0,10,287,8,0,300,197,11,8,4,216,5,0,5,221,15,3,238
UCL112013,117,4,4,9,126,34,4,169,0,0,0,5,5,0,0,0,5,0,0,4,782,130,15,8,938,28,9,36,972,76,3,1053,199,18,4,0,220,3,0,3,228,22,0,243,199,34,0,3,243,6,0,6,244,14,0,259,3,3,0,0,5,0,0,0,5,0,0,5,4,0,0,0,3,0,0,0,3,0,0,6,407,58,8,3,475,7,0,7,479,36,0,519,3,0,0,0,9,0,0,0,6,0,0,12,9,0,0,0,7,0,0,0,7,0,0,7,9,3,0,0,12,0,0,0,18,0,0,17,417,58,8,7,487,7,0,7,499,34,0,535,53,13,0,0,66,0,0,3,64,20,0,89,0,0,0,0,0,0,0,0,0,0,0,3,469,69,8,7,555,11,0,10,562,58,0,626,276,46,5,3,324,3,0,7,324,27,0,352,308,59,3,0,369,7,0,7,373,15,0,393
UCL112014,98,10,0,10,103,27,0,131,0,0,0,0,0,0,0,0,0,0,0,0,528,68,6,12,619,20,3,23,647,64,3,712,144,5,0,0,154,3,0,3,155,0,0,162,136,26,0,3,161,0,3,3,165,4,0,175,3,0,3,0,9,0,0,0,9,0,0,13,4,0,0,0,6,0,0,0,6,0,0,6,284,34,3,5,328,3,3,3,336,12,0,352,3,0,0,0,4,0,0,0,4,3,0,6,3,3,0,0,7,0,0,0,10,0,0,10,6,3,0,0,8,3,0,3,15,3,0,16,291,41,3,7,336,8,3,7,350,18,0,365,50,10,0,0,58,0,0,0,62,19,0,83,0,0,0,0,0,0,0,0,0,0,0,3,340,48,3,7,400,5,3,12,410,38,0,447,186,14,5,3,211,0,0,0,213,8,0,222,146,25,0,3,183,0,0,0,181,9,0,196
UCL112015,147,10,0,10,154,50,0,209,0,0,0,0,3,0,0,0,0,0,0,3,974,98,25,14,1108,20,6,29,1134,83,3,1220,287,24,3,0,321,4,0,4,327,16,0,342,269,25,3,3,301,4,0,4,307,9,0,309,7,0,0,0,10,0,0,0,10,0,0,12,6,0,0,3,11,0,0,0,11,0,0,14,567,51,8,5,637,11,0,11,651,25,0,673,5,0,0,0,8,0,0,0,8,3,0,7,11,3,0,0,10,0,0,0,10,0,0,13,12,3,0,0,20,0,0,0,20,0,0,18,585,57,8,5,656,11,0,11,663,32,0,699,83,10,0,3,95,8,0,8,99,30,0,135,3,0,0,0,3,0,0,0,3,0,3,3,665,64,11,9,754,13,0,19,769,60,4,834,355,39,10,0,397,3,0,3,408,20,0,425,345,36,0,0,380,0,4,4,385,11,0,396
UCL113001,29,0,0,6,35,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,157,35,3,7,198,7,0,6,208,20,3,228,45,4,0,4,50,4,0,4,57,4,0,55,48,17,0,0,68,0,0,7,74,4,0,75,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,90,26,3,3,122,6,0,8,128,9,0,138,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,93,26,3,3,126,6,0,5,131,9,0,141,12,8,0,0,23,0,0,0,25,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,110,32,3,5,148,9,0,11,162,10,0,172,58,8,0,3,72,0,0,0,72,4,0,77,70,20,3,0,93,0,0,0,98,9,0,101
UCL113002,35,0,0,3,37,14,0,50,0,0,0,0,0,0,0,0,0,0,0,0,110,38,0,3,152,5,3,8,159,24,0,185,22,5,0,0,30,0,0,0,30,0,0,30,33,10,0,0,38,0,0,0,40,4,0,47,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,54,17,0,0,71,0,0,0,75,4,0,78,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,6,0,0,0,10,0,0,10,61,21,0,0,74,4,0,3,82,4,0,84,5,6,0,0,11,6,0,6,17,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,66,22,0,0,86,8,0,10,93,20,0,112,29,4,0,0,33,0,0,0,33,0,0,29,23,18,0,0,38,3,3,8,48,3,0,48
UCL113003,40,3,0,3,42,10,0,55,4,0,0,0,4,0,0,0,4,0,0,3,228,19,8,10,253,14,0,19,272,30,4,305,54,4,0,0,56,0,0,0,56,8,0,73,64,11,0,0,74,6,0,6,79,3,0,83,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,123,14,3,4,135,6,0,6,145,14,0,158,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,0,0,3,0,0,3,7,0,0,11,123,14,3,4,140,6,0,6,150,12,0,168,18,4,0,3,24,3,0,3,32,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,143,20,3,5,168,8,0,14,183,19,0,204,73,7,0,4,78,0,0,0,80,11,0,93,67,18,3,3,81,3,0,3,83,3,0,86
UCL113004,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,3,110,10,0,0,125,0,0,0,121,0,0,125,41,5,0,0,48,0,0,0,48,0,0,50,41,4,0,0,48,3,0,3,53,0,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,10,3,0,100,3,0,3,101,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,10,3,0,97,3,0,3,104,0,0,106,3,0,0,0,3,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,93,13,3,0,107,3,0,3,111,5,0,112,50,3,0,0,52,0,0,0,52,0,0,54,43,3,0,0,43,0,0,0,43,0,0,43
UCL113005,41,0,0,0,45,17,0,61,0,0,0,0,0,0,0,0,0,0,0,0,200,49,0,9,253,6,0,6,256,36,0,294,47,8,0,0,60,0,0,0,62,6,0,64,66,16,0,0,84,3,0,3,87,4,0,87,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,118,24,0,3,148,7,0,7,150,14,0,162,0,0,0,0,0,0,0,0,6,3,0,8,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,8,0,0,0,10,3,0,13,123,29,0,3,154,7,0,7,158,11,0,173,18,3,0,0,18,3,0,3,26,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,138,32,3,3,173,6,0,6,179,22,0,204,71,12,4,3,86,0,0,0,87,10,0,105,92,23,4,0,120,0,0,0,118,11,0,130
UCL113006,61,0,0,0,58,24,0,90,0,0,0,0,0,0,0,0,0,0,0,0,246,42,7,0,294,9,3,12,311,41,0,350,60,6,0,0,66,0,0,0,66,6,0,70,60,10,0,0,71,4,0,3,73,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,19,3,0,137,4,0,3,142,4,0,148,0,0,0,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,7,122,19,3,0,138,4,0,3,145,7,0,154,25,3,0,3,29,0,0,0,29,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,148,23,4,3,176,4,0,3,175,38,0,212,81,6,4,0,91,0,0,0,92,0,0,95,79,17,0,0,99,0,0,3,103,9,0,111
UCL113007,83,3,0,3,87,25,4,115,0,0,0,0,4,0,0,0,4,0,0,4,406,39,5,8,457,22,4,25,482,44,4,525,84,6,0,0,90,0,0,0,98,3,0,102,113,16,0,0,128,3,0,3,131,5,0,138,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,5,201,17,3,3,224,3,3,3,228,11,0,242,3,0,0,0,4,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,7,0,0,12,204,21,3,3,227,6,3,12,236,15,0,253,36,3,3,0,43,3,0,3,44,21,0,65,0,0,0,0,3,0,0,0,3,0,0,3,246,21,6,3,279,8,3,13,289,36,3,322,114,10,3,0,131,3,0,3,130,12,0,141,146,11,6,0,158,0,0,4,163,7,0,169
UCL113008,30,3,0,3,36,24,0,59,0,0,0,0,0,0,0,0,0,0,0,0,99,30,5,6,134,6,0,6,137,32,7,178,28,3,0,0,31,0,0,0,31,3,0,35,25,11,3,0,38,0,0,0,38,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,10,3,0,74,0,0,0,74,10,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,3,0,76,0,0,0,76,10,0,81,13,7,0,4,23,0,0,0,21,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,70,18,3,0,101,0,0,0,99,17,0,118,29,7,0,0,39,0,0,0,39,0,0,40,37,13,3,0,47,0,0,0,47,12,0,59
UCL113009,52,0,0,0,54,9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,294,46,9,15,356,3,0,3,359,24,0,384,62,11,0,0,70,0,0,0,70,3,0,72,84,10,0,3,97,0,0,0,97,3,0,100,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,146,14,3,7,170,0,0,0,170,9,0,181,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,9,0,0,8,3,0,0,0,9,0,0,0,9,0,0,8,146,21,5,7,177,0,0,0,177,4,0,186,17,0,0,3,24,0,0,0,24,14,0,40,0,0,0,0,0,0,0,0,0,0,0,0,167,21,9,10,203,0,0,0,203,22,0,225,102,10,0,0,111,0,0,0,115,4,0,116,125,7,0,3,143,0,0,0,140,3,0,145
UCL113010,80,3,0,3,83,39,0,119,0,0,0,0,0,0,0,0,0,0,0,0,246,37,10,8,307,10,0,10,315,56,3,374,51,3,3,0,60,0,0,4,61,8,0,69,75,4,0,0,83,0,0,3,88,3,0,86,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,134,12,5,0,148,3,0,3,155,4,0,158,3,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,3,0,0,0,3,0,0,6,4,4,0,0,4,0,0,0,4,0,0,10,140,15,5,0,158,3,0,3,164,9,0,166,39,0,3,0,42,0,0,0,47,33,0,76,0,0,0,0,0,0,0,0,0,0,3,3,173,15,5,0,197,3,0,5,207,41,3,245,73,7,3,0,80,3,0,8,87,8,0,98,111,11,3,0,118,4,0,4,121,4,0,128
UCL113011,25,0,0,0,26,14,3,40,0,0,0,0,0,0,0,0,0,0,4,4,155,18,4,6,175,3,0,3,180,23,5,206,37,0,0,0,40,0,0,0,40,5,0,44,51,8,0,0,55,0,0,0,62,0,0,57,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,103,0,0,0,100,4,0,109,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,94,12,0,0,99,3,0,3,104,7,0,114,14,3,0,0,15,3,0,3,21,11,0,31,0,0,0,0,0,0,0,0,0,0,4,4,104,12,0,0,116,9,0,9,125,19,4,148,62,4,0,0,63,0,0,0,65,4,0,73,60,7,0,0,66,0,0,3,65,7,0,73
UCL113012,81,3,0,3,90,13,0,103,0,0,0,0,0,0,0,0,0,0,0,5,306,55,6,9,377,14,0,14,390,27,3,419,77,14,0,0,83,0,0,0,83,8,0,92,96,7,0,0,100,7,0,7,113,3,0,116,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,9,0,0,0,9,0,0,9,169,18,4,3,199,7,0,7,206,10,0,224,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,10,0,0,10,6,0,0,0,10,0,0,0,7,0,0,10,176,24,4,3,208,6,0,6,219,17,0,232,37,9,0,3,45,0,0,0,52,8,0,58,0,0,0,0,0,0,0,0,0,0,0,0,210,34,7,6,253,10,0,10,263,25,0,289,116,10,0,3,133,3,0,3,130,13,0,142,113,15,3,0,133,0,0,0,134,5,0,141
