UCL_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
UCL112003,783,53,0,831,0,0,0,0,3,3,0,3,7,0,0,7,22,4,0,0,25,0,0,0,28,0,0,28,25,6,0,3,30,3,0,3,31,0,0,31,675,105,13,8,802,13,0,19,821,53,0,865,222,27,9,9,264,10,3,12,269,22,0,296,0,0,0,0,0,0,0,0,0,5,0,5,894,134,17,17,1060,22,0,27,1091,75,0,1163,158,35,0,0,199,0,0,0,203,14,0,217,235,45,8,0,290,3,0,5,294,14,0,302,5,0,0,0,5,0,0,0,5,3,0,11,0,0,0,3,3,0,0,0,3,0,0,3,403,85,8,6,501,4,0,3,503,27,0,534,0,0,0,0,5,0,0,0,5,0,0,5,9,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,10,0,0,0,10,0,0,10,412,82,12,4,512,4,0,3,514,27,0,550,131,19,0,5
UCL112004,652,24,3,674,7,0,0,0,7,0,0,0,7,0,0,3,16,0,0,0,16,0,0,0,16,0,0,18,18,0,0,0,23,0,0,0,23,3,0,26,586,69,7,9,675,0,0,3,673,27,3,704,163,16,0,0,176,0,0,0,180,19,3,205,0,0,0,0,0,0,0,0,0,0,0,0,748,84,7,9,852,0,0,0,852,47,7,903,118,11,0,0,132,3,0,0,131,4,0,135,197,27,3,0,227,3,0,3,232,3,0,234,8,0,5,0,11,0,0,0,11,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,320,42,6,5,372,3,0,4,380,12,0,388,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,10,0,0,0,10,0,0,7,10,0,0,0,9,0,0,0,9,0,0,11,325,43,6,5,385,3,0,4,390,13,0,397,75,5,0,0
UCL112005,492,42,0,538,0,0,0,0,4,3,0,3,9,5,0,9,7,0,0,3,13,0,0,0,13,0,0,11,9,3,0,3,11,3,0,3,13,4,0,21,417,50,13,12,498,13,0,19,514,46,0,561,139,26,0,9,185,21,0,25,208,55,0,265,6,0,0,0,6,0,0,0,6,0,6,8,562,78,15,25,678,36,3,36,717,107,6,832,85,8,0,0,100,9,0,9,101,9,0,114,126,21,7,0,156,3,0,3,159,14,0,175,7,0,7,0,10,0,0,0,10,3,0,13,3,0,0,0,3,0,0,0,3,0,0,3,219,27,9,4,265,9,0,9,275,26,0,301,0,0,0,0,0,7,0,7,3,0,0,9,8,0,0,0,8,0,0,0,8,3,0,12,6,0,0,0,11,7,0,7,12,6,0,21,234,27,9,4,277,12,0,12,287,27,0,319,72,11,3,3
UCL112006,1356,73,3,1425,11,5,0,0,16,6,3,11,26,0,0,26,23,6,3,0,30,8,3,12,43,0,0,46,34,9,3,0,48,18,9,20,70,0,0,74,1128,200,24,17,1368,38,16,56,1425,70,3,1494,316,52,5,13,384,8,3,8,392,82,0,476,0,0,0,0,0,0,0,0,0,0,4,3,1445,254,28,29,1751,38,21,57,1815,154,6,1973,258,28,0,0,283,3,3,6,293,25,0,317,356,71,4,4,444,3,3,3,451,18,0,466,11,0,4,0,11,0,0,0,11,0,0,11,3,0,0,3,5,0,0,0,5,0,0,4,624,99,12,12,749,7,4,12,755,42,4,801,3,0,0,0,8,7,0,7,13,0,0,13,16,0,3,0,19,3,0,3,24,0,0,28,26,0,3,0,29,12,0,12,39,0,0,42,653,101,10,13,773,17,4,25,798,43,4,847,118,18,3,3
UCL112007,1114,41,0,1159,8,3,0,0,13,0,0,0,14,0,0,14,9,0,0,3,12,0,0,0,12,0,0,12,14,3,0,3,25,0,0,0,22,0,0,22,1009,93,9,12,1125,11,4,16,1141,41,0,1187,224,17,9,3,248,20,0,20,267,49,0,316,3,0,0,0,3,0,0,0,3,0,4,11,1235,110,12,15,1374,32,4,40,1417,89,3,1507,251,15,3,0,272,6,0,5,278,17,0,287,272,35,3,4,310,0,3,4,314,3,0,318,6,0,3,0,11,3,0,3,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,534,49,9,3,588,8,3,13,601,20,0,621,6,0,0,0,6,0,0,0,6,0,0,6,5,0,0,0,10,0,0,0,10,0,0,10,11,0,0,0,13,0,0,0,13,0,0,13,544,49,9,3,605,8,3,13,615,20,0,636,97,6,0,3
UCL112008,637,28,0,669,8,0,0,0,8,0,0,0,11,3,0,13,18,0,0,0,22,0,0,0,22,0,0,25,24,7,0,0,33,0,0,0,36,5,0,38,562,71,15,7,660,12,6,14,672,31,0,707,152,29,5,5,194,7,3,11,199,31,0,229,0,0,0,0,0,0,0,0,0,0,0,0,721,103,17,15,850,16,11,27,875,61,0,938,135,13,0,7,154,5,0,3,159,7,0,166,152,21,0,3,180,3,0,3,179,6,0,186,3,3,3,0,12,0,0,0,12,3,0,12,0,0,0,0,0,0,0,0,0,0,0,6,296,34,9,8,343,3,0,8,351,11,0,366,5,0,0,0,5,0,3,3,7,3,0,15,4,0,0,0,4,0,0,0,4,0,0,8,10,0,0,0,10,0,5,9,20,4,0,18,302,34,9,8,353,8,3,15,369,15,0,387,75,8,0,3
UCL112009,684,38,3,716,4,7,0,0,11,0,0,0,15,0,0,15,11,6,0,0,17,3,0,3,20,0,0,21,18,7,0,0,26,6,0,6,37,0,0,32,595,87,4,8,696,15,5,22,714,39,3,753,147,46,0,3,196,5,7,15,209,38,0,247,0,0,0,0,0,0,0,0,0,0,3,4,745,131,4,11,893,24,14,31,929,74,7,1004,155,28,0,0,183,3,4,8,185,5,0,191,180,47,0,0,226,3,0,4,232,11,0,241,9,0,3,0,9,0,0,0,9,0,0,9,3,0,0,0,4,0,0,0,3,0,0,3,341,76,3,3,419,11,3,13,432,22,0,456,4,0,0,0,7,3,0,3,5,0,0,5,8,4,0,0,9,3,0,3,13,3,0,18,15,5,0,0,14,7,0,7,20,3,0,23,354,83,3,3,434,15,3,16,458,21,0,479,56,23,4,0
UCL112010,99,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,3,3,97,0,0,0,99,3,0,105,19,4,0,3,25,0,0,0,28,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,100,14,3,3,124,3,0,3,124,7,0,135,16,0,0,0,20,0,0,0,23,0,0,23,23,4,0,0,29,0,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,3,52,0,0,0,54,0,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,43,3,0,3,56,0,0,0,57,0,0,54,9,0,0,0
UCL112011,787,48,0,830,4,0,0,0,9,0,0,0,10,0,0,14,18,6,0,0,26,0,0,0,26,4,0,33,26,10,0,0,31,0,0,0,33,8,0,40,657,105,20,18,801,15,0,24,821,54,0,877,255,26,9,3,301,20,0,22,317,80,0,399,0,0,0,0,0,0,0,0,0,0,6,6,914,132,30,19,1095,39,5,42,1141,137,7,1278,154,20,8,0,181,3,0,3,183,8,0,188,208,17,5,3,236,5,0,4,239,9,0,254,5,0,3,0,4,3,0,3,11,6,0,10,4,0,3,5,9,0,0,0,9,0,0,9,372,34,13,7,434,8,0,10,445,21,0,460,4,0,0,0,7,0,0,0,4,0,0,4,6,0,0,0,11,0,0,0,11,3,0,12,10,0,0,0,13,0,0,0,12,3,0,18,381,38,13,7,442,10,0,16,456,20,0,481,89,23,0,4
UCL112012,1334,42,3,1386,18,4,0,0,20,0,0,0,20,3,0,20,31,3,0,0,36,3,0,6,38,0,0,38,51,5,0,0,57,3,0,6,62,3,0,61,1205,130,16,16,1374,16,4,21,1398,46,3,1442,250,47,10,14,319,22,3,23,340,54,0,396,0,0,0,0,3,0,0,0,3,0,0,3,1455,177,28,31,1694,37,11,50,1737,98,6,1844,265,28,3,3,301,7,5,10,311,11,0,326,292,25,3,3,325,5,0,5,332,17,0,345,9,0,0,0,9,0,0,0,9,0,0,9,4,3,0,3,10,0,0,0,10,0,0,10,567,57,15,10,648,11,5,14,660,29,3,693,12,0,0,0,12,0,0,0,13,4,0,13,14,0,0,0,13,0,0,0,16,3,0,20,22,0,0,0,23,3,0,3,26,5,0,32,594,57,15,10,670,11,3,20,689,33,3,722,102,18,0,0
UCL112013,1299,54,0,1354,13,3,0,0,20,0,0,0,22,0,0,22,22,0,0,0,25,3,0,3,28,0,0,35,41,6,0,0,46,6,0,6,54,0,0,55,1126,168,24,8,1320,27,6,29,1349,62,0,1407,255,46,3,7,304,9,3,13,321,50,0,377,0,0,0,0,0,0,0,0,0,0,0,3,1377,207,25,14,1623,39,8,46,1673,114,3,1789,338,38,7,0,380,10,0,7,388,26,0,418,327,57,5,3,397,8,6,13,412,17,0,423,7,0,4,0,10,0,0,0,10,0,0,10,4,0,0,3,9,0,0,0,9,0,0,14,680,97,15,9,795,16,3,22,823,39,0,859,6,0,0,0,6,3,0,3,11,0,0,10,12,0,0,0,9,0,0,0,11,0,0,11,15,0,0,0,19,6,0,6,25,0,0,26,692,94,15,7,819,23,3,31,841,41,0,887,87,31,0,0
UCL112014,921,40,0,955,8,0,0,0,9,10,0,5,23,3,0,28,20,8,0,0,27,3,0,3,29,0,0,29,28,7,0,0,35,12,0,9,46,3,0,51,792,108,18,19,940,26,0,27,968,39,0,1014,169,32,5,3,214,11,4,9,224,61,3,284,3,0,0,4,5,0,0,0,5,0,0,5,965,145,26,23,1159,32,6,40,1192,100,3,1305,198,16,4,4,220,0,0,5,220,19,0,236,234,26,0,4,265,3,3,4,274,10,0,278,8,3,5,0,16,0,0,0,16,0,0,17,5,0,0,3,3,0,0,0,3,3,0,7,440,48,10,14,509,9,3,7,513,26,0,542,6,3,0,0,9,7,0,7,11,4,0,14,4,6,0,0,13,0,0,0,11,0,0,14,13,3,0,0,21,6,0,6,25,3,0,33,456,47,6,12,523,10,3,19,539,36,0,575,75,18,0,0
UCL112015,1643,58,4,1699,18,0,0,0,19,10,0,10,22,3,0,28,43,4,0,0,50,0,0,0,47,0,0,54,57,8,0,0,64,10,0,5,71,3,4,78,1503,143,27,8,1675,23,11,37,1714,58,6,1777,324,42,17,7,388,18,0,22,412,96,0,501,0,0,0,0,0,0,0,0,0,0,10,6,1826,183,37,15,2065,42,15,60,2129,153,13,2295,398,43,3,0,447,8,3,12,459,19,0,482,413,33,4,3,454,3,0,9,457,12,0,470,15,3,3,0,18,0,0,0,18,0,0,21,3,0,0,3,9,0,0,0,9,0,0,9,832,79,13,4,928,13,5,18,946,36,0,982,9,3,0,0,11,0,0,0,11,0,0,18,15,0,0,0,19,0,0,0,19,0,0,19,26,3,0,0,29,0,0,0,29,0,0,31,861,76,13,10,961,13,5,18,974,36,0,1007,114,17,8,3
UCL113001,329,7,0,340,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,7,3,0,0,6,0,0,0,9,0,0,9,270,52,3,4,323,7,0,11,335,7,0,347,68,12,3,3,88,7,0,7,98,17,0,115,0,0,0,0,0,0,0,0,0,0,4,4,336,61,7,12,413,14,0,14,426,27,4,461,57,11,0,3,71,0,0,0,70,0,0,72,69,19,3,0,93,0,0,0,94,3,0,100,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,127,32,3,4,162,0,0,3,168,6,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,6,0,0,0,6,0,0,6,130,34,3,4,171,0,0,4,172,6,0,179,27,3,0,0
UCL113002,193,13,0,206,5,0,0,0,5,0,0,0,5,3,0,9,4,0,0,0,6,0,0,0,12,0,0,12,8,0,0,0,16,5,0,5,13,3,0,20,149,45,7,0,197,5,5,4,207,20,0,225,47,11,0,7,73,15,3,13,85,21,8,114,0,0,0,0,0,0,0,0,0,0,0,0,198,64,8,7,275,13,8,21,296,42,5,340,37,3,0,0,48,3,0,4,46,3,0,50,38,23,0,0,63,0,0,3,63,6,0,75,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,83,27,0,0,112,3,3,7,119,14,0,128,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,3,3,0,3,7,0,0,6,88,30,0,0,116,7,3,5,119,14,0,133,25,7,0,3
UCL113003,368,25,0,390,4,0,0,0,4,5,0,5,9,0,0,9,12,0,0,0,8,0,0,0,14,0,0,14,13,0,0,0,13,9,0,9,18,0,0,18,328,20,3,12,364,14,3,23,387,25,0,410,76,14,8,10,100,8,3,10,116,34,0,149,0,0,0,0,0,0,0,0,0,0,3,3,399,40,7,22,467,25,6,34,499,59,3,568,90,4,4,0,99,7,0,7,109,7,0,117,83,3,3,4,98,3,0,3,100,8,0,105,5,0,0,0,5,0,0,0,7,0,0,11,0,0,0,3,3,0,0,0,7,0,0,3,188,9,7,4,209,6,0,12,223,16,0,241,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,8,0,0,8,189,15,7,4,218,6,0,12,231,16,0,248,34,3,0,0
UCL113004,209,0,0,212,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,10,0,0,0,10,0,0,10,8,0,0,0,8,0,0,0,8,0,0,8,183,21,0,5,219,3,0,3,217,0,0,218,28,3,0,0,38,0,0,0,38,4,0,42,0,0,0,0,0,0,0,0,0,3,0,4,218,27,0,10,257,3,0,3,256,3,0,261,44,6,0,0,49,0,0,0,49,0,0,49,54,4,0,0,61,0,0,0,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,0,0,108,0,0,0,108,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,100,8,0,0,115,0,0,0,115,0,0,119,4,0,0,0
UCL113005,299,22,3,324,0,5,0,0,3,0,0,0,3,0,0,9,3,0,0,0,3,3,0,3,6,0,0,6,3,5,0,0,10,5,0,5,8,3,0,14,238,49,3,5,296,9,0,11,310,26,3,342,60,10,0,3,78,5,0,5,83,33,0,121,0,0,0,0,0,0,0,0,0,0,0,0,298,63,3,11,379,16,0,20,398,60,3,462,76,13,0,0,92,0,0,0,94,12,0,104,81,17,0,0,104,3,0,3,108,9,0,113,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,163,36,0,0,204,3,0,3,204,21,0,221,0,4,0,0,3,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,3,0,0,7,8,4,0,0,8,0,0,0,8,3,0,15,168,36,0,0,210,3,0,3,217,21,0,239,32,8,0,3
UCL113006,409,20,0,430,8,0,0,0,8,3,3,6,14,4,0,14,15,4,0,0,17,6,3,8,28,0,0,26,23,4,0,0,25,6,3,10,40,3,0,43,350,61,3,3,422,16,3,24,449,25,0,475,106,23,0,3,133,0,3,7,134,39,0,175,0,3,0,0,3,0,0,0,3,0,0,3,459,86,7,8,559,18,10,29,585,64,0,650,81,9,0,0,89,5,0,5,92,6,0,101,97,28,3,0,121,3,3,7,130,3,0,134,4,0,0,0,3,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,5,0,0,5,183,33,6,0,218,11,3,8,230,7,0,242,4,0,0,0,4,0,0,0,4,0,0,10,10,0,0,0,10,0,0,0,9,0,0,14,17,0,0,0,17,0,0,0,20,0,0,18,194,39,6,0,236,9,3,12,252,14,0,260,48,9,0,0
UCL113007,599,32,3,631,7,0,0,0,7,3,0,3,10,0,0,8,9,0,0,0,9,3,0,3,9,0,0,9,13,0,0,0,15,8,0,8,17,0,0,21,527,51,7,0,593,15,9,24,617,38,3,654,156,23,6,4,184,18,0,14,205,62,0,265,0,0,0,0,0,0,0,0,0,0,0,3,687,71,12,7,782,26,11,37,818,98,3,917,124,11,0,0,141,5,0,5,146,6,0,153,193,16,3,3,217,4,0,6,216,14,0,231,3,0,3,0,7,0,0,0,7,0,0,7,3,0,0,0,5,0,0,0,5,0,0,5,327,29,6,3,361,10,4,11,372,16,0,391,6,0,0,0,3,3,0,3,10,0,0,10,5,0,0,0,5,0,0,0,6,0,0,6,11,0,0,0,12,8,0,8,16,0,0,16,334,29,6,3,371,12,4,18,391,16,0,405,72,6,0,0
UCL113008,171,17,3,194,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,7,0,0,7,5,0,0,0,8,0,0,0,7,0,0,7,135,40,4,3,175,3,0,3,179,17,3,200,59,14,0,3,80,8,0,8,83,44,0,125,0,0,0,0,0,0,0,0,0,0,0,0,189,55,6,4,258,6,0,6,262,61,3,323,35,13,0,0,42,0,0,0,43,0,0,43,39,16,0,0,52,0,0,0,52,9,0,64,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,72,23,5,0,100,0,0,0,101,9,7,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,23,5,0,100,0,0,0,101,9,7,115,28,5,0,4
UCL113009,433,13,0,446,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,11,0,0,0,11,0,0,11,10,0,3,0,13,0,0,0,13,0,0,13,386,37,17,9,440,3,0,4,449,13,0,463,61,9,0,0,73,0,0,0,72,8,0,83,3,0,0,0,3,0,0,0,3,0,0,3,451,42,17,5,518,5,0,8,522,24,0,551,83,12,0,0,97,0,0,0,97,4,0,101,161,26,4,0,188,0,0,0,190,6,0,195,0,0,3,0,8,0,0,0,8,0,0,8,0,0,0,3,6,0,0,0,6,0,0,6,245,37,8,9,298,0,0,0,301,6,0,308,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,3,0,3,6,0,0,0,6,0,0,0,6,3,0,3,249,37,8,9,303,0,0,0,301,10,0,314,40,8,0,3
UCL113010,436,19,0,455,8,0,0,0,8,3,0,3,9,3,0,16,10,0,0,0,11,0,0,0,7,3,0,18,15,3,0,0,20,5,0,5,22,8,0,29,374,38,13,10,439,16,0,16,455,28,0,487,192,25,3,0,220,9,0,13,226,69,0,295,0,0,0,0,0,0,0,0,0,0,5,5,569,64,19,9,658,28,0,30,685,94,5,785,65,3,3,0,75,5,0,5,80,4,0,84,112,14,3,0,128,3,0,3,133,11,0,142,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,7,6,0,0,0,6,0,0,6,181,18,8,3,216,3,0,3,222,17,0,233,3,3,0,0,3,0,0,0,4,0,0,6,6,0,0,0,6,0,0,0,6,3,0,10,4,3,0,0,10,0,0,0,13,5,0,17,187,21,8,4,224,4,0,4,230,21,0,250,59,12,5,0
UCL113011,251,20,0,266,0,0,0,0,0,0,0,0,0,3,0,4,13,0,3,0,16,0,0,0,16,0,0,16,13,0,3,0,17,0,0,0,17,3,0,22,233,16,11,4,260,3,0,3,264,23,0,289,53,14,0,5,67,12,0,12,82,25,0,111,0,0,0,0,0,0,0,0,0,0,0,0,283,28,11,15,331,21,0,21,349,48,4,399,56,4,0,0,59,0,0,0,59,0,0,59,63,9,0,0,72,0,0,0,72,3,0,79,3,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,124,10,0,0,144,0,0,0,144,7,0,148,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,8,0,0,0,8,0,0,8,7,0,0,0,10,0,0,0,12,0,0,9,135,11,0,0,150,0,0,0,152,9,0,159,23,0,0,4
UCL113012,447,26,0,475,5,0,0,0,8,3,0,3,9,0,0,14,17,0,0,0,21,3,0,3,21,0,0,21,20,0,0,4,24,13,0,13,33,0,0,35,385,57,7,12,456,17,3,16,480,30,0,507,115,29,5,3,152,7,0,7,158,44,0,198,0,0,0,0,0,0,0,0,0,0,3,3,505,79,12,12,607,22,3,22,634,69,3,707,96,13,0,0,108,3,0,3,113,13,0,123,138,21,3,0,165,3,0,3,165,6,0,170,3,3,0,0,7,0,0,0,7,0,0,7,5,0,0,3,6,0,0,0,6,0,0,6,235,35,4,7,287,4,0,4,289,13,0,305,0,0,0,0,0,3,0,3,4,0,0,4,7,0,0,0,8,3,0,3,10,0,0,10,5,0,0,0,5,5,0,5,12,0,0,12,242,38,4,7,288,10,0,10,298,13,0,315,62,18,0,6
