UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL422036,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,15,0,0,0,0,15,9,0,0,0,0,9,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56
UCL422037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,17,0,0,0,0,17,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,56
UCL422038,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,0,0,0,0,11,18,0,0,0,0,18,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,56
UCL422039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,26,0,0,0,0,26,28,0,0,0,0,28,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,88,0,0,0,0,91
UCL422040,8,0,0,0,0,8,8,0,0,0,0,8,21,0,0,0,0,21,18,0,0,0,0,18,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,78,0,0,0,0,78
UCL422041,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
UCL422042,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,50
UCL422043,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,6,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,39,0,0,0,0,35
UCL422044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
UCL422045,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
UCL422046,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,43
UCL422047,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
UCL422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
UCL422049,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,3,0,0,0,16,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,42,3,0,3,0,43
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422051,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,54
UCL422052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,9,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,3,0,24
UCL422053,3,0,0,0,0,3,13,0,0,0,0,13,10,0,0,0,0,10,7,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,52
UCL422054,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
UCL422055,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
UCL422056,4,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,14,0,0,0,0,14,22,0,0,0,0,22,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,83
UCL422057,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,28,0,0,0,0,28
UCL422059,3,0,0,0,0,3,9,0,0,0,0,9,11,0,0,0,0,11,16,0,0,0,0,16,8,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,0,0,68
UCL422060,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22
UCL422061,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,17,0,0,0,0,17,15,0,0,0,0,15,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,0,0,68
UCL422062,6,0,0,0,0,6,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
UCL422063,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,11,8,0,0,0,0,8,19,0,0,0,0,19,17,0,0,0,0,23,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,82,0,0,0,0,82
UCL422064,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,46,0,0,0,0,43
UCL422065,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,36,0,0,0,0,36
UCL422066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL422067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
UCL422068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL431777,1521,0,0,15,9,1545,792,3,0,7,3,804,695,0,0,5,7,705,1233,0,0,14,13,1254,1522,0,0,5,10,1540,3323,4,0,20,21,3372,2607,4,3,10,14,2641,2683,4,0,10,21,2719,1106,3,0,7,4,1124,1007,6,0,7,3,1018,677,0,0,4,0,683,901,0,0,7,3,912,18066,22,14,110,117,18326
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,10898,1422,363,8,14,12708,4110,580,137,9,12,4838,3679,455,119,4,8,4264,6453,866,255,12,6,7587,8381,1144,325,13,15,9866,25187,3702,1254,23,41,30207,33054,5395,1650,38,57,40197,59235,7793,1973,45,92,69141,34645,3575,867,18,65,39174,27013,2849,689,23,58,30636,17670,1723,459,19,51,19917,8766,954,242,7,16,9989,239091,30444,8332,227,433,278529
UCL511001,386,26,6,0,3,417,179,10,0,0,0,194,153,11,0,0,0,169,312,15,3,3,0,336,447,28,3,3,0,476,1370,105,6,0,0,1488,1970,83,9,0,3,2076,2754,52,9,0,3,2819,1037,20,3,0,0,1065,600,23,4,0,0,631,277,8,0,0,0,285,339,12,6,0,0,358,9841,393,48,11,11,10308
UCL512001,151,4,0,0,0,156,101,3,0,0,0,105,71,9,0,0,0,79,139,4,0,0,0,143,190,0,0,0,0,194,594,12,0,0,0,608,686,6,0,0,3,695,770,12,0,0,3,790,253,4,0,0,0,258,135,3,0,0,0,142,82,0,0,0,0,81,143,0,0,0,0,142,3311,56,3,4,17,3391
UCL512002,149,5,0,0,0,152,45,3,0,0,0,49,55,8,0,0,0,62,95,6,0,0,0,103,134,5,0,0,0,135,405,11,0,0,0,422,526,16,0,0,0,549,832,30,0,0,0,863,337,4,0,3,0,343,199,3,0,0,3,205,88,0,0,0,0,88,108,0,0,0,0,113,2969,104,0,3,9,3081
UCL512003,129,14,0,0,0,139,100,3,0,0,0,106,91,3,0,0,0,96,150,6,0,0,0,166,232,20,0,3,0,257,598,30,0,9,4,635,703,31,3,0,0,741,815,29,0,6,0,844,413,11,0,5,0,428,247,10,3,3,0,263,109,12,0,4,0,128,130,5,0,0,0,136,3720,171,14,39,3,3940
UCL512004,81,6,0,0,0,87,33,0,0,0,0,34,50,3,0,0,0,54,109,8,0,0,0,122,164,21,0,0,0,184,614,61,3,0,0,675,721,61,3,0,0,786,1066,52,4,0,0,1122,445,20,0,0,0,467,313,6,0,0,0,322,133,0,0,0,0,140,149,11,0,0,0,164,3877,247,15,7,5,4151
UCL513001,38,0,0,0,0,38,5,0,0,0,0,8,13,0,0,0,0,11,17,0,3,0,0,22,21,0,3,3,0,28,78,5,0,3,0,85,93,5,3,0,0,101,173,9,15,4,0,194,197,3,10,4,0,208,249,8,0,6,3,255,142,0,0,4,3,143,63,0,0,0,0,72,1080,34,31,19,8,1180
UCL513002,42,0,0,0,0,42,20,0,0,0,0,26,29,0,0,0,0,29,39,0,0,0,0,43,80,0,0,0,0,84,179,3,3,0,0,188,174,3,3,0,0,182,256,3,0,0,0,266,108,0,0,0,0,108,78,0,0,0,0,81,28,0,0,0,0,31,50,0,0,0,0,50,1086,16,7,5,4,1116
UCL513003,16,3,0,0,0,22,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,11,8,7,0,0,0,14,39,6,0,0,0,45,70,7,0,0,0,74,141,7,0,0,0,146,83,5,0,0,0,91,138,5,0,0,0,146,128,6,0,0,0,134,23,3,0,0,0,22,666,52,8,3,3,728
UCL513004,8,0,3,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,8,0,3,0,0,13,27,3,0,0,0,37,30,3,0,0,0,41,55,0,5,0,0,65,36,0,0,0,0,37,93,3,0,0,0,97,73,0,0,0,0,77,18,0,0,0,0,22,369,17,13,3,0,404
UCL514001,30,0,0,0,0,30,39,0,0,0,0,44,29,0,0,0,0,29,66,0,0,0,0,70,69,0,0,0,0,69,196,4,0,0,0,202,193,0,0,0,0,197,169,0,0,0,0,172,47,0,0,0,0,48,49,0,0,0,0,49,17,0,0,0,0,17,42,0,0,0,0,42,948,7,0,0,3,955
UCL514002,55,0,0,0,0,56,12,0,0,0,0,14,9,0,0,0,0,9,22,0,0,0,3,25,37,3,0,0,0,35,82,3,0,0,0,87,114,3,0,0,0,119,209,3,0,0,0,217,118,3,0,0,0,123,85,0,0,0,0,85,31,3,0,0,0,29,44,4,0,0,0,50,811,23,0,0,3,841
UCL514003,47,0,0,0,0,49,25,0,0,0,0,25,20,0,0,0,0,20,37,3,0,0,0,37,46,3,0,0,0,50,118,11,0,0,0,129,180,3,0,0,0,186,242,4,0,0,0,244,94,4,0,0,0,93,64,0,0,0,0,64,29,0,0,0,0,29,44,0,0,0,0,43,931,27,0,4,0,966
UCL514004,31,0,0,0,0,31,28,0,0,0,0,28,27,0,0,0,0,32,49,0,0,0,0,49,67,0,0,0,0,66,174,0,3,0,0,176,130,0,0,0,0,134,112,0,0,0,0,113,44,0,0,0,0,43,26,0,0,0,0,26,7,0,0,0,0,9,32,0,0,0,0,32,731,3,3,0,4,743
UCL514005,55,0,0,0,0,55,23,0,0,0,0,23,18,0,0,0,0,17,33,0,0,0,0,30,38,0,0,0,0,39,99,5,0,0,0,109,236,6,0,0,0,246,561,19,0,0,5,587,315,3,0,0,0,316,118,4,0,0,0,116,49,0,0,0,0,49,66,0,0,0,0,68,1599,47,3,0,4,1656
UCL515001,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,14,0,0,0,0,13,18,0,0,0,0,18,9,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,0,5,82,0,0,0,0,85
UCL515002,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,15,0,0,0,0,15,34,0,0,0,0,30,50,0,0,0,0,50,11,0,0,0,0,11,11,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,151,0,0,0,0,154
UCL515003,12,0,0,0,0,17,11,0,0,0,0,11,13,0,0,0,0,13,21,0,0,0,0,21,7,0,0,0,0,7,29,0,0,0,0,29,48,0,0,0,0,48,21,0,0,0,0,21,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,11,188,0,0,0,0,189
UCL515004,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,13,0,0,0,0,13,5,0,0,0,0,5,44,0,0,0,0,44,76,0,0,0,0,76,122,0,0,0,0,122,43,0,0,0,0,43,9,0,0,0,0,9,5,0,0,0,0,5,12,0,0,0,0,12,345,0,0,0,0,345
UCL515005,12,0,0,0,0,12,11,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,21,0,0,0,0,21,72,0,0,0,0,72,73,0,0,0,0,75,74,0,0,0,0,78,27,0,0,0,0,27,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,320,3,0,0,0,327
UCL515006,9,0,0,0,0,9,3,0,0,0,0,3,10,0,0,0,0,8,20,0,0,0,0,26,18,0,0,0,0,23,69,0,0,0,4,76,58,0,0,0,0,55,48,0,0,0,0,51,23,0,0,0,0,24,36,0,0,0,0,38,12,0,0,0,0,12,16,0,0,0,0,17,328,5,5,0,4,348
UCL515007,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,6,12,0,0,0,0,11,28,0,0,0,0,28,43,0,0,0,0,38,77,0,0,0,0,77,39,0,0,0,0,41,34,0,0,0,0,34,3,0,0,0,0,3,4,0,0,0,0,11,266,0,0,0,3,273
UCL515008,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,11,0,0,0,0,13,16,0,0,0,0,12,22,0,0,0,0,27,38,0,0,0,0,38,3,0,0,0,0,3,113,0,3,0,0,115
UCL515009,14,0,0,0,0,14,5,0,0,0,0,5,6,0,0,0,0,6,14,0,0,0,0,14,15,0,0,0,0,11,46,0,0,0,0,46,51,0,0,0,0,49,41,0,0,0,0,46,18,0,0,0,0,18,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,10,224,3,0,0,0,229
UCL515010,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,6,16,0,0,0,0,16,31,0,0,0,0,31,27,0,0,0,0,27,11,0,0,0,0,11,11,0,0,0,0,9,8,0,0,0,0,10,11,0,0,0,0,11,131,0,0,0,0,138
UCL515011,8,0,0,0,0,8,7,0,0,0,0,7,12,0,0,0,0,12,21,0,0,0,0,21,19,0,0,0,0,23,73,0,0,0,0,77,80,0,0,0,0,83,70,0,0,0,0,73,22,0,0,0,0,22,9,0,0,0,0,9,4,0,0,0,0,8,13,0,0,0,0,13,343,5,0,0,0,348
UCL515012,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,32,0,0,0,0,32,43,0,0,0,0,43,91,0,0,0,0,91,53,0,0,0,0,49,24,0,0,0,0,24,13,0,0,0,0,13,7,0,0,0,0,7,286,0,0,0,0,292
UCL515013,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,28,0,0,0,0,28,27,0,0,0,0,27,64,0,0,0,0,62,41,0,0,0,0,41,49,0,0,0,0,49,11,0,0,0,0,11,12,0,0,0,0,12,258,0,0,0,0,265
UCL515014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
UCL515015,14,0,0,0,0,14,7,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,15,0,0,0,0,19,33,0,0,0,0,33,54,0,0,0,0,58,68,0,0,0,0,68,23,0,0,0,0,23,13,0,0,0,0,13,9,0,0,0,0,9,17,0,0,0,0,17,264,0,0,0,0,266
UCL515016,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,17,0,0,0,0,16,13,0,0,0,0,14,30,0,0,0,0,30,11,0,0,0,0,11,17,0,0,0,0,17,13,0,0,0,0,12,12,0,0,0,0,12,146,3,0,0,0,150
UCL515017,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,7,22,0,0,0,0,23,20,0,0,0,0,20,22,0,0,0,0,20,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,7,102,3,4,0,0,107
UCL515018,4,0,0,0,0,4,5,3,0,0,0,7,6,3,0,0,0,11,23,0,0,0,0,23,21,0,0,0,0,21,85,3,0,0,0,89,49,0,0,0,0,54,15,0,0,0,0,15,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,224,9,0,0,0,238
UCL515019,18,0,0,0,0,18,13,0,0,0,0,13,25,0,0,0,0,24,38,0,0,0,0,33,52,0,0,0,0,52,120,0,0,0,0,119,61,0,0,0,0,61,28,0,0,0,0,28,8,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,12,0,0,0,0,12,383,5,3,0,0,388
UCL515020,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,20,0,3,7,0,27,25,0,0,4,0,32,52,0,3,0,0,53,29,3,0,0,0,34,22,3,0,0,0,25,13,0,0,0,0,12,8,0,0,0,0,14,177,8,8,14,0,207
UCL515021,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,39,0,0,0,0,44,28,0,0,0,0,28,53,0,0,0,0,56,21,0,0,0,0,22,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,196,0,0,0,0,199
UCL515022,13,0,0,0,0,13,13,0,0,0,0,17,13,0,0,0,0,14,37,3,0,0,0,41,47,0,0,0,0,50,145,4,0,0,0,149,99,0,0,0,0,99,73,0,0,0,0,73,17,0,0,0,0,17,15,0,0,0,0,15,4,0,0,0,0,4,19,0,0,0,0,16,497,9,3,0,0,513
UCL515023,14,0,0,0,0,14,15,0,0,0,0,15,9,0,0,0,0,9,41,0,0,0,0,41,37,0,0,0,0,36,84,0,0,0,0,88,33,0,0,0,0,33,30,0,0,0,0,30,10,0,0,0,0,5,10,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,297,0,0,0,0,303
UCL515024,8,0,0,0,0,8,11,0,0,0,0,11,16,0,0,0,0,19,10,0,0,0,0,10,23,0,0,0,0,23,42,0,0,0,0,42,24,0,0,0,0,24,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,169,0,0,0,0,168
UCL515025,6,0,0,0,0,6,15,0,0,0,0,15,8,0,0,0,0,8,27,0,0,0,0,27,28,0,0,0,0,28,39,0,0,0,0,39,32,0,0,0,0,32,23,0,0,0,0,23,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,197,0,0,0,0,197
UCL515026,19,0,0,0,0,26,20,0,0,0,0,19,25,0,0,0,0,25,54,0,0,0,0,52,43,0,0,0,0,43,121,0,0,0,0,120,67,0,0,0,0,67,60,0,0,0,0,60,19,0,0,0,0,19,13,0,0,0,0,13,7,0,0,0,0,7,15,0,0,0,0,18,461,0,0,4,0,464
