UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL415026,0,0,8,24,0,28,0,27,0,88,0,13,16,27,6,27,3,15,0,103,13,37,25,17,13,14,9,11,0,139,27,56,44,27,25,18,11,21,4,236,59,73,56,38,71,33,12,32,3,377,29,52,32,25,33,25,16,20,3,229,12,4,7,11,3,7,4,3,0,57,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,151,234,197,163,157,148,57,125,18,1245
UCL415027,0,3,13,12,5,30,3,27,3,102,4,13,34,29,14,32,9,28,4,158,11,41,63,23,28,20,26,33,0,250,37,44,56,64,40,22,39,65,3,364,57,37,58,64,45,40,52,97,11,462,42,43,48,52,37,27,57,54,3,352,19,6,0,6,7,8,10,4,0,64,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,174,183,279,251,182,174,191,310,17,1768
UCL415028,0,0,16,11,10,26,0,32,0,93,8,7,31,12,3,9,3,11,0,87,18,37,49,34,14,15,18,12,0,204,27,32,30,35,31,22,18,30,3,218,41,40,57,48,53,33,24,50,0,337,51,41,39,41,36,14,30,40,6,301,22,6,6,9,8,4,0,14,0,77,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,3,3,176,167,223,198,148,121,89,192,16,1333
UCL415029,0,0,3,8,0,6,3,3,0,23,3,3,14,12,3,4,3,3,0,43,3,14,17,15,14,11,6,10,0,84,9,26,30,14,20,12,16,13,0,146,18,7,14,17,15,7,17,18,3,116,3,7,23,12,11,4,6,10,0,74,0,3,5,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,64,99,80,64,41,43,59,5,502
UCL415030,4,0,20,28,4,48,5,46,3,157,12,19,58,42,17,33,9,39,0,237,38,112,114,79,79,46,29,48,8,558,73,130,84,71,88,44,46,49,6,597,79,107,84,80,97,50,35,43,3,576,35,75,41,42,41,30,26,32,7,328,4,8,13,5,7,8,3,12,0,55,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,260,453,412,355,336,253,156,267,30,2516
UCL415031,0,0,4,5,0,9,0,10,0,33,0,3,6,5,0,5,0,7,0,37,7,12,20,13,10,3,7,8,0,79,12,12,20,11,17,11,5,14,4,98,10,20,16,17,28,13,4,18,0,125,19,40,16,28,26,22,6,23,0,176,20,7,9,0,6,4,4,3,0,57,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,79,88,102,79,81,71,19,86,15,608
UCL415032,0,0,5,9,0,7,0,14,0,42,0,6,7,3,3,3,12,7,0,50,11,26,24,8,11,11,7,11,0,120,22,18,15,7,17,13,7,31,3,129,34,15,12,14,17,16,13,32,0,144,29,12,13,10,8,7,9,23,0,110,12,4,0,0,5,3,3,13,5,47,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,114,88,71,58,56,64,51,137,10,639
UCL415033,0,0,0,3,0,6,0,7,0,20,0,3,0,5,0,3,0,12,0,27,12,5,9,11,0,5,0,19,3,64,3,8,7,11,5,0,8,5,3,54,13,6,12,11,3,10,8,18,0,75,25,10,6,16,13,5,12,18,0,110,5,3,0,4,0,0,4,0,3,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,36,37,58,26,33,38,83,15,381
UCL415034,0,0,0,3,0,3,0,11,0,15,0,0,8,3,0,0,0,5,0,15,0,12,0,7,3,0,4,8,0,37,5,14,6,4,9,0,4,3,0,48,12,13,6,7,3,3,4,11,0,65,31,14,9,12,8,6,10,12,0,97,10,5,3,0,4,0,4,3,4,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,66,54,35,32,26,15,26,51,9,314
UCL415035,3,0,12,7,0,38,0,28,0,94,8,14,23,23,11,28,9,46,3,174,40,65,46,41,29,35,36,91,5,385,44,42,32,37,24,26,22,72,4,297,43,29,37,34,26,27,27,80,9,302,51,37,31,34,41,25,24,85,5,340,16,3,0,7,12,3,4,11,0,58,8,0,3,0,0,0,3,5,0,18,0,0,0,0,0,0,0,0,0,0,217,194,177,184,143,188,117,405,32,1663
UCL415036,0,0,3,4,0,0,0,13,0,17,3,0,13,4,6,6,0,9,0,38,22,13,19,7,7,9,3,12,3,78,16,12,15,15,4,7,0,14,0,82,21,10,12,7,9,7,9,15,0,90,29,4,13,5,8,10,6,16,0,99,17,8,3,0,3,4,0,8,4,48,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,121,43,77,45,35,44,16,84,10,479
UCL415037,0,0,19,11,0,10,10,22,0,70,6,21,46,19,13,17,44,21,3,185,32,113,168,45,55,33,109,39,15,607,45,68,122,36,56,19,91,38,13,483,43,46,98,11,37,15,89,36,7,381,16,25,56,11,21,13,53,26,4,220,0,4,0,0,3,0,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,268,513,137,179,103,397,184,50,1970
UCL415038,0,0,7,9,0,10,3,10,0,38,4,0,10,7,7,7,5,12,0,51,7,9,4,9,3,9,6,11,0,63,11,7,8,13,8,11,12,16,0,97,11,13,14,15,3,18,11,24,4,118,10,13,17,16,10,5,18,17,0,107,6,3,0,0,3,3,0,0,3,16,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,38,55,62,36,67,65,102,11,492
UCL415039,0,0,13,28,0,27,6,42,0,112,3,16,31,15,9,23,7,30,0,137,43,71,55,36,22,25,16,60,0,329,74,101,54,34,53,28,22,59,4,431,87,105,60,55,66,37,27,59,9,496,59,96,48,39,53,26,38,51,8,412,21,15,3,12,10,4,7,16,0,93,6,3,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,304,404,258,221,223,169,122,319,19,2036
UCL415040,0,0,3,5,0,9,0,8,0,31,3,6,7,3,3,6,3,6,0,41,6,17,13,7,7,9,10,6,0,77,11,10,19,3,4,10,11,11,0,92,28,15,22,18,18,5,17,17,0,130,35,20,13,10,11,7,14,12,0,119,11,3,0,0,3,0,0,10,0,30,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,98,66,79,49,56,46,55,71,5,527
UCL415041,0,0,4,7,0,11,0,16,0,47,7,4,22,14,10,3,6,14,0,74,16,21,42,16,23,13,22,22,3,184,27,25,36,20,31,14,28,17,4,198,17,20,37,29,37,20,27,27,6,223,12,13,16,13,13,10,23,23,3,129,9,4,0,0,4,3,4,4,3,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,88,165,97,123,76,117,129,18,903
UCL415042,0,0,4,8,0,6,0,4,7,32,0,5,15,9,3,9,0,7,0,49,5,27,20,15,6,11,10,24,0,104,11,19,9,10,6,5,8,18,0,85,18,21,13,16,17,9,3,21,0,115,24,17,8,11,22,3,10,20,0,116,3,5,0,4,3,0,3,8,0,31,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,64,83,64,71,56,46,34,95,13,531
UCL415043,0,4,9,4,0,31,5,38,0,82,3,21,6,14,3,22,3,8,3,82,19,42,42,19,15,21,15,40,3,211,14,31,37,27,22,21,23,32,10,214,46,41,44,46,31,24,24,49,6,311,52,39,33,43,44,24,29,51,3,309,15,8,4,3,8,8,4,14,6,62,0,3,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,152,177,178,158,125,148,93,223,34,1283
UCL415044,0,0,9,19,0,4,0,11,0,54,5,3,20,13,5,7,7,23,0,94,14,34,54,27,28,12,20,27,3,211,27,54,33,26,37,17,23,21,4,239,38,28,37,27,32,21,25,27,6,239,18,33,26,13,28,10,17,25,4,174,8,3,3,0,7,0,3,4,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,101,159,189,134,137,77,88,140,21,1037
UCL415045,0,0,8,10,0,19,4,24,0,74,0,3,15,10,6,9,3,8,0,63,17,27,22,17,5,8,5,5,0,108,35,63,38,35,35,17,10,19,8,258,27,70,39,35,39,14,13,21,3,251,27,56,24,22,21,8,13,18,4,200,12,12,3,3,6,5,5,0,4,48,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,111,226,153,134,129,88,46,98,16,1004
UCL415046,0,0,3,7,0,11,0,13,0,39,0,8,14,12,6,15,0,16,0,65,13,34,29,7,19,15,4,5,0,139,28,48,22,29,35,15,15,8,3,197,22,36,31,31,36,17,15,27,0,209,19,32,24,15,19,10,15,16,0,150,0,9,3,3,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,157,121,107,124,79,46,81,4,823
UCL421001,0,0,4,5,0,3,0,3,0,16,0,0,0,4,3,3,0,5,0,14,0,6,5,3,3,3,3,4,0,30,5,19,6,7,4,0,4,5,0,54,14,14,11,10,7,7,0,10,0,73,3,17,8,9,7,0,3,8,0,52,0,6,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,64,40,32,27,20,11,34,0,257
UCL421002,0,0,0,0,0,7,0,0,0,12,0,4,3,5,3,0,3,6,0,20,8,4,20,12,4,3,9,8,0,62,7,12,9,14,0,5,3,4,0,53,8,4,6,6,6,3,15,15,0,76,15,14,12,12,8,7,17,18,0,114,3,0,3,4,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,44,51,49,26,35,49,58,6,360
UCL421003,0,0,6,3,0,5,0,4,0,24,3,0,10,9,3,4,0,5,0,41,11,11,11,11,10,0,3,3,0,59,13,11,17,4,18,5,3,9,0,88,10,23,23,23,22,4,8,7,4,126,6,13,10,8,10,5,14,8,0,69,0,0,3,3,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,64,71,67,60,32,30,48,4,424
UCL421004,0,0,0,3,0,3,0,3,0,11,0,0,4,3,0,0,0,4,0,18,6,4,8,6,5,3,4,15,0,51,11,5,6,9,7,5,3,8,3,52,15,10,15,12,7,0,3,12,0,78,15,18,6,8,7,7,9,15,0,84,8,5,0,0,0,3,5,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,39,46,37,30,18,23,59,8,328
UCL421005,0,0,0,3,0,6,0,4,0,17,0,7,9,3,0,0,3,0,0,23,4,11,19,8,3,8,0,9,3,61,7,6,16,7,8,11,6,4,0,59,10,11,7,11,13,4,8,6,3,77,15,9,12,3,5,5,12,13,3,84,6,0,3,4,3,0,0,3,0,21,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,53,38,66,39,37,33,30,46,13,350
UCL421006,0,0,3,6,5,0,0,3,0,20,0,0,9,0,0,0,0,4,0,16,5,3,10,0,9,0,0,0,0,32,15,15,13,7,8,7,5,4,0,82,11,20,18,8,22,6,4,8,3,98,7,11,9,3,8,5,10,4,0,54,4,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,48,65,27,53,24,23,20,3,309
UCL421007,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,3,0,7,7,3,5,3,0,3,0,7,0,38,7,9,6,8,6,0,4,5,0,49,24,6,4,5,3,3,3,9,0,61,5,9,7,4,3,6,3,7,0,51,10,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,22,33,23,20,14,16,29,0,229
UCL421008,0,0,0,0,0,4,0,6,0,13,3,3,12,9,3,4,3,5,0,35,11,4,3,7,5,5,5,6,0,60,18,5,19,9,9,7,13,10,0,77,14,8,15,7,9,8,20,9,3,105,15,4,10,11,7,4,7,10,3,72,12,3,6,0,4,0,8,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,37,65,43,35,27,58,51,9,399
UCL421009,0,0,4,4,3,8,0,7,0,24,0,4,10,3,3,5,0,5,0,32,3,8,13,8,8,4,3,7,0,65,9,15,8,5,13,7,4,6,0,67,4,8,14,7,19,4,9,7,0,77,18,4,3,3,7,5,4,6,0,61,18,3,0,0,3,0,3,0,0,29,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,49,56,34,50,28,25,47,9,346
UCL421010,0,0,0,0,0,7,0,7,0,14,0,4,0,8,0,0,3,0,0,18,7,12,29,15,6,0,4,7,0,85,6,17,11,7,11,0,4,3,0,58,11,19,9,6,9,3,8,5,0,77,4,11,5,0,8,3,3,11,0,43,0,5,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,72,58,40,42,15,15,37,4,313
UCL421011,0,0,3,0,0,4,0,0,0,7,0,0,3,0,0,6,3,3,0,11,0,0,11,3,0,0,7,4,0,21,8,0,3,4,0,0,4,10,0,29,6,3,4,4,8,10,8,18,0,52,14,5,4,3,10,3,8,8,0,55,5,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,15,27,13,16,26,27,43,0,198
UCL421012,0,0,0,0,0,4,0,4,0,13,0,3,3,0,0,5,0,3,0,11,6,3,5,3,0,0,5,7,0,29,8,7,0,8,3,0,3,6,0,40,6,7,0,4,0,3,15,12,0,44,4,4,4,6,3,3,15,4,0,55,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32,18,26,11,16,37,39,4,203
UCL421013,0,0,7,5,0,3,0,9,0,21,0,0,14,3,3,5,3,5,0,39,13,14,22,10,13,3,4,11,0,84,20,19,25,19,10,9,5,7,0,101,20,17,13,6,17,9,4,16,4,112,23,14,8,10,14,0,13,16,0,103,3,0,0,0,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,76,65,85,55,61,35,37,67,7,486
UCL421014,0,0,9,4,0,0,0,4,0,16,0,3,7,3,0,7,0,6,0,25,8,4,15,8,3,3,0,3,3,49,11,13,11,9,5,0,7,0,0,64,13,16,15,10,20,0,5,8,3,91,5,12,7,5,7,7,3,8,0,66,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,56,57,39,39,18,21,32,8,315
UCL421015,0,0,0,0,0,0,0,3,0,4,4,0,3,0,0,4,0,3,0,13,3,8,5,7,3,4,3,5,0,43,11,0,8,7,4,3,3,6,0,37,3,8,8,7,3,0,5,19,3,49,15,7,11,3,3,7,10,12,0,57,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,39,17,16,17,20,50,7,211
UCL421016,0,0,4,3,0,6,0,6,0,20,0,0,3,6,0,0,0,9,0,16,4,6,14,4,6,6,9,6,0,54,6,14,13,8,9,7,4,8,0,69,3,10,15,3,5,0,14,6,0,57,11,5,3,5,3,0,5,4,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,48,24,31,20,31,32,0,250
UCL421017,0,0,7,0,0,11,0,5,0,35,0,4,13,3,8,3,3,3,0,34,8,16,18,8,12,5,9,14,0,85,15,12,26,5,14,9,11,14,0,106,22,9,19,6,18,7,6,10,0,94,18,9,11,14,16,14,15,18,0,111,5,3,3,0,0,4,4,6,4,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,51,93,39,65,50,49,75,8,509
UCL421018,4,0,6,7,0,7,0,7,0,19,0,5,7,6,3,4,0,0,0,20,14,9,11,3,7,9,3,5,0,60,4,10,5,3,4,3,6,7,0,43,8,6,13,3,7,3,3,9,0,55,15,6,3,10,7,4,11,5,0,62,12,0,0,3,0,0,3,3,3,24,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,36,41,28,28,29,22,34,3,287
UCL421019,0,0,3,3,0,0,0,3,0,14,0,0,0,0,0,0,0,4,0,9,11,13,9,0,0,5,0,5,0,43,8,6,14,3,7,4,3,8,0,48,15,0,6,0,9,6,3,6,0,47,11,4,8,7,11,3,3,3,0,40,7,0,0,0,0,0,6,3,0,20,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,59,21,33,19,30,17,17,34,0,231
UCL421020,0,0,0,8,0,10,0,9,0,21,3,3,10,8,0,11,0,4,0,32,8,18,24,7,10,3,3,5,0,73,14,21,17,11,12,8,11,5,0,99,25,22,14,11,21,8,14,7,3,133,11,43,12,7,10,4,6,8,3,104,0,3,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,105,84,51,55,43,35,46,8,490
UCL421021,0,0,0,3,0,4,0,3,0,7,0,0,8,3,3,0,4,4,3,22,6,3,20,5,7,3,13,15,0,69,4,11,6,3,3,3,8,9,3,49,9,3,10,9,9,3,10,13,3,74,14,6,6,5,5,13,8,17,0,76,3,4,0,0,3,6,4,0,3,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,20,55,28,34,27,46,55,11,323
UCL421022,0,0,5,7,0,0,0,6,0,20,5,4,10,9,3,6,3,8,0,46,11,21,29,9,9,5,12,13,0,109,7,20,13,12,14,6,9,4,0,83,21,18,14,13,17,7,4,5,0,101,7,7,5,6,7,3,6,9,0,54,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,71,76,55,49,34,35,50,0,425
UCL421023,0,0,7,5,0,0,0,5,0,15,3,0,4,3,0,4,0,7,0,21,5,9,14,9,6,3,6,8,0,62,4,0,3,8,5,6,3,11,0,43,19,3,5,10,3,6,9,13,0,72,13,9,14,8,12,3,5,15,3,79,3,5,3,0,3,7,7,9,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,47,27,45,48,31,37,31,62,7,330
UCL421024,0,0,3,8,0,4,0,4,0,22,0,0,3,9,4,4,0,3,0,22,0,10,16,18,3,4,5,7,0,63,12,12,17,15,12,3,8,8,0,92,16,21,12,17,13,6,0,9,0,103,19,26,11,7,12,3,3,11,0,91,9,7,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,86,63,72,44,25,19,46,3,418
UCL421025,0,0,0,3,0,0,0,0,0,6,0,0,4,4,0,4,0,6,0,23,9,8,10,4,4,7,3,8,0,45,5,6,8,3,3,3,7,8,0,41,5,6,13,14,6,3,6,14,0,73,10,5,6,8,13,4,4,8,0,62,0,3,0,6,3,0,0,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,26,48,42,29,18,30,46,0,279
UCL421026,0,0,3,3,0,0,0,6,0,13,0,0,0,3,0,3,3,3,0,17,3,12,10,5,8,3,3,10,0,46,15,9,4,10,10,11,5,10,0,64,0,3,7,6,6,6,6,8,0,51,17,10,7,7,10,10,3,10,0,68,6,0,0,0,0,0,3,3,0,18,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,43,34,33,39,35,31,23,44,3,280
UCL421027,0,0,3,0,0,3,0,0,0,10,0,0,4,4,0,3,0,3,0,16,7,3,9,15,3,0,0,4,0,38,7,7,9,3,6,3,8,3,0,51,9,5,7,4,5,4,4,16,0,53,8,5,9,3,7,6,3,10,0,54,4,4,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,26,27,45,30,21,22,20,42,3,239
UCL421028,0,0,3,5,3,10,0,6,0,30,0,6,10,9,0,6,3,6,0,37,3,3,11,4,7,0,0,0,0,30,5,8,7,3,15,0,4,5,0,50,10,23,15,10,27,10,4,9,0,115,14,16,14,0,8,3,0,3,0,59,0,0,0,0,4,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,57,58,36,64,32,17,35,0,329
UCL421029,0,0,0,0,0,0,0,3,0,9,0,0,3,3,0,0,0,3,0,5,6,5,3,0,7,0,3,6,3,33,13,5,8,4,3,3,0,3,0,37,13,12,9,6,4,3,0,7,0,53,10,8,6,12,3,0,4,5,0,54,7,0,0,3,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,52,34,33,34,13,12,6,28,5,217
UCL421030,0,0,3,0,0,3,0,5,0,14,0,3,6,0,5,6,0,17,0,39,14,15,18,9,9,10,6,41,0,119,10,16,6,9,12,3,5,7,0,70,25,16,9,17,17,3,10,11,0,106,20,10,8,11,11,6,11,22,0,100,4,0,6,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,58,61,48,59,27,38,107,3,474
UCL421031,0,0,0,3,0,4,0,0,0,10,5,0,3,5,4,3,0,6,0,21,11,3,9,3,3,4,5,7,3,50,15,3,4,3,5,7,7,4,0,38,13,10,5,5,3,3,6,7,3,60,11,7,10,4,3,3,7,11,3,58,5,0,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,24,31,27,16,18,33,47,11,260
UCL421032,0,0,0,0,0,3,0,4,0,13,0,0,3,3,0,0,0,0,0,8,4,3,6,4,4,0,3,10,0,32,3,11,11,0,9,3,3,10,0,48,10,3,11,3,8,3,9,5,4,51,5,6,4,6,6,3,9,8,0,52,6,5,4,0,4,0,0,4,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,23,26,33,19,22,11,25,40,10,221
UCL421033,0,0,4,0,0,0,0,3,0,12,3,0,3,0,0,0,0,14,0,23,3,0,3,6,0,3,3,29,3,55,5,0,7,3,0,3,4,16,3,38,3,0,14,3,6,3,3,14,3,51,4,0,6,4,3,5,4,16,0,46,5,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,3,30,20,17,13,11,98,8,226
UCL421034,0,0,0,6,0,11,0,7,0,27,0,0,9,8,3,9,0,5,0,27,6,12,11,4,4,5,9,9,0,70,5,22,9,15,7,3,8,7,3,80,10,17,17,22,11,10,14,12,3,117,12,21,10,16,7,5,9,11,0,91,3,4,0,0,3,3,3,6,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,34,80,65,69,31,41,55,58,9,440
UCL421035,0,0,3,6,0,0,0,5,0,16,0,4,3,3,0,0,0,4,0,12,3,11,10,3,0,0,0,5,0,35,3,3,3,5,6,3,5,6,0,36,3,10,8,10,8,5,9,18,0,72,8,7,3,3,11,4,10,6,3,62,7,3,0,3,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,37,32,31,34,24,17,24,47,4,262
UCL421036,0,0,0,8,3,17,0,13,0,39,0,4,14,5,4,8,3,8,0,55,5,10,18,6,7,8,7,15,0,73,17,17,18,13,9,9,10,15,3,125,21,10,19,15,22,9,15,17,0,138,9,9,7,10,12,3,11,5,0,65,4,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,92,57,63,48,49,70,12,506
UCL421037,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,3,3,0,0,16,0,4,6,3,0,0,0,3,0,22,13,7,3,3,3,0,7,8,0,50,9,0,5,6,3,3,7,8,0,43,3,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,7,28,22,12,9,19,25,3,162
UCL421038,0,0,4,5,0,6,0,3,0,17,3,7,12,5,0,3,0,5,0,34,12,11,15,7,3,3,5,9,0,72,12,13,11,8,11,7,0,11,0,69,23,9,11,14,4,14,7,15,0,100,10,18,8,4,13,6,11,27,4,92,3,3,0,5,6,4,0,3,0,26,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,71,57,61,38,41,44,21,76,7,423
UCL421039,0,0,3,5,0,10,0,4,0,20,3,3,9,5,0,5,3,12,0,44,9,25,8,17,10,3,3,10,0,73,16,23,4,0,19,5,0,11,0,81,24,30,13,6,14,5,4,7,3,113,15,36,16,8,16,11,3,4,0,108,3,7,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,129,64,42,67,40,17,38,3,472
UCL421040,0,0,0,0,3,8,0,3,0,10,0,0,3,6,0,9,4,8,0,24,13,14,11,13,12,7,7,10,0,90,16,17,11,13,15,11,15,11,3,102,15,8,7,7,13,3,12,6,0,75,14,9,7,0,10,4,4,0,4,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,52,34,51,35,46,36,6,369
