UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL215025,293,329,625,81,80,158,34,32,63,55,58,108,12,8,16,0,0,0,4,3,9,0,3,4,0,0,3,0,0,0,0,0,0,106,103,207,6,11,19,8,0,7,197,185,380,74,63,130,565,573,1140
UCL215026,1010,1126,2134,381,448,833,27,23,54,504,614,1117,29,30,65,4,6,14,10,7,20,5,5,10,6,6,13,0,5,3,0,0,0,591,706,1302,40,43,86,17,9,28,1031,1210,2240,190,193,378,2223,2522,4753
UCL215027,670,701,1373,102,130,227,12,7,18,260,317,571,7,7,12,3,3,5,3,0,4,0,6,4,0,0,6,6,3,4,0,0,0,290,343,631,12,10,27,3,6,10,407,488,899,135,180,318,1214,1372,2584
UCL215028,827,944,1768,192,247,441,29,29,54,241,323,562,13,23,38,7,9,10,7,16,22,3,8,7,4,7,5,3,7,11,0,0,0,305,409,712,42,40,81,14,16,31,546,714,1261,109,142,253,1480,1799,3277
UCL215029,531,509,1036,70,75,139,3,6,10,269,305,574,9,6,17,5,0,6,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,286,325,613,24,30,59,3,3,10,387,436,820,58,63,120,973,1008,1977
UCL215030,402,441,851,78,80,157,4,0,7,66,79,140,7,10,17,9,6,22,3,0,0,0,3,5,0,0,6,0,0,0,0,0,0,93,102,188,0,5,9,0,0,0,171,189,360,67,95,165,644,727,1376
UCL215031,405,403,802,78,82,157,3,0,9,62,76,135,3,10,15,8,7,9,0,6,4,3,3,3,0,0,0,0,0,0,0,0,0,81,102,182,3,5,9,6,3,15,168,191,359,85,92,172,658,681,1342
UCL215032,759,827,1587,204,215,417,15,12,27,155,186,341,18,21,43,3,6,9,10,9,14,3,3,3,0,0,0,0,0,0,0,0,0,208,235,443,29,26,51,5,4,12,449,478,924,118,144,265,1328,1455,2781
UCL215033,296,348,645,65,59,122,5,6,12,642,634,1284,16,14,24,8,5,11,0,0,0,0,3,6,0,0,3,0,0,0,0,0,0,671,667,1340,27,32,53,3,9,14,769,764,1532,43,40,79,1102,1150,2254
UCL215034,282,335,617,119,147,262,0,3,3,56,77,130,0,0,3,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,0,0,0,63,83,146,0,3,9,0,0,4,184,235,416,43,46,86,512,615,1123
UCL215035,338,337,672,56,38,92,0,0,0,141,159,298,7,4,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,149,161,314,4,4,8,0,4,4,210,208,416,51,47,94,595,585,1180
UCL215036,323,305,625,57,72,134,0,0,0,122,114,237,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,134,123,254,4,3,3,3,3,3,197,196,396,27,34,62,552,536,1088
UCL215037,426,473,898,71,102,174,3,5,14,141,150,290,9,8,22,3,4,9,7,10,12,3,3,4,3,0,3,0,0,0,0,0,0,172,184,355,11,11,22,6,0,3,255,299,556,90,106,196,778,875,1649
UCL215038,409,417,821,128,145,276,4,4,13,73,98,170,7,3,16,0,0,0,3,6,9,0,0,0,0,0,3,0,0,0,0,0,0,90,115,208,6,3,9,10,3,9,232,272,504,46,58,102,686,748,1427
UCL215039,351,347,702,79,88,166,5,3,14,58,66,123,8,10,17,4,7,7,3,7,7,0,3,0,8,4,11,0,0,0,0,0,0,87,92,181,4,4,7,14,13,32,183,200,382,56,54,106,580,605,1190
UCL215040,1005,1088,2098,182,196,385,17,21,38,218,242,457,19,19,35,9,12,18,5,10,15,4,0,7,3,3,8,0,0,0,0,0,0,273,309,580,7,15,23,9,7,17,475,520,999,163,200,361,1645,1807,3450
UCL215041,602,608,1207,88,102,184,4,3,10,211,267,476,3,3,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,217,273,494,3,8,17,5,3,7,315,389,707,74,100,178,991,1099,2091
UCL215042,398,421,816,78,90,162,3,3,6,150,156,309,7,3,11,4,5,15,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,177,178,353,19,16,32,0,0,0,267,277,551,57,52,113,728,751,1480
UCL215043,863,969,1829,318,338,661,10,9,23,235,298,528,15,20,32,0,0,0,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,266,336,600,14,30,46,7,9,8,606,709,1320,131,155,281,1597,1827,3429
UCL215044,1089,1196,2284,309,361,666,20,30,52,439,477,915,12,21,34,7,9,11,5,7,10,0,0,0,3,0,5,3,0,3,0,0,0,491,549,1035,57,64,125,11,11,19,861,985,1846,212,224,436,2162,2405,4572
UCL215045,383,378,757,83,97,182,3,3,12,139,134,269,5,3,11,0,3,6,3,3,7,0,0,0,0,0,3,0,0,0,0,0,0,153,151,306,9,10,17,0,3,3,250,263,506,44,49,89,674,680,1356
UCL215046,308,301,609,64,66,135,0,0,3,115,136,256,4,0,0,3,5,5,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,124,146,270,0,0,7,7,3,7,198,227,419,16,24,38,523,549,1070
UCL215047,262,295,559,60,52,108,0,3,3,256,304,555,11,13,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,263,323,588,9,9,17,3,0,6,331,380,719,51,65,121,654,744,1397
UCL215048,253,276,535,67,49,109,5,3,3,74,80,151,0,5,8,3,4,6,3,0,5,0,3,3,0,0,0,0,0,0,0,0,0,83,93,176,16,18,38,0,0,0,161,167,329,52,64,120,476,508,980
UCL215049,863,826,1684,60,53,108,9,10,24,277,272,547,7,3,16,5,3,7,10,3,13,4,0,3,3,0,3,0,0,3,0,0,0,314,297,613,18,21,41,9,11,21,399,384,784,95,86,173,1355,1291,2645
UCL215050,1158,1199,2355,329,399,721,15,14,27,190,260,456,25,24,48,0,3,3,12,10,20,3,3,3,0,3,3,3,0,3,0,0,0,247,317,566,39,28,64,0,3,9,617,744,1358,160,178,344,1930,2128,4058
UCL215051,346,372,714,42,66,113,6,4,6,131,137,268,3,3,5,0,0,0,3,0,4,0,3,8,4,3,9,0,0,3,0,0,0,146,151,302,9,8,18,11,4,13,208,237,444,32,31,61,584,638,1224
UCL215052,760,850,1613,317,363,679,20,25,44,196,230,423,20,20,34,0,0,0,12,12,18,4,3,5,12,5,16,0,0,0,0,0,0,260,293,554,20,32,57,9,15,18,610,695,1304,139,147,283,1501,1699,3202
UCL215053,512,539,1053,64,84,148,23,23,45,156,182,345,9,6,10,15,18,31,0,3,3,3,0,4,4,3,6,0,0,0,0,0,0,206,237,447,6,6,17,9,0,4,286,329,622,100,90,191,896,961,1860
UCL215054,443,424,861,102,109,209,3,8,7,117,123,237,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,134,259,3,6,9,0,3,6,230,249,479,65,63,126,735,736,1469
UCL215055,469,460,930,91,110,205,0,0,4,128,145,276,6,4,11,4,0,4,9,5,16,0,3,5,7,0,6,0,0,0,0,0,0,154,166,321,3,4,9,0,0,0,250,282,527,66,75,145,789,814,1605
UCL215056,289,307,597,70,69,136,8,7,13,72,77,150,9,10,19,9,0,7,0,3,8,6,3,10,0,0,0,0,0,0,0,0,0,100,99,202,3,7,7,0,3,3,174,180,353,47,55,103,506,544,1048
UCL215057,479,515,990,99,110,208,28,38,64,75,67,136,14,24,38,9,7,13,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,134,143,275,7,16,24,3,3,8,244,266,514,63,53,113,783,832,1616
UCL215058,743,801,1543,159,178,343,17,28,48,163,180,341,18,24,44,0,0,0,9,4,15,4,3,3,4,9,7,0,3,3,0,0,0,217,246,468,21,29,47,3,3,10,402,456,862,105,125,226,1252,1380,2627
UCL215059,454,447,901,95,109,204,9,8,19,148,177,323,15,6,18,0,4,3,4,6,10,0,0,0,0,0,0,0,0,3,0,0,0,181,200,376,9,12,14,5,5,7,286,322,605,59,71,133,798,845,1640
UCL215060,411,406,816,126,116,247,9,5,11,69,92,157,7,11,20,0,0,0,4,7,11,5,0,5,0,0,0,0,0,0,0,0,0,89,116,204,0,0,0,4,4,6,223,236,462,60,63,115,691,706,1398
UCL215061,479,522,1005,130,152,282,0,4,4,92,101,188,7,4,13,11,13,27,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,116,128,245,17,23,41,0,0,0,266,302,569,51,52,100,798,879,1673
UCL215062,969,1080,2046,298,360,652,22,30,54,162,179,342,15,28,39,13,3,19,9,3,18,3,3,7,6,3,5,0,0,5,0,0,0,234,250,481,18,20,41,0,5,3,551,633,1185,132,136,266,1647,1849,3496
UCL215063,560,604,1157,135,159,300,13,13,31,82,73,157,9,13,22,0,4,4,0,3,0,3,0,4,3,5,6,3,3,3,0,0,0,121,114,234,6,9,10,0,0,3,260,286,546,93,114,208,911,1001,1916
UCL215064,297,302,600,53,67,117,3,6,5,58,62,124,3,3,4,3,0,4,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,74,75,148,8,4,9,0,4,6,136,146,282,60,56,118,492,506,998
UCL215065,849,838,1693,195,217,413,22,26,49,291,317,613,30,31,60,9,3,13,14,14,28,3,0,3,0,3,7,0,3,3,0,0,3,372,394,771,19,16,38,14,7,22,608,636,1239,156,181,338,1608,1658,3269
UCL215066,1017,1186,2197,147,165,317,13,17,31,336,380,712,6,7,11,0,0,4,3,4,11,0,0,0,3,8,11,0,0,0,0,0,0,372,415,779,18,20,40,3,3,4,535,601,1140,142,154,300,1701,1937,3635
UCL215067,709,800,1507,225,274,499,6,11,13,230,265,498,5,12,17,4,12,12,4,8,16,3,0,3,0,0,7,0,4,4,0,0,0,264,305,572,15,16,25,3,3,7,506,602,1103,119,120,238,1327,1521,2850
UCL215068,617,679,1295,162,198,358,24,28,51,226,277,504,11,16,23,36,36,69,4,4,7,3,3,4,3,3,10,0,0,0,0,0,0,299,372,674,19,17,33,6,7,18,493,588,1081,172,189,361,1278,1455,2731
UCL215069,970,1040,2007,83,103,186,18,14,30,274,302,581,12,13,26,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,337,638,7,11,15,6,3,10,404,451,850,65,59,124,1442,1548,2991
UCL215070,498,512,1016,117,126,247,14,19,30,71,63,135,8,14,23,4,5,10,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,107,102,208,74,83,157,19,3,24,320,312,628,187,171,355,1006,996,2002
UCL215071,798,841,1638,152,135,286,14,21,39,155,187,338,6,7,11,4,3,4,6,9,19,0,0,0,3,0,5,0,0,0,0,0,0,186,226,415,7,3,13,4,10,17,350,379,729,94,111,202,1240,1329,2565
UCL215072,1128,1155,2281,167,161,334,17,20,32,335,310,640,12,9,16,4,0,5,10,0,8,3,3,5,0,0,0,0,0,0,0,0,0,371,343,714,11,15,33,3,3,5,555,526,1085,100,117,222,1790,1802,3593
UCL215073,323,321,646,47,62,105,9,7,13,128,110,235,4,0,5,0,0,0,3,7,4,0,0,0,0,0,0,4,0,8,0,0,0,144,128,276,4,3,10,0,0,3,197,193,391,50,59,109,570,576,1142
UCL215074,576,631,1211,127,127,255,68,78,143,101,104,203,9,14,24,0,0,0,8,3,8,0,0,0,9,3,7,0,0,0,0,0,0,191,201,395,6,15,20,4,0,9,326,347,677,52,75,127,957,1054,2012
UCL215075,284,300,576,49,60,108,5,3,4,152,173,318,7,7,16,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,163,189,349,6,8,13,0,0,3,221,252,475,59,51,110,562,603,1163
UCL215076,552,554,1106,36,37,73,3,3,3,202,201,403,7,4,13,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,209,212,420,4,3,5,0,0,6,251,250,507,28,25,44,828,832,1654
UCL215077,608,662,1262,117,128,240,12,8,15,119,125,242,10,5,15,3,5,5,8,7,9,3,6,8,0,0,4,0,0,0,0,0,0,147,156,302,7,11,15,3,0,6,276,296,574,45,59,107,923,1018,1939
UCL215078,500,507,1014,104,112,216,12,15,22,134,145,283,3,3,7,3,3,5,3,4,8,3,0,3,3,3,3,0,0,0,0,0,0,159,173,330,7,13,21,4,7,8,276,307,576,62,71,128,833,879,1716
UCL215079,1047,1074,2120,274,270,545,10,24,39,275,284,561,18,25,46,10,13,17,9,0,13,4,7,13,0,3,3,0,0,4,0,0,0,334,359,689,34,36,70,3,9,7,644,663,1311,170,178,349,1865,1918,3778
UCL215080,555,612,1167,102,111,213,11,8,16,119,125,248,9,5,8,0,8,8,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,146,144,292,4,5,11,0,0,0,247,268,514,125,121,243,926,990,1922
UCL215081,353,358,707,91,113,201,11,18,27,80,78,159,4,10,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,98,103,202,11,10,12,9,8,11,205,231,437,43,38,83,603,625,1232
UCL215082,318,269,585,31,32,60,0,0,0,116,134,248,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,140,256,0,0,0,0,0,0,154,169,324,65,41,108,538,474,1008
UCL215083,888,898,1785,178,216,388,6,9,18,279,385,665,14,13,28,0,0,0,16,7,20,0,0,0,0,0,0,0,0,0,0,0,0,317,419,740,17,19,36,8,7,15,515,664,1176,125,156,281,1529,1717,3243
UCL215084,570,487,1055,37,40,77,4,9,17,122,129,252,3,8,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,134,148,275,0,5,5,3,0,4,176,187,363,69,52,126,813,730,1541
UCL215085,487,511,1001,132,143,271,9,4,18,132,149,280,17,11,27,0,0,5,3,3,6,3,4,6,0,0,3,5,3,7,0,0,0,168,181,341,19,19,38,3,0,7,311,339,651,84,79,159,885,925,1814
UCL215086,660,665,1325,140,166,304,4,7,14,114,133,242,4,8,12,10,6,19,0,3,4,0,0,0,10,5,14,0,0,0,0,0,0,135,166,301,11,8,24,6,8,13,291,346,644,125,123,250,1077,1136,2216
UCL215087,1169,1174,2346,105,128,234,5,19,18,344,384,730,21,18,39,4,3,6,9,8,18,3,3,8,0,0,0,0,0,0,0,0,0,382,432,816,23,14,37,7,0,7,519,580,1097,138,147,279,1827,1897,3725
UCL215088,407,420,832,79,102,177,4,0,9,110,145,251,3,6,8,0,3,4,0,6,9,0,0,3,0,0,0,0,0,0,0,0,0,125,160,285,10,11,17,4,6,11,213,271,486,84,88,175,710,784,1495
UCL215089,573,528,1104,29,26,58,3,3,9,137,153,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,153,300,3,6,14,0,0,0,181,189,366,33,24,59,791,741,1531
UCL215090,922,1006,1930,161,175,331,24,29,50,326,404,730,12,14,22,3,3,6,9,14,23,4,7,9,3,7,6,0,3,5,0,0,0,386,468,856,44,46,88,10,9,14,592,702,1291,120,186,310,1642,1896,3539
UCL215091,1209,1189,2392,171,193,365,3,5,4,381,385,766,7,4,10,3,7,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,399,397,800,10,15,24,9,3,8,593,605,1198,79,89,172,1879,1883,3768
UCL215092,333,332,668,38,26,66,0,3,4,84,82,169,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,96,178,7,3,11,0,4,4,131,128,256,57,52,107,516,513,1030
UCL215093,564,602,1168,95,93,183,8,10,21,270,284,551,9,15,23,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,296,304,606,6,12,16,3,10,15,404,413,815,84,62,144,1050,1086,2134
UCL215094,780,773,1554,218,252,467,8,12,20,237,243,482,17,12,25,0,0,0,3,4,6,0,0,3,0,0,0,0,0,0,0,0,0,266,274,536,8,17,20,9,10,21,501,554,1052,94,101,190,1368,1428,2794
UCL215095,278,280,559,45,49,89,7,4,9,114,145,260,4,3,8,4,3,6,3,3,14,0,0,3,0,0,3,0,0,0,0,0,0,130,162,296,3,0,6,5,0,5,183,211,399,40,44,88,502,539,1040
UCL215096,453,455,905,126,157,283,5,7,12,91,109,202,8,11,15,0,0,0,0,4,3,3,0,3,0,3,4,0,3,4,0,0,0,112,128,241,13,5,17,3,9,8,248,306,556,81,98,176,782,853,1631
UCL215097,297,308,604,94,92,182,7,5,12,96,98,194,0,0,0,4,3,9,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,108,114,227,0,7,7,3,3,7,207,211,415,53,37,96,556,560,1116
UCL221001,235,222,455,35,35,66,0,0,0,54,54,103,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,59,56,111,3,4,6,3,0,4,90,88,183,22,18,40,353,324,678
UCL221002,248,228,471,27,31,57,5,6,8,77,75,153,0,0,0,0,0,3,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,83,91,175,0,18,14,3,0,3,111,131,250,43,34,83,406,395,802
UCL221003,264,261,529,60,50,110,4,3,9,78,92,167,0,4,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,84,101,190,3,3,4,3,0,3,144,153,304,51,46,93,454,463,920
UCL221004,140,140,284,13,13,29,12,8,23,48,47,95,0,0,0,0,3,3,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,67,59,126,7,0,7,0,0,0,90,79,164,19,20,35,249,235,488
UCL221005,259,268,527,12,13,30,0,0,0,72,61,133,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,62,132,0,0,0,0,0,0,91,74,164,20,14,37,367,355,730
UCL221006,188,210,394,58,43,103,6,6,6,31,36,67,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,77,0,4,7,0,0,0,96,89,189,35,35,65,321,327,645
UCL221007,137,142,280,23,16,37,0,0,3,67,57,127,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,58,135,6,3,10,0,3,3,99,86,181,17,15,31,253,242,493
UCL221008,159,179,339,20,21,41,0,0,0,36,47,89,3,3,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,53,98,0,0,0,3,3,4,67,80,148,13,22,35,243,283,523
UCL221009,212,239,451,30,39,68,0,3,3,42,43,86,4,3,11,0,4,4,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,49,60,110,6,5,9,0,0,3,84,101,187,34,44,72,331,382,715
UCL221010,146,167,317,50,48,103,0,4,4,30,22,48,3,3,3,3,6,13,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,43,42,86,3,0,3,0,3,6,103,93,192,14,9,25,266,271,532
UCL221011,163,136,301,21,19,44,0,4,4,46,58,101,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,70,117,3,3,6,0,6,5,72,95,167,24,27,50,257,257,511
UCL221012,200,170,372,36,18,52,0,0,0,30,40,75,3,3,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,36,49,86,0,3,3,0,3,5,72,70,144,21,16,33,291,260,550
UCL221013,171,168,334,9,10,14,8,7,10,33,37,73,0,3,4,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,52,94,0,0,0,0,0,0,51,58,108,13,8,26,235,237,475
UCL221014,172,173,346,12,11,23,0,0,3,64,62,129,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,72,70,135,0,3,3,3,0,3,88,76,167,30,31,60,289,288,574
UCL221015,194,217,413,58,54,111,0,0,0,77,84,161,3,5,7,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,91,97,183,0,8,9,0,0,0,148,161,305,38,49,89,384,421,800
UCL221016,137,160,296,11,10,18,0,3,6,84,74,160,4,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,96,79,178,0,4,4,3,0,3,108,98,207,11,9,18,263,258,525
UCL221017,262,248,514,27,28,61,9,7,19,73,66,142,3,4,4,0,0,0,0,8,6,0,0,5,4,0,4,0,0,0,0,0,0,93,85,182,4,5,10,0,0,0,130,122,250,20,22,38,412,392,803
UCL221018,320,326,646,38,36,75,3,3,5,44,53,98,0,0,4,3,0,3,3,0,7,0,0,0,0,0,3,0,0,3,0,0,0,57,62,119,3,7,13,0,0,0,100,106,206,34,36,70,458,466,924
UCL221019,392,409,796,51,50,96,12,15,25,141,155,289,4,13,15,3,4,8,3,3,5,0,0,0,0,0,0,0,0,3,0,0,0,166,182,350,7,3,9,0,3,3,223,236,456,50,65,122,666,708,1375
UCL221020,245,260,508,31,47,79,3,7,6,50,56,105,5,6,14,6,11,18,3,0,4,0,0,0,3,3,3,0,0,0,0,0,0,72,79,151,0,4,4,0,0,0,108,127,235,24,36,63,386,429,812
UCL221021,175,168,344,47,47,93,0,0,0,85,79,163,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,90,88,175,3,3,4,0,3,3,142,137,280,20,26,49,333,332,670
UCL221022,206,193,400,29,36,64,0,0,0,99,105,199,3,8,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,115,215,3,3,5,0,0,3,138,154,291,35,36,62,379,375,756
UCL221023,120,147,272,18,28,48,3,10,10,40,44,84,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,57,98,0,0,3,3,3,6,69,91,156,31,27,57,219,260,480
UCL221024,191,185,377,22,33,56,3,0,4,58,61,121,8,7,15,3,3,7,0,3,5,0,7,7,0,0,0,0,0,0,0,0,0,74,78,155,0,3,3,0,0,0,96,117,217,39,29,69,332,332,662
UCL221025,221,217,437,49,48,95,4,0,3,98,91,186,3,0,4,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,96,201,0,6,4,3,3,6,162,147,309,29,33,60,407,395,802
UCL221026,275,267,541,37,53,92,6,7,18,72,77,150,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,93,85,176,7,0,5,0,0,0,141,135,278,31,32,60,450,433,880
UCL221027,190,193,380,31,40,69,8,7,13,46,48,96,3,4,5,12,12,20,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,77,69,145,4,0,7,0,0,0,112,113,225,18,36,61,321,344,663
UCL221028,184,170,354,38,47,83,3,4,6,59,40,98,13,6,16,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,76,52,125,13,16,30,0,0,0,125,117,241,57,61,118,360,352,708
UCL221029,203,202,399,14,18,35,3,4,9,55,53,106,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,125,0,3,3,0,0,0,79,91,170,28,27,60,307,318,632
UCL221030,170,176,350,42,52,98,3,0,3,57,59,119,0,0,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,64,65,130,3,5,8,0,0,0,113,118,229,16,27,40,303,320,620
UCL221031,212,197,410,13,8,24,0,0,0,63,72,134,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,74,141,0,0,3,0,0,0,78,85,166,15,10,25,307,298,602
UCL221032,205,204,409,42,46,89,4,0,4,148,135,282,3,3,4,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,153,145,298,3,9,8,0,3,3,203,204,400,46,44,94,454,446,901
UCL221033,198,193,394,9,11,12,0,0,0,63,57,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,60,124,0,4,3,3,0,4,77,73,148,13,16,26,292,273,568
UCL221034,164,154,320,8,9,20,0,0,0,50,58,108,3,7,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,62,116,0,3,3,0,0,0,61,74,144,19,22,40,249,255,503
UCL221035,155,153,311,35,38,73,0,0,3,27,36,65,3,6,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,32,51,81,0,3,3,0,0,0,67,90,161,20,29,56,244,280,522
UCL221036,221,195,417,19,20,40,0,0,0,118,127,236,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,123,241,6,5,11,0,3,6,143,156,300,11,13,24,378,357,736
UCL221037,218,214,427,47,45,94,3,3,3,32,40,78,3,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,96,0,0,0,0,4,3,84,105,193,40,43,85,345,362,701
UCL221038,233,212,443,13,8,25,4,3,7,71,80,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,79,153,8,10,16,0,0,0,90,100,192,23,16,39,346,332,676
UCL221039,196,200,400,34,46,79,3,7,7,12,22,38,4,6,15,7,16,20,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,31,49,85,6,6,8,3,0,3,80,101,176,3,16,20,278,316,598
UCL221040,328,308,639,31,17,46,3,4,4,146,130,273,0,0,0,0,0,0,3,3,8,0,0,0,0,4,4,0,0,0,0,0,0,153,138,289,3,7,9,9,3,6,192,168,355,47,52,94,566,522,1091
UCL221041,255,247,504,14,19,39,3,4,6,82,75,160,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,88,174,0,3,11,0,0,0,112,110,216,25,28,60,392,390,783
UCL221042,238,222,459,25,21,49,7,3,9,52,60,107,3,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,61,130,3,6,8,0,0,0,94,93,183,66,50,121,397,365,760
