UCL_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL479997,45,0,1749,0,0,0,0,0
UCL499994,40,0,370,0,0,0,0,0
UCL501001,36,2000,729,365,1957,0.8,1641,2.6
UCL511001,38,1733,667,312,1725,0.7,1429,2.5
UCL512001,42,1600,609,280,1489,0.7,1178,2.4
UCL512002,42,1800,607,341,1477,0.7,1192,2.5
UCL512003,38,1700,652,262,1639,0.8,1319,2.5
UCL512004,33,1800,970,290,2377,0.8,2082,2.7
UCL513001,34,2593,983,300,2226,0.9,1939,2.6
UCL513002,40,1733,660,250,1664,0.7,1288,2.4
UCL513003,31,2500,1318,260,2963,0.9,2643,2.8
UCL513004,31,2600,1361,200,3000,0.9,2578,2.7
UCL514001,41,1420,495,225,1381,0.7,1081,2.4
UCL514002,37,2000,794,410,1864,0.7,1636,2.6
UCL514003,35,1733,699,350,1562,0.8,1313,2.6
UCL514004,40,1300,579,250,1490,0.8,1154,2.4
UCL514005,34,2050,692,350,1728,0.7,1511,2.8
UCL515001,60,1458,488,235,1087,0.7,836,1.9
UCL515002,39,1825,730,300,1736,0.7,1419,2.5
UCL515003,48,1378,497,250,1166,0.7,845,2.1
UCL515004,31,1900,771,350,1678,0.8,1590,2.8
UCL515005,39,1529,590,300,1411,0.7,1207,2.5
UCL515006,38,1500,672,200,1593,0.8,1242,2.4
UCL515007,35,2000,769,370,1823,0.8,1659,2.9
UCL515008,35,3200,1525,420,3000,0.9,3000,3
UCL515009,46,1500,493,270,1183,0.7,844,2.1
UCL515010,34,1733,719,150,1832,0.9,1593,2.6
UCL515011,42,1517,537,250,1344,0.7,1055,2.4
UCL515012,32,2100,853,330,2107,0.7,1961,2.8
UCL515013,37,2167,829,308,2040,0.8,1740,2.5
UCL515014,31,1900,425,80,910,1.1,1151,2.8
UCL515015,42,1600,547,250,1446,0.8,1074,2.4
UCL515016,47,1900,595,300,1346,0.6,1087,2.2
UCL515017,51,1560,536,220,1269,0.8,860,2
UCL515018,31,1299,864,200,2283,0.8,2071,2.6
UCL515019,40,1161,664,180,1373,0.8,1180,2.5
UCL515020,32,2167,953,225,2119,1,1848,2.6
UCL515021,47,1733,640,255,1669,0.8,1351,2.5
UCL515022,40,1300,600,205,1367,0.7,1106,2.4
UCL515023,36,1083,631,187,1621,0.8,1240,2.4
UCL515024,40,1083,639,200,1595,0.7,1238,2.4
UCL515025,43,1083,525,210,1180,0.8,883,2.4
UCL515026,39,1192,615,220,1485,0.7,1181,2.3
UCL515027,31,433,1468,110,2940,0.9,2622,2.8
UCL515028,32,0,1649,30,3000,0.9,2750,2.9
UCL515029,41,1800,506,298,1409,0.8,1138,2.6
UCL515030,51,1733,529,240,1306,0.7,1018,2.2
UCL515031,31,650,1615,46,2978,0.9,2492,2.8
UCL515032,40,1946,533,335,1337,0.7,1085,2.5
UCL515033,52,1000,495,180,1177,0.7,874,2
UCL515034,45,1590,541,250,1442,0.7,1180,2.3
UCL515035,32,2142,1372,65,2974,0.9,2634,2.7
UCL515036,50,1426,511,260,1316,0.7,947,2.2
UCL521001,39,1733,624,250,2069,0.7,1762,2.7
UCL521002,48,1733,575,264,1391,0.7,1287,2.3
UCL521003,56,1000,465,212,987,0.7,779,2
UCL521004,24,0,270,75,717,1.2,850,3.7
UCL521005,38,1690,732,275,2146,0.7,1866,2.5
UCL521006,46,1560,655,280,1683,0.7,1492,2.5
UCL521007,54,1029,478,165,1091,0.7,717,1.9
UCL521008,48,1083,555,175,1221,0.7,876,2.2
UCL521009,50,850,603,126,1364,0.7,888,2
UCL521010,45,1408,497,211,1216,0.7,1035,2.5
UCL521011,33,2000,734,327,1984,0.9,1883,3.1
UCL521012,50,1906,595,280,1958,0.8,982,2.1
UCL521013,35,2300,689,300,2208,0.9,2200,3.5
UCL521014,51,1733,576,260,1187,0.7,1071,2.1
UCL521015,38,1863,658,373,1766,0.8,1559,2.6
UCL521016,42,908,571,190,1480,0.8,1125,2.2
UCL521017,45,1000,679,150,1432,0.7,1116,2.1
UCL521018,41,1000,780,203,1697,0.8,1236,2.4
UCL521019,34,1071,841,200,1981,0.8,1619,2.6
UCL521020,45,1380,562,200,1266,0.8,904,2.1
UCL521021,50,1811,489,250,1330,0.7,1125,2.4
UCL521022,39,1733,679,290,1488,0.7,1260,2.6
UCL521023,39,1733,788,400,1981,0.8,1857,2.9
UCL521024,34,800,620,160,1458,0.7,1195,2.6
UCL521025,49,1083,493,155,1230,0.7,790,2
UCL521026,29,1501,460,100,914,1.2,1226,2.9
UCL521027,35,2156,902,360,2261,0.8,2159,3.1
UCL521028,47,1344,578,250,1800,0.7,1166,2
UCL521029,40,1900,737,290,1875,0.8,1738,2.9
UCL521030,33,953,882,180,2129,0.8,1952,2.5
UCL521031,48,867,475,124,1136,0.8,880,2.3
UCL521032,46,1083,663,160,1429,0.7,1155,2.2
UCL521033,40,1196,822,150,2022,0.7,1298,2.2
UCL521034,51,1509,655,250,1259,0.7,1050,2.1
UCL521035,36,800,717,150,1536,0.9,1319,2.2
UCL521036,24,0,249,80,644,1.5,855,4.9
UCL521037,41,2427,725,440,2193,0.7,2238,3.4
UCL521038,37,600,646,123,1437,0.8,1413,2.3
UCL521039,39,700,532,195,1375,0.7,1069,2.2
UCL521040,43,2167,608,395,1875,0.8,1739,2.8
UCL521041,39,2000,653,380,1652,0.8,1572,2.8
UCL521042,50,1203,493,175,1187,0.7,915,2.2
UCL521043,48,604,489,140,1140,0.7,776,1.9
UCL521044,39,1300,467,260,1113,0.7,943,2.3
UCL521045,54,1280,457,200,1091,0.7,794,2.1
UCL521046,48,1674,639,333,1338,0.8,1228,2.5
UCL521047,39,2325,1224,107,2631,1,2200,2.3
UCL521048,33,0,1901,28,3000,0.9,2700,2.8
UCL521049,43,1283,550,200,1284,0.7,989,2.3
UCL521050,52,964,436,164,908,0.8,760,2.1
UCL521051,57,907,490,104,970,0.6,790,2
UCL521052,35,1717,403,161,1014,1.1,1008,3
UCL521053,38,2167,739,355,1974,0.8,1895,3
UCL521054,44,800,699,150,2020,0.7,1266,2.2
UCL521055,53,1300,496,280,1202,0.7,925,2.1
UCL521056,28,0,324,55,707,1.3,1212,3.8
UCL521057,38,1067,674,150,1492,0.7,1211,2.2
UCL521058,44,2141,461,350,1226,0.7,1125,2.7
UCL521059,41,1300,563,203,1411,0.8,1109,2.5
UCL521060,33,952,731,152,1416,0.9,1168,2.6
UCL522001,31,0,227,50,461,1.1,468,3.3
UCL522002,55,1300,498,230,1083,0.7,838,1.9
UCL522003,23,0,316,85,767,1.2,821,3.4
UCL522004,21,0,229,60,474,1.2,575,4.3
UCL522005,24,0,333,97,725,1.4,843,3.7
UCL522006,47,2383,579,431,2218,0.8,1862,2.7
UCL522007,55,1733,643,200,1142,0.7,909,1.7
UCL522008,43,884,564,150,1268,0.7,949,2.2
UCL522009,38,1863,667,335,1625,0.7,1508,2.6
UCL522010,40,2167,614,240,2192,0.9,1968,3.1
UCL522011,47,800,776,103,1625,0.7,1174,2.1
UCL522012,46,1594,457,210,1687,0.7,1375,2.6
UCL522013,32,1950,641,290,1786,0.8,1463,2.8
UCL522014,31,0,766,150,1625,1,1187,1.2
UCL522015,50,1177,464,150,1018,0.8,833,2
UCL522016,47,1300,595,250,1517,0.7,1102,2.2
UCL522017,53,775,533,100,949,0.6,850,1.9
UCL522018,41,1950,622,300,1708,0.7,1474,2.6
UCL522019,42,845,682,150,1281,0.6,1107,2.2
UCL522020,28,0,380,95,820,1.2,812,2.8
UCL522021,45,804,592,135,1350,0.6,1017,2.2
UCL522022,52,504,497,112,1062,0.6,876,1.9
UCL522023,46,1408,486,280,1562,0.8,1224,2.2
UCL522024,58,1767,450,250,949,0.7,747,2
UCL522025,47,900,420,180,1187,0.7,816,2.2
UCL522026,59,1950,586,267,1125,0.6,875,1.8
UCL522027,35,1800,602,390,1399,0.8,1273,2.7
UCL522028,35,1179,911,140,2023,0.7,1562,2.4
UCL522029,25,0,275,100,682,1.4,979,4.5
UCL522030,24,0,286,80,780,1.4,1020,4.2
UCL522031,56,905,432,198,810,0.7,700,1.9
UCL522032,31,0,243,20,661,1.8,1031,5
UCL522033,44,600,533,115,1174,0.7,959,2.1
UCL522034,49,542,527,95,933,0.7,850,2.2
UCL522035,44,650,629,150,1395,0.7,1125,2.1
UCL522036,42,679,794,90,1468,0.8,1390,2.2
UCL522037,52,1733,438,199,1037,0.7,746,2.1
UCL522038,35,0,1704,0,2384,0.7,2250,2.3
UCL522039,43,0,715,80,1812,1,1625,2.4
UCL522040,27,0,293,75,491,1.3,758,5
UCL522041,50,1031,554,110,1231,0.7,1012,2.1
UCL522042,41,433,537,149,1399,0.8,1101,2.4
UCL522043,43,607,603,137,1518,0.7,1178,2.2
UCL522044,43,634,575,130,1174,0.8,886,2.4
UCL522045,49,655,712,138,1625,0.7,1141,2.2
UCL522046,46,1646,512,250,1468,0.7,1333,2.3
UCL522047,32,0,754,40,866,1.2,1042,2.8
UCL522048,25,0,253,55,664,1.1,769,4
UCL522049,47,1810,739,350,1875,0.6,1458,2.3
UCL522050,43,774,854,150,1812,0.7,1317,2.1
UCL522051,43,3000,1285,500,3000,0.8,2356,2.4
UCL522052,47,1168,732,197,1674,0.7,1261,2
UCL522053,34,0,968,95,2562,0.9,1949,1.8
UCL522054,36,726,475,150,1036,0.8,988,2.7
UCL522055,45,509,476,125,949,0.7,850,2
UCL522056,45,684,542,150,1286,0.7,1042,2.1
UCL522057,32,0,285,80,871,1.3,1937,4
UCL522058,58,1083,483,200,1166,0.6,866,1.8
UCL522059,26,0,349,100,762,1.1,871,3.6
UCL522060,30,0,253,45,524,1.4,1062,4.5
UCL522061,26,0,270,75,669,1.3,1097,3.8
UCL522062,42,867,511,120,1346,0.7,1016,2.1
UCL522063,40,1127,707,160,1774,0.7,1144,2.3
UCL522064,30,0,369,75,979,1.1,1270,3.3
UCL522065,40,1800,664,360,1645,0.7,1406,2.8
UCL522066,55,635,435,150,812,0.7,698,1.9
UCL522067,43,784,430,250,1018,0.7,890,2.3
UCL522068,23,0,380,100,1147,1.4,1413,4.6
UCL531777,43,1931,771,150,1731,0.8,1462,2.6
UCL579997,40,0,2654,0,0,0,0,0
UCL599994,41,0,434,0,0,0,0,0
UCL603001,40,1408,637,260,1575,0.8,1221,2.3
UCL611001,39,1300,569,230,1389,0.8,1059,2.3
UCL612001,43,1200,504,220,1200,0.8,925,2.3
UCL613001,41,1083,512,200,1236,0.8,942,2.2
UCL613002,47,1172,506,210,1231,0.8,920,2.2
UCL614001,42,1083,488,215,1155,0.8,899,2.3
UCL614002,49,1141,480,190,1144,0.8,825,2.2
UCL615001,46,867,403,185,878,0.8,747,2.2
UCL615002,56,1040,439,210,949,0.7,772,2
UCL615003,51,1300,524,220,1208,0.7,900,2.1
UCL615004,48,1083,457,200,1196,0.7,814,2.2
UCL615005,42,1200,625,270,1435,0.8,1170,2.4
UCL615006,49,1300,545,250,1274,0.8,1034,2.4
UCL615007,43,905,435,180,975,0.8,769,2.3
UCL615008,38,1300,632,210,1558,0.8,1206,2.5
UCL615009,43,1300,479,250,1120,0.8,855,2.3
UCL615010,45,1192,491,220,1157,0.8,915,2.3
UCL615011,42,1408,580,285,1550,0.8,1272,2.6
UCL615012,48,1300,522,230,1208,0.8,949,2.2
UCL615013,33,1647,693,325,1572,0.8,1366,2.7
UCL615014,39,1387,646,290,1480,0.8,1223,2.4
UCL615015,45,1192,524,220,1301,0.8,1015,2.3
UCL615016,43,1378,616,230,1433,0.8,1156,2.4
UCL615017,52,1317,558,250,1333,0.7,1046,2.2
UCL615018,52,878,460,200,931,0.8,744,1.9
UCL615019,45,650,439,135,1029,0.7,765,2.1
UCL615020,46,968,473,180,1096,0.7,775,2.2
UCL615021,54,969,442,180,1003,0.7,750,2.1
UCL615022,41,1083,563,183,1329,0.8,990,2.3
UCL615023,41,1517,680,290,1659,0.9,1372,2.6
UCL615024,42,1408,534,280,1308,0.8,1042,2.3
UCL615025,56,945,433,200,854,0.7,689,1.9
UCL615026,50,1138,474,225,1091,0.7,801,2.1
UCL621001,53,1083,523,180,1110,0.7,854,2
UCL621002,50,888,430,160,949,0.8,756,2.2
UCL621003,36,1517,907,320,2250,0.9,2073,2.9
UCL621004,41,1512,921,330,2075,0.8,1838,2.5
UCL621005,40,1190,556,215,1261,0.8,1016,2.5
UCL621006,47,800,702,132,1792,0.7,1219,2
UCL621007,43,1150,490,231,1158,0.8,850,2.3
UCL621008,34,1517,703,300,1596,0.9,1433,2.6
UCL621009,43,1517,805,350,2009,0.9,1712,2.6
UCL621010,44,1127,455,213,1093,0.8,779,2.2
UCL621011,45,1084,573,220,1305,0.7,1057,2.3
UCL621012,47,1534,583,350,1603,0.8,1449,2.7
UCL621013,40,1836,823,355,2091,0.9,1968,2.9
UCL621014,54,1250,550,250,1263,0.7,1089,2.2
UCL621015,55,1057,466,175,972,0.7,756,2
UCL621016,59,1500,526,200,1078,0.7,937,1.9
UCL621017,48,800,446,210,988,0.8,859,2.4
UCL621018,32,1408,623,285,1531,0.8,1353,2.6
UCL621019,50,1430,622,278,1631,0.8,1223,2.4
UCL621020,41,531,502,100,1562,0.7,1227,2.1
UCL621021,50,1109,435,210,1071,0.7,785,2.1
UCL621022,48,1300,604,250,1406,0.8,1195,2.3
UCL621023,59,1000,424,220,812,0.7,706,2
UCL621024,41,1083,597,200,1493,0.8,1255,2.3
UCL621025,44,1376,575,260,1395,0.8,1161,2.5
UCL621026,64,1203,484,200,994,0.7,797,1.9
UCL621027,46,867,458,180,995,0.8,789,2.2
UCL621028,42,555,476,130,1375,0.7,935,2.1
UCL622001,31,1198,667,260,1375,0.9,1202,2.7
UCL622002,62,1320,480,220,1021,0.6,883,1.8
UCL622003,48,862,503,150,1172,0.7,821,2.1
UCL622004,42,1083,496,173,1292,0.8,1131,2.5
UCL622005,53,662,411,170,816,0.7,703,1.9
UCL622006,34,1300,587,250,1362,0.8,1107,2.6
UCL622007,43,1300,572,200,1562,0.7,1160,2.5
UCL622008,38,1246,659,240,1485,0.8,1295,2.5
UCL622009,53,1092,640,235,1604,0.7,1227,2.1
UCL622010,56,1042,459,200,1087,0.8,881,2.1
UCL622011,44,1046,494,250,1213,0.8,900,2.1
UCL622012,59,770,540,200,1100,0.8,945,2
UCL622013,46,1083,440,225,1078,0.8,850,2.4
UCL622014,52,650,437,150,1231,0.6,746,2.1
UCL622015,50,1300,585,250,1552,0.7,1242,2.4
UCL622016,57,1083,465,250,1109,0.8,833,2.4
UCL622017,43,1192,588,283,1367,0.8,1304,2.6
UCL622018,52,1096,489,180,1218,0.8,949,2
UCL622019,49,1430,524,220,1375,0.7,1216,2.3
UCL622020,47,1083,559,205,1452,0.8,1068,2.3
UCL622021,47,1517,653,290,1357,0.8,1172,2.6
UCL622022,42,1100,503,220,1166,0.8,860,2.3
UCL622023,61,1475,493,179,1458,0.7,949,2
UCL622024,49,755,391,170,754,0.7,585,2
UCL622025,44,975,493,210,1071,0.7,844,2.3
UCL622026,55,856,430,200,949,0.7,719,1.9
UCL622027,55,1517,494,250,1220,0.7,1055,2.1
UCL622028,38,1103,637,250,1398,0.8,1276,2.5
UCL622029,59,867,425,145,900,0.8,743,1.9
UCL622030,47,1083,615,213,1312,0.7,1086,2.2
UCL622031,52,800,432,150,923,0.7,697,2.1
UCL622032,47,1207,535,195,1385,0.8,987,2.2
UCL622033,52,1127,488,245,991,0.7,905,2.2
UCL622034,50,867,480,140,1083,0.6,822,2
UCL622035,52,461,374,130,820,0.7,656,1.8
UCL622036,57,860,469,200,956,0.7,767,1.8
UCL631777,46,1300,568,180,1401,0.8,1170,2.5
UCL679997,41,0,1089,0,0,0,0,0
UCL699994,38,0,385,0,0,0,0,0
UCL703001,33,2167,1055,420,2377,0.9,2170,2.7
UCL712001,34,1950,997,350,2250,0.9,1926,2.6
UCL714001,32,1647,875,250,1985,1,1731,2.6
UCL715001,24,0,238,129,553,1.8,1341,5.5
UCL715002,28,0,257,40,662,1.8,1348,4.9
UCL715003,27,0,237,59,620,2.2,1396,5.4
UCL715004,26,0,238,90,714,2.1,1468,5.6
UCL715005,23,0,256,62,561,2.1,1286,6
UCL715006,32,1733,1300,8,2676,1,2366,2.8
UCL715007,33,1216,650,175,1592,1,1570,2.7
UCL715008,25,412,238,60,584,2,1096,5.3
UCL715009,29,0,222,55,614,1.4,759,4
UCL721001,33,0,1729,80,3000,1,3000,2.8
UCL721002,25,0,333,60,793,1.7,974,4.9
UCL721003,26,0,424,33,1050,1.6,1289,3.5
UCL721004,24,0,202,50,481,1.5,1024,4.2
UCL721005,25,0,1062,25,2750,2.4,2583,5.8
UCL721006,29,0,275,65,626,1.4,969,3.9
UCL721007,44,2438,1117,500,2513,0.8,2416,2.9
UCL721008,35,2342,914,360,2205,1.1,1794,2.8
UCL721009,34,0,1205,37,2454,1,2127,2.5
UCL721010,22,0,263,100,612,1.4,927,4.6
UCL721011,21,0,274,80,691,2.2,1577,5.8
UCL721012,27,0,155,50,383,1.9,809,4.7
UCL721013,26,0,248,70,654,1.6,1586,5.2
UCL721014,27,0,269,75,630,1.6,971,4.2
UCL721015,25,0,370,50,883,1.6,1478,4.8
UCL721016,24,0,237,120,509,2.1,1070,5.2
UCL721017,26,0,240,35,776,1.7,1610,4.9
UCL721018,28,0,254,50,742,1.4,1190,4.3
UCL721019,31,0,886,147,2097,1.3,1285,1.6
UCL722001,42,1035,496,190,1166,1,1050,2.6
UCL722002,24,0,254,64,530,1.5,1062,4.5
UCL722003,25,0,253,64,553,1.4,1031,4.8
UCL722004,28,0,180,50,450,1.4,575,4.4
UCL722005,22,0,235,25,475,1.7,1410,5.2
UCL722006,29,0,315,60,725,1.2,833,3.2
UCL722007,29,0,237,50,492,1.7,1531,5.2
UCL722008,26,0,404,25,1107,1.3,1781,4
UCL722009,26,0,248,90,550,1.9,890,4
UCL722010,38,1395,604,155,1292,0.9,1053,2.2
UCL722011,27,0,202,70,454,2,537,5.1
UCL722012,28,0,243,120,687,1.7,1166,4.9
UCL722013,26,0,281,90,725,1.7,1083,4.6
UCL722014,24,0,463,50,1125,1.3,1432,4.1
UCL722015,27,0,244,105,725,2,1375,4.7
UCL722016,46,2300,1088,470,2589,0.8,2596,2.7
UCL722017,23,0,225,90,550,2.2,939,5.8
UCL722018,31,0,280,50,754,1.4,1111,3.6
UCL722019,24,0,366,70,734,1.7,1424,4.9
UCL722020,49,1084,442,0,1093,1.3,1145,2
UCL722021,28,0,277,70,725,1.3,820,3.4
UCL722022,25,0,267,65,844,1.8,1125,4.5
UCL722023,26,0,294,50,743,1.3,1125,3.7
UCL722024,25,0,255,65,725,1.8,1083,4.1
UCL722025,20,0,231,55,511,2,1174,5.6
UCL722026,27,0,321,57,837,1.3,1098,3.4
UCL722027,29,0,237,30,474,1.7,1208,4.7
UCL722028,39,1560,466,82,955,0.9,945,2.3
UCL722029,34,0,255,40,517,1.2,630,3.6
UCL722030,20,0,237,15,724,2.1,1166,3.8
UCL722031,35,0,671,20,1625,1.1,1325,2.8
UCL722032,26,0,332,50,825,1.6,1125,3.7
UCL722033,48,1733,857,250,1924,1.1,1463,2.2
UCL722034,30,0,166,30,420,1.4,966,4.8
UCL722035,26,0,264,60,687,1.4,1194,4.5
UCL722036,25,0,397,70,1029,1.4,1771,4.7
UCL722037,29,0,258,75,659,2.2,743,3.7
UCL722038,25,0,327,60,687,1.3,1624,4.4
UCL722039,27,0,232,25,481,1.5,1042,5.3
UCL731777,34,2300,766,100,1962,1.1,1821,3
UCL779997,36,0,700,0,0,0,0,0
UCL799994,44,0,449,0,0,0,0,0
UCL802001,35,2058,1000,380,2444,0.8,2070,2.5
UCL822001,45,2167,880,315,2550,0.8,2055,2.5
UCL831777,35,2564,1053,245,2868,0.9,2592,3.1
UCL879997,0,0,0,0,0,0,0,0
UCL899994,36,0,447,0,0,0,0,0
UCL915001,40,1717,1166,152,2394,1,2144,2.7
UCL921001,49,1300,584,138,1231,0.8,949,2.1
UCL922001,40,0,469,205,1170,1,1531,3.9
UCL922002,28,0,968,247,2042,1,1833,2.8
UCL922003,43,0,1036,85,2333,1,2536,2.9
UCL931777,43,1350,572,115,1311,0.8,1095,2.4
UCL979997,39,0,1833,0,0,0,0,0
UCL999994,42,0,412,0,0,0,0,0
