UCL_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL222121,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,9,12,0,18
UCL222122,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,8
UCL231777,33,88,4,4,10,97,125,62,278,2898,2658,369,5918,234,264,501,6416,4256,164,10830
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL301001,130,446,45,44,82,532,555,415,1502,29100,18228,2260,49592,3018,2487,5504,55097,32031,817,87943
UCL302001,51,146,6,3,11,159,157,97,411,7526,6228,646,14399,687,782,1465,15869,8470,212,24549
UCL303001,16,51,7,0,7,54,87,48,195,2248,1684,190,4122,308,247,550,4670,2499,85,7260
UCL303002,11,67,0,0,3,70,74,35,179,2956,3080,257,6293,278,331,609,6906,3377,84,10359
UCL303003,3,25,0,0,0,21,39,20,79,1334,1086,92,2521,172,149,320,2835,1876,35,4746
UCL303004,10,37,8,3,13,51,64,31,148,2629,1577,202,4413,418,275,690,5106,2867,62,8034
UCL311001,7,10,3,3,9,17,29,23,69,563,572,54,1193,163,111,277,1468,1277,35,2779
UCL311002,10,13,3,3,4,22,27,14,64,502,575,56,1136,125,100,218,1357,1212,24,2591
UCL311003,10,31,5,0,3,35,44,10,88,982,702,80,1762,198,157,357,2120,1171,31,3322
UCL311004,6,14,3,6,6,20,24,19,68,849,622,75,1542,160,118,275,1816,1213,36,3063
UCL312001,0,5,5,3,5,14,7,10,29,396,257,33,686,130,62,195,878,515,15,1404
UCL312002,0,3,0,3,3,5,13,14,33,205,241,24,480,76,43,123,601,677,22,1299
UCL313001,0,3,0,0,0,3,5,4,12,97,100,6,204,31,15,44,250,153,4,407
UCL313002,0,6,3,0,3,7,11,0,17,153,157,20,331,31,20,48,379,373,3,759
UCL313003,0,3,0,0,0,3,6,0,13,147,109,10,270,20,14,33,304,236,3,545
UCL313004,3,3,0,0,0,6,3,3,7,149,87,9,248,24,13,42,290,116,3,406
UCL313005,0,0,0,0,0,0,4,0,7,143,145,14,303,37,25,61,363,239,0,598
UCL313006,0,3,0,0,0,7,9,7,27,213,246,22,485,57,51,109,592,594,12,1194
UCL313007,0,0,0,0,0,3,9,3,11,103,137,13,257,18,27,43,297,238,12,549
UCL313008,0,7,0,0,0,7,14,8,24,295,97,22,415,37,24,62,478,289,9,770
UCL313009,3,8,0,0,0,9,12,3,29,220,279,34,539,30,36,66,600,389,9,997
UCL313010,3,12,0,0,0,12,10,4,21,161,175,25,359,33,35,65,424,325,10,756
UCL313011,0,3,0,0,0,3,4,5,10,182,179,22,382,32,27,61,440,208,3,654
UCL314001,0,4,0,0,0,4,0,0,4,108,124,15,244,18,5,21,269,80,0,350
UCL314002,0,3,0,0,0,3,11,0,12,89,78,12,172,10,20,29,204,151,3,363
UCL314003,0,3,0,0,0,3,5,5,8,87,96,7,190,13,13,20,209,153,5,372
UCL314004,0,0,0,0,0,0,3,4,9,77,84,4,165,16,14,28,193,188,6,392
UCL314005,0,3,0,0,0,3,3,0,4,73,82,14,166,5,11,18,186,105,0,295
UCL314006,0,0,0,0,0,0,4,5,6,65,45,3,107,4,4,13,118,68,5,192
UCL314007,0,3,0,0,0,3,0,7,3,89,78,6,171,27,8,36,198,149,4,353
UCL314008,3,3,0,0,0,3,6,7,16,94,93,18,201,25,13,41,238,164,12,415
UCL314009,0,0,0,0,0,0,0,3,3,55,49,4,112,16,11,32,140,117,3,261
UCL314010,0,3,0,0,0,3,3,5,9,49,57,8,118,8,13,21,142,133,3,281
UCL314011,0,3,0,3,3,3,0,3,7,76,52,5,130,6,3,12,142,65,7,217
UCL314012,0,0,0,0,3,3,3,0,7,104,78,10,197,17,18,33,230,132,0,364
UCL314013,0,0,0,0,0,0,3,0,4,91,57,3,152,4,8,15,167,67,3,243
UCL314014,0,0,0,0,0,0,11,3,14,72,59,7,146,25,18,43,193,186,9,386
UCL314015,0,0,0,0,0,0,0,0,3,59,33,3,101,12,8,17,120,78,0,192
UCL314016,0,0,0,0,0,0,5,8,9,103,75,6,187,17,13,30,215,211,5,437
UCL314017,0,3,0,0,0,3,0,4,8,101,42,7,152,11,5,19,163,57,4,225
UCL314018,0,0,0,0,0,0,0,0,4,69,51,0,124,4,3,3,130,41,0,169
UCL314019,0,0,0,0,0,0,0,0,0,97,52,7,156,3,3,7,165,82,0,247
UCL314020,0,0,0,0,0,3,9,0,12,86,87,10,180,13,15,24,206,167,0,376
UCL314021,0,4,0,0,0,4,0,0,6,64,83,8,159,8,4,9,170,97,3,267
UCL314022,0,0,0,0,0,0,0,3,5,98,79,5,177,24,14,38,219,88,3,315
UCL315001,0,0,0,0,0,0,0,0,0,16,8,3,27,3,0,4,30,12,0,45
UCL315002,0,0,0,0,0,0,0,0,0,14,13,0,29,3,3,5,31,13,0,46
UCL315003,0,0,0,0,0,0,0,0,0,3,5,0,13,13,3,14,28,78,0,105
UCL315004,0,0,0,0,0,0,0,0,0,29,19,0,48,5,0,3,49,39,0,91
UCL315005,0,0,0,0,0,0,0,0,4,39,30,0,74,11,6,21,93,68,0,159
UCL315006,0,0,0,0,0,0,0,0,0,50,20,6,77,10,3,17,93,32,0,127
UCL315007,0,0,0,0,0,0,0,0,0,20,26,0,46,3,3,6,59,39,3,102
UCL315008,0,0,0,0,0,0,0,4,3,20,17,10,48,5,10,14,59,56,4,120
UCL315009,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,10,15,0,26
UCL315010,0,0,0,0,0,0,0,0,3,29,27,4,61,6,11,14,80,44,0,126
UCL315011,0,0,0,0,0,0,0,0,0,7,18,7,29,0,0,3,31,18,0,52
UCL315012,0,0,0,0,0,0,4,0,4,8,4,0,17,3,4,8,22,16,0,40
UCL315013,0,0,0,0,0,0,0,0,0,19,24,3,42,0,3,4,50,23,0,69
UCL315014,0,0,0,0,0,0,0,0,0,19,18,0,34,4,0,6,41,22,0,61
UCL315015,0,0,0,0,0,0,5,5,12,32,20,9,62,3,3,5,68,72,4,146
UCL315016,0,0,0,0,0,0,0,0,3,11,7,0,17,13,6,24,39,94,4,131
UCL315017,0,0,0,0,0,0,0,0,0,10,12,3,26,3,5,8,35,38,0,73
UCL315018,0,0,0,0,0,0,0,0,0,22,15,3,40,0,3,4,49,19,0,65
UCL315019,0,0,0,0,0,0,0,0,0,10,9,0,20,4,3,7,27,24,0,48
UCL315020,0,0,0,0,0,0,0,3,7,23,9,5,32,5,0,3,40,29,3,77
UCL315021,0,0,0,0,0,0,0,0,0,9,3,0,16,6,0,6,18,14,0,38
UCL315022,0,0,0,0,0,0,0,0,4,16,18,0,40,0,3,3,45,33,0,75
UCL315023,0,0,0,0,0,0,3,0,3,14,24,3,38,7,7,9,45,73,3,120
UCL315024,0,0,0,0,0,0,0,0,3,42,62,6,106,6,7,12,113,68,3,180
UCL315025,0,0,0,0,0,0,0,0,3,14,23,4,33,0,3,3,39,38,0,84
UCL315026,0,0,0,0,0,0,0,0,0,12,11,3,25,0,0,0,25,19,0,42
UCL315027,0,0,0,0,0,0,0,0,0,15,16,0,33,0,0,3,38,12,0,51
UCL315028,0,0,0,0,0,0,0,3,3,8,13,0,17,3,0,8,29,61,3,86
UCL315029,0,0,0,0,0,0,0,0,0,20,11,5,39,3,3,3,43,22,0,64
UCL315030,0,0,0,0,0,0,3,0,7,50,56,10,121,17,8,23,141,77,3,222
UCL315031,0,0,0,0,0,0,0,0,0,37,24,11,75,5,3,11,83,70,0,147
UCL315032,0,0,0,0,0,0,3,0,4,8,26,0,34,4,0,4,35,29,0,68
UCL315033,0,0,0,0,0,0,0,0,3,40,51,3,93,5,3,7,98,51,0,149
UCL315034,0,0,0,0,0,0,0,0,0,17,18,0,36,0,0,0,33,30,0,65
UCL315035,0,0,0,0,0,0,0,0,0,18,12,3,33,0,0,0,37,5,0,44
UCL315036,0,0,0,0,0,0,3,5,12,19,5,0,26,7,0,8,36,39,9,93
UCL315037,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
UCL315038,0,3,0,0,0,3,0,0,3,15,11,0,32,0,3,7,32,21,0,54
UCL315039,0,0,0,0,0,0,0,7,9,24,26,3,50,4,8,12,66,56,5,124
UCL315040,0,0,0,0,0,0,0,0,0,6,4,3,17,3,0,6,22,34,0,51
UCL315041,0,3,0,0,0,3,3,0,5,40,35,6,72,9,5,13,94,101,4,195
UCL315042,0,3,0,0,0,3,0,0,5,14,11,4,33,0,4,7,31,22,0,55
UCL315043,0,0,0,0,0,0,0,3,3,54,43,9,107,3,5,6,114,51,3,165
UCL315044,0,3,0,0,0,3,0,3,7,60,41,0,102,12,4,16,120,73,3,189
UCL315045,0,3,0,0,0,3,0,0,6,15,21,0,34,4,0,3,42,43,0,88
UCL315046,0,0,0,0,0,0,0,0,0,10,13,0,28,0,0,0,28,30,0,56
UCL315047,0,0,0,0,0,0,0,0,0,14,11,0,30,0,0,0,32,44,0,79
UCL315048,0,0,0,0,0,0,0,0,0,26,30,3,55,5,0,3,58,51,0,108
UCL315049,0,3,0,0,0,3,4,8,14,33,45,3,84,9,11,24,111,128,8,242
UCL315050,0,3,0,0,0,3,3,0,4,34,53,9,98,3,3,7,109,80,0,186
UCL315051,0,0,0,0,0,0,0,0,0,29,12,0,39,3,3,7,42,30,0,75
UCL315052,0,0,0,0,0,0,0,3,6,35,27,4,63,3,4,10,76,26,3,105
UCL315053,0,0,0,0,0,0,0,0,3,31,38,8,75,13,15,32,106,138,0,248
UCL315054,0,0,0,0,0,0,3,0,0,15,23,0,43,4,11,18,58,97,3,151
UCL315055,0,0,0,0,0,0,0,0,0,16,21,0,38,6,3,11,45,37,0,76
UCL315056,0,0,0,0,0,0,0,0,0,23,46,3,69,3,4,12,84,47,0,132
UCL315057,3,4,0,0,0,4,0,0,3,13,20,3,34,4,8,11,46,25,0,71
UCL315058,0,0,0,0,0,0,0,0,0,22,24,0,45,5,4,9,57,16,0,73
UCL315059,0,0,0,0,0,0,0,0,0,26,17,0,43,3,0,3,43,21,0,64
UCL315060,0,0,0,0,0,0,0,0,0,22,8,3,28,0,0,3,33,5,0,36
UCL315061,0,0,0,0,0,0,0,0,0,8,9,0,21,0,4,4,26,25,0,47
UCL315062,0,0,0,0,0,0,0,0,0,15,6,0,20,8,0,9,28,14,0,43
UCL315063,0,0,0,0,0,0,0,3,3,6,11,6,24,3,0,3,26,13,3,42
UCL315064,0,0,0,0,0,0,0,0,0,33,38,3,78,5,0,5,86,45,0,128
UCL315065,0,0,0,0,0,0,3,0,3,15,9,0,27,9,3,12,39,66,0,104
UCL315066,0,0,0,0,0,0,0,0,3,27,16,8,48,3,0,5,58,42,8,105
UCL315067,0,0,0,0,0,0,4,0,6,16,16,3,42,11,14,20,61,106,0,166
UCL315068,0,0,0,0,0,0,3,0,3,15,16,0,31,3,0,6,41,14,0,54
UCL315069,0,0,0,0,0,0,0,0,0,6,8,0,15,3,3,3,22,14,0,30
UCL315070,0,0,0,0,0,0,0,0,3,10,13,0,29,0,0,3,30,16,0,46
UCL315071,0,0,0,0,0,0,3,4,3,19,15,0,34,10,0,10,43,60,4,109
UCL315072,0,0,0,0,0,0,3,0,4,34,25,0,61,11,3,13,73,111,4,188
UCL315073,0,0,0,0,0,0,0,3,3,6,17,3,32,3,4,4,33,17,3,54
UCL315074,0,0,0,0,0,0,3,0,3,52,52,8,117,14,8,23,139,95,3,233
UCL315075,0,0,0,0,0,0,0,0,0,24,20,4,51,6,14,21,68,128,0,200
UCL315076,0,0,0,0,0,0,3,3,9,62,54,0,122,5,4,6,127,45,3,180
UCL315077,0,0,0,0,0,0,0,0,3,24,22,5,52,8,0,4,56,54,0,110
UCL315078,0,0,0,0,0,0,0,0,0,17,29,0,49,0,3,3,53,42,0,97
UCL315079,0,0,0,0,0,0,6,0,6,45,43,5,91,0,3,6,98,29,0,134
UCL315080,0,0,0,0,0,0,3,0,3,46,36,5,87,10,6,12,103,66,0,168
UCL315081,0,0,0,0,0,0,3,0,3,8,9,0,17,3,0,3,19,19,3,40
UCL315082,0,0,0,0,0,0,0,0,0,12,7,0,12,0,0,0,16,4,0,22
UCL315083,0,0,0,0,0,0,0,0,0,12,12,0,23,3,0,3,29,34,0,59
UCL315084,0,0,0,0,0,0,0,0,3,39,26,0,68,15,3,15,80,72,0,155
UCL315085,0,0,0,0,0,0,4,4,10,8,29,6,38,5,8,13,55,99,9,160
UCL315086,0,0,0,0,0,0,0,0,3,16,11,0,28,0,0,0,30,16,0,42
UCL315087,0,0,0,0,0,0,0,4,3,43,31,5,90,14,7,24,107,82,6,189
UCL315088,0,3,0,0,0,3,0,0,4,37,22,0,61,4,4,6,69,46,0,110
UCL315089,0,0,0,0,0,0,3,3,10,37,62,3,97,9,14,21,126,97,10,229
UCL315090,0,6,0,0,0,6,3,3,13,47,25,9,79,8,3,9,89,52,9,146
UCL315091,0,0,0,0,0,0,0,0,0,10,0,3,7,0,0,0,7,0,0,7
UCL315092,0,0,0,0,0,0,0,0,3,11,10,0,26,4,3,9,30,42,0,76
UCL315093,0,0,0,0,0,0,0,0,0,4,7,0,15,0,0,4,15,27,0,47
UCL315094,0,0,0,0,0,0,0,0,4,16,20,0,35,12,7,17,49,59,0,110
UCL315095,0,0,0,0,0,0,3,0,3,27,15,3,50,3,5,4,54,47,0,102
UCL315096,0,0,0,0,0,0,0,0,0,39,20,0,64,7,5,11,76,26,3,107
UCL315097,0,0,0,0,0,0,0,0,0,24,9,3,33,4,0,4,37,11,0,48
UCL315098,0,0,0,0,0,0,0,0,3,56,10,7,73,0,0,3,73,9,3,79
UCL315099,0,0,0,0,0,0,0,0,0,25,27,8,59,0,0,0,59,26,0,86
UCL315100,0,0,0,0,0,0,0,0,0,7,4,0,14,3,0,3,20,31,0,48
UCL315101,0,0,0,0,0,0,0,0,0,17,17,0,42,3,0,3,41,17,0,54
UCL315102,0,0,0,0,0,0,3,0,3,16,26,3,45,3,5,9,49,40,3,90
UCL315103,0,0,0,0,0,0,0,0,0,8,12,3,29,3,0,0,28,13,0,46
UCL315104,0,0,0,0,0,0,0,0,5,28,26,3,58,3,3,4,61,45,3,109
UCL315105,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,5,12,7,0,22
UCL315106,0,0,0,0,0,0,0,0,0,15,11,0,29,3,3,3,36,16,0,46
UCL315107,0,0,0,0,0,0,0,0,0,19,26,7,52,3,3,6,55,43,0,99
UCL315108,0,3,0,0,0,4,0,0,4,37,21,7,62,38,3,42,99,143,7,254
UCL315109,0,4,0,0,0,4,0,0,0,75,65,5,149,6,11,18,167,72,0,242
UCL315110,0,0,0,0,0,0,0,0,0,14,14,3,29,0,0,0,31,16,0,46
UCL321001,0,0,0,0,0,0,0,0,0,5,10,0,14,0,4,4,15,10,0,30
UCL321002,0,0,0,0,0,0,0,0,3,10,3,3,11,3,0,3,16,18,0,36
UCL321003,0,0,0,0,0,0,0,0,0,9,7,0,15,0,0,0,15,23,0,42
UCL321004,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,10,14,0,26
UCL321005,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,6,10,0,24
UCL321006,0,0,0,0,0,0,0,0,0,13,5,0,18,3,3,5,25,18,0,40
UCL321007,0,0,0,0,0,0,0,0,0,11,12,0,17,0,0,0,18,36,3,58
UCL321008,0,0,0,0,0,0,0,0,0,9,11,0,23,0,4,3,23,12,0,41
UCL321009,0,0,0,0,0,0,0,0,0,14,3,0,11,0,0,6,20,24,0,42
UCL321010,0,3,0,0,0,3,0,0,4,18,10,0,26,0,0,0,26,12,0,45
UCL321011,0,0,0,0,0,0,0,0,0,3,3,3,14,0,0,0,14,3,0,17
UCL321012,0,0,0,0,0,0,0,3,3,14,5,0,18,0,0,4,22,10,5,40
UCL321013,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,11,6,0,11
UCL321014,0,0,0,0,0,0,3,0,3,4,8,0,7,3,0,3,10,23,0,36
UCL321015,0,0,0,0,0,0,0,0,0,3,3,0,11,3,0,3,12,3,0,14
UCL321016,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,5,18,15,0,36
UCL321017,0,0,0,0,0,0,0,0,0,4,13,0,16,0,0,0,16,18,0,35
UCL321018,0,0,0,0,0,0,0,0,3,0,10,0,11,3,0,7,15,18,0,36
UCL321019,0,0,0,0,0,0,0,0,0,5,5,0,16,0,0,6,18,9,0,22
UCL321020,0,0,0,0,0,0,0,0,0,8,11,4,21,0,0,0,16,15,0,28
UCL321021,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,3,17,10,0,22
UCL321022,0,0,0,0,0,0,0,0,0,3,4,0,10,0,4,3,13,12,0,23
UCL321023,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,14,10,0,24
UCL321024,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,3,10,3,3,19
UCL321025,0,0,0,0,0,0,5,0,5,7,3,0,14,0,0,0,14,10,0,28
UCL321026,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,7,7,0,12
UCL321027,0,0,0,0,0,0,0,0,0,15,7,0,27,0,0,0,29,13,0,40
UCL321028,0,0,0,0,0,0,0,0,0,8,7,0,11,0,3,3,18,13,0,28
UCL321029,0,0,0,0,0,0,0,0,0,5,6,0,20,0,3,6,20,16,0,37
UCL321030,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,3,11,21,0,30
UCL321031,0,0,0,0,0,0,0,0,3,19,20,3,33,0,0,0,34,27,0,59
UCL321032,0,0,0,0,0,0,0,0,0,18,11,4,38,0,3,4,38,23,0,59
UCL321033,0,0,0,0,0,0,0,0,0,8,14,0,21,0,0,0,21,11,0,33
UCL321034,0,0,0,0,0,0,3,0,7,20,11,0,32,0,0,3,36,41,0,77
UCL321035,0,0,0,0,0,0,0,0,0,8,9,6,19,3,3,9,25,44,0,69
UCL321036,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,8,3,0,11
UCL321037,0,0,0,0,0,0,0,0,0,8,6,0,12,0,0,0,19,7,0,25
UCL321038,0,0,0,0,0,0,0,0,3,13,21,0,33,3,0,7,32,35,0,66
UCL321039,0,0,0,0,0,0,0,0,0,4,3,0,12,7,0,8,16,25,0,47
UCL321040,0,0,0,0,0,0,0,0,4,10,5,0,19,3,0,0,24,28,0,56
UCL321041,0,0,0,0,0,0,0,0,0,14,20,0,31,0,7,7,37,7,0,48
UCL321042,0,0,0,0,0,0,0,0,0,4,5,0,16,3,0,3,20,4,0,26
UCL321043,0,0,0,0,0,0,0,0,0,8,11,0,16,0,0,0,16,5,0,29
UCL321044,0,0,0,0,0,0,3,0,3,5,11,0,20,4,0,5,19,32,0,57
UCL321045,0,0,0,0,0,0,0,0,0,6,3,0,14,3,0,3,14,4,0,18
UCL321046,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,9,0,0,9
UCL321047,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,11,13,0,19
UCL321048,0,0,0,0,0,0,0,0,0,18,10,0,26,0,7,4,28,10,0,45
UCL321049,0,0,0,0,0,0,0,0,3,0,3,0,4,5,3,11,14,34,0,48
UCL321050,0,0,0,0,0,0,0,0,0,8,3,3,9,0,0,0,14,0,0,16
UCL321051,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9
UCL321052,0,0,0,0,0,0,0,0,0,15,9,3,22,0,0,3,27,22,0,46
UCL321053,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,4,12,9,0,19
UCL321054,0,0,0,0,0,0,0,0,0,4,4,0,7,4,0,6,14,14,0,25
UCL321055,0,0,0,0,0,0,0,0,0,9,9,0,27,4,0,12,33,22,0,52
UCL321056,0,0,0,0,0,0,0,0,0,8,3,0,19,0,3,3,23,24,0,48
UCL321057,0,0,0,0,0,0,0,0,0,4,9,0,16,8,3,13,26,20,0,50
UCL321058,0,0,0,0,0,0,4,0,4,3,6,0,10,0,0,0,10,14,0,20
UCL321059,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,11,7,0,23
UCL321060,0,0,0,0,0,0,0,0,0,8,13,0,23,0,0,0,24,11,0,41
UCL321061,0,0,0,0,0,0,0,0,0,8,15,0,21,0,0,0,21,19,0,46
UCL321062,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,4,12,24,0,39
UCL321063,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,13,26,0,36
UCL321064,0,0,0,0,0,0,0,0,0,6,9,0,18,4,0,4,21,18,0,41
UCL321065,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,5,0,0,8
UCL321066,0,0,0,0,0,0,0,0,0,10,7,3,20,0,0,0,20,10,0,26
UCL321067,0,0,0,0,0,0,0,0,0,9,3,3,14,0,0,0,12,12,0,29
UCL321068,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,7,12,0,20
UCL321069,0,0,0,0,0,0,0,0,0,11,6,0,19,9,3,10,29,51,0,78
UCL321070,0,0,0,0,0,0,0,0,0,4,12,0,11,0,0,0,11,17,0,29
UCL321071,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,7,18,0,21
UCL321072,0,0,0,0,0,0,0,0,0,7,18,0,23,6,0,6,21,22,0,42
UCL321073,0,0,0,0,0,0,7,0,6,3,7,0,15,0,0,7,22,30,0,47
UCL321074,0,0,0,0,0,0,0,0,3,14,11,0,27,3,0,4,29,11,3,40
UCL321075,0,0,0,0,0,0,0,0,0,3,4,0,11,0,4,3,16,20,0,34
UCL321076,0,0,0,0,0,0,0,0,0,12,8,0,22,0,3,3,21,10,0,28
UCL321077,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,9
UCL321078,0,0,0,0,0,0,0,0,0,6,4,0,9,4,5,6,22,8,0,22
UCL321079,0,0,0,0,0,0,0,0,0,14,6,0,21,0,0,0,23,12,0,41
UCL321080,0,0,0,0,0,0,0,0,0,6,8,3,21,0,0,0,20,9,0,30
UCL321081,0,0,0,0,0,0,0,0,0,9,10,0,14,3,0,3,18,17,0,34
UCL321082,0,0,0,0,0,0,0,0,0,6,3,0,15,3,0,5,15,5,0,22
UCL321083,0,0,0,0,0,0,0,0,0,11,5,0,15,3,0,5,16,52,0,64
UCL321084,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,4,0,9
UCL321085,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,3,12,4,0,16
UCL321086,0,0,0,0,0,0,4,3,11,17,3,5,27,3,3,3,37,53,8,92
UCL321087,0,0,0,0,0,0,0,0,0,4,4,3,11,0,0,3,11,11,0,24
UCL321088,0,0,0,0,0,0,0,0,3,7,6,0,7,3,4,5,13,11,0,22
UCL321089,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,15
UCL321090,0,0,0,0,0,0,0,0,0,15,9,4,25,0,4,3,26,23,3,56
UCL321091,0,0,0,0,0,0,0,0,3,7,10,3,21,0,0,0,17,4,0,29
UCL321092,0,0,0,0,0,0,0,0,0,4,8,0,11,0,0,3,11,41,0,54
UCL321093,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
UCL321094,0,0,0,0,0,0,0,0,0,11,4,3,16,0,0,0,13,8,0,24
UCL321095,0,0,0,0,0,0,0,3,3,3,3,0,14,4,5,9,20,33,3,54
UCL321096,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,3,16,9,0,22
UCL321097,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,4,12,0,18
UCL321098,0,0,0,0,0,0,0,0,0,7,13,0,16,3,0,3,23,6,0,22
UCL321099,0,0,0,0,0,0,0,0,3,4,0,0,5,0,3,3,12,22,0,29
UCL321100,0,0,0,0,0,0,0,0,0,4,12,0,12,0,0,3,18,13,0,34
UCL321101,0,0,0,0,0,0,0,0,0,9,3,0,12,0,0,0,12,6,0,25
UCL321102,0,0,0,0,0,0,0,0,0,5,10,0,19,0,0,3,21,8,0,29
UCL321103,0,0,0,0,0,0,0,0,0,7,3,0,12,0,3,3,17,6,0,22
UCL321104,0,0,0,0,0,0,0,0,0,12,9,0,20,0,0,0,20,20,0,38
UCL321105,0,0,0,0,0,0,3,0,3,9,3,0,14,0,0,3,11,26,0,44
UCL321106,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,13,0,0,15
UCL321107,0,0,0,0,0,0,0,0,0,3,5,0,15,0,0,0,12,22,0,32
UCL321108,0,0,0,0,0,0,0,0,0,7,0,0,11,3,0,3,16,11,0,27
UCL321109,0,0,0,0,0,0,0,0,0,13,11,0,17,3,3,4,23,11,0,35
UCL321110,0,0,0,0,0,0,0,0,0,10,10,0,19,0,0,0,19,9,0,30
UCL321111,0,0,0,0,0,0,0,0,0,13,14,0,19,0,0,3,27,18,0,44
UCL321112,0,0,0,0,0,0,0,0,0,11,5,0,14,0,0,0,14,17,0,27
UCL321113,0,0,0,0,0,0,0,0,3,6,5,3,17,3,0,3,17,12,0,32
UCL321114,0,0,0,0,0,0,3,0,3,13,10,0,23,3,0,3,24,9,0,37
UCL321115,0,0,0,0,0,0,0,0,0,9,15,0,19,0,0,0,19,16,0,35
UCL321116,0,0,0,0,0,0,0,0,0,6,4,0,13,3,0,4,19,29,0,46
UCL321117,0,0,0,0,0,0,0,0,4,19,8,3,25,8,8,13,41,69,4,110
UCL321118,0,0,0,0,0,0,0,0,0,8,0,0,8,3,3,8,16,11,0,27
UCL321119,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,12,19,0,31
UCL322001,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
UCL322002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL322004,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,8,0,10
UCL322005,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,3,12,3,0,15
UCL322006,0,0,0,0,0,0,0,0,0,5,3,0,6,3,0,3,8,4,0,15
UCL322007,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,8
UCL322008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
UCL322009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
UCL322010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
UCL322011,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,4,0,3
UCL322012,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,3,9,3,0,10
UCL322013,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,8,7,0,12
UCL322014,0,0,0,0,0,0,0,0,0,3,12,0,12,0,0,0,12,17,0,28
UCL322015,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,0,0,11
UCL322016,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,6,16,0,20
UCL322017,0,0,0,0,0,0,0,0,0,4,3,0,10,3,0,3,9,9,0,19
