UCL_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL415027,3,0,0,0,3,0,0,3,72,5,3,3,79,0,0,0,83,0,0,85,266,32,21,0,318,11,0,11,325,5,5,333,10,0,6,0,20,0,0,0,20,0,0,20,9,0,0,4,11,0,0,0,11,0,0,11,353,33,25,8,422,12,0,9,431,10,5,443,3,0,0,0,3,0,0,0,3,3,0,8,14,0,0,0,14,0,0,0,14,8,3,18,13,0,0,0,13,0,0,0,13,11,3,22,366,33,25,8,439,12,0,9,450,14,8,467,122,32,3,0,156,0,0,0,161,58,0,218,0,0,0,0,0,0,0,0,0,0,0,0,491,70,33,8,599,10,0,13,605,76,8,686
UCL415028,3,0,0,0,3,0,0,3,50,13,0,7,68,0,0,0,68,0,0,71,113,33,5,0,147,0,0,0,147,12,0,163,8,3,0,0,10,0,0,0,10,3,0,14,3,0,0,0,5,0,0,0,5,0,0,5,180,45,4,7,230,0,0,0,230,17,0,253,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,3,3,10,0,0,10,6,3,0,0,11,0,3,0,17,0,0,17,187,52,4,7,242,0,3,0,245,17,0,266,55,27,0,0,84,12,3,11,97,39,0,136,0,0,0,0,0,0,0,0,0,0,0,0,239,75,6,7,327,12,3,14,343,64,0,401
UCL415029,0,0,0,0,0,0,0,0,21,5,0,0,28,0,0,0,28,0,0,28,94,13,0,0,111,0,0,0,111,7,0,118,7,0,0,0,8,0,0,0,8,0,0,6,0,0,0,3,5,0,0,0,5,0,0,5,126,20,0,3,156,0,0,0,156,4,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,4,0,10,0,6,0,0,3,0,0,0,3,4,0,10,131,23,0,3,161,0,0,0,161,7,0,166,54,20,0,0,76,0,0,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,183,44,5,3,232,0,0,0,232,11,0,241
UCL415030,13,0,3,3,18,0,0,17,198,29,6,3,236,3,0,3,239,15,0,254,365,42,0,4,411,3,0,6,415,6,0,428,48,3,7,0,59,0,0,0,55,0,0,55,7,0,0,4,9,0,0,0,9,0,0,9,621,68,12,14,709,6,5,9,724,26,0,747,9,0,0,0,9,0,0,0,11,0,0,11,9,3,0,0,6,0,0,0,8,0,0,8,11,3,0,0,15,7,0,7,16,0,0,16,629,70,12,14,727,13,5,14,742,26,0,763,149,30,4,0,181,5,0,5,180,22,0,209,0,0,0,3,3,0,0,0,3,0,0,3,776,94,19,19,910,14,5,20,928,51,0,977
UCL415031,0,0,0,0,0,0,0,0,22,3,0,0,27,0,0,0,29,3,0,29,58,5,4,0,69,0,0,0,69,6,0,77,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,4,5,0,0,0,5,0,0,5,86,14,11,4,108,0,0,0,108,13,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,14,11,4,108,0,0,0,108,13,0,124,21,5,0,0,30,3,3,7,35,11,0,41,0,0,0,0,0,0,0,0,0,0,0,0,105,18,12,4,137,3,5,8,143,21,0,163
UCL415032,0,0,0,0,0,0,0,0,46,3,0,0,51,0,0,0,51,6,0,57,88,0,3,0,91,0,0,0,91,0,0,95,6,0,0,3,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,141,3,3,3,152,0,0,0,152,4,0,163,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,7,0,0,0,7,0,0,7,153,3,3,3,165,0,0,0,165,4,0,168,30,4,0,0,38,0,0,0,38,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,181,12,6,3,205,0,0,0,205,11,0,212
UCL415033,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,22,8,0,0,30,0,3,3,33,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,28,8,0,0,33,0,3,3,41,16,0,54,0,0,0,0,0,4,0,4,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,6,28,8,0,0,33,4,3,5,40,15,0,58,10,9,0,6,26,0,0,0,23,21,0,45,0,0,0,0,0,0,0,0,0,0,0,0,38,13,0,8,62,4,3,5,68,32,0,104
UCL415034,0,0,0,0,0,0,0,0,14,0,3,0,20,0,0,0,20,0,0,20,42,0,0,0,42,0,0,0,42,4,0,44,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,3,3,0,62,0,0,0,62,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,3,0,62,0,0,0,67,4,0,67,8,0,0,3,11,3,0,3,15,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,63,3,6,3,78,6,0,6,79,9,0,86
UCL415035,3,0,0,0,3,0,0,3,90,14,0,0,107,3,0,5,108,14,0,123,150,30,3,3,183,0,0,0,183,12,0,201,9,0,4,0,11,0,0,0,11,0,0,14,0,0,0,8,8,0,0,0,8,0,0,4,252,47,6,6,309,3,0,5,316,29,0,346,0,0,0,0,4,0,4,0,3,9,0,12,15,4,0,0,18,3,0,3,20,0,0,20,15,3,0,0,19,3,4,7,26,9,0,28,263,50,6,6,330,8,4,11,341,35,0,372,95,18,8,3,118,14,5,17,139,45,0,178,0,0,0,0,0,0,0,0,0,0,0,0,359,69,14,8,449,20,7,24,475,81,0,555
UCL415036,0,0,0,0,0,0,0,0,27,3,0,0,31,0,0,0,31,0,0,31,31,6,0,0,44,0,0,0,44,3,0,45,4,0,3,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,62,8,3,0,77,0,0,0,77,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,3,0,77,0,0,0,78,3,0,82,13,0,0,0,16,0,0,0,15,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,79,12,3,0,95,0,0,0,95,5,0,102
UCL415037,0,0,0,0,0,0,0,0,190,8,4,0,206,8,0,8,217,4,0,222,287,19,10,0,314,4,0,4,314,9,0,325,36,0,11,0,47,0,0,0,47,0,0,47,0,0,3,4,10,0,0,0,10,0,0,10,517,32,25,10,577,11,0,11,589,21,0,604,10,3,0,0,13,3,0,3,19,0,0,19,37,0,0,0,37,0,0,0,37,0,0,37,52,3,0,0,50,3,0,3,53,0,0,53,567,29,25,10,629,16,0,16,643,21,0,664,189,11,8,18,221,0,0,0,221,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,752,45,31,22,846,16,0,16,858,18,0,880
UCL415038,0,0,0,0,0,0,0,0,27,3,0,0,29,0,0,0,29,3,0,29,25,11,0,0,37,0,0,0,36,3,0,42,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,0,72,0,0,0,77,7,0,77,3,0,0,0,4,0,0,0,4,0,0,4,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,12,0,0,0,12,0,0,12,65,14,0,0,82,0,0,0,87,7,0,89,24,10,0,0,30,0,0,4,34,21,4,58,0,0,0,0,0,0,0,0,0,0,0,0,86,26,0,0,114,0,3,7,117,22,4,144
UCL415039,5,0,0,0,5,0,0,8,137,15,0,0,157,8,0,8,159,7,0,173,289,27,3,0,312,0,0,0,312,0,6,317,12,0,4,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,440,38,9,0,491,8,0,8,501,14,8,513,3,0,3,0,6,3,0,3,7,0,0,7,11,0,0,0,10,0,0,0,10,0,0,10,15,0,3,0,19,3,0,3,19,0,0,19,457,37,13,0,510,12,0,12,521,14,8,535,100,7,0,3,116,0,0,0,118,13,0,132,0,0,0,0,0,0,0,0,0,0,0,0,556,47,13,3,621,12,0,12,632,29,6,669
UCL415040,0,0,0,0,0,0,0,0,35,0,0,0,37,0,0,0,37,0,0,36,64,9,0,0,71,0,0,0,71,0,0,69,3,0,0,0,7,0,0,0,7,0,0,7,3,0,0,3,7,0,0,0,7,0,0,7,102,8,0,3,119,0,0,0,119,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,8,0,3,116,0,0,0,116,0,0,120,14,0,0,0,16,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,112,8,3,3,129,0,0,0,129,3,0,131
UCL415041,3,0,0,0,3,0,0,3,69,9,3,3,87,0,0,0,88,8,0,95,139,10,3,0,152,0,0,0,152,8,0,162,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,207,27,10,3,243,0,0,0,244,17,0,260,3,0,0,0,3,0,0,0,3,0,0,3,3,7,0,0,12,0,0,0,12,0,0,12,5,7,0,0,15,0,0,0,15,0,0,15,216,29,10,3,254,0,0,0,259,17,0,277,65,20,0,0,81,0,0,0,81,8,0,94,0,0,0,0,0,0,0,0,0,0,4,4,274,54,10,3,340,0,0,0,344,30,4,369
UCL415042,0,0,0,0,0,0,0,0,11,5,0,0,16,0,0,0,16,5,0,27,53,6,0,0,65,5,0,5,66,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13,0,0,82,5,0,5,90,5,0,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,7,76,13,0,0,90,5,0,5,94,5,0,105,38,6,4,0,44,0,0,0,42,17,0,60,0,0,0,0,0,0,0,0,0,0,0,0,112,16,4,0,136,7,0,7,142,24,0,164
UCL415043,0,0,0,0,0,0,0,0,64,10,0,0,72,3,0,3,70,5,0,75,103,18,0,4,128,3,3,5,131,14,0,153,7,0,10,0,18,0,0,0,18,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,179,27,8,5,221,10,3,12,227,24,0,250,0,4,0,0,4,0,0,0,4,3,0,9,3,3,0,0,5,3,3,4,12,0,0,12,3,4,0,0,5,3,3,4,15,3,0,20,181,29,8,5,224,7,4,14,242,29,0,268,54,14,13,3,82,7,3,12,99,37,0,134,0,0,0,0,0,0,0,0,0,0,3,7,231,43,20,7,311,16,7,29,336,64,8,403
UCL415044,7,0,0,0,7,0,0,7,97,12,0,0,104,3,3,7,109,3,0,110,146,28,3,0,181,0,0,0,184,4,0,186,27,3,3,0,31,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,264,38,3,0,313,3,3,5,317,8,0,326,7,3,0,3,13,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,9,5,0,10,16,3,0,3,19,0,0,0,20,5,0,23,279,46,3,3,333,3,3,10,339,8,0,352,72,14,4,0,87,3,0,3,88,11,0,98,0,0,0,0,0,0,0,0,0,0,3,3,354,60,6,3,424,3,3,12,433,20,3,458
UCL415045,7,0,0,0,11,0,0,11,76,16,0,0,92,0,0,0,92,5,0,104,170,36,0,0,214,5,0,6,219,3,0,222,16,0,3,0,23,0,0,0,23,3,0,25,3,0,0,3,8,0,0,0,8,0,0,8,273,55,8,6,335,5,0,6,339,11,0,352,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,10,3,3,0,0,10,0,0,0,6,0,0,6,277,53,8,6,343,9,0,9,352,11,0,359,51,8,0,0,60,5,0,5,59,9,0,67,0,0,0,0,0,0,0,0,0,0,3,3,326,64,5,6,403,12,0,9,411,20,3,433
UCL415046,10,0,0,0,10,0,0,10,69,13,3,0,81,3,0,3,81,8,0,91,109,6,0,7,125,0,0,0,122,3,0,129,13,0,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,191,20,3,7,218,3,4,9,220,11,0,234,3,0,0,0,3,0,0,0,3,0,0,3,4,0,4,0,5,0,0,0,5,0,0,5,8,0,4,0,8,0,0,0,8,0,0,8,195,20,3,7,229,3,4,9,231,11,0,241,58,11,0,5,71,0,0,0,75,4,0,74,0,0,0,0,0,0,0,0,0,0,3,3,257,30,3,5,296,6,4,10,305,13,3,317
UCL421001,0,0,0,0,0,0,0,0,5,5,0,0,13,0,0,0,13,3,0,11,27,19,0,0,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,51,0,0,0,51,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,0,0,3,0,3,4,0,0,4,36,21,0,0,56,3,0,3,57,3,0,59,12,7,0,0,23,0,0,0,23,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,74,3,0,3,76,3,0,85
UCL421002,0,0,0,0,0,0,0,0,28,0,0,0,26,0,3,3,30,0,0,30,28,7,0,0,41,4,0,4,43,3,0,47,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,15,0,0,71,4,3,8,80,3,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,15,0,0,71,4,3,8,80,3,0,82,14,0,3,0,14,0,3,3,17,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,74,15,3,0,87,4,3,9,96,9,4,108
UCL421003,0,0,0,0,0,0,0,0,51,0,3,0,56,0,0,0,56,7,0,60,53,5,0,0,64,0,0,0,64,0,0,64,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,110,11,9,3,122,0,0,0,122,7,0,133,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,110,11,9,3,122,3,0,3,129,7,0,134,24,0,0,0,24,0,0,0,24,4,0,31,3,0,0,0,3,0,0,0,3,0,0,3,135,11,9,3,154,3,0,3,153,12,0,167
UCL421004,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,3,0,8,33,14,0,0,49,3,0,3,48,0,0,48,9,3,0,0,8,0,0,0,8,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,45,17,0,0,59,3,0,3,64,7,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,17,0,0,59,3,0,3,64,7,0,71,24,11,0,0,31,0,0,0,31,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,67,24,0,0,89,3,0,3,95,9,0,101
UCL421005,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,14,0,0,14,69,0,0,0,69,0,0,0,69,0,0,69,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,84,0,0,0,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,84,0,0,0,84,0,0,84,22,0,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,101,0,0,0,101,0,0,101
UCL421006,0,0,0,0,0,0,0,0,27,3,0,0,28,0,0,0,28,0,0,28,76,8,0,0,89,0,0,0,89,0,0,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,0,7,125,0,0,0,125,0,0,125,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,0,3,0,0,0,3,0,0,3,107,17,0,7,130,0,0,0,130,0,0,130,17,3,0,0,16,0,0,0,16,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,126,20,0,3,145,0,0,0,145,0,0,149
UCL421007,0,0,0,0,0,0,0,0,14,3,0,0,19,0,0,0,19,0,0,19,19,4,0,0,27,0,0,0,27,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,41,0,0,0,41,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,41,0,0,0,41,4,0,42,10,0,0,0,10,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,41,7,0,0,50,4,0,4,53,7,0,57
UCL421008,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,17,59,4,5,0,73,0,0,0,73,3,0,75,6,0,0,0,6,0,0,0,3,0,0,3,3,0,0,3,7,0,0,0,7,0,0,7,83,4,5,4,96,0,0,0,100,3,0,97,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,83,4,5,4,96,3,0,5,101,3,0,103,10,3,0,3,14,3,0,3,15,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,88,3,5,8,109,6,0,7,121,10,0,127
UCL421009,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,17,0,0,24,47,5,0,0,54,0,0,0,54,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,0,72,0,0,0,72,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,67,5,0,0,74,0,0,0,74,5,0,82,13,0,0,0,13,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,85,0,0,0,85,9,0,94
UCL421010,4,0,0,0,4,0,0,4,30,13,0,0,40,3,0,3,41,0,0,41,59,4,0,0,60,0,0,0,60,0,0,60,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,89,21,0,0,109,3,0,3,112,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,21,0,0,111,3,0,3,107,0,0,107,28,3,0,0,28,0,0,0,28,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,113,22,0,0,135,3,0,3,139,4,0,139
UCL421011,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,3,3,0,0,4,0,0,0,4,0,0,4,30,3,0,0,36,0,0,0,36,0,0,36,16,3,0,0,17,7,0,7,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,52,7,0,7,57,0,0,57
UCL421012,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,4,25,6,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,3,0,35,0,0,0,40,0,0,40,0,0,0,0,0,3,0,3,3,0,0,3,3,3,0,0,4,0,0,0,4,0,0,4,0,3,0,0,5,3,0,3,5,0,0,5,27,14,3,0,44,0,0,0,46,0,0,46,17,0,0,0,17,0,0,0,18,15,0,32,0,0,0,0,0,0,0,0,0,0,0,0,45,14,3,0,56,3,0,3,66,15,0,79
UCL421013,0,0,0,0,3,0,0,4,42,9,0,0,48,0,0,0,47,0,0,55,74,0,0,0,78,3,0,9,84,0,0,87,7,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,128,8,3,0,141,10,0,11,146,6,0,156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,4,0,0,4,3,0,0,4,4,0,0,0,4,0,0,9,129,8,3,4,148,10,0,11,151,7,0,163,31,8,0,0,35,0,0,0,35,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,158,16,3,4,183,10,0,11,189,11,0,199
UCL421014,3,0,0,0,3,0,0,3,23,3,0,0,22,0,0,0,22,0,0,26,41,3,0,0,50,0,0,0,50,0,0,50,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,0,77,0,0,0,77,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9,0,0,77,0,0,0,77,0,0,84,10,0,0,0,10,0,0,0,10,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,80,9,0,0,91,0,0,0,91,10,0,102
UCL421015,0,0,0,0,0,0,0,0,15,3,0,0,20,4,0,4,25,3,0,24,29,3,0,0,32,0,0,0,32,5,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,54,4,0,4,58,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,55,4,0,4,57,9,0,67,15,9,0,0,22,0,0,0,22,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,55,16,0,0,76,4,0,4,77,23,0,102
UCL421016,0,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,18,0,0,19,56,9,0,0,61,0,0,0,61,3,0,64,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,82,0,0,0,82,4,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,0,82,0,0,0,82,4,0,89,25,0,0,0,32,0,3,3,35,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,102,17,0,0,111,0,3,3,115,6,0,124
