UCL_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL522063,0,0,0,0,11,0,14,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,8,31,0,53,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,0
UCL522064,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522065,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,12,0,14,0,0,0,0,0,0,4,0,0,0,0,11,0,12,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,8,0,0,4,14,50,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UCL522066,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522067,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL522068,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,18,0,0,0,0,0,0,0,3,0,6,0,27,9,39,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL531777,80,39,849,704,2496,359,4531,185,62,724,579,3864,144,5561,35,11,203,171,1360,93,1874,3,3,54,51,317,14,444,37,18,338,456,3895,178,4922,12,8,72,77,366,22,549,3,6,86,90,510,35,736,17,9,108,90,439,36,706,14,12,74,159,748,72,1074,3,3,20,20,58,10,117,11,10,62,62,64,11,217,3,0,44,63,190,22,322,109,39,553,245,525,48,1519,6,6,56,63,400,37,568,52,28,200,319,679,41,1316,79,92,360,117,215,31,902,64,26,218,98,153,23,591,6,0,62,31,140,14,257,12,5,47,65,995,42,1168,38,15,125,106,833,173,1285,786,390,4253,3567,18249,1413,28667,56,120,781,610,750,262,2579,41,34,229,155,299,25,782,21,26,142,116,212,31,552,4,6,28,14,32,3,81,7,20,135,145,278,40,629,5,8,49,55,106,18,236,19,17,208,223,622,88,1171,13,16,181,171
UCL579997,0,0,0,3,7,0,14,6,0,8,14,51,3,79,0,0,0,0,6,0,11,0,0,0,0,3,0,5,0,0,0,3,10,0,19,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,23,13,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,27,3,45,9,3,25,53,134,11,234,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,8,0,5,8,25,5,44,5,0,29,7,91,8,136,0,0,3,7,22,0,36,0,0,0,0,13,0,10,3,0,3,3,102,7,117,0,0,0,0,12,0,11,0,0,6,3,12,0,26,0,0,5,4,32,0,52,0,0,10,13,29,3,55,0,0,0,0,4,0,5,0,0,0,3,3,0,9,0,0,0,0,4,0,11,5,0,22,7,12,0,42,0,0,3,3,18,0,27,0,0,7,0,16,0,27,4,4,9,3,0,0,19,7,0,10,0,6,0,24,0,0,0,0,4,0,12,0,0,0,0,21,0,23,3,0,5,0,35,13,57,41,5,136,67,445,40,740,0,0,16,0,6,0,26,0,0,10,4,14,0,31,0,0,6,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,3,0,3,0,0,10,7,17,0,26,4,0,27,13
UCL603001,40,22,149,69,221,21,513,3,0,21,5,70,4,113,60,22,232,220,1204,66,1800,107,31,301,150,308,17,911,29,11,181,203,2915,80,3425,20,9,76,74,310,23,513,61,15,333,218,940,90,1658,95,22,342,171,739,63,1432,46,12,147,181,536,64,979,34,12,183,112,232,17,587,58,39,251,212,123,15,698,18,20,75,79,107,26,324,432,150,1246,300,313,54,2494,46,13,116,92,278,21,571,345,271,913,521,890,87,3019,703,170,962,184,283,35,2338,372,131,898,302,549,57,2306,75,29,227,84,209,19,643,50,24,149,76,705,31,1038,45,7,140,67,411,112,784,2637,1010,6945,3307,11347,898,26146,14,7,73,23,40,8,165,3,0,5,0,0,0,6,30,16,116,67,164,21,420,39,22,128,78,57,4,329,15,6,60,70,140,21,311,5,5,46,34,105,6,202,58,35,439,258,881,104,1765,101,21,422,207
UCL611001,17,0,44,26,103,8,198,3,0,11,20,61,3,104,27,14,144,96,606,36,923,15,0,43,45,101,11,210,9,11,61,91,1297,33,1491,9,3,45,47,215,24,336,22,8,128,90,458,34,741,19,3,83,54,324,27,515,14,6,62,73,306,34,496,8,4,46,47,78,3,188,9,12,58,77,77,8,235,0,3,25,27,62,5,120,56,39,338,106,130,17,691,13,3,32,34,125,15,221,53,45,167,110,249,9,625,215,63,443,89,152,31,988,140,59,391,141,206,26,962,7,4,34,30,84,8,178,9,4,47,41,316,19,430,8,3,52,34,200,69,366,649,280,2247,1277,5156,426,10027,9,0,14,15,19,0,59,0,0,0,0,0,0,0,9,3,56,38,91,7,212,3,3,29,13,26,3,74,4,8,21,23,59,0,113,8,4,28,21,52,3,107,20,9,148,106,432,48,756,13,5,100,73
UCL612001,4,6,12,14,74,9,126,0,0,3,4,55,4,68,6,0,28,31,263,12,342,0,0,8,15,43,3,65,0,0,8,21,378,9,424,0,0,8,13,69,3,95,3,3,14,18,134,15,187,3,0,7,13,85,12,120,0,0,10,24,174,13,231,0,0,3,4,11,0,21,3,3,3,15,4,0,34,0,3,3,3,24,3,34,8,7,41,24,36,3,120,0,0,3,10,38,7,58,3,13,28,32,66,0,143,13,10,69,15,31,3,146,13,11,46,33,54,3,168,0,0,4,10,14,0,25,6,0,9,16,111,3,145,0,0,3,5,76,18,110,74,64,317,320,1739,132,2644,0,0,17,8,23,6,57,0,0,3,0,5,0,6,0,3,15,19,38,14,81,0,0,3,5,4,0,6,0,0,4,5,36,4,45,0,0,0,5,15,3,20,0,0,22,37,149,14,227,3,0,9,18
UCL613001,3,0,7,12,50,3,70,3,3,16,18,116,3,164,14,3,22,30,235,13,317,0,0,5,0,29,3,34,0,0,9,22,275,9,308,0,3,8,4,61,6,83,0,0,20,10,138,9,176,3,0,9,8,59,7,85,0,0,4,13,118,14,151,3,0,6,5,12,3,24,3,0,8,18,4,0,32,0,3,3,10,14,0,24,13,0,24,17,21,3,76,0,0,6,8,41,3,61,5,8,22,26,60,0,130,8,9,59,8,33,3,122,35,5,69,35,69,9,222,0,0,0,0,11,0,10,0,0,11,7,107,4,127,3,0,4,5,54,14,81,90,39,308,249,1494,105,2293,0,0,0,0,7,0,11,0,0,3,3,8,0,10,0,0,7,11,41,7,69,0,0,0,4,3,0,8,0,0,6,8,13,0,31,0,0,0,4,3,0,9,0,0,18,19,123,18,185,0,0,13,17
UCL613002,3,0,3,9,31,3,52,0,0,0,0,33,3,40,3,3,17,20,143,3,191,0,0,0,0,29,4,38,0,0,10,6,240,4,262,0,0,9,0,36,3,49,4,0,12,12,71,0,95,0,0,6,3,34,0,46,0,0,4,6,66,0,76,0,0,0,3,8,3,15,0,0,0,3,6,0,12,0,0,0,5,7,0,21,11,3,17,7,18,0,56,0,0,5,3,29,0,34,3,9,3,14,46,4,91,12,8,65,7,23,3,115,11,3,30,19,39,3,96,0,0,0,0,9,0,11,3,3,6,6,78,0,93,0,0,3,3,40,10,57,48,44,191,149,983,53,1463,0,0,9,4,12,3,22,0,0,0,0,0,0,0,0,3,5,8,39,0,53,0,0,0,0,6,0,7,0,0,5,3,6,3,19,0,0,0,3,3,0,11,0,3,13,19,77,7,116,0,0,4,7
UCL614001,0,0,0,0,12,3,14,0,0,0,0,3,0,3,0,0,0,6,72,3,86,0,0,0,3,25,0,25,0,0,0,6,107,8,115,0,0,0,0,9,0,8,0,0,0,3,23,7,31,3,0,0,0,15,3,18,0,0,0,0,17,3,19,0,0,0,0,10,0,8,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,3,14,0,21,3,3,7,3,28,3,52,3,3,3,3,7,0,15,0,0,7,4,19,0,29,0,0,0,0,3,0,9,0,0,3,0,30,3,34,0,0,0,0,26,7,33,10,8,29,41,408,44,543,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,3,3,7,0,8,0,0,0,0,8,0,10,0,0,0,0,3,0,4,0,0,0,3,33,5,44,0,0,3,3
UCL614002,0,0,0,3,31,3,38,0,0,3,0,34,3,41,0,3,3,10,73,0,87,0,0,0,0,9,0,8,0,0,3,5,61,3,71,0,0,0,7,12,0,18,0,0,3,3,27,3,35,0,0,0,3,15,0,19,0,0,0,10,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,3,6,0,17,0,0,0,0,6,0,3,3,0,4,6,14,0,28,0,3,18,0,11,0,32,0,0,10,3,21,0,36,0,0,0,0,0,0,0,0,0,0,0,28,0,26,0,0,0,3,18,6,23,9,8,67,59,376,26,539,0,0,3,0,5,0,9,0,0,0,0,5,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,5,0,0,3,3,40,6,52,0,0,3,3
UCL615001,0,0,0,0,3,0,4,0,0,0,0,0,3,3,0,0,0,0,12,3,15,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,7,5,0,3,8,50,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0
UCL615002,0,0,0,0,3,0,3,0,0,0,0,3,3,9,0,0,3,0,12,3,18,0,0,0,0,0,0,0,0,0,0,3,15,0,15,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,13,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,4,0,7,0,0,0,0,6,0,11,3,3,10,17,70,14,116,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,3
UCL615003,0,0,0,5,19,0,25,0,0,0,0,3,0,3,0,0,0,3,17,0,23,0,0,0,0,5,0,5,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,6,0,13,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,4,0,10,0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,4,0,0,0,0,11,0,11,0,3,15,16,127,10,162,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,11,0,0,4,4
UCL615004,0,0,0,3,10,3,18,0,0,0,0,3,0,3,0,0,3,0,17,3,31,0,0,0,0,3,0,7,0,0,3,0,32,0,40,0,0,0,0,6,0,9,0,5,4,3,10,0,19,0,0,3,0,7,0,8,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,3,0,0,0,0,3,3,7,3,17,3,0,6,4,0,0,12,3,0,5,8,3,0,22,0,0,0,3,3,0,3,0,0,0,0,13,0,13,0,0,0,0,4,0,9,11,7,38,24,140,16,240,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,0,12,3,19,0,0,0,0
UCL615005,0,0,0,3,11,0,13,0,0,0,0,6,0,7,3,0,3,4,53,3,72,0,0,3,0,13,0,21,3,0,3,8,143,10,162,0,0,0,0,11,0,15,0,0,8,5,24,0,38,0,0,3,5,13,0,19,0,0,0,3,18,4,33,0,0,0,0,3,0,5,0,0,0,3,0,0,3,0,0,0,3,3,3,9,8,0,15,6,13,3,46,0,0,3,3,8,3,21,9,5,11,15,35,6,71,9,0,19,3,8,0,34,3,3,14,6,17,0,42,0,0,7,3,10,0,20,0,0,4,3,32,0,35,0,0,6,0,16,0,23,34,9,100,86,441,27,696,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,0,12,0,0,3,3,5,0,12,0,0,0,0,5,0,5,0,0,0,0,3,0,6,0,4,11,8,35,8,59,0,0,3,5
UCL615006,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,3,0,0,0,0,15,0,15,0,0,0,0,3,0,8,0,0,0,0,3,0,5,0,0,0,0,6,0,4,0,0,0,6,20,0,21,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,8,0,13,0,0,3,0,3,0,6,3,0,6,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,4,3,8,9,3,21,20,94,5,147,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,3,4,9,0,0,0,0
UCL615007,0,0,0,0,5,0,5,0,0,0,0,15,4,16,3,0,0,10,96,3,109,0,0,0,3,3,0,8,0,0,0,0,43,3,49,0,0,0,0,6,0,9,0,0,0,3,9,3,16,0,0,3,0,3,0,5,0,0,0,3,17,3,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,12,0,0,0,0,5,0,11,0,0,3,0,8,0,10,0,0,6,0,4,0,11,3,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,4,14,8,27,10,3,16,28,250,27,335,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,20,3,26,0,0,0,3
UCL615008,0,0,0,0,9,3,15,0,0,0,0,3,0,3,0,0,3,0,38,0,41,0,0,0,0,5,0,13,0,0,0,3,61,3,71,0,0,0,0,9,0,9,0,0,0,0,23,0,27,0,0,0,0,5,0,11,0,0,0,6,23,4,30,0,0,0,0,4,0,4,0,0,0,4,4,0,7,0,0,0,3,3,0,5,0,0,6,3,13,0,15,0,0,0,0,7,0,5,0,0,3,6,12,0,20,0,0,13,3,3,0,21,0,0,9,4,12,0,22,0,0,0,0,3,0,3,0,0,0,0,17,0,17,0,0,0,0,13,0,12,6,4,32,37,255,10,349,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,3,26,0,0,0,0
UCL615009,0,0,13,3,14,0,33,0,0,0,0,3,0,3,0,0,0,0,14,3,15,0,0,0,0,4,0,4,0,0,3,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,3,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,5,3,0,0,8,0,0,0,0,6,0,6,0,0,3,3,14,0,15,0,0,0,0,0,0,3,3,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,5,3,7,5,6,29,14,143,14,200,0,0,4,5,4,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,3,4
UCL615010,0,0,3,0,12,0,11,0,0,0,0,8,0,8,0,0,4,7,43,3,53,0,0,0,0,10,0,15,0,0,0,3,65,4,66,0,0,0,3,14,4,21,0,0,3,4,23,7,36,0,0,0,3,6,0,13,0,0,0,3,30,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,8,0,16,0,0,0,0,3,0,4,3,0,9,4,10,0,21,0,0,7,3,7,0,15,0,0,8,5,12,0,25,0,0,0,0,0,0,4,0,0,0,3,16,0,18,0,0,0,0,18,7,22,9,4,33,35,283,25,398,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,4,0,0,4,0,0,0,0,3,0,4,0,0,0,0,8,0,8,0,0,4,0,18,3,32,0,0,0,5
UCL615011,0,0,0,3,6,0,17,0,0,0,0,6,0,9,3,0,5,0,49,0,65,0,0,0,4,12,0,15,0,0,0,10,82,0,94,0,0,3,9,25,0,29,0,0,7,9,28,0,42,0,0,0,4,10,0,16,0,0,0,3,16,0,22,0,0,4,0,4,0,12,0,0,0,7,3,0,12,0,0,0,0,3,0,4,4,3,7,7,5,0,22,0,0,0,3,12,0,14,3,3,7,7,13,0,34,11,3,22,0,6,3,45,5,0,6,0,6,0,22,0,0,0,0,3,0,3,0,0,3,4,13,0,23,0,0,0,0,3,0,12,32,16,78,64,310,8,503,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,7,0,0,0,0,4,0,5,0,0,0,3,0,0,12,0,0,4,3,23,4,36,0,0,5,0
