SED_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED10011,69,427,10,56,55,13,0,5,7,645,17,105,4,14,14,0,0,0,0,156,420,2574,92,395,427,139,5,72,24,4148,0,5,0,0,4,4,0,0,0,15,114,390,42,195,228,59,5,27,10,1065,164,222,71,370,355,86,11,55,17,1347,142,184,289,620,577,210,16,143,17,2208,18,11,15,35,90,40,0,15,0,226,35,43,21,100,158,43,4,28,3,436,6,39,9,23,46,10,3,11,0,137,14,50,10,49,70,24,6,20,25,272,1206,5224,583,1916,2122,639,56,397,130,12273,8,37,0,0,7,0,0,0,0,47,54,425,6,9,15,4,0,0,3,518,392,1454,40,95,144,32,13,21,34,2218,13,50,3,4,8,0,0,0,0,68,133,632,26,82,70,14,3,13,14,980,43,136,15,19,24,3,0,4,3,237,924,4091,276,616,613,238,60,169,70,7052,3,5,8,7,4,7,0,0,0,23
SED10012,11,41,3,22,19,7,0,3,3,111,3,16,0,3,3,0,0,0,0,20,196,1216,55,190,480,166,19,72,38,2428,3,0,0,10,5,4,0,4,0,24,50,97,19,99,148,40,8,24,14,508,84,112,53,333,299,116,16,47,21,1079,87,91,144,461,333,153,45,110,35,1455,13,12,15,36,57,44,15,34,3,225,23,20,15,84,117,55,14,30,3,355,7,29,6,15,41,17,0,11,7,144,12,36,20,42,45,41,9,44,42,287,514,1919,334,1321,1610,658,131,386,166,7031,4,8,0,0,0,0,0,0,0,13,8,29,0,0,0,0,0,0,0,48,81,417,30,35,57,33,10,24,9,695,6,5,0,0,0,3,0,0,0,11,26,74,3,25,24,6,6,6,3,169,3,20,0,3,3,0,0,0,0,36,439,2217,287,317,760,282,140,197,72,4711,8,4,3,10,5,4,4,3,0,39
SED10013,36,247,5,42,29,7,3,3,3,373,14,81,5,4,13,0,0,0,0,112,402,2423,77,307,418,145,11,40,56,3882,3,3,0,4,9,0,0,0,0,21,137,317,43,184,313,67,7,23,20,1107,252,301,85,538,566,162,14,38,32,1990,236,193,348,761,1006,325,49,121,30,3060,37,25,22,56,184,76,12,25,6,435,59,31,22,120,252,81,18,19,6,617,14,29,12,19,86,17,0,12,3,191,33,49,18,77,123,53,13,36,33,449,1326,4432,646,2152,3059,953,121,322,198,13216,3,28,0,3,3,0,0,0,0,38,27,145,5,5,4,0,0,0,0,192,260,962,30,55,97,31,4,11,14,1466,12,38,0,3,3,0,3,0,0,57,79,345,12,54,45,9,6,4,3,552,32,97,5,11,12,0,0,0,3,167,984,3583,238,495,606,260,86,115,87,6450,7,7,0,11,7,3,3,3,3,40
SED10014,25,134,0,22,26,4,0,0,3,216,11,24,0,8,6,0,0,0,0,56,199,1290,65,232,356,124,17,55,33,2373,0,4,0,14,8,0,4,0,0,38,65,173,23,139,171,36,13,24,12,650,139,182,57,413,342,129,19,49,23,1349,197,185,253,773,680,277,60,155,36,2613,12,21,5,37,110,64,14,34,7,301,34,30,19,111,175,64,18,45,8,508,14,34,3,28,54,17,4,15,3,177,20,42,13,79,79,52,10,53,24,378,773,2535,452,1883,2060,798,161,445,152,9259,0,14,0,0,3,0,0,0,0,19,15,76,3,5,3,3,0,3,3,111,136,595,36,43,89,63,28,24,10,1024,4,29,0,0,3,0,0,0,0,39,40,198,11,31,32,7,8,6,3,341,20,36,4,8,16,3,0,0,0,79,426,2101,216,362,517,193,130,151,58,4159,9,5,4,14,8,0,8,4,3,57
SED10015,35,181,0,43,48,10,0,0,0,320,24,49,0,0,9,0,0,0,3,92,530,2240,135,464,788,321,37,210,50,4768,3,3,0,4,3,4,0,3,6,19,125,209,38,170,279,101,9,49,14,988,143,195,76,386,368,150,12,63,18,1412,108,141,208,452,380,174,25,87,29,1605,14,21,4,26,96,34,3,17,9,217,36,36,22,100,217,82,12,27,7,547,16,50,13,30,68,22,3,18,5,225,20,65,16,53,82,48,4,39,60,380,1296,4134,536,1855,2560,1038,106,545,213,12291,16,31,0,3,3,0,0,0,0,54,41,268,7,3,9,5,5,4,3,346,470,1433,128,186,357,168,86,120,45,3001,25,55,3,14,13,17,3,3,0,126,61,290,9,55,64,16,4,10,0,511,44,71,9,5,20,5,0,0,3,149,1162,3934,572,733,1201,617,324,574,119,9240,3,3,5,8,5,6,3,4,4,43
SED10016,51,277,9,35,62,6,0,0,3,450,15,59,0,8,11,0,0,0,0,103,756,3134,101,371,921,286,18,68,58,5712,4,8,3,8,3,0,0,0,0,19,201,355,34,150,412,82,3,26,16,1277,203,248,70,290,481,150,0,28,9,1485,155,144,229,365,533,172,12,45,23,1682,27,14,16,38,119,38,3,11,3,266,52,47,35,79,254,60,8,25,10,577,27,52,6,16,99,30,0,15,9,253,35,57,10,37,102,28,4,14,36,324,1855,5442,531,1452,3210,925,51,242,191,13895,19,43,3,3,7,0,0,0,0,70,43,292,5,9,17,7,0,3,3,379,934,1882,118,93,335,141,23,20,45,3597,43,74,3,0,16,3,3,3,0,141,139,390,14,46,84,22,0,3,8,708,51,88,0,6,24,7,0,0,0,175,2102,5528,363,553,1356,571,130,183,132,10923,4,10,3,4,3,7,0,0,0,38
SED10017,24,101,0,31,9,0,0,0,0,168,3,49,3,3,12,0,0,0,0,67,192,1170,46,142,199,58,4,34,18,1872,0,0,0,9,4,0,0,0,0,12,85,192,20,107,141,38,5,17,5,603,117,171,49,381,244,93,20,38,7,1131,196,287,455,886,904,312,84,259,29,3402,38,26,24,59,119,98,14,52,0,433,32,44,22,110,146,67,20,56,3,496,9,11,4,24,35,3,3,11,3,102,33,52,15,74,57,57,9,59,29,377,778,2326,652,1844,1896,731,162,521,102,9006,3,12,0,0,3,0,0,0,0,13,9,68,0,0,0,0,0,0,0,79,111,297,15,21,43,8,4,5,8,514,3,19,3,3,3,0,0,0,0,31,35,140,5,32,18,4,0,6,3,243,13,64,3,5,14,3,0,0,0,99,398,1704,100,194,239,102,37,63,35,2874,0,0,0,13,4,0,0,0,0,25
SED10018,36,260,4,28,33,8,0,0,3,373,20,93,0,12,20,0,0,0,0,142,327,2582,61,278,468,127,4,35,38,3924,0,0,0,10,3,3,0,0,0,22,89,294,29,131,236,45,0,17,3,842,121,224,72,346,363,108,5,29,10,1275,173,201,332,632,716,218,28,99,27,2423,13,16,9,49,107,52,9,26,0,279,27,38,24,96,237,51,6,21,0,502,16,31,0,10,45,7,3,4,0,126,14,57,4,46,80,38,4,25,20,292,962,4508,548,1664,2364,671,57,271,110,11161,4,27,3,0,0,0,0,0,0,36,38,318,3,0,11,0,0,0,0,376,294,864,28,38,97,22,8,12,6,1367,14,43,0,5,9,0,0,0,0,68,74,390,14,39,32,8,0,7,7,572,38,134,3,11,24,0,0,0,0,221,860,4291,205,405,623,208,48,76,66,6789,5,8,0,12,7,3,0,0,0,30
SED10019,15,133,0,23,12,3,0,0,0,190,4,48,0,3,11,3,0,0,0,65,153,1189,38,141,200,45,3,37,9,1815,0,9,0,9,4,0,0,0,0,25,55,219,18,134,109,33,7,22,10,610,72,126,45,310,182,63,4,31,10,844,179,230,288,851,643,274,28,196,27,2711,34,15,8,59,93,72,0,41,0,328,50,36,20,133,146,79,3,48,9,520,11,16,0,13,41,16,0,11,3,105,42,44,15,86,67,75,3,49,25,399,657,2263,448,1767,1517,647,54,430,99,7890,4,11,0,0,3,0,0,0,0,23,18,42,0,0,5,3,0,0,0,66,83,282,6,16,25,0,0,3,7,428,4,11,0,0,0,0,0,0,0,15,31,191,8,35,22,3,5,0,0,294,12,61,4,3,7,3,0,0,0,95,349,1775,84,198,254,70,20,77,26,2844,0,9,0,9,4,0,0,0,0,26
SED10020,41,177,11,33,37,6,0,8,0,307,8,75,0,3,4,0,0,0,0,95,243,1837,44,234,335,78,6,75,27,2881,6,7,3,11,0,3,0,0,0,29,94,260,27,152,198,46,3,28,0,817,147,218,47,372,357,119,10,74,12,1354,188,200,297,776,681,301,27,160,31,2657,18,12,18,58,125,88,5,53,4,376,37,27,22,131,164,61,4,36,7,497,11,28,0,17,30,14,0,19,3,123,23,52,13,66,62,51,3,40,26,331,883,3257,482,1876,2032,761,56,502,118,9965,7,23,0,0,0,0,0,0,0,35,14,138,0,3,9,0,0,0,3,171,123,465,11,28,37,9,0,15,7,703,0,22,0,0,0,0,0,0,0,28,54,295,12,44,41,8,4,10,5,476,25,90,0,4,11,0,0,4,0,134,593,2905,147,346,433,134,28,146,51,4786,7,7,7,10,0,3,0,0,0,35
SED10021,101,429,4,32,69,15,0,3,4,670,36,128,0,9,16,0,0,0,0,191,1611,5070,172,654,1147,494,17,120,121,9397,4,8,0,9,6,3,0,3,0,30,214,389,50,186,225,100,3,15,14,1199,240,320,69,276,308,123,8,34,15,1396,139,122,193,262,268,101,4,46,16,1136,25,14,8,27,61,18,0,5,0,155,54,63,12,60,137,52,0,14,10,405,39,75,25,32,62,28,0,9,10,274,36,84,7,35,54,32,0,12,28,310,3205,9127,580,1686,2710,1060,39,283,248,18937,28,76,0,3,6,3,0,0,0,120,148,1105,15,8,31,9,0,4,13,1326,1351,3280,71,138,489,165,27,36,68,5637,50,112,0,6,24,3,0,6,3,211,201,687,14,50,102,29,5,8,6,1100,59,171,3,13,31,3,0,3,4,282,3395,9187,496,984,1667,902,130,268,238,17277,11,9,5,9,12,4,0,3,0,49
SED10022,23,164,3,32,13,3,0,7,0,235,5,31,0,0,7,0,0,0,0,41,319,1353,39,136,167,29,3,54,19,2110,3,0,0,3,3,0,0,0,0,15,141,197,21,135,122,23,3,35,3,682,147,142,37,313,197,54,11,43,10,943,234,185,290,713,549,225,29,192,23,2439,52,23,17,58,137,67,3,47,5,406,105,33,11,114,138,63,3,45,3,514,19,11,0,18,33,4,0,13,0,106,82,48,25,78,70,66,7,66,21,462,1187,2357,453,1612,1443,544,59,498,84,8239,3,13,0,0,3,0,0,0,0,12,16,46,0,0,0,0,0,4,0,66,98,208,3,12,14,10,3,7,3,349,3,12,0,0,0,0,0,0,0,18,52,211,10,33,17,3,0,4,0,334,12,36,0,6,12,0,0,0,0,63,677,1859,95,197,208,53,21,101,31,3241,3,6,0,7,3,3,0,0,0,17
SED10023,49,308,7,48,41,8,0,0,7,462,16,78,0,6,12,0,0,0,3,118,649,2727,68,351,617,221,9,35,50,4727,3,7,0,5,5,6,0,0,0,29,196,423,50,212,370,92,4,19,6,1383,245,244,58,399,536,151,5,18,17,1660,174,190,237,426,600,218,25,41,13,1925,31,19,11,50,119,51,3,11,0,304,55,63,21,86,296,87,6,18,8,637,20,48,10,23,109,29,3,6,9,261,29,69,7,65,97,44,0,14,38,375,1690,4998,489,1722,2908,926,65,169,162,13141,10,24,0,0,5,0,0,0,0,44,24,214,7,0,10,0,0,0,0,249,544,1187,44,74,159,48,16,10,32,2119,10,47,0,3,6,0,0,3,0,71,108,469,15,62,64,12,0,0,7,740,44,100,3,13,22,0,0,0,4,187,1636,4511,222,568,856,411,55,93,98,8456,9,7,5,11,12,6,0,0,0,47
SED10024,87,321,4,29,82,15,0,3,3,550,18,60,0,6,8,0,0,3,0,93,1006,3256,108,347,1042,336,4,43,79,6224,3,3,0,0,0,0,0,0,0,9,177,330,24,134,329,95,10,7,18,1124,150,212,39,162,318,118,3,14,11,1024,74,75,124,191,223,92,12,12,12,811,8,11,9,19,48,11,0,3,3,114,60,39,10,58,189,58,3,11,3,444,37,67,3,18,65,12,0,3,3,217,26,78,6,33,67,22,0,3,26,270,2197,6118,367,1064,2672,832,29,117,207,13600,30,52,4,0,11,0,0,0,0,96,140,677,17,6,19,3,3,6,10,875,1443,2655,71,87,438,167,14,17,79,4977,64,123,0,3,20,0,0,0,4,219,206,492,13,32,100,26,0,11,12,895,48,82,0,6,15,3,0,0,0,157,2980,6451,319,497,1482,662,52,121,185,12747,4,3,4,0,3,0,0,0,0,15
SED10025,86,350,5,26,55,6,0,4,9,542,28,70,0,9,10,3,0,0,0,115,1158,3521,134,376,991,383,15,65,91,6737,3,3,0,3,0,0,0,0,0,16,208,305,41,116,317,120,3,19,13,1142,248,237,74,229,405,142,5,22,19,1387,148,140,174,275,346,148,14,29,15,1296,27,14,6,22,78,26,0,9,0,182,65,55,14,73,235,70,0,15,7,529,36,61,9,17,93,20,3,9,6,255,34,57,12,35,82,28,4,12,30,291,2606,6579,510,1251,3010,1061,47,201,230,15501,17,52,0,0,11,4,0,0,0,80,67,478,4,10,16,3,0,7,8,598,1184,2754,114,121,564,213,20,40,57,5068,42,97,3,3,16,3,0,3,3,174,186,551,12,36,82,15,3,9,10,905,58,98,5,13,11,4,3,0,5,197,2676,6599,411,558,1457,759,113,187,173,12928,9,3,3,3,3,4,0,0,0,30
SED10026,31,214,8,43,27,3,0,8,0,329,9,63,0,9,9,3,0,0,0,96,335,1989,36,244,271,83,8,68,24,3050,3,4,0,7,3,3,0,0,0,24,120,238,23,145,144,39,5,22,8,742,143,199,48,406,282,71,5,42,19,1220,241,203,341,868,822,307,50,178,22,3029,41,20,14,63,140,72,6,53,6,422,66,32,18,122,189,54,3,30,4,521,12,21,6,21,48,14,0,11,0,135,55,67,16,67,75,57,5,38,32,416,1128,3389,514,2021,2055,726,93,465,121,10513,0,15,3,0,0,0,0,0,0,24,10,80,0,0,3,0,0,0,0,96,137,419,22,42,55,37,4,50,11,778,3,22,0,3,3,0,0,0,0,38,56,317,8,47,34,9,3,6,0,490,30,78,5,10,17,8,3,0,0,150,710,2799,151,340,348,139,52,151,27,4721,3,8,0,8,3,5,0,0,0,33
SED10027,31,155,3,28,32,3,0,0,0,261,7,41,0,3,7,0,0,0,0,56,384,1926,71,251,582,205,19,40,27,3508,3,3,0,5,4,6,0,0,3,28,96,213,22,128,279,84,8,28,5,869,136,167,64,321,452,133,16,25,21,1332,115,126,215,454,555,164,33,79,27,1773,13,12,15,44,109,36,4,11,3,253,39,39,19,80,245,57,10,27,7,510,26,49,11,19,77,14,4,12,6,219,25,50,15,60,86,49,9,12,43,336,1009,3451,446,1431,2554,796,110,245,152,10186,4,23,0,0,0,0,3,0,0,30,18,149,4,0,11,3,0,0,0,186,305,998,43,72,209,80,38,19,19,1787,5,40,0,3,5,0,0,3,0,56,66,231,13,35,38,10,6,3,3,411,23,63,3,7,12,0,0,0,0,101,939,3376,328,387,874,360,166,141,78,6646,7,5,4,5,5,9,0,0,3,40
SED10028,70,345,6,37,68,7,0,4,3,546,14,69,0,5,12,3,0,0,0,104,734,3389,177,411,1170,325,15,93,70,6397,0,0,0,4,0,0,0,0,0,10,125,318,37,127,329,90,9,26,7,1070,107,176,33,198,295,100,4,29,6,953,76,72,108,243,273,103,10,33,10,925,3,10,3,16,65,19,3,10,0,130,37,28,15,64,187,46,4,19,10,409,26,89,3,16,76,26,0,3,9,244,16,55,10,21,45,28,3,3,22,216,1616,6441,451,1245,2996,835,53,226,172,14039,17,72,0,0,7,0,0,0,0,97,107,678,13,7,29,4,3,4,7,854,1237,3298,156,128,698,184,37,52,59,5851,46,118,4,3,33,7,3,3,4,229,174,565,20,48,106,20,7,11,5,950,41,106,0,6,24,11,3,0,0,196,2181,6736,579,632,1704,613,174,251,158,13027,0,0,5,4,0,0,0,0,0,12
SED10029,13,46,3,30,18,3,0,3,0,117,4,8,3,0,9,0,0,0,0,22,197,1098,66,211,470,165,25,79,41,2346,0,0,0,10,3,0,0,0,0,14,38,86,20,122,151,36,14,29,12,504,98,141,59,376,295,106,12,50,15,1144,57,97,152,416,322,106,47,97,25,1321,14,11,8,25,82,27,13,29,6,217,10,18,10,89,128,41,18,39,10,359,6,18,8,24,41,10,8,10,4,127,12,33,19,45,50,37,11,43,34,293,503,1876,345,1366,1651,533,146,392,153,6964,0,3,0,0,3,0,0,0,0,7,8,41,0,0,0,0,0,0,0,51,99,512,26,41,105,32,25,19,18,878,3,7,0,0,3,0,0,0,0,16,14,73,11,37,28,8,0,3,0,167,4,12,0,0,9,0,0,0,0,36,417,1962,281,326,738,267,194,206,89,4476,3,3,5,7,3,0,3,3,0,32
SED10030,22,143,4,44,32,8,0,5,5,263,15,68,0,0,14,0,0,0,0,100,270,1614,66,249,373,111,11,61,32,2791,0,11,0,4,7,0,0,0,0,28,111,245,35,179,211,57,6,28,9,877,135,242,69,391,346,118,9,35,16,1349,190,300,306,748,650,295,35,160,24,2708,18,22,16,69,85,53,3,29,3,310,42,52,25,108,177,58,11,33,0,497,12,36,7,23,55,16,0,17,3,174,19,44,10,54,75,40,6,35,37,323,950,3257,548,1899,2097,766,78,417,139,10148,4,27,0,0,0,0,0,0,0,36,26,162,3,3,11,0,0,0,7,210,220,653,34,40,93,26,3,20,16,1106,8,35,0,0,7,3,0,0,0,51,43,222,11,50,40,9,0,5,4,394,27,88,3,3,24,0,0,0,3,150,609,2777,214,375,510,202,41,126,68,4926,6,8,4,4,7,3,0,0,0,35
SED10031,61,240,5,46,44,7,3,10,3,419,21,65,0,10,10,3,0,3,0,120,437,1676,72,234,377,72,8,62,24,2976,5,3,3,8,3,0,0,0,0,25,164,251,40,169,207,31,6,34,11,923,181,213,49,369,326,93,4,38,17,1294,241,189,347,790,659,262,36,174,22,2723,30,19,22,58,108,43,9,37,3,321,60,42,31,127,226,59,10,34,8,586,21,14,6,18,45,10,3,3,4,120,57,49,17,100,95,44,11,45,29,447,1449,3279,606,1968,2140,646,93,456,131,10767,6,18,0,0,3,0,0,0,0,34,60,183,11,3,7,0,0,3,8,280,326,658,25,61,91,33,10,18,13,1222,11,25,0,3,5,0,0,0,0,44,117,342,15,56,61,10,4,12,6,625,47,97,0,29,17,4,0,3,0,192,960,2559,198,378,489,137,48,129,64,4965,14,4,5,12,3,0,4,0,0,39
SED10032,10,119,4,43,18,9,0,3,3,211,9,30,0,0,3,0,0,0,0,49,356,1842,110,455,740,287,54,153,63,4055,3,0,0,11,9,0,0,0,0,21,63,131,35,132,213,57,16,29,6,691,120,159,68,422,342,134,17,61,29,1342,98,105,148,449,398,143,39,86,28,1504,8,10,7,29,74,29,7,21,3,197,25,33,21,101,154,45,10,26,9,419,10,42,9,38,54,14,7,24,7,202,14,60,10,64,97,37,12,55,43,388,841,3338,450,1850,2345,851,187,502,223,10589,7,30,0,3,4,0,0,0,0,44,18,155,7,3,14,0,3,3,3,208,410,1609,146,192,447,232,122,152,62,3376,6,57,5,7,12,3,8,3,0,112,33,173,14,48,45,19,7,9,10,364,10,52,7,3,9,0,0,0,4,83,881,3553,543,706,1179,554,361,433,149,8363,7,0,6,6,6,0,0,5,0,40
SED10033,36,216,6,41,37,3,0,0,0,338,16,49,0,7,7,0,0,0,0,83,355,1647,84,246,386,109,11,39,19,2896,3,4,0,4,4,3,0,0,0,19,129,264,23,136,253,49,3,36,8,909,192,231,84,416,439,143,9,53,14,1576,226,211,389,686,916,275,43,152,46,2945,35,14,23,42,150,52,6,32,0,357,52,34,36,120,243,55,9,29,5,586,18,23,14,20,67,13,3,11,0,157,20,42,17,64,117,28,3,45,32,371,1196,3256,675,1797,2665,745,88,409,139,10979,15,11,0,0,0,0,0,0,0,23,27,139,0,0,5,0,0,3,5,173,243,681,24,31,63,14,3,9,3,1071,5,21,0,3,0,0,0,0,0,29,64,273,16,44,43,5,0,3,4,449,28,61,5,8,9,3,0,0,4,122,765,2403,196,354,485,182,48,94,37,4560,4,7,3,3,4,0,0,0,0,34
SED10034,44,323,5,48,55,10,0,0,3,501,23,89,4,6,8,0,0,0,3,137,487,2761,76,361,588,184,13,33,46,4554,0,4,0,5,4,6,0,0,0,23,161,367,40,193,339,98,7,21,7,1228,202,286,76,447,563,132,3,22,16,1751,198,191,334,628,748,252,28,76,22,2481,16,14,13,42,123,46,4,12,3,278,58,48,24,116,321,81,0,24,8,692,17,43,6,33,107,21,0,6,3,246,22,60,5,52,123,39,0,17,31,343,1430,5089,607,1984,3099,895,56,217,157,13524,9,37,0,3,5,0,0,0,0,52,50,297,4,6,10,4,0,0,4,367,457,1215,42,56,153,49,14,9,27,2018,15,43,0,6,10,0,0,0,0,73,97,447,19,67,78,20,3,3,3,736,50,116,8,10,16,0,4,0,3,212,1206,4394,282,634,824,314,66,97,81,7898,0,12,9,8,5,11,0,0,0,39
