SED_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED26102,188,243,291,284,94,16,1238,16,106,195,228,301,221,66,10,1140,171,795,1018,969,1127,1104,424,99,5712,190,556,788,867,1061,1022,451,152,5091,589,1409,1469,1878,1694,1317,759,244,9365,73,90,84,91,92,77,28,12,534,59,88,142,176,198,252,89,49,1048,721,1589,1696,2146,1984,1647,868,300,10952,13,26,38,37,88,116,68,35,423,483,396,524,668,821,1224,1126,627,5859,1598,3586,4453,5150,5672,5610,3094,1240,30404
SED26207,582,407,260,110,23,3,1975,22,194,288,286,196,86,15,3,1085,678,2148,2120,1517,968,392,129,33,7983,290,845,1017,1026,701,439,173,49,4546,491,1252,1249,1415,946,806,510,136,6812,65,57,74,83,65,32,8,3,375,48,109,151,199,144,110,59,13,832,603,1415,1473,1697,1145,947,583,156,8021,16,44,70,57,59,61,38,19,350,387,480,444,488,493,767,638,366,4074,2051,5664,6002,5477,3825,2800,1589,630,28042
SED26303,1682,1315,738,261,58,11,5906,35,609,785,746,489,154,14,7,2844,1104,5138,3992,2470,1187,488,107,52,14535,349,1198,1108,932,552,207,80,32,4457,528,1184,892,825,571,267,174,61,4503,65,74,64,49,27,13,3,0,298,39,121,123,137,99,57,26,9,611,634,1381,1080,1001,699,335,207,73,5409,25,76,77,60,36,34,13,9,334,523,1049,826,614,466,396,402,284,4556,2759,11205,9551,7144,4174,1873,876,461,38041
SED26406,1699,794,429,176,67,7,6337,60,428,444,410,324,98,27,8,1797,2143,5194,3324,1974,1150,508,193,71,14552,820,1258,1075,988,687,379,188,63,5455,594,1024,870,1062,744,433,275,119,5114,90,70,66,58,37,27,8,0,354,76,103,121,161,123,101,50,28,760,759,1197,1059,1275,906,558,327,140,6230,93,136,115,82,61,47,30,13,579,774,889,538,461,421,399,456,399,4333,4857,12053,8254,5981,3975,2160,1290,708,39289
SED26504,168,150,155,89,12,8,723,4,96,149,240,238,129,36,3,896,206,876,972,704,790,463,169,48,4216,177,513,725,827,860,575,232,64,3975,862,1534,1629,1784,1601,1001,444,137,8998,103,100,110,101,103,44,13,9,587,54,104,166,173,174,139,47,17,884,1018,1741,1905,2061,1888,1190,508,159,10464,15,33,38,49,59,58,48,18,316,680,488,594,755,941,1093,864,590,6010,2111,3880,4554,4788,4926,3590,1871,885,26605
SED26603,1336,546,277,102,20,5,4098,39,469,558,387,243,69,21,3,1797,1003,4558,3227,1535,788,263,90,48,11516,488,1675,1385,1031,575,231,111,62,5564,727,1669,1363,1365,953,488,338,194,7093,90,91,90,75,34,27,10,3,426,51,157,181,160,128,62,41,39,825,871,1919,1635,1604,1113,576,392,233,8342,44,121,84,68,48,27,20,25,450,680,1052,867,679,596,519,577,461,5430,3227,11504,9094,5857,3650,1792,1240,833,37187
SED26708,160,160,211,156,37,6,870,14,112,187,192,218,121,30,7,873,179,901,1050,896,909,623,182,53,4788,190,581,735,887,928,614,220,63,4219,907,1805,1845,2005,1620,843,335,94,9448,114,106,101,87,96,45,11,7,556,60,134,155,192,168,136,47,14,910,1083,2043,2098,2282,1884,1027,389,118,10920,14,27,28,38,48,53,31,10,241,690,501,564,816,937,965,717,346,5536,2181,4290,4823,5273,5135,3548,1595,603,27445
SED26806,1790,975,693,482,152,46,7648,55,808,547,405,322,178,51,11,2369,2021,10205,3963,2046,1495,1040,477,170,21416,601,1982,1157,815,648,521,265,121,6102,597,1777,791,546,401,243,142,70,4572,68,85,61,40,27,24,7,0,322,61,183,128,138,133,80,44,19,792,730,2050,983,726,557,350,193,90,5681,45,165,88,69,59,80,31,26,566,949,2670,1275,860,748,686,489,318,7987,4580,21216,9801,5901,4520,3338,1646,773,51776
SED26903,1123,416,203,54,9,3,3566,32,394,426,301,168,50,14,3,1375,877,3851,2664,1228,621,227,90,22,9577,434,1649,1262,919,502,181,64,32,5044,641,1476,1284,1205,838,466,281,132,6322,87,93,93,88,55,27,5,3,446,63,140,158,180,125,71,28,12,768,793,1714,1533,1466,1019,558,317,142,7544,35,107,87,62,47,33,15,16,401,718,1140,842,826,683,641,695,500,6043,2981,10505,7936,5228,3241,1746,1199,716,33548
SED27003,1906,1183,840,485,104,17,7727,42,977,652,468,420,204,32,6,2796,1695,9785,4084,2025,1349,792,229,61,20029,409,1803,1038,732,522,378,119,38,5040,505,1594,866,626,384,211,108,29,4330,70,94,59,55,26,13,11,4,328,65,196,132,128,92,66,16,6,708,631,1881,1062,807,510,286,135,40,5357,40,107,80,54,45,35,22,10,395,888,2325,1188,897,768,557,342,152,7124,3842,19934,10017,6171,4451,2746,981,318,48465
SED27101,1108,554,342,167,54,13,3480,12,355,479,384,275,167,51,7,1734,630,3218,3047,1630,1029,562,278,62,10458,359,1084,1185,1048,760,604,250,79,5370,583,1276,1266,1407,911,609,390,142,6585,59,65,72,71,44,32,4,3,358,48,108,134,165,153,129,80,29,849,694,1446,1472,1643,1107,775,470,181,7787,13,55,55,65,67,60,39,12,371,308,499,426,420,385,438,429,243,3149,2069,7850,7775,5743,3968,2766,1571,606,32346
SED27208,140,125,160,103,25,6,686,12,105,138,180,215,122,20,3,803,183,789,819,617,742,478,143,52,3820,153,523,674,820,828,617,185,58,3848,764,1589,1645,2019,1844,1247,491,123,9714,121,125,149,120,108,46,7,0,686,68,118,160,177,199,154,46,13,933,954,1831,1956,2312,2157,1456,547,134,11337,11,35,31,41,63,78,32,10,295,718,705,848,1087,1235,1346,951,457,7346,2040,4109,4597,5177,5391,4192,1896,726,28141
SED27305,592,453,290,84,27,3,2024,29,152,246,255,164,50,28,3,927,655,1837,1875,1397,942,352,116,19,7196,379,760,1046,1210,799,378,138,36,4735,774,1130,1313,1846,1297,610,299,55,7322,75,47,65,77,52,38,5,0,362,78,91,108,217,159,89,67,13,822,926,1269,1484,2132,1512,739,364,70,8505,29,34,58,85,78,55,27,11,371,369,281,308,448,432,318,243,79,2482,2412,4899,5601,5972,4216,1974,942,219,26235
SED27406,941,997,614,373,89,23,3660,21,210,394,477,455,213,53,13,1832,612,2104,2947,2669,1768,997,404,166,11666,234,671,996,1245,975,793,359,173,5439,338,715,761,1062,838,551,309,176,4749,44,34,65,60,53,42,13,7,317,40,67,128,190,193,145,76,48,888,425,815,960,1308,1080,739,401,232,5957,13,36,68,78,87,85,57,37,465,345,377,452,544,538,514,421,416,3600,1677,4790,6749,7323,5519,3715,1784,1060,32613
SED27504,217,192,137,59,22,6,940,14,212,251,226,232,70,15,3,1031,280,1296,1047,763,682,361,112,32,4574,270,847,857,873,726,464,175,64,4276,1152,2019,1798,1905,1543,858,337,79,9695,141,117,106,105,92,54,15,3,628,91,143,145,178,144,107,49,18,867,1389,2277,2047,2191,1779,1013,399,101,11190,17,73,56,46,42,44,37,9,329,862,809,764,931,992,1036,778,408,6571,2870,5782,5240,5232,4585,3048,1530,628,28915
SED27608,705,529,362,219,62,7,2487,26,308,376,319,343,167,46,17,1606,774,2520,2550,1623,1266,757,247,79,9820,366,1062,1303,1192,1035,780,311,142,6189,1041,1983,1873,1897,1417,833,423,134,9611,132,79,78,88,77,55,11,0,515,67,108,163,167,190,157,61,30,942,1246,2170,2123,2148,1678,1045,495,171,11077,22,48,58,54,57,61,55,19,379,582,458,529,551,520,631,563,401,4229,3069,7113,7648,6411,5264,3663,1787,829,35781
SED27708,220,205,202,121,28,3,930,10,164,248,243,224,110,18,9,1026,267,1196,1247,945,865,470,144,47,5182,210,636,757,895,824,558,196,58,4135,1065,1911,1968,1983,1576,852,326,105,9782,136,147,113,107,105,49,8,3,668,77,127,172,158,177,117,37,18,878,1284,2181,2254,2249,1855,1010,369,120,11327,15,31,29,44,55,54,30,20,281,794,542,637,815,979,972,758,424,5913,2591,4881,5384,5399,5005,3291,1561,679,28801
SED27807,455,169,88,52,12,0,1724,33,196,146,102,81,31,9,0,604,872,2711,1479,741,551,263,59,9,6688,589,1719,975,617,495,220,55,18,4684,922,1678,1299,1221,1080,665,303,96,7265,99,130,127,100,68,34,4,4,565,93,190,158,185,166,76,25,11,897,1108,2001,1578,1505,1310,778,333,109,8729,52,143,92,69,67,36,10,9,477,1012,1269,849,836,841,788,592,277,6471,3772,8875,5581,4045,3430,2169,1070,419,29375
SED27907,269,212,177,54,16,3,1048,36,222,218,189,187,73,21,0,941,441,1500,1340,815,657,336,107,33,5226,393,1003,1068,956,716,381,173,28,4710,945,2209,1870,1876,1480,898,328,99,9714,108,120,95,89,88,35,5,3,544,75,143,177,226,180,149,37,21,1001,1130,2467,2143,2188,1758,1082,369,123,11256,13,56,52,60,70,54,20,11,335,575,582,565,590,655,644,413,169,4197,2600,6123,5647,5002,4220,2621,1122,371,27709
SED28007,697,303,168,44,9,0,1867,36,208,277,214,100,26,3,0,875,859,2637,2558,1324,756,256,38,15,8439,530,1445,1521,1194,623,179,54,8,5564,986,2010,2141,2061,1193,460,145,35,9036,106,116,112,110,63,19,3,0,531,104,158,289,256,172,82,20,8,1084,1200,2278,2543,2424,1427,564,172,42,10654,30,96,93,87,80,39,13,3,441,708,655,745,651,583,437,239,176,4186,3417,7915,8436,6190,3737,1553,522,247,32018
SED28107,2161,439,214,78,16,3,5789,32,364,423,188,114,41,5,0,1165,806,4843,3411,1388,777,255,60,15,11549,638,2691,1876,1191,680,250,49,18,7391,1112,2606,2226,1899,1196,549,197,39,9821,144,151,137,114,73,21,0,0,637,108,263,294,228,151,80,13,3,1146,1360,3021,2659,2234,1420,645,209,43,11596,43,218,176,83,77,45,17,3,660,1017,1762,1270,864,603,459,214,61,6241,3968,15689,11971,6391,3880,1769,581,138,44395
SED28203,710,185,90,36,11,3,2110,30,235,188,95,51,16,0,0,605,622,2607,1599,655,377,167,45,7,6079,431,1702,1179,629,348,135,55,11,4490,781,1799,1377,1146,793,528,200,46,6663,110,119,117,79,61,21,6,0,500,84,193,176,184,127,60,15,9,849,973,2109,1663,1402,983,609,220,51,8018,26,124,106,59,61,38,15,4,425,650,951,706,590,637,705,453,158,4861,2798,8770,6151,3615,2536,1700,803,235,26595
SED28301,989,767,574,248,82,20,3471,25,163,324,401,352,168,50,6,1499,839,2251,2528,2349,1674,876,307,90,10918,313,590,852,1238,1003,751,312,94,5145,463,647,816,1373,934,671,406,104,5406,53,30,37,67,60,33,15,3,301,42,65,106,210,184,160,74,33,882,558,740,966,1658,1173,865,494,143,6594,24,47,64,85,70,85,44,10,439,352,250,322,409,466,474,463,328,3058,2171,4769,6044,6908,5312,3471,1760,692,31124
SED28408,375,405,308,167,60,7,1674,19,223,303,352,301,148,34,6,1382,415,1660,1461,1088,847,533,207,66,6280,227,641,750,833,692,500,216,62,3918,987,1765,1349,1421,1158,721,354,112,7860,161,122,94,80,69,37,5,5,576,60,100,119,145,128,87,50,18,707,1206,1986,1568,1643,1352,839,411,129,9135,16,41,40,48,59,50,34,17,299,578,510,456,588,592,678,642,302,4344,2502,5369,4955,4952,4145,2924,1607,576,27032
SED28507,737,248,163,76,23,0,2104,20,203,221,150,153,51,16,3,817,481,2162,1579,786,530,265,69,19,5895,418,1418,1189,941,689,308,79,25,5068,1194,2369,1943,1873,1369,713,249,65,9766,140,151,134,98,60,31,10,0,628,91,205,202,205,177,99,25,6,1003,1428,2725,2274,2176,1601,839,279,75,11397,28,86,82,66,69,45,22,7,396,733,895,692,688,696,596,434,252,4991,3147,8313,6778,5047,3896,2183,924,385,30673
SED28607,1432,1005,543,198,32,3,4320,14,465,656,596,402,108,16,4,2258,745,3907,4198,2278,1182,443,125,35,12907,338,1151,1346,1155,674,338,105,39,5145,577,1354,1241,1343,973,463,271,136,6357,70,83,63,67,48,23,14,3,368,59,131,181,196,135,79,28,21,827,704,1572,1480,1606,1157,561,312,157,7554,18,81,78,60,54,39,20,8,361,473,760,793,660,547,474,517,383,4603,2349,8985,9989,7362,4550,2162,1127,625,37146
SED28704,622,352,249,100,29,3,1934,29,313,384,319,265,87,20,3,1422,475,2301,2242,1217,803,411,98,26,7591,451,1683,1722,1249,811,423,96,19,6453,1220,3422,2837,2475,1577,851,278,64,12723,111,168,157,104,63,32,9,4,642,106,237,260,234,170,108,29,3,1152,1434,3835,3255,2814,1812,987,310,70,14514,21,66,80,66,52,56,15,8,367,741,824,811,739,599,584,270,91,4657,3188,9564,9115,6759,4596,2656,838,225,36934
SED28803,953,334,127,49,9,4,2684,43,283,256,166,94,30,3,0,875,808,3042,2277,1168,594,187,32,9,8111,672,2084,1748,1234,594,204,51,8,6588,1259,2545,2146,2131,1293,487,151,18,10028,158,168,155,131,63,20,0,0,708,136,257,267,273,158,55,20,8,1177,1548,2975,2572,2534,1519,565,173,26,11912,49,179,120,95,69,34,13,3,561,872,1013,790,716,559,388,171,70,4582,4062,10707,8719,6237,3550,1452,451,132,35314
SED29494,63,20,20,14,0,0,238,0,36,18,19,14,3,0,0,91,121,360,126,75,68,33,4,3,792,61,119,74,59,51,22,9,0,404,107,219,155,124,108,52,11,0,777,18,14,12,5,3,3,0,0,60,7,24,18,14,16,9,5,0,101,138,255,188,152,125,61,12,0,932,3,8,10,0,3,8,0,0,42,309,513,497,343,235,114,29,13,2076,650,1413,971,670,526,263,61,19,4580
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5,10,0,0,0,25
SED30001,352,245,147,69,11,0,1091,19,140,188,151,120,35,16,0,668,365,1420,1494,851,532,265,63,16,4995,455,1223,1451,1211,653,310,78,8,5384,1447,2823,2810,2310,1529,833,269,48,12078,224,157,130,76,55,33,3,0,679,119,214,275,224,175,116,43,13,1180,1784,3192,3219,2608,1765,979,312,64,13932,27,60,55,67,59,37,25,7,345,699,776,781,670,529,423,224,116,4231,3368,7074,7536,5795,3807,2123,729,216,30645
SED30002,641,350,178,71,19,4,1955,17,115,178,156,86,43,3,0,600,451,1854,1569,1008,553,277,73,18,5802,362,867,962,874,588,270,83,16,4025,934,1603,1485,1505,1043,544,203,60,7379,184,88,75,69,51,19,3,0,494,77,149,168,156,140,72,41,13,809,1193,1844,1727,1734,1233,637,250,72,8684,28,66,64,65,61,35,9,12,341,389,452,412,430,351,305,251,207,2806,2477,5866,5548,4622,3052,1640,684,325,24215
SED30003,967,896,537,289,79,10,3299,21,211,421,430,285,135,29,3,1539,654,2185,2641,2024,1141,654,208,56,9563,301,522,765,914,583,348,147,41,3622,715,857,710,747,567,283,157,55,4097,125,49,49,33,24,16,7,0,306,67,58,71,96,93,72,33,16,504,901,967,831,881,682,371,197,77,4904,14,22,41,62,44,33,25,15,255,307,346,329,369,264,232,202,137,2179,2229,4743,5997,5566,3540,2066,897,328,25364
SED30004,565,474,350,164,51,14,1996,18,135,213,235,193,95,18,3,910,471,1542,1689,1315,890,508,219,52,6678,253,567,745,827,617,427,204,60,3700,675,1056,934,1026,826,516,294,103,5436,107,68,56,47,35,30,6,5,350,50,90,97,142,105,106,55,18,664,826,1210,1083,1209,973,655,367,129,6442,16,36,43,50,50,47,36,22,298,237,299,289,318,292,304,361,334,2432,1836,4153,4627,4422,3364,2193,1248,607,22460
SED30005,471,517,372,171,32,7,1821,12,159,257,297,237,95,23,6,1090,299,1551,1817,1578,1075,503,130,24,6990,177,762,1236,1402,1003,529,128,35,5270,793,1782,2060,2136,1707,896,303,61,9740,158,104,103,95,60,28,4,3,551,66,127,179,227,202,133,51,13,999,1012,2017,2350,2457,1971,1055,357,77,11297,19,46,73,84,81,78,27,8,418,614,657,801,960,839,666,324,111,4962,2148,5427,7009,7289,5588,3103,1027,261,31845
SED30006,183,203,194,136,32,0,848,7,77,138,136,153,85,14,4,612,174,688,924,784,656,440,154,42,3859,231,581,871,960,733,441,165,41,4023,971,1813,1946,2059,1581,927,277,55,9623,192,122,121,108,62,47,9,0,664,91,133,208,212,181,146,52,9,1039,1255,2067,2277,2383,1822,1116,337,71,11323,19,25,41,46,52,59,25,7,271,759,670,694,876,843,767,464,172,5239,2451,4197,5124,5380,4451,3050,1199,326,26183
SED30007,1406,828,587,238,69,11,5645,74,639,437,338,212,89,21,5,1814,2051,7437,2964,1655,1091,563,165,33,15961,802,1548,842,675,476,298,88,25,4756,875,1575,749,632,490,211,103,36,4677,175,131,51,35,32,10,9,3,442,110,174,118,87,97,58,14,13,671,1155,1871,918,753,626,286,126,51,5793,71,154,97,61,58,33,31,10,515,1220,2243,1244,911,747,573,342,321,7605,5491,16285,7904,5216,3804,2085,844,458,42087
SED30008,294,251,218,126,50,4,1274,15,103,103,104,117,72,15,0,529,420,1156,1106,775,684,516,185,60,4894,378,696,784,854,757,589,202,56,4311,733,1270,1321,1492,1264,1198,565,156,7998,132,77,79,64,87,48,16,0,498,75,105,172,189,196,195,111,30,1075,942,1454,1574,1735,1545,1439,694,187,9573,19,39,49,55,74,113,59,28,441,544,619,621,701,759,872,760,490,5368,2333,4378,4533,4477,4156,3732,1966,816,26392
SED30009,325,379,260,172,64,11,1403,10,106,194,259,206,105,30,5,919,309,1086,1469,1273,850,603,219,69,5884,214,575,902,1037,789,538,266,84,4410,843,1303,1421,1589,1262,838,350,110,7717,154,67,63,51,56,29,13,3,445,77,115,131,166,184,146,72,18,910,1077,1487,1616,1803,1504,1014,444,135,9073,16,32,47,53,57,58,45,15,333,392,333,378,475,445,487,470,410,3393,2037,3798,4936,5286,4118,2985,1542,722,25415
SED30010,1034,760,387,150,29,3,3115,28,344,389,387,200,74,17,3,1444,768,3315,2942,1858,978,339,101,37,10334,331,988,1026,934,568,285,85,32,4239,677,1592,1024,913,692,321,207,60,5482,93,66,54,40,31,12,4,0,309,50,131,141,106,94,59,35,11,619,826,1786,1222,1060,820,388,245,65,6412,26,77,59,38,46,38,20,9,308,428,830,590,503,433,274,247,203,3512,2433,8059,7266,5532,3428,1550,743,358,29369
SED30011,96,68,55,38,14,0,355,11,50,72,70,66,33,15,3,314,141,642,557,442,345,217,104,41,2479,105,361,367,432,388,248,136,37,2067,814,1303,1120,1132,1148,739,428,132,6825,237,144,91,54,57,26,15,3,614,66,107,93,111,112,85,61,21,662,1115,1553,1302,1302,1313,854,507,155,8108,16,29,26,28,44,38,32,23,233,493,487,378,503,548,655,745,394,4194,1893,3199,2800,2839,2753,2075,1538,656,17752
SED30012,558,241,115,48,6,0,1446,24,187,214,146,84,36,8,3,700,401,2070,1708,779,451,226,61,10,5713,529,1422,1411,998,596,248,70,10,5280,1745,3412,2416,1847,1191,528,195,46,11386,364,249,154,95,55,29,4,0,954,155,297,290,209,161,70,25,11,1224,2263,3964,2859,2151,1408,632,232,54,13556,35,84,96,66,43,28,12,7,365,1074,1096,911,834,648,469,275,122,5422,4344,9268,7750,5227,3347,1686,667,197,32474
SED30013,165,138,88,39,8,0,545,5,94,84,94,76,25,9,0,388,244,913,710,483,398,210,46,8,3010,145,344,453,533,423,234,86,14,2231,945,1527,1405,1441,1313,791,284,54,7762,202,98,59,70,64,28,3,0,518,58,101,103,125,120,78,21,3,614,1204,1727,1568,1642,1497,895,306,59,8899,16,36,25,36,34,24,13,3,189,1298,1012,782,810,707,703,458,197,5972,2930,4218,3786,3732,3221,2129,938,281,21233
SED30014,407,254,184,105,28,11,1372,19,187,183,151,156,48,21,5,761,365,1852,1634,981,648,360,142,41,6020,315,893,1055,862,620,388,139,49,4328,825,1716,1687,1442,1207,823,411,123,8230,99,64,87,61,51,34,15,0,411,61,130,157,158,179,148,59,23,909,983,1917,1928,1657,1438,1002,483,140,9546,23,37,62,60,65,77,43,22,386,439,610,642,547,538,558,489,281,4101,2175,5847,5918,4515,3646,2530,1334,550,26523
SED30015,137,139,143,78,26,0,597,5,58,84,145,150,66,21,0,535,139,575,759,641,618,366,114,28,3227,58,255,507,656,711,490,131,22,2828,594,1106,1420,1669,1805,1321,425,56,8390,170,96,96,92,83,47,15,0,598,51,79,105,144,162,169,58,4,766,808,1286,1620,1906,2050,1534,499,57,9757,8,34,24,49,45,70,16,12,252,467,337,458,641,808,892,490,146,4238,1492,2606,3580,4173,4523,3495,1299,263,21437
SED30016,327,276,194,96,42,6,1277,8,184,174,181,132,59,15,0,751,402,1871,1390,1016,733,391,122,37,5960,208,943,983,871,712,368,127,37,4252,928,1698,1705,1589,1395,792,309,67,8484,239,168,139,97,69,32,9,0,753,80,155,181,176,168,87,36,15,906,1243,2026,2025,1857,1634,914,351,79,10145,28,74,66,73,59,40,20,17,372,1166,1427,1217,1219,1035,770,494,253,7595,3092,6842,6184,5497,4500,2644,1167,431,30355
SED30017,90,59,54,43,10,0,309,9,55,74,69,74,31,12,0,322,119,571,553,411,371,186,50,10,2265,71,296,398,550,444,254,96,16,2124,673,1193,1134,1279,1167,710,259,36,6457,181,113,74,79,71,31,7,3,568,55,96,134,138,147,96,24,4,693,912,1401,1342,1497,1387,844,285,38,7714,15,36,19,31,47,51,26,7,227,614,614,670,858,820,855,608,203,5252,1745,3028,3141,3477,3191,2271,1076,277,18213
SED30018,200,207,198,152,45,7,916,10,75,128,170,162,123,23,0,694,164,791,1150,789,710,521,207,65,4415,177,547,824,890,761,549,239,67,4056,783,1444,1641,1725,1487,1067,515,144,8793,152,90,76,69,65,54,13,4,520,75,124,131,187,198,180,69,21,983,1007,1647,1845,1975,1748,1295,595,169,10292,17,22,37,60,54,92,44,17,337,403,379,460,530,520,711,506,382,3894,1779,3558,4654,4625,4168,3451,1656,712,24605
SED30019,213,188,137,84,21,3,803,17,102,123,136,114,43,16,0,556,319,1021,990,683,596,290,65,19,3990,273,702,826,779,697,303,89,28,3695,966,1919,1677,1598,1459,784,263,74,8739,186,103,69,73,57,29,6,3,527,70,110,126,159,176,99,32,14,790,1222,2126,1879,1825,1696,913,298,94,10060,16,26,27,63,48,61,20,7,268,229,281,322,309,366,343,286,211,2347,2094,4422,4373,3993,3665,2034,784,362,21724
SED30020,758,601,409,133,23,3,2427,35,217,328,279,205,76,23,0,1159,698,2152,2314,1687,1021,443,140,33,8491,328,745,966,983,651,333,107,28,4147,655,1170,1135,1145,942,553,269,70,5935,88,68,46,48,45,17,6,0,326,63,82,130,119,158,115,35,11,704,811,1311,1307,1309,1142,682,310,81,6959,24,45,56,66,64,40,19,14,316,310,365,394,365,332,272,223,131,2391,2237,5301,6119,5283,3828,1986,842,294,25895
SED30021,937,758,464,182,55,17,3295,30,307,363,331,231,87,33,3,1387,831,3411,2624,1962,1195,631,208,82,10935,394,1073,862,858,635,329,148,48,4351,659,1324,840,847,657,384,125,50,4886,93,74,54,49,31,23,3,3,329,64,130,133,112,123,101,35,13,702,816,1528,1022,1006,810,503,164,70,5922,22,70,54,66,39,46,20,17,330,515,924,618,632,513,337,231,193,3961,2634,8169,6477,5610,3883,2118,861,424,30178
SED30022,285,420,277,195,48,16,1379,11,72,147,237,224,85,32,7,816,351,879,1204,1183,908,552,197,46,5322,293,529,889,1127,933,553,231,54,4618,819,1252,1313,1604,1417,854,386,121,7778,115,68,74,63,58,42,15,4,438,71,78,139,195,215,143,56,36,933,1012,1397,1520,1860,1696,1044,465,162,9147,15,29,38,76,63,77,37,18,350,289,277,265,424,488,501,546,465,3258,1975,3310,4353,5326,4584,3006,1558,770,24882
SED30023,242,166,130,69,18,3,837,11,73,116,131,131,48,8,0,520,402,1029,1021,718,576,266,85,18,4113,158,556,745,802,603,325,91,16,3301,1342,2080,1815,1713,1340,603,189,32,9102,245,128,99,85,55,29,9,3,645,105,114,166,176,158,82,33,13,847,1682,2319,2080,1972,1556,710,235,49,10594,17,29,29,27,37,32,17,5,200,749,562,621,720,665,619,442,225,4600,3030,4755,4859,4539,3696,2059,891,315,24154
SED30024,129,115,94,45,17,0,519,7,76,109,91,96,36,16,3,432,166,800,616,507,466,259,83,11,2906,110,448,557,619,519,232,80,18,2575,771,1620,1616,1550,1158,588,198,43,7557,243,208,157,133,79,48,10,3,872,76,95,147,177,124,83,24,3,728,1090,1927,1928,1854,1364,713,230,46,9154,19,39,35,39,47,41,17,3,236,1255,1162,936,962,1008,763,361,145,6596,2655,4553,4313,4194,3592,2085,803,231,22419
SED30025,379,283,185,116,26,7,1322,28,125,158,174,118,71,11,3,690,394,1345,1437,982,683,500,157,33,5529,473,1172,1334,1231,822,564,186,37,5822,1346,2546,2336,2168,1561,1073,429,90,11543,228,158,137,75,87,44,12,3,739,119,240,301,249,214,190,82,26,1412,1694,2937,2770,2492,1854,1309,521,114,13700,27,73,98,86,71,79,41,11,486,870,1002,923,990,780,825,502,270,6159,3502,6959,7103,6238,4527,3462,1446,476,33705
