SED_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,13,0,0,0,18,0,0,17,882,141,23,9,1052,25,12,40,1089,68,0,1161,1983,322,42,17,2359,34,9,39,2398,93,0,2489,110,26,27,3,162,0,0,0,162,0,0,163,18,8,3,27,55,3,0,3,60,0,0,63,2995,494,92,59,3629,63,17,75,3707,161,0,3876,22,3,0,0,24,6,0,6,24,0,0,24,32,0,3,3,46,12,0,12,61,3,0,62,54,3,3,3,69,21,0,21,83,3,0,87,3044,494,100,57,3697,82,17,94,3795,170,0,3962,1031,241,69,28,1369,33,14,48,1416,169,0,1582,4,0,0,0,3,0,0,0,3,0,7,6,4081,740,169,90,5073,112,32,140,5217,337,4,5556
SED50205,233,5,3,9,237,30,0,268,1172,141,12,9,1332,52,10,55,1388,77,0,1463,2408,266,31,13,2711,41,4,41,2751,70,0,2826,146,7,18,0,180,3,0,3,178,7,0,182,17,0,0,20,36,0,0,0,36,0,0,36,3738,416,58,50,4258,90,14,105,4360,150,0,4516,53,5,0,0,58,21,0,21,76,9,0,85,121,23,3,0,144,10,0,10,156,3,0,159,174,23,3,0,202,25,0,25,226,12,0,243,3914,439,58,50,4459,115,14,129,4590,159,0,4752,1330,138,29,5,1506,50,3,54,1561,99,0,1657,6,0,3,3,11,0,0,0,11,0,12,24,5252,578,98,58,5978,170,15,182,6164,262,10,6433
SED50302,92,0,0,0,96,11,0,102,936,160,8,9,1119,54,14,70,1184,95,3,1280,1716,252,29,14,2013,78,19,98,2108,100,0,2209,142,31,19,0,187,9,0,9,199,3,0,202,15,4,0,37,55,7,0,7,57,3,0,62,2808,451,51,55,3371,150,34,187,3556,193,10,3757,108,12,0,0,115,41,3,44,162,3,0,162,170,33,0,0,202,35,3,40,243,22,0,257,278,38,0,0,316,76,3,84,404,23,0,427,3084,492,51,60,3689,226,40,266,3955,221,10,4182,1979,321,75,71,2446,179,26,205,2650,423,9,3082,11,7,0,5,21,0,0,0,21,8,29,57,5070,822,128,130,6151,404,62,466,6625,647,46,7315
SED50404,110,10,0,12,117,20,4,140,865,120,13,6,1008,64,10,76,1079,64,0,1141,1898,211,23,17,2144,43,3,53,2194,47,0,2243,190,21,16,3,235,6,0,12,239,3,0,242,8,4,3,20,39,0,0,0,39,3,0,42,2967,366,51,39,3419,121,14,135,3553,123,0,3674,49,6,4,0,55,10,3,11,67,5,0,74,115,12,3,0,132,19,6,25,157,0,0,162,165,23,3,0,191,29,7,40,227,5,0,232,3127,383,59,39,3607,147,25,169,3781,126,0,3906,1160,154,22,14,1348,59,5,70,1413,165,0,1578,4,0,0,3,9,0,0,0,9,0,17,28,4288,541,80,51,4964,207,33,239,5204,289,19,5512
SED50502,154,8,3,11,161,16,0,182,986,135,15,3,1137,41,7,49,1185,97,0,1287,1689,263,35,16,2007,50,16,63,2067,75,0,2143,149,30,25,7,202,6,0,6,207,4,0,204,26,0,4,23,56,0,0,0,56,3,4,60,2848,425,75,43,3399,90,20,116,3511,184,4,3695,69,15,3,3,86,17,0,17,99,8,0,109,107,8,3,0,122,16,8,20,144,15,0,159,172,26,7,5,201,34,8,39,247,28,0,275,3023,448,80,46,3597,131,26,153,3756,211,4,3968,1261,219,47,25,1552,128,30,153,1714,295,3,2011,5,0,0,10,12,3,0,3,16,0,23,36,4293,674,126,85,5169,261,57,316,5484,505,31,6014
SED50605,262,8,7,21,280,34,0,319,1175,148,27,7,1355,35,18,51,1410,73,0,1484,2216,254,31,3,2497,63,13,77,2578,63,0,2640,121,6,22,0,145,3,0,3,149,5,0,159,14,5,0,13,28,4,0,4,33,3,3,36,3525,417,70,24,4032,104,33,139,4167,149,3,4327,49,5,0,0,57,10,0,12,73,6,0,80,114,12,13,0,136,10,3,13,152,7,0,156,164,17,12,0,201,18,4,25,219,10,0,231,3687,436,85,24,4228,121,40,164,4389,158,3,4555,1215,132,37,16,1395,88,3,90,1488,145,0,1627,3,0,0,4,9,0,0,0,9,0,3,11,4909,568,124,42,5640,210,44,248,5882,305,12,6198
SED50702,90,7,0,6,102,19,0,115,920,112,26,3,1063,35,3,46,1107,98,3,1203,1434,206,20,11,1673,45,0,48,1721,49,0,1767,149,13,35,0,191,0,0,0,193,4,0,200,18,3,0,13,31,0,0,0,36,3,0,36,2517,336,78,27,2957,86,7,91,3056,149,3,3212,77,9,0,3,88,18,3,22,117,4,0,122,114,23,6,0,140,21,0,25,167,10,5,181,193,32,6,5,234,38,5,43,280,11,5,299,2713,370,85,30,3196,124,17,140,3332,164,8,3508,1236,236,39,43,1553,130,29,156,1712,355,16,2078,14,0,0,8,23,0,6,6,24,0,10,37,3965,607,123,79,4766,253,42,301,5067,523,36,5623
SED50806,22,0,0,0,27,4,0,25,686,79,16,7,788,22,4,31,817,54,0,875,1633,172,53,24,1877,63,4,72,1950,53,3,2008,99,5,27,0,131,0,0,0,131,3,0,136,24,0,0,20,46,0,0,0,46,0,0,45,2437,256,96,58,2842,91,7,99,2945,119,3,3064,21,3,6,0,34,13,0,18,53,9,0,58,125,10,0,3,141,18,3,17,160,4,0,163,147,18,6,4,174,32,4,34,210,14,0,220,2582,268,104,63,3018,124,9,135,3152,126,3,3285,933,106,62,27,1117,63,3,65,1184,147,0,1335,6,0,0,5,7,0,0,0,7,0,12,15,3515,374,166,90,4146,183,14,201,4342,280,15,4632
SED50904,177,12,0,11,184,20,0,201,2360,339,64,17,2782,104,12,112,2896,149,3,3045,4406,585,101,59,5145,177,14,192,5337,110,5,5455,388,46,64,3,499,13,4,14,513,5,3,529,49,18,0,59,133,10,0,10,135,4,5,146,7200,990,235,127,8556,298,27,329,8884,273,18,9173,180,34,10,3,227,43,0,43,266,34,0,301,348,46,9,11,410,42,9,52,461,24,0,483,525,79,17,10,639,80,9,87,725,54,0,780,7724,1069,255,141,9191,386,36,421,9614,322,18,9956,3123,395,156,113,3783,285,43,326,4107,469,6,4582,26,4,3,16,42,3,0,3,45,5,33,81,10868,1469,412,270,13019,674,80,749,13766,798,53,14616
SED51005,146,7,0,8,156,31,0,187,1084,238,11,4,1336,59,13,71,1408,87,0,1503,1658,348,34,11,2048,76,9,80,2132,104,0,2242,139,24,22,4,189,11,0,6,193,18,0,214,28,13,0,21,66,0,0,0,66,10,5,75,2904,633,66,42,3639,141,23,162,3806,223,5,4030,103,19,4,0,127,35,11,50,174,10,0,188,160,49,7,0,215,26,4,29,247,15,0,265,262,68,11,0,347,60,18,77,422,28,0,449,3167,699,75,47,3982,204,39,238,4225,250,5,4481,1779,464,46,61,2349,166,26,187,2541,555,15,3111,20,0,0,14,27,0,0,0,27,6,19,56,4961,1164,118,120,6366,367,63,427,6794,812,38,7641
SED51104,197,8,3,11,208,20,0,228,1205,175,21,3,1401,34,5,41,1440,69,0,1509,3257,241,37,29,3561,84,10,94,3657,78,0,3733,215,7,22,0,249,0,0,0,247,0,0,250,23,0,0,18,46,4,3,7,51,0,0,51,4703,423,78,49,5254,120,20,145,5398,147,0,5541,65,0,0,0,63,3,0,3,72,0,0,72,188,18,0,0,205,3,0,3,210,9,0,215,254,19,0,0,275,12,0,13,281,9,0,285,4951,440,83,47,5526,134,23,154,5681,150,0,5834,1337,92,34,23,1494,36,0,37,1527,86,0,1613,3,0,0,3,8,0,0,0,8,0,8,11,6296,534,120,79,7027,166,23,188,7210,235,4,7460
SED51201,12,0,0,0,12,0,0,15,778,95,10,0,893,13,0,13,904,38,0,943,1568,180,26,20,1794,17,0,20,1810,77,0,1889,84,17,23,0,120,3,0,3,121,4,0,131,40,0,0,13,48,0,0,0,48,3,0,50,2468,296,57,35,2855,29,0,28,2887,128,0,3013,12,0,0,0,14,9,0,9,25,10,0,34,37,4,0,4,48,10,0,10,57,11,0,69,53,10,0,4,60,22,0,22,80,18,0,99,2517,302,57,41,2918,49,0,50,2972,143,3,3115,999,102,44,27,1176,78,9,83,1258,198,0,1462,19,0,0,0,20,0,0,0,20,0,22,38,3535,410,107,68,4113,124,13,136,4247,341,23,4613
SED51304,298,13,4,18,314,24,0,340,1657,245,26,3,1935,79,8,89,2021,134,3,2156,3260,419,22,12,3704,70,10,87,3794,85,4,3880,200,5,15,3,224,0,0,0,224,9,0,237,22,4,0,22,50,0,0,0,50,11,0,58,5143,672,64,35,5915,155,20,175,6090,241,6,6337,48,5,0,0,58,10,0,13,66,0,0,66,184,11,4,3,202,8,0,10,212,3,0,217,239,15,4,3,256,21,3,23,279,3,0,288,5375,688,65,40,6176,172,26,195,6370,245,4,6619,1773,125,40,8,1950,76,15,90,2040,110,3,2147,7,0,0,3,10,0,0,0,10,0,7,24,7165,818,109,50,8138,247,39,283,8421,348,16,8792
SED51405,173,10,0,5,178,14,0,194,1657,158,27,12,1853,71,12,88,1940,98,5,2039,3237,315,40,28,3620,88,10,97,3722,76,3,3798,279,15,34,9,336,3,3,11,344,7,0,350,46,4,0,42,93,3,0,3,97,0,8,109,5222,495,105,85,5901,170,27,192,6094,186,16,6296,101,14,0,0,117,19,3,21,134,15,0,150,206,29,3,9,243,33,6,39,280,6,0,287,305,40,4,9,360,50,9,60,418,23,0,441,5526,536,106,94,6262,218,31,255,6516,203,15,6734,1899,187,63,49,2200,105,6,117,2315,172,4,2491,6,0,0,0,6,0,0,0,6,3,8,15,7427,723,175,141,8462,331,44,368,8834,379,30,9244
SED51506,37,0,0,0,37,0,0,37,1052,115,34,4,1204,29,7,35,1241,75,3,1317,2580,272,68,20,2945,63,3,62,3007,93,3,3101,153,14,34,0,201,4,0,4,206,5,0,216,36,7,0,14,52,0,0,0,52,6,3,62,3823,407,132,49,4404,97,11,104,4509,174,11,4696,49,6,0,4,57,38,0,38,101,7,4,117,148,11,3,3,159,13,0,13,175,17,0,190,195,20,3,8,225,56,0,56,279,22,3,309,4019,425,134,55,4627,152,11,160,4790,199,9,5000,1557,156,78,49,1835,90,6,96,1932,179,0,2115,8,0,0,8,14,0,0,0,14,0,14,28,5576,582,205,108,6475,243,13,259,6732,384,28,7144
SED51604,227,7,0,7,230,37,0,269,1222,185,11,14,1426,46,7,54,1478,106,0,1584,2403,249,9,21,2683,38,3,42,2721,61,4,2784,129,9,27,0,166,0,0,0,166,0,0,173,32,3,0,12,44,4,0,4,51,0,0,51,3786,451,42,43,4327,85,6,97,4423,165,0,4589,43,0,0,3,48,4,0,10,54,0,0,58,115,0,0,0,120,3,3,7,125,3,0,125,161,0,0,3,167,9,3,13,179,5,0,185,3945,448,48,48,4488,100,10,106,4598,170,0,4775,1501,150,30,13,1698,39,4,43,1743,126,6,1876,9,0,0,0,8,0,0,0,8,3,10,20,5456,601,77,65,6200,138,16,157,6356,303,17,6671
SED51702,197,7,0,10,207,17,0,225,2367,278,53,15,2708,113,10,119,2831,120,0,2954,4151,456,71,43,4718,128,12,141,4858,84,4,4951,349,31,44,0,428,11,0,18,440,18,0,458,40,6,0,34,77,0,0,0,77,4,3,84,6899,770,167,96,7930,256,23,276,8208,236,6,8449,189,9,0,0,205,27,0,28,224,14,0,242,268,22,15,6,305,14,0,14,324,9,0,329,455,34,15,6,507,38,0,39,553,20,0,575,7354,808,179,101,8441,294,22,317,8760,255,6,9022,3143,333,116,61,3660,187,10,193,3855,263,8,4123,12,0,0,13,28,0,0,0,28,3,25,53,10513,1142,290,183,12128,481,34,512,12635,520,36,13195
SED51806,91,0,0,0,89,9,0,98,910,111,27,8,1058,39,6,50,1108,64,0,1170,1770,219,39,31,2055,67,5,71,2127,74,8,2212,88,5,21,3,122,9,0,9,130,17,3,147,20,4,8,22,48,0,0,0,52,0,0,51,2780,343,95,65,3280,124,10,131,3412,163,11,3582,64,3,4,7,77,13,0,13,94,6,0,103,135,22,4,4,167,17,0,17,188,3,0,191,206,24,8,7,250,29,0,29,278,12,0,289,2986,371,98,69,3531,151,10,161,3690,172,11,3878,1143,138,45,58,1388,90,0,94,1479,139,0,1619,0,0,0,0,0,0,0,0,0,0,13,17,4131,502,147,132,4915,242,14,251,5170,310,30,5512
SED51903,12,0,0,0,12,0,0,12,1742,111,37,35,1921,40,9,53,1967,52,4,2025,2831,167,70,51,3119,31,4,32,3153,54,4,3207,216,21,42,4,281,4,0,4,291,5,0,297,41,0,0,57,108,3,0,3,109,0,0,114,4833,302,142,148,5424,76,11,93,5514,109,11,5634,59,10,0,4,76,15,0,15,86,0,0,92,138,8,3,3,150,13,7,21,170,5,0,176,193,20,3,7,222,32,7,35,257,11,0,266,5027,316,145,158,5650,108,19,123,5770,117,11,5901,2165,129,96,59,2449,103,9,113,2559,231,8,2803,12,0,0,3,12,0,0,0,16,0,29,41,7203,448,245,216,8108,215,22,236,8350,351,49,8745
SED52002,100,7,0,11,110,21,0,136,1312,140,16,6,1474,61,17,75,1550,93,0,1642,2153,309,50,15,2519,57,7,64,2582,78,0,2661,185,19,24,0,236,3,0,3,236,3,0,240,24,11,0,27,64,3,0,3,70,0,0,68,3676,477,90,43,4291,125,19,143,4435,178,0,4614,85,3,3,0,93,28,4,27,123,6,3,129,153,20,4,3,188,36,7,38,232,11,0,237,234,22,11,3,278,59,9,68,352,11,3,369,3917,505,100,51,4567,183,28,216,4787,187,3,4982,1697,231,51,46,2018,112,14,123,2144,258,7,2407,10,0,0,3,18,3,0,3,19,0,13,33,5620,731,147,102,6601,303,41,346,6944,451,22,7422
SED52105,156,3,0,3,156,10,0,169,1035,188,23,4,1257,33,10,35,1295,94,0,1385,2149,263,25,18,2452,62,3,69,2524,63,3,2583,148,24,28,3,206,3,0,4,216,8,0,225,21,0,0,15,36,0,0,0,36,0,0,36,3356,478,83,40,3958,95,10,112,4066,165,3,4229,23,0,0,0,20,14,0,10,35,0,0,32,101,13,6,3,120,19,6,26,149,4,0,148,117,13,7,3,142,32,6,38,182,3,0,182,3471,489,90,46,4093,128,19,149,4242,168,3,4410,1049,111,30,10,1202,26,9,34,1239,106,3,1345,3,0,0,0,6,0,0,0,6,0,5,12,4526,604,117,53,5303,158,30,189,5486,272,7,5771
SED52201,14,0,0,0,17,3,0,19,1017,132,25,17,1188,40,0,41,1228,82,0,1312,1843,230,68,19,2154,53,8,56,2213,63,3,2280,170,13,31,0,215,8,0,8,218,3,0,218,19,4,0,23,42,0,0,0,39,8,0,44,3048,375,119,50,3592,95,11,108,3702,151,3,3862,43,6,4,0,59,11,0,11,64,8,0,75,80,5,3,5,89,13,0,10,101,10,0,115,118,12,8,10,144,18,0,24,170,21,0,189,3164,385,126,64,3741,121,11,131,3872,175,3,4048,1017,115,46,35,1212,94,22,121,1330,203,11,1540,15,0,0,0,14,0,3,3,20,0,7,30,4197,502,173,94,4965,215,39,253,5221,378,21,5625
SED52304,239,9,3,9,255,51,0,300,1841,216,28,25,2123,70,17,91,2210,164,3,2374,3137,458,44,36,3669,93,18,117,3785,118,6,3910,250,30,55,8,351,8,0,8,355,4,0,366,37,4,3,47,91,0,0,0,91,3,0,97,5267,710,134,125,6231,178,36,211,6444,295,9,6741,95,15,0,0,105,23,7,33,146,13,0,157,192,44,4,7,239,36,5,37,280,22,0,304,282,53,4,4,348,61,17,77,423,36,0,455,5550,767,136,133,6578,235,51,289,6865,326,9,7198,1984,392,68,78,2523,134,32,166,2689,519,20,3224,10,0,0,9,19,0,0,0,19,3,42,63,7544,1163,197,214,9120,366,85,454,9573,844,62,10485
SED52402,134,11,0,11,142,21,0,166,1020,147,21,19,1205,82,9,94,1297,111,0,1412,1745,257,24,29,2050,84,4,88,2140,108,0,2253,124,17,23,4,170,6,0,6,178,0,0,184,21,8,0,25,59,0,5,5,65,4,0,66,2915,431,71,68,3483,175,20,190,3677,226,3,3910,78,17,0,11,109,23,3,25,135,15,0,145,154,20,3,0,175,23,8,31,202,7,0,213,230,38,3,11,283,49,6,56,335,21,0,355,3146,467,73,79,3766,220,21,249,4014,251,3,4267,1744,295,35,49,2130,207,31,232,2367,476,6,2844,5,0,0,3,13,0,0,0,13,4,21,43,4895,765,111,130,5910,425,49,478,6387,727,30,7151
SED52504,245,11,0,11,256,29,0,285,1160,149,28,10,1345,44,13,60,1400,75,0,1481,2818,240,38,23,3120,51,4,58,3174,68,3,3252,169,27,23,0,215,5,3,8,217,6,0,224,16,5,0,21,43,0,0,0,43,0,0,46,4161,422,85,50,4720,101,21,119,4840,160,4,4999,39,8,0,0,47,32,0,32,82,0,0,82,171,11,7,3,193,5,0,5,197,8,0,202,215,16,7,6,244,32,0,32,279,8,0,284,4378,431,96,61,4965,138,21,151,5121,161,4,5283,1304,93,22,13,1431,36,3,37,1469,88,0,1558,0,3,0,0,3,0,0,0,3,0,0,3,5677,529,120,74,6401,167,23,193,6590,255,8,6849
SED52605,249,13,3,12,260,30,0,288,1711,211,25,6,1947,73,21,91,2040,81,0,2127,3084,278,48,44,3453,84,6,91,3543,85,3,3631,211,37,37,0,282,8,4,9,293,3,0,299,25,0,0,17,49,6,0,6,51,5,0,61,5030,526,105,71,5733,172,32,202,5935,175,3,6115,84,4,0,0,90,16,0,16,103,9,0,111,155,11,4,0,175,4,0,4,183,6,0,195,243,18,6,0,266,18,0,18,288,13,0,299,5271,544,111,74,6002,192,33,219,6222,194,3,6416,1629,128,43,27,1831,75,13,89,1920,115,5,2046,7,0,0,8,12,0,0,0,12,0,0,13,6911,677,157,107,7846,265,43,307,8153,306,12,8478
SED52704,155,11,3,12,166,22,0,187,1050,127,24,9,1206,47,5,54,1261,64,3,1328,2142,203,37,20,2396,55,8,61,2458,55,3,2510,183,25,25,3,233,3,0,3,242,7,0,246,29,0,3,32,59,0,0,0,63,3,5,68,3397,354,84,59,3901,104,11,121,4016,126,12,4153,76,3,3,0,82,4,0,4,87,0,0,92,115,28,0,4,148,18,0,24,169,0,0,167,192,26,3,4,226,24,0,27,251,3,0,261,3593,382,90,64,4125,134,11,147,4270,128,12,4412,1107,110,34,37,1287,66,4,66,1355,136,0,1490,5,0,0,0,5,0,0,0,5,8,12,21,4703,493,123,98,5415,199,15,215,5632,265,23,5919
SED52802,145,7,0,7,150,24,0,177,1049,161,24,8,1241,29,8,34,1272,85,0,1360,2114,288,36,14,2455,41,8,46,2497,67,3,2566,126,20,22,0,173,6,0,5,182,3,0,182,36,8,0,18,59,3,0,3,62,7,0,75,3329,474,89,43,3924,75,15,90,4018,169,3,4181,104,8,0,0,109,7,0,9,122,6,3,128,132,10,6,9,152,24,0,22,174,5,0,184,230,24,6,9,264,29,3,34,295,12,3,317,3562,494,97,45,4193,105,13,118,4310,181,7,4498,1503,195,36,31,1762,85,8,96,1856,252,3,2119,5,0,0,0,4,0,0,0,4,4,10,24,5067,694,128,73,5969,193,20,210,6179,435,22,6642
SED52903,0,0,0,0,0,0,0,0,46,9,0,0,58,0,0,0,59,29,0,84,35,21,0,0,56,5,3,8,62,5,0,67,5,3,4,0,11,0,0,0,11,9,0,17,3,0,0,6,7,0,0,0,7,0,0,7,90,33,4,6,128,3,3,3,133,43,0,174,16,0,0,0,12,6,0,6,20,8,0,29,0,0,0,0,3,5,4,7,10,0,0,11,14,0,0,0,18,10,4,15,31,14,0,43,102,36,4,7,147,17,7,24,165,52,0,219,69,21,12,0,101,18,8,31,133,120,3,252,0,0,0,0,0,0,0,0,0,0,60,64,170,60,17,7,252,34,19,51,297,172,63,540
SED53003,3,0,0,0,6,0,0,4,1028,174,29,9,1243,44,9,52,1292,115,0,1407,1025,187,41,23,1273,19,4,21,1298,88,0,1385,112,19,36,7,179,4,0,4,177,7,0,181,25,4,0,31,56,6,0,6,66,10,3,73,2184,382,110,67,2753,71,9,84,2831,209,3,3049,23,4,6,0,36,66,5,70,105,22,0,135,31,0,0,0,29,12,8,19,47,11,0,56,53,6,6,0,65,80,14,93,160,31,0,190,2240,392,114,67,2819,152,23,173,2989,243,9,3241,598,129,30,25,783,202,20,228,1015,710,15,1737,16,3,0,3,15,3,0,3,21,11,40,70,2849,527,143,101,3621,354,44,400,4021,961,58,5046
SED53104,204,7,0,5,210,18,0,234,1209,143,19,19,1386,49,10,53,1437,70,0,1508,2614,242,45,17,2916,66,6,70,2982,49,0,3034,200,22,34,0,260,3,3,7,264,0,0,269,17,4,0,11,31,0,0,0,31,10,0,35,4035,410,95,38,4588,113,18,127,4715,133,0,4851,37,4,0,0,38,3,11,14,53,10,0,66,114,9,4,0,130,17,0,17,147,10,0,159,154,10,4,0,175,21,11,30,201,22,0,223,4187,426,107,42,4759,137,27,164,4920,153,0,5072,1200,102,29,33,1363,37,3,43,1407,59,0,1467,9,10,0,4,20,0,0,0,20,0,0,22,5390,532,133,77,6140,170,29,202,6337,209,4,6559
SED53205,109,10,0,10,115,22,0,138,1908,240,45,22,2208,103,13,117,2323,119,0,2443,3049,385,77,21,3527,114,3,116,3644,131,14,3784,307,49,53,6,416,15,0,15,434,19,3,455,43,0,3,33,85,5,0,5,90,12,6,108,5311,669,179,84,6241,230,17,248,6491,272,23,6792,175,16,9,0,204,39,4,38,242,15,0,255,333,32,7,0,371,53,3,57,429,9,0,437,508,47,15,3,574,90,7,99,673,18,0,697,5815,717,194,91,6819,324,27,351,7165,293,23,7485,2929,407,101,87,3527,206,17,224,3750,373,13,4144,26,0,3,4,34,4,0,4,36,0,44,84,8775,1121,302,186,10384,532,50,581,10958,675,81,11709
SED53306,73,4,0,4,72,5,0,78,859,94,16,3,977,38,3,41,1011,95,0,1109,1649,163,53,15,1885,61,6,76,1962,86,5,2049,116,12,25,0,157,5,0,5,158,3,0,167,15,5,0,19,45,3,0,3,45,3,3,49,2643,280,99,49,3061,113,12,124,3179,183,4,3367,70,19,10,3,101,23,0,28,124,10,0,134,154,19,6,5,190,13,0,14,205,12,0,214,225,39,17,11,286,38,4,44,332,17,0,352,2862,315,116,54,3345,151,17,165,3512,203,4,3718,1283,176,83,47,1594,129,10,140,1728,249,0,1980,3,0,0,0,3,3,0,3,4,3,17,30,4154,493,198,103,4940,279,24,310,5248,455,24,5723
