SED_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED10011,21,0,6,0,27,3,0,3,32,0,0,32,3,0,0,0,3,0,0,0,3,0,0,3,1053,153,26,5,1249,9,5,13,1261,76,0,1338,10,0,0,0,9,0,0,0,9,0,0,9,14,0,0,0,12,0,0,0,12,0,0,19,23,0,3,0,25,0,0,0,25,0,0,28,1082,158,30,5,1273,9,5,13,1283,78,0,1366,205,41,7,3,251,3,0,3,257,35,0,293,0,0,0,0,0,0,0,0,0,0,0,7,1282,194,35,10,1527,16,5,20,1539,113,3,1666,201,16,0,0,218,6,0,5,222,21,0,250,182,31,0,0,218,3,0,3,220,12,0,229,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,389,45,0,0,440,9,3,11,452,36,0,488,4,0,0,0,4,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
SED10012,3,3,4,0,13,0,0,0,13,5,0,16,7,0,0,6,13,0,0,0,13,0,0,18,670,142,10,19,845,26,15,40,886,115,0,1000,14,6,0,3,26,9,3,16,41,8,0,46,23,21,0,0,44,11,11,23,63,15,0,80,33,29,0,3,70,23,17,33,107,20,0,128,702,175,10,20,913,51,26,75,990,139,0,1131,406,176,11,19,615,34,13,45,663,331,0,997,3,0,0,3,5,0,0,0,5,0,12,20,1119,349,19,46,1534,84,41,123,1657,468,18,2141,248,34,0,3,283,13,0,15,306,36,0,337,167,69,0,0,241,12,4,14,256,48,0,304,3,0,0,0,6,0,0,0,6,0,0,6,3,0,0,10,17,0,0,0,16,3,3,20,415,112,3,18,547,21,5,33,580,91,6,674,9,8,0,0,14,10,4,13,31,11,0,37,12,15,0,0,25,8,8,13
SED10013,14,3,4,0,24,0,0,0,24,0,0,26,12,0,0,25,40,0,0,0,40,0,0,36,1574,125,22,39,1765,17,3,24,1787,62,0,1843,25,0,0,0,24,3,0,3,32,3,0,35,33,0,0,3,37,0,0,0,41,3,0,38,57,0,0,3,65,6,0,6,65,8,0,73,1636,125,26,41,1824,24,3,27,1852,65,0,1918,304,31,3,11,348,3,3,3,355,50,0,399,3,0,0,0,3,0,0,0,3,0,3,3,1944,158,25,52,2175,26,4,29,2212,113,3,2328,353,25,4,3,388,3,0,3,393,18,0,403,308,29,9,0,344,6,0,6,350,12,0,362,9,0,0,0,14,0,0,0,13,3,0,16,6,0,0,8,16,0,0,0,16,0,0,11,673,59,15,11,756,10,0,9,765,33,0,799,4,3,0,0,7,0,0,0,8,0,0,8,14,0,0,0,14,0,0,0
SED10014,16,0,0,0,18,0,0,0,18,0,0,15,3,6,0,7,19,0,0,0,16,7,0,24,802,104,15,24,946,27,6,32,981,87,0,1069,17,0,0,0,16,3,0,3,20,0,0,21,19,4,0,3,28,3,0,5,33,4,0,33,37,3,0,3,46,9,0,7,53,3,0,56,839,112,15,27,991,28,12,42,1033,96,0,1125,292,63,5,13,376,11,6,20,389,133,0,530,0,0,0,4,3,0,0,0,3,0,9,12,1135,173,20,36,1372,45,18,62,1432,229,7,1670,205,18,5,3,227,5,0,5,233,25,0,256,148,17,0,0,170,10,4,12,181,19,0,197,11,0,3,0,11,0,0,0,11,4,0,14,3,3,0,4,12,0,0,0,12,3,0,10,365,35,7,9,414,12,4,16,427,45,0,472,14,0,0,0,16,0,0,0,13,0,0,19,6,0,0,0,5,4,0,4
SED10015,11,0,11,0,21,0,0,0,21,3,0,22,12,5,0,17,32,0,0,0,32,3,3,35,912,162,18,29,1131,15,4,18,1144,97,4,1245,12,0,0,0,12,7,0,7,22,0,0,22,25,6,0,0,27,0,3,6,33,3,0,35,35,7,0,0,41,5,3,10,55,3,0,58,951,168,18,31,1169,23,10,30,1201,101,4,1302,288,71,8,15,380,9,3,7,388,118,3,511,0,0,0,0,3,0,0,0,3,0,3,5,1241,243,29,51,1554,28,7,39,1597,216,10,1822,340,43,6,4,393,7,0,6,401,23,0,424,212,69,10,3,294,3,0,6,300,36,0,345,8,0,6,0,16,0,0,0,16,3,0,14,0,0,0,11,11,0,0,0,11,0,0,17,567,114,15,18,719,9,3,15,729,69,0,798,13,3,0,0,11,6,0,6,19,3,0,19,14,5,0,0,19,0,0,0
SED10016,18,3,5,0,28,0,0,0,28,0,0,32,7,5,0,9,18,0,0,0,18,3,0,23,1931,179,29,20,2151,35,3,38,2192,64,3,2258,25,0,0,0,28,7,0,7,34,0,0,35,33,3,0,0,38,3,3,3,44,0,0,42,58,3,0,3,59,7,3,10,73,0,0,74,1982,186,29,16,2215,45,5,51,2263,69,3,2338,395,41,6,8,450,7,0,10,458,38,0,498,0,0,0,3,4,0,0,0,4,0,3,12,2383,228,34,28,2671,51,4,59,2731,110,8,2846,619,53,4,3,682,18,0,18,698,23,0,724,457,55,4,3,517,11,0,11,531,15,0,544,21,3,5,0,28,0,0,0,28,0,0,31,0,0,0,6,16,0,0,0,16,3,0,14,1101,116,13,19,1244,28,0,28,1267,41,3,1311,17,0,0,0,20,0,0,0,20,0,0,19,24,3,0,0,28,0,0,0
SED10017,20,8,11,0,36,0,0,0,38,0,0,37,9,0,0,9,19,0,0,0,19,0,0,19,938,89,26,17,1070,24,3,29,1097,65,0,1162,6,0,0,0,13,3,0,3,16,0,0,18,14,0,0,0,16,9,0,9,27,0,0,27,20,6,0,0,27,7,0,7,35,0,0,43,958,96,25,19,1102,31,3,40,1138,65,0,1203,225,20,3,8,253,8,0,8,264,99,0,362,3,0,0,0,7,0,0,0,7,0,0,9,1186,121,31,22,1356,44,3,49,1403,162,0,1572,96,13,3,0,108,9,0,5,118,5,0,122,119,18,3,0,137,0,0,0,137,16,0,155,4,0,3,0,5,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,3,0,0,7,217,25,10,5,255,9,0,5,261,24,0,286,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0
SED10018,17,3,4,0,31,0,0,0,31,0,0,30,3,0,0,3,5,0,0,0,5,0,0,5,1080,131,19,8,1236,28,0,25,1265,52,0,1322,11,0,0,0,11,0,0,0,8,3,0,12,25,3,0,0,32,0,0,0,29,0,0,30,37,3,0,0,36,0,0,0,41,3,0,43,1117,136,23,8,1277,31,0,29,1307,54,0,1365,135,25,3,0,161,6,0,9,173,30,0,197,3,0,0,0,4,0,0,0,4,0,0,5,1246,159,25,10,1441,37,3,38,1480,81,0,1569,190,28,4,3,224,11,0,8,232,18,0,245,206,32,3,0,245,3,0,3,250,19,0,264,8,0,3,0,12,0,0,0,12,0,0,14,3,0,0,0,5,0,0,0,5,0,0,5,410,62,10,5,483,14,0,14,497,33,0,533,3,3,0,0,6,0,0,0,6,0,0,6,11,0,0,0,11,0,0,0
SED10019,16,7,5,0,24,0,0,0,24,5,0,32,13,0,0,10,21,0,0,0,21,3,0,25,761,159,18,16,947,22,4,25,975,83,0,1055,5,3,0,0,13,6,0,10,19,3,0,21,15,3,0,0,20,3,0,5,20,0,0,24,26,4,3,0,30,10,3,13,40,4,0,46,782,157,19,16,978,27,12,39,1021,84,0,1102,148,29,9,8,191,3,5,13,202,105,0,310,0,4,0,0,5,0,0,0,5,4,4,9,929,192,30,25,1180,39,17,50,1230,194,4,1424,65,6,3,3,71,0,0,0,77,11,0,87,67,12,0,0,84,0,0,0,83,16,0,96,3,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,131,23,5,3,163,0,0,3,168,22,0,188,4,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,3,0,3
SED10020,11,0,3,0,15,0,0,0,15,5,0,17,6,0,0,6,16,0,0,0,16,0,0,17,857,146,15,20,1032,19,6,20,1054,82,0,1130,9,3,0,0,17,0,0,0,17,0,0,17,10,6,0,0,19,4,0,4,19,0,0,19,16,14,0,0,32,8,0,9,40,0,0,40,872,159,15,20,1061,26,9,33,1089,82,0,1171,107,28,8,0,140,4,0,4,142,57,0,204,0,0,0,0,0,0,0,0,0,0,3,3,976,185,21,20,1194,30,9,37,1237,137,6,1380,90,22,0,0,113,0,3,6,116,6,0,123,72,21,3,0,102,0,0,0,102,12,0,115,0,0,3,0,4,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,3,0,0,7,168,41,6,4,217,8,3,7,225,24,0,249,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0
SED10021,15,0,0,0,17,0,0,0,17,0,0,12,3,0,0,4,5,0,0,0,5,0,0,5,786,100,5,6,898,20,0,20,916,35,0,956,11,0,0,0,11,0,0,0,11,0,0,8,12,0,0,0,13,0,0,0,13,3,0,15,18,0,0,0,16,0,0,0,20,5,0,26,801,100,11,6,920,23,0,21,937,40,0,980,141,20,3,0,163,0,0,0,164,13,0,180,0,0,0,0,0,0,0,0,0,0,0,0,944,118,8,6,1081,25,0,24,1105,56,0,1159,239,28,0,0,275,4,3,5,280,15,0,295,214,26,3,3,252,3,0,3,251,8,0,260,11,0,3,0,19,0,0,0,19,4,0,17,0,0,0,0,4,0,0,0,4,0,0,4,465,63,8,8,544,5,3,8,554,26,0,574,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0
SED10022,16,0,3,0,21,0,0,0,21,3,0,26,11,3,0,8,19,0,0,0,19,0,0,21,806,108,20,28,960,12,0,16,979,54,0,1031,3,3,0,0,7,3,0,3,8,3,0,13,8,0,3,0,12,0,0,3,12,0,0,14,9,3,3,0,15,3,0,3,20,5,0,28,814,112,24,28,978,19,0,16,1000,55,0,1055,138,16,6,4,170,4,0,4,172,58,0,228,7,0,0,0,7,0,0,0,7,0,5,8,955,134,30,31,1150,22,5,23,1179,111,3,1295,70,10,0,0,81,0,0,0,82,3,0,89,72,14,0,0,88,0,0,0,90,4,0,92,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,144,21,4,0,173,3,0,3,172,7,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED10023,17,3,0,0,20,0,0,0,20,3,0,26,6,3,0,6,15,0,0,0,15,0,0,15,1322,119,24,16,1476,22,3,26,1500,44,0,1548,3,0,0,0,3,0,0,0,3,0,0,5,24,9,0,0,33,0,0,0,34,0,0,34,27,9,0,0,36,0,0,0,36,0,0,40,1344,124,24,17,1508,26,3,30,1534,48,0,1583,196,25,3,3,226,0,0,0,224,26,0,248,0,0,0,0,0,0,0,0,0,0,3,3,1538,152,21,23,1739,26,4,31,1764,70,3,1838,332,30,7,6,374,0,0,3,376,19,0,396,350,46,4,3,402,3,0,3,403,16,0,422,13,0,3,0,20,0,0,0,20,0,0,21,4,0,0,6,5,0,0,0,5,0,0,5,691,82,14,9,799,3,0,3,805,43,0,843,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0
SED10024,9,0,3,0,16,0,0,0,16,0,0,21,6,0,0,4,13,0,0,0,13,0,0,15,1815,160,21,22,2020,37,0,37,2055,83,0,2143,20,0,0,4,25,3,0,3,26,3,0,32,24,0,0,0,24,8,0,8,37,3,0,38,47,0,0,4,49,11,0,11,59,7,0,65,1868,161,21,24,2070,41,0,41,2117,90,0,2208,437,34,3,6,472,27,4,28,501,49,0,549,3,0,0,0,3,0,0,0,3,0,0,3,2304,196,27,23,2550,66,4,69,2619,139,0,2763,482,54,4,3,538,9,3,10,552,34,0,585,520,52,4,6,578,12,0,14,595,20,0,616,7,0,10,0,21,0,0,0,21,0,0,17,6,0,0,6,13,0,0,0,13,0,0,13,1010,108,16,20,1145,26,4,30,1171,57,0,1231,12,0,0,0,12,0,0,0,18,3,0,18,11,3,0,0,18,0,0,0
SED10025,7,3,0,0,13,0,0,0,13,0,0,13,3,0,0,3,3,0,0,0,3,3,0,8,907,94,10,12,1029,12,3,21,1043,53,0,1099,3,0,0,0,3,0,0,0,3,3,0,8,8,3,0,0,11,0,0,3,14,0,0,14,9,3,0,0,13,0,0,3,16,3,0,21,923,98,10,13,1041,17,5,23,1068,60,0,1125,156,13,0,3,175,0,0,0,173,31,3,208,0,0,0,4,6,0,0,0,6,0,5,9,1075,118,10,18,1224,17,8,27,1249,84,4,1339,297,38,4,0,340,4,0,4,345,18,0,360,256,42,4,4,296,3,0,7,305,25,0,325,6,3,9,0,15,0,0,0,15,0,0,15,4,0,0,4,3,0,0,0,3,0,0,3,560,78,14,11,657,12,0,12,671,41,0,709,4,0,0,0,4,0,0,0,4,3,0,3,9,6,0,0,13,0,0,3
SED10026,15,0,3,0,20,0,0,0,17,5,0,21,11,0,0,13,22,0,0,0,22,0,0,22,970,84,13,24,1091,17,3,16,1113,55,7,1171,10,3,0,0,7,4,0,4,15,4,0,17,8,0,0,0,8,5,0,5,10,0,0,10,15,3,0,0,17,9,0,10,26,4,0,31,983,92,13,24,1112,20,0,26,1139,55,7,1200,118,23,0,0,140,3,0,3,141,45,0,190,0,0,0,0,0,0,0,0,0,0,0,0,1102,112,16,23,1253,28,0,27,1283,95,7,1387,79,5,0,0,86,0,0,0,88,5,0,95,70,7,3,0,83,0,0,0,82,3,0,83,5,0,0,0,3,0,0,0,4,0,0,4,0,0,0,3,3,0,0,0,3,0,0,3,155,20,3,3,172,3,0,3,178,11,0,189,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SED10027,11,3,3,0,16,0,0,0,16,0,0,16,9,0,0,8,17,0,0,0,20,0,3,20,1021,148,14,29,1213,14,5,20,1232,66,3,1301,19,6,0,0,24,4,0,4,28,6,0,36,24,7,0,0,37,3,3,5,37,3,0,43,45,13,0,0,62,5,3,10,67,5,0,76,1062,166,12,31,1273,22,9,33,1300,75,3,1381,277,89,5,9,376,17,3,19,395,92,0,494,0,0,0,0,0,0,0,0,0,0,3,3,1342,255,20,36,1648,34,12,52,1701,169,8,1880,354,46,3,0,407,3,6,12,413,30,0,451,252,52,3,6,319,4,0,4,321,15,0,339,9,4,3,0,17,0,0,0,17,0,0,19,3,0,0,11,14,0,0,0,14,0,0,14,622,100,14,22,753,8,5,14,773,51,0,822,18,3,0,0,24,0,0,0,24,3,0,28,10,0,0,0,14,0,0,0
SED10028,26,0,4,0,29,0,0,0,29,0,0,29,6,3,0,8,21,0,0,0,21,0,0,23,1708,171,13,19,1912,41,11,53,1959,56,0,2016,22,10,0,0,32,3,0,3,35,0,0,34,38,0,0,0,36,0,0,3,40,11,0,45,55,8,0,0,71,3,0,3,69,9,0,79,1763,175,13,21,1979,48,14,54,2036,62,0,2103,383,47,0,12,450,21,5,24,473,50,0,519,0,0,0,0,5,0,0,0,5,0,0,8,2151,227,15,30,2427,62,13,77,2511,115,3,2626,622,61,3,3,691,18,9,27,718,41,0,758,532,77,9,0,621,21,5,22,643,30,0,679,15,3,3,0,24,0,0,0,24,0,0,24,3,0,0,5,11,0,0,0,13,0,0,15,1170,150,18,12,1350,44,13,50,1399,70,0,1470,10,6,0,0,16,7,0,7,17,3,0,23,17,3,0,0,23,4,0,3
SED10029,14,3,0,0,16,0,0,0,16,0,0,15,11,0,3,16,22,3,0,3,29,3,0,38,559,128,10,31,726,19,7,24,758,96,0,854,14,10,0,3,21,10,0,6,35,3,0,38,27,24,0,0,53,6,3,13,62,20,0,82,46,26,0,3,76,13,6,20,98,26,0,124,606,159,10,36,806,36,10,51,855,117,0,974,374,172,4,31,575,26,13,38,611,421,7,1041,4,0,0,0,4,0,0,0,4,3,7,11,977,329,16,64,1383,58,23,84,1470,546,19,2033,239,30,5,3,276,8,0,3,287,35,0,319,143,61,0,3,210,9,8,13,226,36,0,260,6,5,0,0,8,0,0,0,8,0,0,9,3,0,0,12,20,0,0,3,20,3,0,26,390,101,10,19,517,14,6,23,541,78,0,617,6,7,0,0,13,0,0,0,15,8,0,25,17,10,0,0,22,0,8,12
SED10030,13,7,6,0,28,0,0,0,28,0,0,31,3,0,0,4,13,0,0,0,13,0,0,12,806,103,18,13,941,19,0,16,958,53,0,1011,10,0,0,0,7,7,0,7,14,0,0,13,17,0,0,0,16,0,0,0,16,3,0,19,23,0,0,0,27,7,0,8,28,4,0,32,831,102,18,13,967,21,3,26,990,58,0,1044,170,26,5,4,214,4,0,4,213,43,0,258,0,0,0,0,3,0,0,0,3,0,3,3,1002,133,26,18,1179,24,3,29,1200,99,3,1305,136,20,5,0,158,5,0,5,162,10,0,172,155,21,4,0,177,5,0,5,186,15,0,195,7,0,5,0,9,0,0,0,9,0,0,14,3,0,0,3,7,0,0,0,7,0,0,4,303,44,14,3,356,4,0,10,369,21,0,389,8,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,7,0,0,0
SED10031,12,3,7,0,22,0,0,0,22,0,0,26,8,0,0,14,20,0,0,0,20,0,0,20,1065,126,33,24,1244,11,3,12,1256,61,0,1313,4,0,0,0,6,5,0,5,13,0,0,13,15,0,0,0,15,0,0,0,18,0,0,22,21,0,0,0,24,5,0,6,29,0,0,29,1089,122,33,24,1265,13,4,16,1289,61,0,1347,167,19,3,0,196,5,3,5,203,27,0,231,0,0,0,0,3,0,0,0,3,0,0,3,1257,146,32,24,1467,22,7,26,1489,85,0,1582,115,8,0,3,131,0,0,0,131,3,0,136,98,14,3,0,116,0,0,0,116,4,0,125,3,0,0,0,3,0,0,0,3,0,0,7,7,0,0,0,3,0,0,0,3,0,0,3,225,21,5,6,260,0,0,0,261,12,0,271,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
SED10032,4,0,0,0,10,0,0,0,5,4,0,8,10,3,0,13,21,0,0,0,23,3,0,30,702,111,9,31,852,16,9,30,883,87,0,968,11,5,0,0,18,6,0,7,20,6,0,24,31,9,0,0,47,3,3,8,54,3,0,55,40,16,0,0,62,5,6,15,73,4,0,79,741,125,10,29,915,24,19,41,957,96,0,1051,332,124,7,33,505,16,13,34,534,240,0,771,3,0,0,4,7,0,0,0,7,3,6,23,1077,254,18,70,1420,42,28,74,1493,338,10,1846,259,24,3,3,288,5,0,7,294,34,0,335,157,43,3,3,201,3,3,11,213,21,0,237,4,3,3,0,13,0,0,0,13,3,0,14,6,0,0,13,21,0,0,0,23,0,0,23,428,66,9,22,525,17,3,18,545,57,0,603,12,0,0,0,14,9,0,9,18,5,0,25,4,6,0,3,17,3,8,11
SED10033,17,0,6,0,24,0,0,0,24,0,0,27,8,3,0,8,14,0,0,0,15,0,0,18,1288,133,16,18,1446,13,0,11,1458,53,3,1517,11,3,0,0,14,3,0,3,12,0,0,12,15,0,0,0,24,0,0,0,24,4,0,28,30,6,0,0,36,3,0,3,36,4,0,44,1315,134,19,18,1479,17,0,16,1494,59,3,1560,246,18,11,3,279,6,0,8,287,36,0,325,0,3,0,0,3,0,0,0,3,0,0,9,1562,153,22,18,1762,18,4,26,1784,96,10,1886,235,24,0,0,259,0,0,0,261,22,0,281,221,29,0,3,256,0,0,3,260,3,0,267,7,3,0,0,7,0,0,0,7,0,0,7,5,0,0,5,9,0,0,0,9,0,0,10,473,54,3,9,533,3,0,3,536,30,0,570,3,3,0,0,5,0,0,0,4,0,0,9,5,0,0,0,5,0,0,0
SED10034,27,0,7,0,32,0,0,4,33,0,0,32,3,0,0,9,14,0,0,0,14,0,0,14,1474,116,18,28,1638,14,5,19,1655,49,3,1705,4,0,0,0,4,0,0,0,4,3,0,8,27,0,0,0,30,0,0,0,30,0,0,30,35,0,0,0,37,0,0,0,37,3,0,38,1510,116,20,28,1668,14,5,19,1689,52,3,1745,206,11,5,7,231,0,0,0,233,23,0,252,0,0,0,0,3,0,0,0,3,0,0,3,1718,123,23,35,1905,12,5,20,1926,74,3,1997,320,28,3,7,359,7,0,3,366,19,0,381,350,28,7,3,385,4,3,9,400,11,0,411,11,0,4,0,12,0,0,0,16,0,0,11,0,0,0,4,4,0,0,0,4,0,0,4,678,57,14,12,762,12,7,18,778,31,0,805,3,4,0,0,10,0,0,0,10,0,0,7,7,0,0,0,10,0,0,0
SED10035,4,0,3,0,13,0,0,0,13,0,0,13,5,0,0,5,12,0,0,0,12,0,0,9,597,81,6,8,695,6,3,10,704,47,3,754,6,0,0,0,6,3,0,3,14,0,0,11,7,0,0,0,9,3,0,3,12,0,0,12,16,0,0,0,18,4,0,4,23,0,0,26,611,78,6,8,707,15,3,15,728,46,3,776,105,23,4,0,133,4,0,4,143,27,5,174,0,0,0,0,0,0,0,0,0,0,3,6,721,105,9,10,846,20,3,19,871,76,8,954,183,27,0,3,210,4,0,8,218,25,0,243,115,31,3,3,145,4,0,5,150,7,0,159,4,0,0,0,3,0,0,0,3,0,0,8,0,0,0,8,11,0,0,0,11,0,0,11,303,55,3,11,372,8,3,5,382,35,0,419,5,0,0,0,5,0,0,0,11,0,0,11,5,0,0,0,9,0,0,0
