SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED10011,2383,104,4,2490,8,0,0,0,9,3,0,3,11,5,0,18,59,12,0,4,78,4,0,3,78,6,0,81,65,11,0,7,85,8,0,7,92,11,0,98,2077,292,37,21,2432,31,14,48,2477,116,4,2593,600,73,11,17,703,12,5,16,720,57,0,774,5,0,0,3,4,0,0,0,4,5,5,16,2683,368,51,40,3137,39,17,57,3198,173,7,3387,501,69,11,0,581,0,3,3,584,34,0,619,720,92,17,12,839,10,4,8,853,20,3,873,34,0,3,0,34,0,0,0,34,3,0,42,0,0,0,3,8,0,0,0,8,0,0,9,1250,167,30,17,1466,9,3,12,1478,63,3,1537,11,3,0,0,15,0,0,0,15,0,0,12,28,0,0,0,31,0,0,0,29,3,0,35,40,3,0,0,47,0,0,0,46,6,0,51,1288,172,31,21,1507,9,6,14,1523,63,3,1590,280,35,3,4
SED10012,1358,127,5,1487,15,3,0,0,25,8,7,17,38,11,0,51,43,19,0,0,63,16,5,23,91,14,0,102,65,21,0,0,85,29,10,40,125,23,0,150,1102,233,20,22,1370,78,38,113,1485,148,5,1643,825,280,19,42,1168,63,26,90,1254,491,8,1757,8,0,0,13,22,0,0,0,22,0,28,58,1935,510,38,74,2564,144,59,202,2765,641,41,3451,371,37,0,3,408,15,5,21,432,42,0,477,284,87,3,6,381,14,4,22,397,42,0,446,5,4,0,0,8,0,0,0,12,0,0,16,10,0,0,10,16,0,0,0,16,5,0,21,670,123,4,17,814,35,14,45,863,90,5,957,19,3,0,3,21,8,0,8,34,3,0,32,26,19,0,0,43,4,13,16,60,3,0,63,39,25,0,3,67,17,13,30,94,3,0,93,706,148,4,21,882,47,21,69,954,93,5,1054,455,153,13,24
SED10013,3997,63,0,4067,37,3,0,0,43,0,0,0,38,5,0,44,100,9,3,4,115,3,0,3,114,7,0,123,136,7,3,5,153,4,0,4,155,8,0,163,3698,311,53,56,4127,26,6,34,4155,70,0,4230,1012,80,18,31,1139,19,5,25,1159,117,5,1283,3,4,0,9,15,0,0,0,15,0,9,25,4711,392,72,95,5274,42,9,53,5328,188,18,5535,913,72,6,8,998,9,0,10,1010,35,0,1046,1069,97,4,14,1184,10,0,9,1197,21,7,1219,36,0,14,0,51,0,0,0,51,3,0,50,22,0,0,32,48,0,0,0,48,0,0,49,2039,169,24,48,2282,22,0,19,2304,52,8,2366,15,4,0,0,17,0,0,0,19,0,0,19,50,3,0,3,55,3,0,3,55,4,0,57,64,4,0,0,74,3,0,3,76,4,0,79,2096,178,24,52,2358,24,3,27,2384,58,8,2447,463,51,4,10
SED10014,1947,135,3,2081,37,9,0,0,48,11,0,11,59,5,0,64,78,10,0,3,93,9,0,8,103,6,0,108,118,17,0,3,143,14,0,20,163,10,0,170,1750,220,33,35,2038,57,12,71,2110,137,3,2255,893,169,11,42,1110,41,16,57,1171,262,3,1436,7,0,0,0,7,3,0,3,10,3,16,29,2648,384,46,81,3159,105,33,131,3296,403,23,3722,455,48,3,7,508,8,3,16,526,47,0,572,455,65,5,5,533,6,6,11,543,41,0,592,15,4,3,0,27,0,0,0,27,0,0,28,10,4,0,11,17,0,0,0,19,8,0,29,930,122,13,16,1090,19,8,26,1113,99,0,1211,22,12,0,0,36,8,0,8,48,3,0,48,31,7,0,3,38,0,3,5,40,0,0,44,54,11,0,3,69,11,3,11,86,5,0,89,984,136,13,19,1159,28,12,39,1198,103,0,1301,400,94,3,23
SED10015,2330,122,3,2457,21,10,3,0,32,4,0,4,40,6,0,43,77,22,0,3,104,0,3,6,109,6,0,118,103,32,3,3,138,11,3,12,147,11,0,160,2023,315,26,44,2411,51,16,63,2479,130,3,2616,820,218,22,44,1103,38,15,53,1153,194,5,1347,7,5,0,3,15,0,0,0,15,0,28,39,2854,534,44,91,3522,89,31,115,3643,320,35,4002,504,70,3,3,584,11,3,14,596,30,3,630,549,111,3,3,672,9,5,16,690,46,0,737,16,6,11,0,30,0,0,0,30,3,0,29,16,3,0,4,26,0,0,0,21,0,0,28,1085,193,16,12,1305,19,11,33,1336,76,3,1421,13,5,0,0,18,4,0,5,25,0,0,23,45,14,0,3,64,0,4,4,64,6,0,70,62,17,0,7,85,4,3,8,88,10,0,101,1142,212,16,17,1392,27,15,39,1425,86,3,1521,358,99,10,20
SED10016,3950,70,7,4029,39,0,0,0,39,3,0,3,46,3,0,50,97,10,0,0,109,3,0,5,119,3,0,116,137,14,0,0,155,10,0,11,165,4,0,164,3675,280,46,40,4046,53,12,67,4113,76,7,4198,1023,92,4,27,1151,26,0,28,1178,75,4,1258,6,0,0,3,11,0,0,0,11,0,4,13,4711,371,53,72,5206,75,12,93,5292,156,19,5466,996,78,3,4,1084,19,0,22,1104,52,3,1155,1198,82,8,9,1298,15,0,17,1314,12,0,1328,33,0,4,0,32,0,0,0,32,0,0,32,10,3,0,15,30,0,0,0,29,0,0,34,2233,163,15,28,2443,31,3,34,2475,64,3,2545,22,0,0,0,22,4,0,4,28,3,0,32,54,10,0,3,67,6,0,9,71,3,0,73,75,10,0,3,84,11,0,16,101,7,0,104,2313,175,15,28,2529,47,6,47,2577,70,3,2656,518,50,0,12
SED10017,2375,105,3,2481,13,5,0,0,20,15,0,15,35,7,0,39,45,7,0,0,60,4,0,9,68,10,0,78,66,13,0,0,84,16,0,19,104,16,0,121,2094,233,55,40,2413,57,8,66,2478,121,3,2604,708,107,10,21,846,42,6,44,888,175,0,1065,7,0,0,0,4,0,0,0,4,0,8,14,2808,332,65,56,3264,101,12,106,3372,298,14,3685,397,41,12,0,443,16,0,16,462,25,0,495,647,78,15,6,750,16,0,16,758,39,0,800,39,0,7,0,49,0,0,0,54,3,0,52,9,0,0,9,19,0,0,0,19,0,0,17,1092,124,35,21,1265,36,0,36,1296,68,0,1364,10,6,0,0,20,6,0,6,27,4,0,28,25,6,0,6,41,3,0,3,39,9,0,45,40,13,0,6,53,11,0,11,63,10,0,77,1130,135,35,25,1315,44,0,44,1357,79,0,1440,302,48,6,10
SED10018,2647,86,0,2735,5,9,0,0,12,0,0,0,12,0,0,12,55,4,0,3,64,0,0,0,66,3,0,68,66,10,0,3,77,0,0,0,81,3,0,82,2337,282,46,18,2682,37,10,39,2727,83,0,2813,477,51,13,4,546,18,0,18,560,89,0,651,3,0,0,0,5,0,0,0,5,0,3,14,2817,330,63,29,3234,52,10,57,3296,174,3,3472,432,49,10,0,492,9,0,13,499,41,0,544,786,87,12,8,896,22,4,20,913,21,0,936,14,3,3,0,20,0,0,0,20,0,0,23,3,0,0,10,15,0,0,0,15,0,0,13,1241,147,21,14,1419,26,3,31,1455,64,0,1518,10,3,0,0,8,0,0,0,8,0,0,9,30,6,0,0,30,0,0,0,30,3,0,30,35,7,0,0,39,0,0,0,39,4,0,46,1274,149,21,14,1461,26,3,31,1495,70,0,1564,219,35,6,3
SED10019,1677,112,3,1800,22,3,0,0,25,14,3,15,39,5,0,47,51,8,3,0,67,14,3,15,78,3,3,86,73,9,3,0,89,22,4,26,119,11,3,133,1364,294,29,41,1723,58,15,74,1800,125,3,1933,466,109,12,11,602,30,7,37,634,166,0,804,3,7,0,0,7,0,0,0,7,0,3,18,1834,401,44,53,2333,95,19,113,2441,302,10,2752,381,64,3,6,453,8,6,15,467,29,0,492,445,110,11,4,567,7,3,12,575,39,0,624,9,3,3,0,16,0,0,0,16,3,0,23,6,3,0,0,15,3,0,3,15,3,4,21,846,182,18,7,1051,18,8,24,1080,74,6,1161,17,4,0,0,20,4,0,3,28,4,0,30,18,3,0,0,22,3,0,3,26,3,0,26,31,6,0,0,44,11,0,10,52,9,0,58,879,192,19,10,1095,27,8,31,1134,79,6,1216,210,52,7,5
SED10020,2122,111,5,2231,12,6,0,0,24,10,3,7,33,0,0,29,41,3,4,0,49,12,8,17,71,3,0,69,54,8,4,0,75,19,11,25,103,3,0,104,1750,320,35,30,2137,50,28,82,2218,113,5,2336,479,83,3,16,586,20,7,23,606,123,0,736,0,0,0,3,8,3,0,3,9,0,7,16,2234,409,36,52,2731,70,35,105,2837,240,17,3089,404,58,3,0,473,11,3,13,485,37,0,526,583,119,11,10,721,8,3,10,729,37,0,776,17,0,8,0,24,0,0,0,24,0,0,25,5,0,0,7,12,0,0,0,14,0,0,15,1004,176,18,17,1223,19,11,31,1253,82,3,1338,7,3,0,0,13,9,0,9,16,0,0,16,27,0,4,0,33,3,0,10,37,4,0,42,33,4,4,0,39,16,0,16,59,4,0,59,1042,182,23,16,1266,36,11,42,1310,82,3,1397,174,35,5,10
SED10021,2643,72,3,2719,13,3,0,0,21,0,0,0,21,0,0,24,35,3,0,0,36,0,0,3,40,0,0,40,52,8,0,0,56,0,0,3,65,0,0,65,2366,235,26,41,2663,39,6,42,2704,69,3,2778,579,40,6,4,630,16,0,20,648,36,0,686,0,0,0,3,3,0,0,0,3,0,0,7,2952,274,34,44,3298,54,5,60,3357,108,5,3477,537,55,5,0,596,13,0,13,612,23,0,638,554,46,4,7,607,7,0,11,615,10,5,630,17,3,0,0,24,0,0,0,24,0,0,20,3,3,0,14,15,0,0,0,15,0,0,17,1111,102,4,14,1241,22,0,21,1264,40,3,1302,14,0,0,0,18,0,0,0,21,0,0,22,18,3,0,0,19,3,0,3,22,3,0,28,33,4,0,0,38,3,0,6,40,7,0,50,1144,106,6,14,1274,29,3,30,1303,42,3,1355,233,16,6,0
SED10022,2222,88,3,2318,13,7,0,0,25,5,0,5,26,3,0,32,27,5,0,0,34,3,3,8,43,3,0,44,42,15,0,3,55,9,3,12,71,8,0,79,1932,231,33,45,2250,41,6,41,2296,94,5,2389,527,59,0,27,613,37,11,50,660,133,3,798,3,0,0,5,9,0,0,0,9,5,9,17,2466,293,41,78,2878,72,19,93,2967,229,12,3208,487,57,8,4,557,10,0,10,563,26,0,589,701,80,9,12,803,6,0,7,806,20,3,832,11,3,4,0,24,0,0,0,24,0,0,23,6,0,0,14,20,0,0,0,26,0,0,26,1208,137,21,28,1399,19,0,16,1423,49,3,1473,8,5,0,3,17,3,0,3,20,6,0,23,11,6,0,3,17,3,0,4,19,0,0,19,20,9,0,3,34,9,0,7,40,6,0,44,1229,152,21,34,1436,27,4,23,1465,57,3,1521,234,38,3,10
SED10023,3006,47,0,3057,17,0,0,0,17,3,0,3,15,0,0,15,54,5,3,0,58,0,0,0,58,0,0,58,70,5,3,0,72,3,0,3,78,0,0,78,2814,180,35,28,3061,20,7,23,3082,47,0,3130,567,29,3,11,609,0,3,8,608,28,0,639,3,0,0,0,10,0,0,0,10,0,3,13,3387,211,36,38,3670,21,6,27,3701,70,6,3781,605,49,7,3,661,8,0,8,670,20,0,689,963,66,10,14,1052,7,0,6,1054,11,0,1070,15,3,5,0,26,0,0,0,26,0,0,26,5,0,0,10,17,0,0,0,17,0,0,17,1595,116,17,25,1752,12,0,14,1768,33,0,1801,3,0,0,0,3,0,0,0,4,0,0,4,28,3,0,4,40,0,0,0,40,0,0,41,38,3,0,4,46,0,0,0,41,0,0,44,1635,117,19,22,1796,13,0,12,1809,36,0,1848,276,14,9,3
SED10024,3770,100,10,3875,33,4,0,0,38,3,0,3,35,0,0,40,98,6,0,3,110,4,0,4,116,6,0,123,135,7,3,0,145,4,0,4,153,8,0,162,3472,305,25,38,3844,60,21,80,3917,108,10,4035,1045,67,14,14,1132,30,4,39,1170,63,0,1238,0,0,0,0,0,0,0,0,0,0,3,3,4516,371,39,54,4977,93,24,111,5093,170,10,5280,851,83,4,3,939,24,0,24,960,51,0,1012,1141,85,11,4,1235,20,4,21,1258,20,0,1280,19,7,3,0,22,0,0,0,22,0,0,27,11,0,0,11,17,0,0,0,17,4,0,21,2016,173,11,15,2221,39,6,42,2265,73,3,2337,12,0,0,0,14,0,0,0,15,0,0,15,64,5,0,0,69,4,0,4,73,0,0,76,79,5,0,4,85,5,0,5,88,0,0,90,2093,173,11,16,2301,45,6,47,2354,73,3,2433,492,29,10,4
SED10025,2585,56,0,2641,12,0,0,0,18,0,0,0,17,0,0,21,71,3,3,0,81,6,4,12,89,0,0,91,83,8,3,0,99,7,4,10,110,0,0,113,2374,208,25,26,2628,52,12,66,2690,60,0,2758,611,77,11,4,701,9,0,14,710,71,5,789,0,0,0,3,9,0,0,0,9,0,3,9,2987,287,35,30,3334,67,9,77,3411,132,8,3551,548,39,3,3,587,13,3,15,603,26,0,628,622,70,8,9,709,13,3,17,722,25,0,749,19,0,3,0,24,0,0,0,24,3,0,23,10,0,0,3,7,0,0,0,7,0,0,10,1196,112,13,14,1333,27,5,35,1362,45,5,1412,13,0,0,0,20,0,0,0,20,0,0,20,25,7,0,0,30,9,0,9,36,0,0,36,46,5,0,0,49,9,0,9,54,0,0,54,1238,116,13,14,1376,34,5,44,1422,45,5,1469,252,33,3,6
SED10026,2533,84,3,2618,26,7,0,0,28,11,0,11,44,3,0,43,38,0,0,5,46,3,0,5,49,0,0,52,64,7,0,5,80,12,0,14,91,3,0,102,2271,227,36,32,2570,43,9,57,2624,89,3,2717,573,60,16,10,665,36,4,40,702,122,0,825,8,0,0,0,8,0,0,0,8,0,3,14,2856,291,55,43,3247,78,22,95,3340,208,8,3559,569,33,7,0,607,8,3,14,619,27,0,649,679,64,8,4,756,15,3,13,773,16,0,790,12,4,0,0,21,3,0,3,21,0,0,21,6,0,0,13,15,0,0,0,15,3,0,18,1266,104,20,14,1403,25,3,31,1432,45,0,1483,17,0,0,0,17,7,0,7,25,3,0,30,17,4,3,0,19,3,0,3,22,0,0,24,30,4,3,0,37,13,0,13,49,4,0,48,1299,102,17,17,1442,31,3,36,1481,52,0,1530,252,24,9,8
SED10027,2519,74,3,2599,22,3,0,0,24,7,0,7,35,4,0,35,61,21,3,3,86,0,0,0,91,3,0,96,85,25,3,3,117,5,0,5,120,5,0,129,2258,267,26,46,2590,40,6,47,2641,80,3,2724,859,229,17,37,1148,57,12,67,1209,188,3,1401,5,0,0,4,7,3,0,3,7,4,10,26,3123,493,41,86,3748,97,13,113,3863,265,22,4151,574,60,5,3,649,23,7,27,672,31,0,708,617,79,5,5,705,6,0,12,715,35,0,746,12,0,5,0,20,0,0,0,20,0,0,22,13,3,0,8,26,0,0,0,26,0,0,25,1211,142,14,17,1392,28,8,38,1434,71,0,1501,19,3,0,0,26,5,0,5,31,0,0,30,28,14,0,0,44,3,4,7,46,3,3,56,54,19,0,0,65,4,4,12,80,4,3,88,1265,164,14,17,1461,38,9,50,1509,76,3,1586,442,104,8,14
SED10028,3028,96,3,3132,45,5,0,0,51,16,0,16,65,3,0,67,88,9,0,3,99,3,0,8,102,0,3,105,134,15,0,3,149,17,0,20,171,3,3,175,2805,249,24,26,3108,79,11,91,3200,105,3,3303,884,101,7,16,1010,33,8,41,1049,83,3,1134,3,0,0,5,13,0,0,0,13,0,5,15,3690,353,30,45,4124,113,18,134,4257,183,16,4458,733,75,7,5,819,33,6,37,852,40,0,891,862,73,5,6,949,18,3,20,971,15,0,986,16,4,3,0,22,0,0,0,21,0,0,21,4,0,0,8,13,0,0,0,15,3,0,17,1616,150,11,22,1802,54,7,57,1860,56,0,1913,39,9,0,0,50,0,0,0,48,0,0,48,54,4,0,0,62,5,0,4,65,3,4,70,96,14,0,0,108,7,0,4,119,3,4,122,1710,164,11,21,1917,57,6,66,1976,56,4,2039,461,46,0,13
SED10029,1303,119,7,1429,20,8,3,3,31,14,3,18,48,7,0,58,74,26,0,3,102,4,6,13,107,9,0,117,91,29,6,4,133,19,3,29,159,13,0,175,1076,245,19,34,1375,66,23,87,1457,137,7,1603,904,468,13,71,1448,68,47,117,1565,961,19,2549,0,0,0,9,9,0,0,0,17,11,53,85,1986,708,28,110,2839,134,69,204,3041,1112,86,4232,312,51,3,0,366,7,6,12,384,54,3,436,246,79,0,12,331,7,7,16,348,43,3,391,5,3,4,0,11,0,0,0,16,0,0,16,9,3,0,3,14,4,0,4,16,5,0,23,566,139,3,14,727,22,8,29,759,98,6,866,17,8,4,0,23,7,3,4,29,0,0,35,32,20,0,0,45,8,5,15,65,16,0,79,47,29,4,0,77,12,10,23,93,18,0,110,617,167,6,14,800,31,18,54,856,112,6,980,434,231,9,29
SED10030,1832,94,6,1925,25,0,0,0,26,0,0,0,28,0,0,30,73,3,3,0,76,5,0,5,84,3,0,87,96,4,3,0,108,12,0,12,117,6,0,126,1615,225,24,41,1902,36,11,47,1949,94,6,2047,577,71,18,26,693,30,0,31,731,73,0,802,7,3,0,6,12,0,0,0,12,0,3,23,2196,291,45,66,2608,70,10,83,2691,173,13,2870,333,54,5,4,389,3,3,5,394,18,0,414,594,64,10,7,672,9,0,9,683,17,0,697,12,0,3,0,21,0,0,0,21,4,0,20,8,0,0,9,13,0,0,0,13,0,0,15,945,122,12,17,1093,11,3,15,1109,43,0,1151,8,0,0,0,12,0,0,0,17,0,0,19,36,3,0,0,43,9,0,9,45,3,0,52,47,6,0,4,53,10,0,10,65,3,0,71,988,123,12,20,1150,20,3,23,1171,48,0,1220,242,34,7,9
SED10031,2555,85,6,2649,17,6,0,0,26,0,0,0,24,5,0,31,44,4,0,0,51,0,4,6,56,0,0,58,62,8,0,0,73,3,4,5,83,9,0,87,2232,280,46,45,2599,27,6,38,2641,96,6,2740,528,87,21,15,645,18,3,19,668,93,4,762,3,0,0,0,3,0,0,0,3,0,8,14,2759,366,66,56,3250,42,10,57,3306,185,16,3509,603,60,4,7,671,6,0,5,680,24,0,705,723,101,11,8,844,9,0,9,847,17,0,868,24,9,11,0,39,0,0,0,39,3,0,47,6,4,0,9,23,0,0,0,23,0,0,23,1351,174,25,29,1582,14,0,11,1592,45,0,1641,8,0,0,0,10,3,3,8,21,3,0,20,21,5,0,0,24,4,3,6,32,3,0,31,30,6,0,0,34,9,8,13,46,3,0,51,1382,177,25,29,1614,23,6,28,1641,49,0,1695,275,34,12,11
SED10032,2053,146,12,2211,81,11,0,4,104,11,3,19,120,3,0,120,122,16,3,3,147,23,7,28,174,8,0,177,199,31,3,11,246,39,11,42,289,13,0,301,1871,295,24,47,2235,83,18,104,2346,158,12,2513,1238,465,25,87,1815,95,36,136,1950,569,10,2533,16,0,0,10,30,0,0,0,28,0,23,52,3123,769,48,144,4081,184,55,239,4322,731,46,5099,405,48,3,3,461,18,3,19,485,44,0,525,414,87,3,3,503,11,3,16,521,37,3,557,10,5,3,0,17,0,0,0,17,3,0,24,12,0,0,13,20,0,0,0,20,3,0,29,846,135,15,16,1007,28,10,33,1043,87,3,1130,27,7,0,0,30,11,0,11,45,8,0,50,58,12,0,3,69,6,3,13,82,8,0,88,81,23,0,3,102,17,3,20,126,9,0,134,921,156,12,19,1115,42,15,60,1172,95,3,1270,474,194,11,46
SED10033,2768,73,0,2843,15,0,0,0,15,3,0,3,16,4,0,18,57,3,0,3,64,0,0,0,68,0,0,69,69,3,0,3,76,4,0,4,84,4,0,85,2533,214,37,46,2830,15,5,22,2851,74,0,2926,695,56,13,24,783,8,0,8,789,83,9,884,5,4,0,0,6,0,0,0,6,0,9,17,3232,266,51,67,3616,27,5,27,3648,158,14,3823,622,60,3,3,688,3,0,3,686,26,0,712,863,74,14,9,954,5,0,5,964,14,0,979,24,4,11,0,37,0,0,0,37,5,0,38,12,0,0,7,20,4,0,4,24,0,0,24,1516,137,25,21,1693,12,0,11,1707,45,0,1750,7,3,0,0,11,3,0,3,13,0,0,13,26,0,4,0,32,0,0,0,32,3,0,31,33,3,4,0,38,3,0,3,45,5,0,43,1553,140,26,21,1737,12,0,13,1750,46,0,1797,365,35,4,10
SED10034,3564,54,3,3623,19,3,0,0,19,3,0,3,24,0,0,21,57,7,0,0,64,0,0,0,64,0,0,70,79,11,0,0,82,3,0,3,87,3,0,89,3309,241,29,42,3626,27,3,28,3650,54,3,3708,600,30,7,14,650,9,0,9,664,18,0,681,7,0,0,0,7,0,0,0,7,0,0,10,3911,270,36,58,4280,31,3,34,4320,80,7,4402,622,56,13,4,691,3,0,6,694,28,0,726,1114,63,7,7,1187,5,0,3,1193,11,0,1207,16,4,0,0,25,0,0,0,25,0,0,23,4,0,0,11,16,0,0,0,16,0,0,19,1754,124,18,25,1923,10,3,13,1933,35,4,1975,4,0,0,0,6,0,0,3,6,0,0,6,37,0,0,0,32,3,0,3,35,0,0,36,37,3,0,0,40,3,0,4,47,0,0,43,1791,125,18,25,1962,9,7,13,1979,42,4,2018,278,18,8,9
